,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1970,1970,"There were the petticoats, brown, decorous, striped, frivolous, solid, flimsy; and she chose, in her abstraction, portentously, and the girl serving thought her mad.",-0.15982456663433872,-0.04858687620916094,-0.12076191699391026,-0.1732270888782746,-0.23193571914022573,-0.09210332070918723,-0.06403276945319576,-0.10086136561619337,-0.03177340618728771,0.06332973427809535,-0.025727150061321057,-0.08042632739383554,-2.2935135772456463,-0.686475248731362,-1.5632866721578875,-1.7587686941860314,-1.8774901900888217,-0.7867070993289398,-2.4277279705387924,-0.539573145023574,-1.3104753663167923,-0.7605907898337434,-0.9389193164225,-1.7843093744173624,0.2821582667494671,-0.897256298731417,-0.42329981599128996,0.11490535143342563,0.045152214184366754,-0.6957997017811255,-0.3771192973312307
1971,1971,"Elizabeth rather wondered, as they did up the parcel, what Miss Kilman was thinking.",-0.16529836802791864,-0.054277712479530525,-0.1262954844403764,-0.17454249845226483,-0.23423324161024606,-0.09935358383569799,-0.07327847030458187,-0.11053628662206436,-0.03480019787265067,0.0634363896215655,-0.025321325195190356,-0.07982850449513677,-2.3159390667805964,-0.7120519701200665,-1.5468830967155816,-1.7920746217464518,-1.906832246270858,-0.8358926200283504,-2.4072926055816057,-0.5898886021919582,-1.3403934672246547,-0.8301545081118346,-0.9951203370832767,-1.784469452241179,0.1798925961287738,-0.9522009921393708,-0.5277163145180949,0.11471966312393929,-0.037543920801512594,-0.8168523580483235,-0.42125108899176555
1972,1972,"They must have their tea, said Miss Kilman, rousing, collecting herself.",-0.1687194938989061,-0.05783448514851152,-0.13033605175374638,-0.17872362174101944,-0.2341317046553318,-0.1042429385973685,-0.0786860039656315,-0.11496548363643774,-0.03116804785021511,0.062493059350679,-0.025756403292768612,-0.08163729723562191,-2.2340967577706823,-0.6187091723143596,-1.4758535314859242,-1.6898814749319124,-1.819799687539628,-0.724694854610692,-2.4072926055816057,-0.6402040593603423,-1.370311568132517,-0.8858054827343074,-1.051321357744053,-1.635585494934474,0.2231762526607951,-0.8481374306355373,-0.6843669229679085,0.1215486597094519,0.06474827852491305,-0.6957997017811255,-0.3735335233284917
1973,1973,They had their tea.,-0.15927718649498074,-0.048017792582123985,-0.12268831431580411,-0.1762431351157807,-0.22415520110483614,-0.09566921380677719,-0.0716545575010019,-0.10938058690059622,-0.026930539490706954,0.06938492745122443,-0.025437593502120548,-0.07720265669982325,-2.1573693181217855,-0.531199985783112,-1.4005887655219693,-1.63195011477446,-1.8236850478782831,-0.6321609557428446,-2.392196392583133,-0.5415857633103092,-1.28055726540893,-0.7745035334893616,-0.9389193164225,-1.4865620924914946,0.2314516563682486,-0.7762243666597233,-0.5264499929465912,0.23270747266696562,0.16663926002867663,-0.5747470455139276,-0.25480702764236585
1974,1974,Elizabeth rather wondered whether Miss Kilman could be hungry.,-0.15654028579819076,-0.04517237444693919,-0.1221676883241314,-0.18762142793079617,-0.23478074479850913,-0.09550732837942391,-0.06981069368674486,-0.10599033733403883,-0.026930539490706954,0.06920820403421239,-0.025437593502120548,-0.08038674325285171,-2.1203641810186364,-0.4889948834078445,-1.3869941826297147,-1.7014363943783821,-1.9044907004890044,-0.6179726175532831,-2.392196392583133,-0.5013333975756018,-1.28055726540893,-0.7466780461781252,-0.9389193164225,-1.4864935524906675,0.2025714301008426,-0.9036030493959774,-0.5311958663035847,0.23296486589093682,0.16669863002938096,-0.4536943892467297,-0.25564125339025323
1975,1975,"It was her way of eating, eating with intensity, then looking, again and again, at a plate of sugared cakes on the table next them; then, when a lady and a child sat down and the child took the cake, could Miss Kilman really mind it?",-0.15175070957880835,-0.0401928927103658,-0.11590146823445004,-0.1873395544506554,-0.23254294994902658,-0.08850703049081203,-0.0636935766215313,-0.10100545861215646,-0.019212220693031384,0.06969557408269089,-0.025054401873974008,-0.08323916293233417,-2.0280489640664108,-0.3837075236717235,-1.2891179652099551,-1.7031500026863469,-1.779636730717164,-0.48780236753365896,-2.3037086666404836,-0.43089175753986403,-1.2207210635932053,-0.6910270715556524,-0.8546177854313356,-1.4868448816795732,0.19877084015031946,-0.97028500494449,-0.5309572131313496,0.21252794494258917,0.26905555914824125,-0.3326417329795318,-0.21491381279822658
1976,1976,"Yes, Miss Kilman did mind it.",-0.1496980340562159,-0.03805882910897721,-0.11288573294204421,-0.18671943279434572,-0.23098007721162106,-0.08609393219525738,-0.06138789765116149,-0.09648019960047434,-0.019212220693031384,0.0764490318507718,-0.025054401873974008,-0.08234283006557785,-2.0689701185713676,-0.43037892257457705,-1.3364710086963936,-1.75532479205675,-1.7717593312407607,-0.5372235966081738,-2.3037086666404836,-0.4007024832388335,-1.190802962685343,-0.6632015842444159,-0.8265172751009474,-1.6353113793885834,0.2483990353198227,-0.9164692244969981,-0.5934013605498418,0.23121435533340617,0.26428878027223557,-0.3931680611131308,-0.29269391931687055
1977,1977,She had wanted that cake--the pink one.,-0.14367685252327803,-0.03464432734675546,-0.11075554844984939,-0.18653151714091853,-0.229502814063653,-0.08174197044109552,-0.059927297591617926,-0.09205100258610094,-0.017547485266081755,0.07054087808320351,-0.024896931408912255,-0.0785707253954888,-2.040898438171375,-0.43037892257457705,-1.3121080688160462,-1.7774920932199858,-1.8013933553719783,-0.5372235966081738,-2.3037086666404836,-0.3523996443571845,-1.1608848617774805,-0.6353760969331794,-0.770316254440171,-1.784308734230548,0.20062812946124042,-0.9607961402001115,-0.6561604687605334,0.12350905711562857,0.3651074949746956,-0.5142207173803287,-0.37515725759132984
1978,1978,"The pleasure of eating was almost the only pure pleasure left her, and then to be baffled even in that!",-0.1457295280458705,-0.03677839094814406,-0.11075554844984939,-0.1839006979929381,-0.22732275591402362,-0.0840067987107547,-0.06163825381461847,-0.09729450976227604,-0.01058586438974693,0.06409012819934047,-0.024634591248263712,-0.0763309212284972,-2.0134476932141183,-0.39907079640904025,-1.2485772943097382,-1.7345652859365102,-1.730481187331596,-0.5040708282855128,-2.2641357525640564,-0.38258891865821504,-1.1608848617774805,-0.6632015842444159,-0.7984167647705592,-1.7843663643810779,0.2012191352166657,-0.9076390097963168,-0.5942283311963636,0.12419669644410099,0.26948379581844606,-0.6352733736475266,-0.3370383266917871
1979,1979,"When people are happy, they have a reserve, she had told Elizabeth, upon which to draw, whereas she was like a wheel without a tyre (she was fond of such metaphors), jolted by every pebble, so she would say staying on after the lesson standing by the fire-place with her bag of books, her ""satchel,"" she called it, on a Tuesday morning, after the lesson was over.",-0.14135048693100657,-0.03222572193184839,-0.1127049956916216,-0.18708184155452673,-0.2228511480564277,-0.07319448538002608,-0.06698375858480733,-0.10384815479405407,-0.025492813440159544,0.06294591310677232,-0.025618373510435364,-0.07214565885330054,-2.0301502208231437,-0.4181203647351809,-1.2962524823544048,-1.7286786741599165,-1.8107763521748965,-0.43094762818438587,-2.323528893438854,-0.3181851334826833,-1.1608848617774805,-0.7049398152112706,-0.6579142131186183,-1.6355339465586818,0.09160305740351417,-0.9893837291433267,-0.6099371304377883,0.12460106563253366,0.1670514112156657,-0.7563260299147245,-0.47112120722594286
1980,1980,And she talked too about the war.,-0.1402557266522906,-0.031087554677774472,-0.1127049956916216,-0.18820933547508975,-0.21805900196861225,-0.07319448538002608,-0.06698375858480733,-0.10384815479405407,-0.025492813440159544,0.06851925883820453,-0.025618373510435364,-0.0757282161778766,-2.017776826745228,-0.4040082601824447,-1.2962524823544048,-1.6852035472293556,-1.8223016830463106,-0.43094762818438587,-2.323528893438854,-0.30208418718880037,-1.1608848617774805,-0.7049398152112706,-0.6579142131186183,-1.4876196722175596,0.17783386723597797,-0.914679575362443,-0.6090470560823007,0.12743158348119,0.2691745679027398,-0.6352733736475266,-0.3599185221688739
1981,1981,"After all, there were people who did not think the English invariably right.",-0.1392978114084141,-0.030091658330459795,-0.11547177941485468,-0.18424968420644572,-0.21563804241614715,-0.07522959839826125,-0.07054564614119065,-0.11208436265561657,-0.028934707985229437,0.0682897254938432,-0.02587465943853062,-0.078396403985396,-2.0245205331119203,-0.4116995927885536,-1.3372614209601694,-1.6525799941958106,-1.6998643356863352,-0.44228583228708973,-2.291217744398105,-0.3181851334826836,-1.190802962685343,-0.7605907898337434,-0.6860147234490065,-1.4882318419674385,0.12027423511037101,-0.9753171309881551,-0.5996436686811872,0.11796059896493773,0.26848561324950315,-0.6352733736475266,-0.322950119463302
1982,1982,There were books.,-0.1501085691607344,-0.03848564182925494,-0.12345910521016498,-0.18861872314862754,-0.21785194621741458,-0.08587167848197065,-0.07459029811903285,-0.11595048857807262,-0.03397936079416772,0.07506699950366989,-0.02619615208709438,-0.08364353842717703,-2.069180463607681,-0.4681401987091774,-1.4084969851238436,-1.6560205488716677,-1.7030019597795627,-0.5078666965000214,-2.3173113512154697,-0.4369296124000703,-1.28055726540893,-0.8440672517674528,-0.8265172751009474,-1.3394973994021109,0.09097964309283053,-0.8914932125543263,-0.5372015545887392,0.10652611952314521,0.3498616269511997,-0.5142207173803287,-0.2462103828619642
1983,1983,There were meetings.,-0.1446347677671545,-0.03848564182925494,-0.11919873622577534,-0.18475302970669708,-0.21280695320265583,-0.08828477677752529,-0.07166909799994572,-0.11283586304994718,-0.035862697842838014,0.07384132596107276,-0.026267508327092046,-0.08710122713053793,-2.0130371028076963,-0.4681401987091774,-1.359771105363148,-1.610476827699831,-1.6635563343813704,-0.5572879255745363,-2.2566092720089004,-0.4369296124000703,-1.2506391645010677,-0.8162417644562163,-0.8546177854313356,-1.19112565823313,0.038441879332349,-0.9510866680192539,-0.53787619522579,0.10772155926339522,0.2483899094292629,-0.5142207173803287,-0.24425806430789584
1984,1984,There were other points of view.,-0.1440873876277965,-0.040761976337402764,-0.1165984523912269,-0.18193429490528948,-0.21189710244979681,-0.08828477677752529,-0.06951083485701241,-0.11121684892607465,-0.029809114472112076,0.06708510688960102,-0.025758702555880076,-0.08815989152968134,-2.0045844654794145,-0.506701809524101,-1.323091595600106,-1.6390962671626201,-1.5722448036509973,-0.5572879255745363,-2.0982879189011316,-0.4691315049878362,-1.2207210635932053,-0.7884162771449799,-0.8546177854313356,-1.339747472376524,0.04182083136532266,-0.9745326193075152,-0.4837202533034259,-0.00041454008649422766,0.23634074030017962,-0.6352733736475266,-0.3295186621562544
1985,1985,Would Elizabeth like to come with her to listen to So-and-so (a most extraordinary looking old man)?,-0.1443610776974755,-0.041046518150921245,-0.11408307374407413,-0.18333426652332194,-0.21205637610456424,-0.09047272777455403,-0.07123223644444268,-0.11074688407770271,-0.031606845291297356,0.07341366909842059,-0.025946279957127828,-0.08650457245508111,-1.9313831978823819,-0.4232142930660358,-1.2886371956020382,-1.618649798688827,-1.5402336781789716,-0.5831589312583004,-2.1351898515534806,-0.4731567415613069,-1.190802962685343,-0.8162417644562163,-0.8827182957617238,-1.1907371581973074,0.11610171840660383,-0.8892971334492065,-0.4782914167929208,0.11047336289677179,0.338651010217869,-0.5142207173803287,-0.2455794000165535
1986,1986,Then Miss Kilman took her to some church in Kensington and they had tea with a clergyman.,-0.1388872763038956,-0.03535568188055166,-0.1037218842126355,-0.17713304996022514,-0.2119767392771805,-0.09047272777455403,-0.06563251567196822,-0.10430334087360928,-0.02676397859471661,0.07343058208168932,-0.02549672154516395,-0.08656538334044414,-1.7977352669187319,-0.27078614254086053,-1.1146510041376436,-1.6615740382616926,-1.4032970966371583,-0.5831589312583004,-1.990690000180995,-0.4127781929592459,-1.1309667608696181,-0.7884162771449799,-0.8827182957617238,-1.1907393321650315,0.1636282509705714,-0.8928936086055479,-0.3759930777792541,0.12042908260549529,0.33909022606258676,-0.5142207173803287,-0.2301883331017431
1987,1987,She had lent her books.,-0.1402557266522906,-0.03677839094814406,-0.11096109520239791,-0.1856832121911616,-0.21544890495111077,-0.08818995040669757,-0.07247634056397037,-0.10734998406517778,-0.033120241133978844,0.07467489442217444,-0.02602726775733193,-0.08669761827416603,-1.8146095133219042,-0.2900315596019089,-1.209947165897105,-1.6909801202543153,-1.4381716324389235,-0.548283654359472,-1.990690000180995,-0.4329043758265996,-1.2207210635932053,-0.8997182263899256,-0.8546177854313356,-1.1910020132630967,0.10752995112475748,-0.922533046498472,-0.2575895397878004,0.1227032966114582,0.44129689471824435,-0.3931680611131308,-0.2324935500063333
1988,1988,"Law, medicine, politics, all professions are open to women of your generation, said Miss Kilman.",-0.14778220356846294,-0.04460329081990223,-0.11835117944213061,-0.19357566963510295,-0.21953228327521107,-0.09555142063121362,-0.08483390320693106,-0.11771876826699415,-0.04704348288664849,0.06790763013713945,-0.026990234302303528,-0.08834354045965584,-1.9879543055226734,-0.4877347779594048,-1.337008714909721,-1.7579200531928372,-1.6151987320473982,-0.7134316491538244,-1.990690000180995,-0.5435983815970448,-1.28055726540893,-1.0249329192904897,-0.9389193164225,-1.3398220274659622,0.06923161776913211,-0.9708995294070938,-0.23657870168316714,0.025001789475897936,0.338903732796485,-0.5142207173803287,-0.3693947822695887
1989,1989,"But for herself, her career was absolutely ruined and was it her fault?",-0.15352969503172187,-0.0505786689037903,-0.12775407613988835,-0.20048156989855162,-0.2162014729698869,-0.09971830982980791,-0.091725485195206,-0.12455099309096751,-0.05158367041469294,0.06686730908465065,-0.027265559429744672,-0.08068405412335997,-2.0523970040798107,-0.5612329704498477,-1.4272163529590691,-1.7454514890245436,-1.671351940984364,-0.7510906633676375,-1.9682140953156462,-0.6683807153746377,-1.4301477699482419,-1.1779730995022901,-0.9951203370832767,-1.1920975285036624,0.016919714351673776,-0.9909827937204662,-0.24842632490532596,0.048471889792041006,0.43821646818323606,-0.5142207173803287,-0.45085921821880803
1990,1990,"Good gracious, said Elizabeth, no.",-0.1514770195091294,-0.0484446053024017,-0.12405903402002198,-0.20104531685883315,-0.21483968322162528,-0.09718303619640113,-0.091725485195206,-0.12455099309096751,-0.04553008704396701,0.07374364485362275,-0.02695295245994829,-0.08031346095698944,-1.9974955141652972,-0.49861671811877406,-1.3636855784527615,-1.7191768257745235,-1.6849888963767452,-0.6847851267223152,-1.9682140953156462,-0.6381914410736071,-1.4002296690403795,-1.1779730995022901,-0.9670198267528882,-1.0434069609638366,0.0918802740743953,-0.9869934147525985,-0.24860517287528924,0.1583668018490041,0.5405476519777167,-0.3931680611131308,-0.3536290558379782
1991,1991,And her mother would come calling to say that a hamper had come from Bourton and would Miss Kilman like some flowers?,-0.1510664844046109,-0.048017792582123985,-0.12405903402002198,-0.20254864208625054,-0.21579731607091454,-0.09487864023735659,-0.09017624425476178,-0.12365096607002878,-0.045832766212503304,0.07952892062029987,-0.026980242564367953,-0.08198905320254278,-1.9586204173855881,-0.4542788891610634,-1.3352737523608984,-1.7284233836686904,-1.6872766724895554,-0.6180664674717202,-1.8885751419672618,-0.6321535862134011,-1.4002296690403795,-1.164060355846672,-0.9389193164225,-0.8946811742577297,0.11175909956973928,-0.9446565369573028,-0.28122764412215184,0.26853914794728856,0.5382963989664361,-0.4536943892467297,-0.2724810787702694
1992,1992,"To Miss Kilman she was always very, very nice, but Miss Kilman squashed the flowers all in a bunch, and hadn't any small talk, and what interested Miss Kilman bored her mother, and Miss Kilman and she were terrible together; and Miss Kilman swelled and looked very plain.",-0.1553086804846353,-0.052428190691660416,-0.12361793004630832,-0.20198489512596904,-0.21443154448128374,-0.09944532029761748,-0.09371872179735816,-0.1300945092741222,-0.04098989951592256,0.07926521614647723,-0.02679624189878971,-0.0807607187767304,-2.0151255141403057,-0.5187240873131416,-1.3238343690525365,-1.7109313235961645,-1.7354905906530114,-0.6879586398980464,-1.9302886560111447,-0.6945447531021974,-1.4002296690403795,-1.219711330469145,-0.9951203370832767,-0.8943636771636737,0.09058062442399213,-0.9952228477797739,-0.33346437760057135,0.18252963644768253,0.4362278113726021,-0.4536943892467297,-0.2837506668871191
1993,1993,But then Miss Kilman was frightfully clever.,-0.15955087656465972,-0.05683858880119684,-0.12872953043825122,-0.2027835366530345,-0.21705159610220817,-0.09940723949844185,-0.0964845175187437,-0.13432049821726555,-0.05065641518409763,0.07244030965315902,-0.02732523821920896,-0.08140229683428195,-2.078553303622989,-0.5910647556125642,-1.394863934282194,-1.7380066495349829,-1.7462207519840316,-0.6839036135059445,-1.9745325189824694,-0.7569359199909939,-1.460065870856104,-1.2614495614359995,-0.9951203370832767,-1.042451944500344,0.06570887221856318,-0.9644287179495514,-0.3855855842709179,0.07584669244332179,0.3351979483620811,-0.4536943892467297,-0.28464229112268613
1994,1994,Elizabeth had never thought about the poor.,-0.15654028579819076,-0.05370862885249356,-0.12468896312488124,-0.2027835366530345,-0.21643042884861513,-0.09940723949844185,-0.09113901274855483,-0.13054747853835488,-0.05065641518409763,0.07267398495260657,-0.02732523821920896,-0.0808280265796744,-1.9937109571864216,-0.4943003548448519,-1.3238343690525365,-1.726021715420938,-1.7462207519840316,-0.6839036135059445,-1.9745325189824694,-0.7126583176828157,-1.4301477699482419,-1.219711330469145,-0.9951203370832767,-1.0394952105773982,0.08933138989677185,-0.9366747240260357,-0.37338812447880465,0.15539797244895998,0.4278973787444345,-0.4536943892467297,-0.19260906669980032
1995,1995,"They lived with everything they wanted,--her mother had breakfast in bed every day; Lucy carried it up; and she liked old women because they were Duchesses, and being descended from some Lord.",-0.16434045278404213,-0.06181807053777022,-0.12716738513584977,-0.20701163885514598,-0.21777629123140002,-0.10858600144595736,-0.09750086343248558,-0.1397760807259607,-0.0569694378421404,0.06577486843066026,-0.02805334336909308,-0.08182699214728359,-2.111650512136924,-0.6288127869135298,-1.397498417002517,-1.7363338036590414,-1.7603517627209564,-0.6955718817132936,-1.9912179246000228,-0.8273775600267318,-1.460065870856104,-1.3171005360584724,-1.1075223784048294,-1.1881177671596674,0.06435134392520979,-0.9302087777896072,-0.43640494829339627,0.04870989693183114,0.3257839490867969,-0.5747470455139276,-0.27375952454490265
1996,1996,"But Miss Kilman said (one of those Tuesday mornings when the lesson was over), ""My grandfather kept an oil and colour shop in Kensington.""",-0.1658457481672766,-0.06338305051212186,-0.12242668246022097,-0.2003782162891667,-0.21442955356059912,-0.11291092677824881,-0.09918139964244838,-0.13830854898245962,-0.056476182900821986,0.06579626853193907,-0.027967287044588028,-0.07834657625289547,-2.0954678049648425,-0.5796651613769686,-1.3022812198558427,-1.6731732820960592,-1.657120125687936,-0.684569927451919,-1.8966205664822682,-0.8495163611808209,-1.4002296690403795,-1.344926023369709,-1.1637233990656057,-1.1880265360928601,0.10742157957311475,-0.8201078841318176,-0.4355613156695673,0.13456266464571778,0.33958451185857524,-0.5747470455139276,-0.15201335472168628
1997,1997,Miss Kilman made one feel so small.,-0.16516152299307912,-0.06551711411351044,-0.1252710424390746,-0.20225737282343842,-0.2216466410422489,-0.11751862712914354,-0.09936143066383821,-0.13704422531018853,-0.06439068264106737,0.06533202439935862,-0.02841080825192073,-0.07984605985322757,-2.162696178641196,-0.6922681319374978,-1.4000530188578555,-1.7115483968978342,-1.6958390475030016,-0.7580786353743005,-1.8691036364629858,-0.8797056354818514,-1.4301477699482419,-1.344926023369709,-1.219924419726382,-1.18845180685884,0.08480252026582592,-0.8168951205084207,-0.32846987930153493,0.1317219435948615,0.33942637815145194,-0.5747470455139276,-0.14892379056173038
1998,1998,Miss Kilman took another cup of tea.,-0.16461414285372114,-0.06779344862165827,-0.12235151645439243,-0.19981446932888516,-0.2203784245661631,-0.11512619483824002,-0.09843949875670968,-0.14175052423987555,-0.06363398471972663,0.07222803445499028,-0.02835608079777071,-0.08069470773744114,-2.1061245022186137,-0.723423366087347,-1.3178394556448418,-1.6954747707943256,-1.6540536517613396,-0.7111935407821797,-1.8248597734916612,-0.9119075280696173,-1.4002296690403795,-1.3310132797140906,-1.191823909395994,-1.039929279466336,0.08193174097557121,-0.7633604260892167,-0.3350863307212511,0.1344572592523046,0.4416706478075557,-0.4536943892467297,-0.151464261938625
1999,1999,"Elizabeth, with her oriental bearing, her inscrutable mystery, sat perfectly upright; no, she did not want anything more.",-0.16461414285372114,-0.06779344862165827,-0.12235151645439243,-0.19981446932888516,-0.22071688108254395,-0.11512619483824002,-0.09843949875670968,-0.14175052423987555,-0.06363398471972663,0.0662591320128241,-0.02835608079777071,-0.08126897799204869,-2.1061245022186137,-0.723423366087347,-1.3178394556448418,-1.743922140727055,-1.6540536517613396,-0.7111935407821797,-1.8248597734916612,-0.9119075280696173,-1.4002296690403795,-1.3310132797140906,-1.191823909395994,-1.1887283808999278,0.08250703483564578,-0.7650848448431241,-0.2788232614915694,0.12872814792285509,0.3552418775104107,-0.4536943892467297,-0.06876025608233446
2000,2000,She looked for her gloves--her white gloves.,-0.1659825932021161,-0.07063886675684306,-0.12004374748177077,-0.1994386380220308,-0.22146745818063548,-0.11735968866190957,-0.10043146173303487,-0.1380787391273595,-0.06423934305679922,0.06514080413954482,-0.028403719351463904,-0.08428439363240454,-2.138701185391003,-0.7605777277778585,-1.252594633845694,-1.7575458519729588,-1.6250127224910251,-0.7792879872349208,-1.8248597734916612,-0.9521598938043246,-1.370311568132517,-1.344926023369709,-1.2480249300567703,-1.1945994452608424,0.08144776030459513,-0.7601089769430804,-0.27532797684581295,0.03048944717673515,0.4483561038544761,-0.5747470455139276,-0.1479839598065985
2001,2001,They were under the table.,-0.16529836802791859,-0.06992751222304686,-0.11548635005714017,-0.2054049600183436,-0.2207089173998055,-0.11517889472658803,-0.10275966367665772,-0.1448754949061727,-0.0663580972365533,0.06523744975822329,-0.028605842574524844,-0.08597590742200387,-2.151603964071404,-0.775293606106151,-1.2257751106800323,-1.7699708346196017,-1.691274655146287,-0.8258908266652919,-1.7914483537804125,-0.9018444366359404,-1.3104753663167923,-1.3866642543365635,-1.219924419726382,-1.1935409008088138,0.13478021040293814,-0.7157929294164311,-0.2771449428785084,0.030609402934718685,0.3579883538994811,-0.5747470455139276,-0.14709338734964006
2002,2002,"Ah, but she must not go!",-0.16529836802791859,-0.06992751222304686,-0.11548635005714017,-0.20822369481975125,-0.22286707542190434,-0.11517889472658803,-0.10275966367665772,-0.1448754949061727,-0.0663580972365533,0.05892269406635778,-0.028605842574524844,-0.08613416327750475,-2.151603964071404,-0.775293606106151,-1.2257751106800323,-1.8051630268506658,-1.679749324274873,-0.8258908266652919,-1.7914483537804125,-0.9018444366359404,-1.3104753663167923,-1.3866642543365635,-1.219924419726382,-1.3381450847798382,0.08291582336465031,-0.7455487334709257,-0.27854259189588393,-0.07460521053804005,0.2557747923378776,-0.4536943892467297,-0.18485505856774204
2003,2003,"Miss Kilman could not let her go! this youth, that was so beautiful, this girl, whom she genuinely loved!",-0.16160355208725216,-0.06608619774054739,-0.10768549855349488,-0.2037982811815413,-0.22526613484683894,-0.1105466968091586,-0.10087342161584918,-0.14205422793905934,-0.0663580972365533,0.06551150911976149,-0.028605842574524844,-0.08478083495983676,-2.0945486621055034,-0.7102208878559674,-1.1157365813909057,-1.842032528253873,-1.614850953472631,-0.7493277878034127,-1.7914483537804125,-0.8475037428940855,-1.2207210635932053,-1.358838767025327,-1.1637233990656057,-1.1893912321059548,0.14158493979073897,-0.6857249597433998,-0.23181267298176214,-0.06263970261274986,0.3580361675173324,-0.3326417329795318,-0.14211628554403719
2004,2004,Her large hand opened and shut on the table.,-0.16228777726144963,-0.06679755227434359,-0.10768549855349488,-0.2081203412103663,-0.22546124507392906,-0.11293912910006211,-0.10087342161584918,-0.14557674748652644,-0.0682414342852236,0.059058688258355314,-0.028663788246979783,-0.08429722723832947,-2.107489067377436,-0.7249796800678974,-1.1157365813909057,-1.8476102867847277,-1.6986935622370256,-0.7962128823955336,-1.7914483537804125,-0.8575668343277624,-1.2207210635932053,-1.358838767025327,-1.191823909395994,-1.3379522596221636,0.09213003829384193,-0.6776967572763642,-0.2314946156034406,-0.1383662906707972,0.25977109275412374,-0.4536943892467297,-0.14153970450484857
2005,2005,"But perhaps it was a little flat somehow, Elizabeth felt.",-0.16707735348083205,-0.07177703401091697,-0.11024129874946632,-0.20891898273743179,-0.22780854056106423,-0.11985231697719573,-0.10271728543010623,-0.14968746203289934,-0.07293296139753619,0.05388952831075335,-0.028926042648825555,-0.08395355019672908,-2.2167485499056707,-0.8495923151385159,-1.1796631900975973,-1.9085937153724386,-1.7697723312238536,-0.9667161227026099,-1.7914483537804125,-0.9280084743635002,-1.2506391645010677,-1.3866642543365635,-1.2761254403871585,-1.3381435154329946,0.07068275431308878,-0.7344075647541664,-0.2898978197998877,-0.11783681305206775,0.25883174878773085,-0.5747470455139276,-0.18818747707707925
2006,2006,And really she would like to go.,-0.16680366341115305,-0.07149249219739849,-0.1143540011936123,-0.21008405978868028,-0.22857504502463255,-0.12200246388562086,-0.10271728543010623,-0.15265725562662083,-0.06967075258108944,0.047236512953513256,-0.028776659450502923,-0.08006946323224433,-2.208984306742511,-0.8407370398113578,-1.224586231565041,-1.9142651973110385,-1.7488796333530225,-0.9714046321618218,-1.8194306296751666,-0.9239832377900293,-1.3104753663167923,-1.3866642543365635,-1.3042259507175467,-1.486614592256025,0.06758048923166465,-0.6780419572729153,-0.1881102071034776,-0.09835326004089288,0.1606366811503528,-0.5747470455139276,-0.19410475468332813
2007,2007,"But said Miss Kilman, ""I've not quite finished yet.""",-0.16584574816727657,-0.07049659585008382,-0.1143540011936123,-0.20839281890783565,-0.22821667930140577,-0.12200246388562086,-0.10358717680162437,-0.15432947331823363,-0.0645252067159724,0.05225690768093516,-0.028485361884483203,-0.07935382976454312,-2.1942924854923924,-0.8239807224867655,-1.224586231565041,-1.906879101664855,-1.7034676949397338,-0.9714046321618218,-1.8194306296751666,-0.9098949097828817,-1.3104753663167923,-1.4005769979921818,-1.3042259507175467,-1.4863352040603985,0.013364371615977616,-0.5642461897988691,-0.34309518687158963,-0.09512136417057292,0.06144689724808544,-0.6957997017811255,-0.22703079719446526
2008,2008,"Of course, then, Elizabeth would wait.",-0.16420360774920262,-0.06878934496897295,-0.1143540011936123,-0.2083458399944788,-0.22768908531998863,-0.11964496913906887,-0.10358717680162437,-0.15432947331823363,-0.0642225275474361,0.05308944065326529,-0.02830860662765221,-0.07920265841232202,-2.1659414780096076,-0.7916458288227428,-1.224586231565041,-1.8975449369484898,-1.7032234142793703,-0.928604592297042,-1.8194306296751666,-0.8857434903420573,-1.3104753663167923,-1.4005769979921818,-1.2761254403871585,-1.6348209384940358,-0.03741933665222717,-0.5636537142676054,-0.3380772996749186,-0.11414066151108578,0.05219227160895165,-0.7563260299147245,-0.22384809071620046
