,model,type,sent_no,sent_raw,sentiment,sentiment100,token_len,sent_raw_abbr
249,sentimentr_sentiword,peak,2374,"She must be brave and drink something, he said (What was it? Something sweet), for her husband was horribly mangled, would not recover consciousness, she must not see him, must be spared as much as possible, would have the inquest to go through, poor young woman.",1.5144242613383054,44,46,"She must be brave and drink something, he said (What was it? Something sweet), for her husband was h"
160,sentimentr_jockers,peak,2422,"Brief, broken, often painful as their actual meetings had been what with his absences and interruptions (this morning, for instance, in came Elizabeth, like a long-legged colt, handsome, dumb, just as he was beginning to talk to Clarissa) the effect of them on his life was immeasurable.",0.07285663302147703,30,47,"Brief, broken, often painful as their actual meetings had been what with his absences and interrupti"
264,sentimentr_sentiword,valley,2427,"And always in this way coming before him without his wishing it, cool, lady-like, critical; or ravishing, romantic, recalling some field or English harvest.",0.28920922695979145,32,24,"And always in this way coming before him without his wishing it, cool, lady-like, critical; or ravis"
366,transformer_roberta15lg,peak,2442,"And then in the morning, flirting up and down like a wagtail in front of the house. . . .",1.9230009627536577,48,20,"And then in the morning, flirting up and down like a wagtail in front of the house. . . ."
41,baseline_textblob,peak,2444,This blue envelope; that was her hand.,0.029574230517570816,29,7,This blue envelope; that was her hand.
130,sentimentr_jockers,peak,2444,This blue envelope; that was her hand.,0.9403397539328324,38,7,This blue envelope; that was her hand.
307,sentimentr_lmcd,peak,2445,And he would have to read it.,0.8607620269027626,38,7,And he would have to read it.
218,sentimentr_senticnet,peak,2446,"Here was another of those meetings, bound to be painful!",1.193609794381251,41,10,"Here was another of those meetings, bound to be painful!"
99,baseline_stanza,peak,2451,It annoyed him.,0.07735171428693749,30,3,It annoyed him.
335,syuzhetr_syuzhet,peak,2452,He wished she hadn't written it.,1.1530388341208717,41,6,He wished she hadn't written it.
190,sentimentr_huliu,peak,2453,"Coming on top of his thoughts, it was like a nudge in the ribs.",1.2377593910920004,41,14,"Coming on top of his thoughts, it was like a nudge in the ribs."
56,baseline_textblob,valley,2456,These hotels are not consoling places.,0.029101848160890457,29,6,These hotels are not consoling places.
279,sentimentr_nrc,peak,2470,"She had felt a great deal; had for a moment, when she kissed his hand, regretted, envied him even, remembered possibly (for he saw her look it) something he had said--how they would change the world if she married him perhaps; whereas, it was this; it was middle age; it was mediocrity; then forced herself with her indomitable vitality to put all that aside, there being in her a thread of life which for toughness, endurance, power to overcome obstacles, and carry her triumphantly through he had never known the like of.",0.9327350249599087,38,92,"She had felt a great deal; had for a moment, when she kissed his hand, regretted, envied him even, r"
115,baseline_stanza,valley,2477,It was odd; it was true; lots of people felt it.,0.051007861762165436,30,11,It was odd; it was true; lots of people felt it.
11,baseline_vader,peak,2480,But at her own risk.,0.033604001401247294,29,5,But at her own risk.
293,sentimentr_nrc,valley,2488,He emptied his pockets.,0.33727366421476124,32,4,He emptied his pockets.
351,syuzhetr_syuzhet,valley,2489,"Out came with his pocket-knife a snapshot of Daisy on the verandah; Daisy all in white, with a fox-terrier on her knee; very charming, very dark; the best he had ever seen of her.",0.7243511390462383,36,34,"Out came with his pocket-knife a snapshot of Daisy on the verandah; Daisy all in white, with a fox-t"
85,baseline_flair,valley,2490,"It did come, after all so naturally; so much more naturally than Clarissa.",-0.07818740966399541,28,13,"It did come, after all so naturally; so much more naturally than Clarissa."
27,baseline_vader,valley,2495,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her).",0.013719906896780583,29,14,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her)."
145,sentimentr_jockers,valley,2495,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her).",0.18414147657688454,31,14,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her)."
175,sentimentr_jockers,valley,2495,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her).",0.2862261817025316,32,14,"And the dark, adorably pretty girl on the verandah exclaimed (he could hear her)."
321,sentimentr_lmcd,valley,2496,"Of course, of course she would give him everything! she cried (she had no sense of discretion) everything he wanted! she cried, running to meet him, whoever might be looking.",0.37231399175898316,33,30,"Of course, of course she would give him everything! she cried (she had no sense of discretion) every"
234,sentimentr_senticnet,valley,2536,What did the Government mean--Richard Dalloway would know--to do about India?,0.45452799869836175,34,11,What did the Government mean--Richard Dalloway would know--to do about India?
204,sentimentr_huliu,valley,2545,"For as the young people went by with their despatch-boxes, awfully glad to be free, proud too, dumbly, of stepping this famous pavement, joy of a kind, cheap, tinselly, if you like, but all the same rapture, flushed their faces.",0.5400887087094148,34,40,"For as the young people went by with their despatch-boxes, awfully glad to be free, proud too, dumbl"
71,baseline_flair,peak,2576,Everybody was going out.,0.04821090788754637,29,4,Everybody was going out.
161,sentimentr_jockers,peak,2585,"The body must contract now, entering the house, the lighted house, where the door stood open, where the motor cars were standing, and bright women descending: the soul must brave itself to endure.",1.3104423906752085,42,33,"The body must contract now, entering the house, the lighted house, where the door stood open, where "
265,sentimentr_sentiword,valley,2587,"Lucy came running full tilt downstairs, having just nipped in to the drawing-room to smooth a cover, to straighten a chair, to pause a moment and feel whoever came in must think how clean, how bright, how beautifully cared for, when they saw the beautiful silver, the brass fire-irons, the new chair-covers, and the curtains of yellow chintz: she appraised each; heard a roar of voices; people already coming up from dinner; she must fly!",1.5161729530984025,44,75,"Lucy came running full tilt downstairs, having just nipped in to the drawing-room to smooth a cover,"
381,transformer_roberta15lg,valley,2590,"It made no difference at this hour of the night to Mrs. Walker among the plates, saucepans, cullenders, frying-pans, chicken in aspic, ice-cream freezers, pared crusts of bread, lemons, soup tureens, and pudding basins which, however hard they washed up in the scullery seemed to be all on top of her, on the kitchen table, on chairs, while the fire blared and roared, the electric lights glared, and still supper had to be laid.",0.7766013534944466,37,74,"It made no difference at this hour of the night to Mrs. Walker among the plates, saucepans, cullende"
42,baseline_textblob,peak,2612,"""Lady and Miss Lovejoy,"" she said to Mr. Wilkins (hired for parties).",0.14302290533463627,30,12,"""Lady and Miss Lovejoy,"" she said to Mr. Wilkins (hired for parties)."
57,baseline_textblob,valley,2615,"""How delightful to see you!"" said Clarissa.",0.1303103802561118,30,7,"""How delightful to see you!"" said Clarissa."
250,sentimentr_sentiword,peak,2616,She said it to every one.,2.171314897698592,51,6,She said it to every one.
336,syuzhetr_syuzhet,peak,2621,"Oh dear, it was going to be a failure; a complete failure, Clarissa felt it in her bones as dear old Lord Lexham stood there apologising for his wife who had caught cold at the Buckingham Palace garden party.",3.034836932218438,59,39,"Oh dear, it was going to be a failure; a complete failure, Clarissa felt it in her bones as dear old"
100,baseline_stanza,peak,2622,"She could see Peter out of the tail of her eye, criticising her, there, in that corner.",0.12009695255464688,30,17,"She could see Peter out of the tail of her eye, criticising her, there, in that corner."
219,sentimentr_senticnet,peak,2626,Burn her to cinders!,1.604761380900227,45,4,Burn her to cinders!
131,sentimentr_jockers,peak,2640,"Anything, any explosion, any horror was better than people wandering aimlessly, standing in a bunch at a corner like Ellie Henderson, not even caring to hold themselves upright.",1.5853520179239546,45,28,"Anything, any explosion, any horror was better than people wandering aimlessly, standing in a bunch "
191,sentimentr_huliu,peak,2647,For her invitation to Clarissa's party had come at the last moment.,2.088387473455345,50,12,For her invitation to Clarissa's party had come at the last moment.
86,baseline_flair,valley,2651,"There was no reason really, except that they had always known each other.",0.06586046883577545,30,13,"There was no reason really, except that they had always known each other."
12,baseline_vader,peak,2659,But girls when they first came out didn't seem to wear white as they used.,0.18704752439468914,31,15,But girls when they first came out didn't seem to wear white as they used.
176,sentimentr_jockers,valley,2659,But girls when they first came out didn't seem to wear white as they used.,2.003028397187988,49,15,But girls when they first came out didn't seem to wear white as they used.
322,sentimentr_lmcd,valley,2660,(She must remember everything to tell Edith.),0.6419308166859754,35,7,(She must remember everything to tell Edith.)
146,sentimentr_jockers,valley,2664,"""Well, Ellie, and how's the world treating you?"" he said in his genial way, and Ellie Henderson, getting nervous and flushing and feeling that it was extraordinarily nice of him to come and talk to her, said that many people really felt the heat more than the cold.",1.075951896459101,40,48,"""Well, Ellie, and how's the world treating you?"" he said in his genial way, and Ellie Henderson, get"
367,transformer_roberta15lg,peak,2677,It had started.,2.439959862252387,53,3,It had started.
116,baseline_stanza,valley,2687,"It was, she thought, partly their clothes, partly being taken out of their ordinary ways, partly the background, it was possible to say things you couldn't say anyhow else, things that needed an effort; possible to go much deeper.",-0.026882538176350224,29,39,"It was, she thought, partly their clothes, partly being taken out of their ordinary ways, partly the"
308,sentimentr_lmcd,peak,2703,Not like that!,1.261572276312664,42,3,Not like that!
280,sentimentr_nrc,peak,2703,Not like that!,2.499224355942729,54,3,Not like that!
72,baseline_flair,peak,2746,She was all right.,0.15232895870446575,31,4,She was all right.
162,sentimentr_jockers,peak,2746,She was all right.,2.2464904615457195,51,4,She was all right.
43,baseline_textblob,peak,2774,And really Clarissa's eyes filled with tears.,0.017765650128895413,29,7,And really Clarissa's eyes filled with tears.
58,baseline_textblob,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",-0.006448683354008326,29,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
352,syuzhetr_syuzhet,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",0.7807044510748282,37,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
382,transformer_roberta15lg,valley,2777,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unable even for a party like this to compass both tie and waistcoat or make his hair lie flat), and even at this distance they were quarrelling, she could see.",0.384417825005152,33,46,"For there was Professor Brierly, who lectured on Milton, talking to little Jim Hutton (who was unabl"
251,sentimentr_sentiword,peak,2786,About music she was purely impersonal.,-0.10806238990308133,28,6,About music she was purely impersonal.
205,sentimentr_huliu,valley,2788,But how charming to look at!,0.7077180457450547,36,6,But how charming to look at!
294,sentimentr_nrc,valley,2788,But how charming to look at!,0.6558001116203065,36,6,But how charming to look at!
266,sentimentr_sentiword,valley,2793,"""The noise!""",-0.5588277613345848,23,2,"""The noise!"""
101,baseline_stanza,peak,2795,"Nodding urbanely, the Professor stepped delicately off.",-0.08637181259091717,28,7,"Nodding urbanely, the Professor stepped delicately off."
28,baseline_vader,valley,2798,"But she must speak to that couple, said Clarissa, Lord Gayton and Nancy Blow.",0.014840876511529594,29,14,"But she must speak to that couple, said Clarissa, Lord Gayton and Nancy Blow."
337,syuzhetr_syuzhet,peak,2807,"He had his honours, ancestral monuments, banners hanging in the church at home.",0.8913984568452737,38,13,"He had his honours, ancestral monuments, banners hanging in the church at home."
177,sentimentr_jockers,valley,2818,"But the enormous resources of the English language, the power it bestows, after all, of communicating feelings (at their age, she and Peter would have been arguing all the evening), was not for them.",1.0741451195628566,40,34,"But the enormous resources of the English language, the power it bestows, after all, of communicatin"
13,baseline_vader,peak,2820,"They would be good beyond measure to the people on the estate, but alone, perhaps, rather dull.",0.04317916571760554,29,17,"They would be good beyond measure to the people on the estate, but alone, perhaps, rather dull."
235,sentimentr_senticnet,valley,2821,"""What a pity!"" she said.",0.34914377183782275,33,5,"""What a pity!"" she said."
147,sentimentr_jockers,valley,2831,She ascended staircases slowly with a stick.,0.41046880980058004,33,7,She ascended staircases slowly with a stick.
323,sentimentr_lmcd,valley,2841,That meant nothing.,0.5824902461775998,35,3,That meant nothing.
132,sentimentr_jockers,peak,2845,It was a pity that they lived in London--Richard and Clarissa.,0.6985074228665039,36,11,It was a pity that they lived in London--Richard and Clarissa.
368,transformer_roberta15lg,peak,2846,If only for Clarissa's health it would have been better to live in the country.,1.8469897506228496,47,15,If only for Clarissa's health it would have been better to live in the country.
117,baseline_stanza,valley,2847,But Clarissa had always been fond of society.,-0.13144492600506721,28,8,But Clarissa had always been fond of society.
192,sentimentr_huliu,peak,2863,"She had been there, of course; had stayed with three Viceroys; thought some of the Indian civilians uncommonly fine fellows; but what a tragedy it was--the state of India! The Prime Minister had just been telling her (old Miss Parry huddled up in her shawl, did not care what the Prime Minister had just been telling her), and Lady Bruton would like to have Peter Walsh's opinion, he being fresh from the centre, and she would get Sir Sampson to meet him, for really it prevented her from sleeping at night, the folly of it, the wickedness she might say, being a soldier's daughter. She was an old woman now, not good for much. But her house, her servants, her good friend Milly Brush--did he remember her?--were all there only asking to be used if--if they could be of help, in short.",0.8634919603031186,38,142,"She had been there, of course; had stayed with three Viceroys; thought some of the Indian civilians "
220,sentimentr_senticnet,peak,2866,"To be not English even among the dead--no, no!",0.965242627084087,39,9,"To be not English even among the dead--no, no!"
281,sentimentr_nrc,peak,2871,It was old Miss Parry certainly--the old aunt who used to be so cross when she stayed at Bourton.,1.1256208117835154,40,19,It was old Miss Parry certainly--the old aunt who used to be so cross when she stayed at Bourton.
87,baseline_flair,valley,2935,"There he lay with a thud, thud, thud in his brain, and then a suffocation of blackness.",0.024503047299873768,29,17,"There he lay with a thud, thud, thud in his brain, and then a suffocation of blackness."
44,baseline_textblob,peak,2937,But why had he done it?,0.04131984479717451,29,6,But why had he done it?
353,syuzhetr_syuzhet,valley,2942,"They (all day she had been thinking of Bourton, of Peter, of Sally), they would grow old.",-0.06258261106729167,28,17,"They (all day she had been thinking of Bourton, of Peter, of Sally), they would grow old."
206,sentimentr_huliu,valley,2951,"Suppose he had had that passion, and had gone to Sir William Bradshaw, a great doctor yet to her obscurely evil, without sex or lust, extremely polite to women, but capable of some indescribable outrage--forcing your soul, that was it--if this young man had gone to him, and Sir William had impressed him, like that, with his power, might he not then have said (indeed she felt it now), Life is made intolerable; they make life intolerable, men like that?",-0.05619116106134852,28,80,"Suppose he had had that passion, and had gone to Sir William Bradshaw, a great doctor yet to her obs"
267,sentimentr_sentiword,valley,2956,"It was her punishment to see sink and disappear here a man, there a woman, in this profound darkness, and she forced to stand here in her evening dress.",-1.9721712864629972,9,29,"It was her punishment to see sink and disappear here a man, there a woman, in this profound darkness"
29,baseline_vader,valley,2960,Lady Bexborough and the rest of it.,-0.01392156335958649,29,7,Lady Bexborough and the rest of it.
59,baseline_textblob,valley,2961,And once she had walked on the terrace at Bourton.,-0.017877334235535183,29,10,And once she had walked on the terrace at Bourton.
178,sentimentr_jockers,valley,2978,"The young man had killed himself; but she did not pity him; with the clock striking the hour, one, two, three, she did not pity him, with all this going on.",0.8469363475152232,37,31,"The young man had killed himself; but she did not pity him; with the clock striking the hour, one, t"
236,sentimentr_senticnet,valley,2983,She felt glad that he had done it; thrown it away.,0.5541969095497729,35,11,She felt glad that he had done it; thrown it away.
295,sentimentr_nrc,valley,2993,"(After all these years he really could not call her ""Lady Rosseter."") ""Where's the woman gone to?"" he asked.",0.02565865420105405,29,19,"(After all these years he really could not call her ""Lady Rosseter."") ""Where's the woman gone to?"" h"
383,transformer_roberta15lg,valley,2995,"Sally supposed, and so did Peter for the matter of that, that there were people of importance, politicians, whom neither of them knew unless by sight in the picture papers, whom Clarissa had to be nice to, had to talk to.",-0.8524490726259855,20,41,"Sally supposed, and so did Peter for the matter of that, that there were people of importance, polit"
309,sentimentr_lmcd,peak,2996,She was with them.,1.2925372884752393,42,4,She was with them.
148,sentimentr_jockers,valley,2999,"For herself, she scarcely ever read the papers.",1.0840118361593027,40,8,"For herself, she scarcely ever read the papers."
73,baseline_flair,peak,3008,"That was his old trick, opening a pocket-knife, thought Sally, always opening and shutting a knife when he got excited.",0.07867015526575724,30,20,"That was his old trick, opening a pocket-knife, thought Sally, always opening and shutting a knife w"
14,baseline_vader,peak,3012,"Clarissa had flared up! and indeed they had never seen each other since, she and Clarissa, not more than half a dozen times perhaps in the last ten years.",0.04912466441257519,30,29,"Clarissa had flared up! and indeed they had never seen each other since, she and Clarissa, not more "
102,baseline_stanza,peak,3016,"""Have you written?"" she asked him, spreading her hand, her firm and shapely hand, on her knee in a way he recalled.",-0.16485719063371876,27,22,"""Have you written?"" she asked him, spreading her hand, her firm and shapely hand, on her knee in a w"
133,sentimentr_jockers,peak,3018,"She was still attractive, still a personage, Sally Seton.",1.5843269176145096,45,9,"She was still attractive, still a personage, Sally Seton."
163,sentimentr_jockers,peak,3018,"She was still attractive, still a personage, Sally Seton.",1.5633084684911003,45,9,"She was still attractive, still a personage, Sally Seton."
338,syuzhetr_syuzhet,peak,3018,"She was still attractive, still a personage, Sally Seton.",0.8833479836983305,38,9,"She was still attractive, still a personage, Sally Seton."
324,sentimentr_lmcd,valley,3020,He wore two camellias on his wedding day--that was all Peter knew of him.,0.7906911893406604,37,14,He wore two camellias on his wedding day--that was all Peter knew of him.
369,transformer_roberta15lg,peak,3020,He wore two camellias on his wedding day--that was all Peter knew of him.,0.3239304184699822,32,14,He wore two camellias on his wedding day--that was all Peter knew of him.
252,sentimentr_sentiword,peak,3022,Sally owned it with a shout of laughter.,-0.42050821323623616,25,8,Sally owned it with a shout of laughter.
193,sentimentr_huliu,peak,3024,And Sally used to be in rags and tatters.,0.5763179781777148,35,9,And Sally used to be in rags and tatters.
118,baseline_stanza,valley,3025,She had pawned her grandmother's ring which Marie Antoinette had given her great-grandfather to come to Bourton.,-0.2140506060229826,27,17,She had pawned her grandmother's ring which Marie Antoinette had given her great-grandfather to come
221,sentimentr_senticnet,peak,3027,"She never had a penny to her name in those days, and going to Bourton always meant some frightful pinch.",0.7693071952288711,37,20,"She never had a penny to her name in those days, and going to Bourton always meant some frightful pi"
