,sent_clean
1540,nevertheless her inquiry   how is clarissa   was known by women infallibly  to be a signal from a well wisher  from an almost silent companion  whose utterances  half a dozen perhaps in the course of a lifetime  signified recognition of some feminine comradeship which went beneath masculine lunch parties and united lady bruton and mrs  dalloway  who seldom met  and appeared when they did meet indifferent and even hostile  in a singular bond 
1541, i met clarissa in the park this morning   said hugh whitbread  diving into the casserole  anxious to pay himself this little tribute  for he had only to come to london and he met everybody at once  but greedy  one of the greediest men she had ever known  milly brush thought  who observed men with unflinching rectitude  and was capable of everlasting devotion  to her own sex in particular  being knobbed  scraped  angular  and entirely without feminine charm 
1542, d you know who is in town   said lady bruton suddenly bethinking her 
1543, our old friend  peter walsh  
1544,they all smiled 
1545,peter walsh 
1546,and mr  dalloway was genuinely glad  milly brush thought  and mr  whitbread thought only of his chicken 
1547,peter walsh 
1548,all three  lady bruton  hugh whitbread  and richard dalloway  remembered the same thing  how passionately peter had been in love  been rejected  gone to india  come a cropper  made a mess of things  and richard dalloway had a very great liking for the dear old fellow too 
1549,milly brush saw that  saw a depth in the brown of his eyes  saw him hesitate  consider  which interested her  as mr  dalloway always interested her  for what was he thinking  she wondered  about peter walsh 
1550,that peter walsh had been in love with clarissa  that he would go back directly after lunch and find clarissa  that he would tell her  in so many words  that he loved her 
1551,yes  he would say that 
1552,milly brush once might almost have fallen in love with these silences  and mr  dalloway was always so dependable  such a gentleman too 
1553,now  being forty  lady bruton had only to nod  or turn her head a little abruptly  and milly brush took the signal  however deeply she might be sunk in these reflections of a detached spirit  of an uncorrupted soul whom life could not bamboozle  because life had not offered her a trinket of the slightest value  not a curl  smile  lip  cheek  nose  nothing whatever  lady bruton had only to nod  and perkins was instructed to quicken the coffee 
1554, yes  peter walsh has come back   said lady bruton 
1555,it was vaguely flattering to them all 
1556,he had come back  battered  unsuccessful  to their secure shores 
1557,but to help him  they reflected  was impossible  there was some flaw in his character 
1558,hugh whitbread said one might of course mention his name to so and so 
1559,he wrinkled lugubriously  consequentially  at the thought of the letters he would write to the heads of government offices about  my old friend  peter walsh   and so on 
1560,but it would not lead to anything  not to anything permanent  because of his character 
1561, in trouble with some woman   said lady bruton 
1562,they had all guessed that that was at the bottom of it 
1563, however   said lady bruton  anxious to leave the subject   we shall hear the whole story from peter himself  
1564, the coffee was very slow in coming  
1565, the address   murmured hugh whitbread  and there was at once a ripple in the grey tide of service which washed round lady bruton day in  day out  collecting  intercepting  enveloping her in a fine tissue which broke concussions  mitigated interruptions  and spread round the house in brook street a fine net where things lodged and were picked out accurately  instantly  by grey haired perkins  who had been with lady bruton these thirty years and now wrote down the address  handed it to mr  whitbread  who took out his pocket book  raised his eyebrows  and slipping it in among documents of the highest importance  said that he would get evelyn to ask him to lunch 
1566, they were waiting to bring the coffee until mr  whitbread had finished  
1567,hugh was very slow  lady bruton thought 
1568,he was getting fat  she noticed 
1569,richard always kept himself in the pink of condition 
1570,she was getting impatient  the whole of her being was setting positively  undeniably  domineeringly brushing aside all this unnecessary trifling  peter walsh and his affairs  upon that subject which engaged her attention  and not merely her attention  but that fibre which was the ramrod of her soul  that essential part of her without which millicent bruton would not have been millicent bruton  that project for emigrating young people of both sexes born of respectable parents and setting them up with a fair prospect of doing well in canada 
1571,she exaggerated 
1572,she had perhaps lost her sense of proportion 
1573,emigration was not to others the obvious remedy  the sublime conception 
1574,it was not to them  not to hugh  or richard  or even to devoted miss brush  the liberator of the pent egotism  which a strong martial woman  well nourished  well descended  of direct impulses  downright feelings  and little introspective power  broad and simple  why could not every one be broad and simple  she asked  feels rise within her  once youth is past  and must eject upon some object  it may be emigration  it may be emancipation  but whatever it be  this object round which the essence of her soul is daily secreted  becomes inevitably prismatic  lustrous  half looking glass  half precious stone  now carefully hidden in case people should sneer at it  now proudly displayed 
1575,emigration had become  in short  largely lady bruton 
1576,but she had to write 
1577,and one letter to the times  she used to say to miss brush  cost her more than to organise an expedition to south africa  which she had done in the war  
1578,after a morning own battle beginning  tearing up  beginning again  she used to feel the futility of her own womanhood as she felt it on no other occasion  and would turn gratefully to the thought of hugh whitbread who possessed  no one could doubt it  the art of writing letters to the times 
1579,a being so differently constituted from herself  with such a command of language  able to put things as editors like them put  had passions which one could not call simply greed 
1580,lady bruton often suspended judgement upon men in deference to the mysterious accord in which they  but no woman  stood to the laws of the universe  knew how to put things  knew what was said  so that if richard advised her  and hugh wrote for her  she was sure of being somehow right 
1581,so she let hugh eat his souffl   asked after poor evelyn  waited until they were smoking  and then said 
1582, milly  would you fetch the papers  
1583,and miss brush went out  came back  laid papers on the table  and hugh produced his fountain pen  his silver fountain pen  which had done twenty years  service  he said  unscrewing the cap 
1584,it was still in perfect order  he had shown it to the makers  there was no reason  they said  why it should ever wear out  which was somehow to hugh own credit  and to the credit of the sentiments which his pen expressed  so richard dalloway felt  as hugh began carefully writing capital letters with rings round them in the margin  and thus marvellously reduced lady bruton own tangles to sense  to grammar such as the editor of the times  lady bruton felt  watching the marvellous transformation  must respect 
1585,hugh was slow 
1586,hugh was pertinacious 
1587,richard said one must take risks 
1588,hugh proposed modifications in deference to people own feelings  which  he said rather tartly when richard laughed   had to be considered   and read out  how  therefore  we are of opinion that the times are ripe       the superfluous youth of our ever increasing population       what we owe to the dead        which richard thought all stuffing and bunkum  but no harm in it  of course  and hugh went on drafting sentiments in alphabetical order of the highest nobility  brushing the cigar ash from his waistcoat  and summing up now and then the progress they had made until  finally  he read out the draft of a letter which lady bruton felt certain was a masterpiece 
1589,could her own meaning sound like that 
1590,hugh could not guarantee that the editor would put it in  but he would be meeting somebody at luncheon 
1591,whereupon lady bruton  who seldom did a graceful thing  stuffed all hugh own carnations into the front of her dress  and flinging her hands out called him  my prime minister  
1592,what she would have done without them both she did not know 
1593,they rose 
1594,and richard dalloway strolled off as usual to have a look at the general own portrait  because he meant  whenever he had a moment of leisure  to write a history of lady bruton own family 
1595,and millicent bruton was very proud of her family 
1596,but they could wait  they could wait  she said  looking at the picture  meaning that her family  of military men  administrators  admirals  had been men of action  who had done their duty  and richard own first duty was to his country  but it was a fine face  she said  and all the papers were ready for richard down at aldmixton whenever the time came  the labour government she meant 
1597, ah  the news from india   she cried 
1598,and then  as they stood in the hall taking yellow gloves from the bowl on the malachite table and hugh was offering miss brush with quite unnecessary courtesy some discarded ticket or other compliment  which she loathed from the depths of her heart and blushed brick red  richard turned to lady bruton  with his hat in his hand  and said 
1599, we shall see you at our party to night   whereupon lady bruton resumed the magnificence which letter writing had shattered 
1600,she might come  or she might not come 
1601,clarissa had wonderful energy 
1602,parties terrified lady bruton 
1603,but then  she was getting old 
1604,so she intimated  standing at her doorway  handsome  very erect  while her chow stretched behind her  and miss brush disappeared into the background with her hands full of papers 
1605,and lady bruton went ponderously  majestically  up to her room  lay  one arm extended  on the sofa 
1606,she sighed  she snored  not that she was asleep  only drowsy and heavy  drowsy and heavy  like a field of clover in the sunshine this hot june day  with the bees going round and about and the yellow butterflies 
1607,always she went back to those fields down in devonshire  where she had jumped the brooks on patty  her pony  with mortimer and tom  her brothers 
1608,and there were the dogs  there were the rats  there were her father and mother on the lawn under the trees  with the tea things out  and the beds of dahlias  the hollyhocks  the pampas grass  and they  little wretches  always up to some mischief  stealing back through the shrubbery  so as not to be seen  all bedraggled from some roguery 
1609,what old nurse used to say about her frocks 
1610,ah dear  she remembered  it was wednesday in brook street 
1611,those kind good fellows  richard dalloway  hugh whitbread  had gone this hot day through the streets whose growl came up to her lying on the sofa 
1612,power was hers  position  income 
1613,she had lived in the forefront of her time 
1614,she had had good friends  known the ablest men of her day 
1615,murmuring london flowed up to her  and her hand  lying on the sofa back  curled upon some imaginary baton such as her grandfathers might have held  holding which she seemed  drowsy and heavy  to be commanding battalions marching to canada  and those good fellows walking across london  that territory of theirs  that little bit of carpet  mayfair 
1616,and they went further and further from her  being attached to her by a thin thread  since they had lunched with her  which would stretch and stretch  get thinner and thinner as they walked across london  as if one own friends were attached to one own body  after lunching with them  by a thin thread  which  as she dozed there  became hazy with the sound of bells  striking the hour or ringing to service  as a single spider own thread is blotted with rain drops  and  burdened  sags down 
1617,so she slept 
1618,and richard dalloway and hugh whitbread hesitated at the corner of conduit street at the very moment that millicent bruton  lying on the sofa  let the thread snap  snored 
1619,contrary winds buffeted at the street corner 
1620,they looked in at a shop window  they did not wish to buy or to talk but to part  only with contrary winds buffeting the street corner  with some sort of lapse in the tides of the body  two forces meeting in a swirl  morning and afternoon  they paused 
1621,some newspaper placard went up in the air  gallantly  like a kite at first  then paused  swooped  fluttered  and a lady own veil hung 
1622,yellow awnings trembled 
1623,the speed of the morning traffic slackened  and single carts rattled carelessly down half empty streets 
1624,in norfolk  of which richard dalloway was half thinking  a soft warm wind blew back the petals  confused the waters  ruffled the flowering grasses 
1625,haymakers  who had pitched beneath hedges to sleep away the morning toil  parted curtains of green blades  moved trembling globes of cow parsley to see the sky  the blue  the steadfast  the blazing summer sky 
1626,aware that he was looking at a silver two handled jacobean mug  and that hugh whitbread admired condescendingly with airs of connoisseurship a spanish necklace which he thought of asking the price of in case evelyn might like it  still richard was torpid  could not think or move  life had thrown up this wreckage  shop windows full of coloured paste  and one stood stark with the lethargy of the old  stiff with the rigidity of the old  looking in  evelyn whitbread might like to buy this spanish necklace  so she might 
1627,yawn he must 
1628,hugh was going into the shop 
1629, right you are   said richard  following 
1630,goodness knows he did not want to go buying necklaces with hugh 
1631,but there are tides in the body 
1632,morning meets afternoon 
1633,borne like a frail shallop on deep  deep floods  lady bruton own great grandfather and his memoir and his campaigns in north america were whelmed and sunk 
1634,and millicent bruton too 
1635,she went under 
1636,richard did not care a straw what became of emigration  about that letter  whether the editor put it in or not 
1637,the necklace hung stretched between hugh own admirable fingers 
1638,let him give it to a girl  if he must buy jewels  any girl  any girl in the street  for the worthlessness of this life did strike richard pretty forcibly  buying necklaces for evelyn 
1639,if he would had a boy he would have said  work  work 
1640,but he had his elizabeth  he adored his elizabeth 
1641, i should like to see mr  dubonnet   said hugh in his curt worldly way 
1642,it appeared that this dubonnet had the measurements of mrs  whitbread own neck  or  more strangely still  knew her views upon spanish jewellery and the extent of her possessions in that line  which hugh could not remember  
1643,all of which seemed to richard dalloway awfully odd 
1644,for he never gave clarissa presents  except a bracelet two or three years ago  which had not been a success 
1645,she never wore it 
1646,it pained him to remember that she never wore it 
1647,and as a single spider own thread after wavering here and there attaches itself to the point of a leaf  so richard own mind  recovering from its lethargy  set now on his wife  clarissa  whom peter walsh had loved so passionately  and richard had had a sudden vision of her there at luncheon  of himself and clarissa  of their life together  and he drew the tray of old jewels towards him  and taking up first this brooch then that ring   how much is that   he asked  but doubted his own taste 
1648,he wanted to open the drawing room door and come in holding out something  a present for clarissa 
1649,only what 
1650,but hugh was on his legs again 
1651,he was unspeakably pompous 
1652,really  after dealing here for thirty five years he was not going to be put off by a mere boy who did not know his business 
1653,for dubonnet  it seemed  was out  and hugh would not buy anything until mr  dubonnet chose to be in  at which the youth flushed and bowed his correct little bow 
1654,it was all perfectly correct 
1655,and yet richard could not have said that to save his life 
1656,why these people stood that damned insolence he could not conceive 
1657,hugh was becoming an intolerable ass 
1658,richard dalloway could not stand more than an hour of his society 
1659,and  flicking his bowler hat by way of farewell  richard turned at the corner of conduit street eager  yes  very eager  to travel that spider own thread of attachment between himself and clarissa  he would go straight to her  in westminster 
1660,but he wanted to come in holding something 
1661,flowers 
1662,yes  flowers  since he did not trust his taste in gold  any number of flowers  roses  orchids  to celebrate what was  reckoning things as you will  an event  this feeling about her when they spoke of peter walsh at luncheon  and they never spoke of it  not for years had they spoken of it  which  he thought  grasping his red and white roses together  a vast bunch in tissue paper   is the greatest mistake in the world 
1663,the time comes when it cannot be said  one own too shy to say it  he thought  pocketing his sixpence or two of change  setting off with his great bunch held against his body to westminster to say straight out in so many words  whatever she might think of him   holding out his flowers   i love you  
1664,why not 
1665,really it was a miracle thinking of the war  and thousands of poor chaps  with all their lives before them  shovelled together  already half forgotten  it was a miracle 
1666,here he was walking across london to say to clarissa in so many words that he loved her 
1667,which one never does say  he thought 
1668,partly one own lazy  partly one own shy 
1669,and clarissa  it was difficult to think of her  except in starts  as at luncheon  when he saw her quite distinctly  their whole life  he stopped at the crossing  and repeated  being simple by nature  and undebauched  because he had tramped  and shot  being pertinacious and dogged  having championed the down trodden and followed his instincts in the house of commons  being preserved in his simplicity yet at the same time grown rather speechless  rather stiff  he repeated that it was a miracle that he should have married clarissa  a miracle  his life had been a miracle  he thought  hesitating to cross 
1670,but it did make his blood boil to see little creatures of five or six crossing piccadilly alone 
1671,the police ought to have stopped the traffic at once 
1672,he had no illusions about the london police 
1673,indeed  he was collecting evidence of their malpractices  and those costermongers  not allowed to stand their barrows in the streets  and prostitutes  good lord  the fault was not in them  nor in young men either  but in our detestable social system and so forth  all of which he considered  could be seen considering  grey  dogged  dapper  clean  as he walked across the park to tell his wife that he loved her 
1674,for he would say it in so many words  when he came into the room 
1675,because it is a thousand pities never to say what one feels  he thought  crossing the green park and observing with pleasure how in the shade of the trees whole families  poor families  were sprawling  children kicking up their legs  sucking milk  paper bags thrown about  which could easily be picked up  if people objected  by one of those fat gentlemen in livery  for he was of opinion that every park  and every square  during the summer months should be open to children  the grass of the park flushed and faded  lighting up the poor mothers of westminster and their crawling babies  as if a yellow lamp were moved beneath  
1676,but what could be done for female vagrants like that poor creature  stretched on her elbow  as if she had flung herself on the earth  rid of all ties  to observe curiously  to speculate boldly  to consider the why is and the wherefores  impudent  loose lipped  humorous   he did not know 
1677,bearing his flowers like a weapon  richard dalloway approached her  intent he passed her  still there was time for a spark between them  she laughed at the sight of him  he smiled good humouredly  considering the problem of the female vagrant  not that they would ever speak 
1678,but he would tell clarissa that he loved her  in so many words 
1679,he had  once upon a time  been jealous of peter walsh  jealous of him and clarissa 
1680,but she had often said to him that she had been right not to marry peter walsh  which  knowing clarissa  was obviously true  she wanted support 
1681,not that she was weak  but she wanted support 
1682,as for buckingham palace  like an old prima donna facing the audience all in white  you cannot deny it a certain dignity  he considered  nor despise what does  after all  stand to millions of people  a little crowd was waiting at the gate to see the king drive out  for a symbol  absurd though it is  a child with a box of bricks could have done better  he thought  looking at the memorial to queen victoria  whom he could remember in her horn spectacles driving through kensington   its white mound  its billowing motherliness  but he liked being ruled by the descendant of horsa  he liked continuity  and the sense of handing on the traditions of the past 
1683,it was a great age in which to have lived 
1684,indeed  his own life was a miracle  let him make no mistake about it  here he was  in the prime of life  walking to his house in westminster to tell clarissa that he loved her 
1685,happiness is this he thought 
1686,it is this  he said  as he entered dean own yard 
1687,big ben was beginning to strike  first the warning  musical  then the hour  irrevocable 
1688,lunch parties waste the entire afternoon  he thought  approaching his door 
1689,the sound of big ben flooded clarissa own drawing room  where she sat  ever so annoyed  at her writing table  worried  annoyed 
1690,it was perfectly true that she had not asked ellie henderson to her party  but she had done it on purpose 
1691,now mrs  marsham wrote  she had told ellie henderson she would ask clarissa  ellie so much wanted to come  
1692,but why should she invite all the dull women in london to her parties 
1693,why should mrs  marsham interfere 
1694,and there was elizabeth closeted all this time with doris kilman 
1695,anything more nauseating she could not conceive 
1696,prayer at this hour with that woman 
1697,and the sound of the bell flooded the room with its melancholy wave  which receded  and gathered itself together to fall once more  when she heard  distractingly  something fumbling  something scratching at the door 
1698,who at this hour 
1699,three  good heavens 
1700,three already 
1701,for with overpowering directness and dignity the clock struck three  and she heard nothing else  but the door handle slipped round and in came richard 
1702,what a surprise 
1703,in came richard  holding out flowers 
1704,she had failed him  once at constantinople  and lady bruton  whose lunch parties were said to be extraordinarily amusing  had not asked her 
1705,he was holding out flowers  roses  red and white roses 
1706, but he could not bring himself to say he loved her  not in so many words  
1707,but how lovely  she said  taking his flowers 
1708,she understood  she understood without his speaking  his clarissa 
1709,she put them in vases on the mantelpiece 
1710,how lovely they looked  she said 
1711,and was it amusing  she asked 
1712,had lady bruton asked after her 
1713,peter walsh was back 
1714,mrs  marsham had written 
1715,must she ask ellie henderson 
1716,that woman kilman was upstairs 
1717, but let us sit down for five minutes   said richard 
1718,it all looked so empty 
1719,all the chairs were against the wall 
1720,what had they been doing 
1721,oh  it was for the party  no  he had not forgotten  the party 
1722,peter walsh was back 
1723,oh yes  she had had him 
1724,and he was going to get a divorce  and he was in love with some woman out there 
1725,and he had not changed in the slightest 
1726,there she was  mending her dress       
1727, thinking of bourton   she said 
1728, hugh was at lunch   said richard 
1729,she had met him too 
1730,well  he was getting absolutely intolerable 
1731,buying evelyn necklaces  fatter than ever  an intolerable ass 
1732, and it came over me  i might have married you    she said  thinking of peter sitting there in his little bow tie  with that knife  opening it  shutting it 
1733, just as he always was  you know  
1734,they were talking about him at lunch  said richard 
1735, but he could not tell her he loved her  he held her hand  happiness is this  he thought  
1736,they had been writing a letter to the times for millicent bruton 
1737,that was about all hugh was fit for 
1738, and our dear miss kilman   he asked 
1739,clarissa thought the roses absolutely lovely  first bunched together  now of their own accord starting apart 
1740, kilman arrives just as we have done lunch   she said 
1741, elizabeth turns pink  they shut themselves up  i suppose they are praying  
1742,lord 
1743,he did not like it  but these things pass over if you let them 
1744, in a mackintosh with an umbrella   said clarissa 
1745,he had not said  i love you   but he held her hand 
1746,happiness is this  is this  he thought 
1747, but why should i ask all the dull women in london to my parties   said clarissa 
1748,and if mrs  marsham gave a party  did she invite her guests 
1749, poor ellie henderson   said richard  it was a very odd thing how much clarissa minded about her parties  he thought 
1750,but richard had no notion of the look of a room 
1751,however  what was he going to say 
1752,if she worried about these parties he would not let her give them 
1753,did she wish she had married peter 
1754,but he must go 
1755,he must be off  he said  getting up 
1756,but he stood for a moment as if he were about to say something  and she wondered what 
1757,why 
1758,there were the roses 
1759, some committee   she asked  as he opened the door 
1760, armenians   he said  or perhaps it was  albanians  
1761,and there is a dignity in people  a solitude  even between husband and wife a gulf  and that one must respect  thought clarissa  watching him open the door  for one would not part with it oneself  or take it  against his will  from one own husband  without losing one own independence  one own self respect  something  after all  priceless 
1762,he returned with a pillow and a quilt 
1763, an hour own complete rest after luncheon   he said 
1764,and he went 
1765,how like him 
1766,he would go on saying  an hour own complete rest after luncheon  to the end of time  because a doctor had ordered it once 
1767,it was like him to take what doctors said literally  part of his adorable  divine simplicity  which no one had to the same extent  which made him go and do the thing while she and peter frittered their time away bickering 
1768,he was already halfway to the house of commons  to his armenians  his albanians  having settled her on the sofa  looking at his roses 
1769,and people would say   clarissa dalloway is spoilt  
1770,she cared much more for her roses than for the armenians 
1771,hunted out of existence  maimed  frozen  the victims of cruelty and injustice  she had heard richard say so over and over again   no  she could feel nothing for the albanians  or was it the armenians  but she loved her roses  did not that help the armenians    the only flowers she could bear to see cut 
1772,but richard was already at the house of commons  at his committee  having settled all her difficulties 
1773,but no  alas  that was not true 
1774,he did not see the reasons against asking ellie henderson 
1775,she would do it  of course  as he wished it 
1776,since he had brought the pillows  she would lie down 
1777,      but  but  why did she suddenly feel  for no reason that she could discover  desperately unhappy 
1778,as a person who has dropped some grain of pearl or diamond into the grass and parts the tall blades very carefully  this way and that  and searches here and there vainly  and at last spies it there at the roots  so she went through one thing and another  no  it was not sally seton saying that richard would never be in the cabinet because he had a second class brain  it came back to her   no  she did not mind that  nor was it to do with elizabeth either and doris kilman  those were facts 
1779,it was a feeling  some unpleasant feeling  earlier in the day perhaps  something that peter had said  combined with some depression of her own  in her bedroom  taking off her hat  and what richard had said had added to it  but what had he said 
1780,there were his roses 
1781,her parties 
1782,that was it 
1783,her parties 
1784,both of them criticised her very unfairly  laughed at her very unjustly  for her parties 
1785,that was it 
1786,that was it 
1787,well  how was she going to defend herself 
1788,now that she knew what it was  she felt perfectly happy 
1789,they thought  or peter at any rate thought  that she enjoyed imposing herself  liked to have famous people about her  great names  was simply a snob in short 
1790,well  peter might think so 
1791,richard merely thought it foolish of her to like excitement when she knew it was bad for her heart 
1792,it was childish  he thought 
1793,and both were quite wrong 
1794,what she liked was simply life 
1795, that is what i do it for   she said  speaking aloud  to life 
1796,since she was lying on the sofa  cloistered  exempt  the presence of this thing which she felt to be so obvious became physically existent  with robes of sound from the street  sunny  with hot breath  whispering  blowing out the blinds 
1797,but suppose peter said to her   yes  yes  but your parties  what is the sense of your parties   all she could say was  and nobody could be expected to understand   they are an offering  which sounded horribly vague  but who was peter to make out that life was all plain sailing   peter always in love  always in love with the wrong woman 
1798,what is your love 
1799,she might say to him 
1800,and she knew his answer  how it is the most important thing in the world and no woman possibly understood it 
1801,very well 
1802,but could any man understand what she meant either 
1803,about life 
1804,she could not imagine peter or richard taking the trouble to give a party for no reason whatever 
1805,but to go deeper  beneath what people said  and these judgements  how superficial  how fragmentary they are   in her own mind now  what did it mean to her  this thing she called life 
1806,oh  it was very queer 
1807,here was so and so in south kensington  some one up in bayswater  and somebody else  say  in mayfair 
1808,and she felt quite continuously a sense of their existence  and she felt what a waste  and she felt what a pity  and she felt if only they could be brought together  so she did it 
1809,and it was an offering  to combine  to create  but to whom 
1810,an offering for the sake of offering  perhaps 
1811,anyhow  it was her gift 
1812,nothing else had she of the slightest importance  could not think  write  even play the piano 
1813,she muddled armenians and turks  loved success  hated discomfort  must be liked  talked oceans of nonsense  and to this day  ask her what the equator was  and she did not know 
1814,all the same  that one day should follow another  wednesday  thursday  friday  saturday  that one should wake up in the morning  see the sky  walk in the park  meet hugh whitbread  then suddenly in came peter  then these roses  it was enough 
1815,after that  how unbelievable death was   that it must end  and no one in the whole world would know how she had loved it all  how  every instant
1816,the door opened 
1817,elizabeth knew that her mother was resting 
1818,she came in very quietly 
1819,she stood perfectly still 
1820,was it that some mongol had been wrecked on the coast of norfolk  as mrs  hilbery said   had mixed with the dalloway ladies  perhaps  a hundred years ago 
1821,for the dalloways  in general  were fair haired  blue eyed  elizabeth  on the contrary  was dark  had chinese eyes in a pale face  an oriental mystery  was gentle  considerate  still 
1822,as a child  she had had a perfect sense of humour  but now at seventeen  why  clarissa could not in the least understand  she had become very serious  like a hyacinth  sheathed in glossy green  with buds just tinted  a hyacinth which has had no sun 
1823,she stood quite still and looked at her mother  but the door was ajar  and outside the door was miss kilman  as clarissa knew  miss kilman in her mackintosh  listening to whatever they said 
1824,yes  miss kilman stood on the landing  and wore a mackintosh  but had her reasons 
1825,first  it was cheap  second  she was over forty  and did not  after all  dress to please 
1826,she was poor  moreover  degradingly poor 
1827,otherwise she would not be taking jobs from people like the dalloways  from rich people  who liked to be kind 
1828,mr  dalloway  to do him justice  had been kind 
1829,but mrs  dalloway had not 
1830,she had been merely condescending 
1831,she came from the most worthless of all classes  the rich  with a smattering of culture 
1832,they had expensive things everywhere  pictures  carpets  lots of servants 
1833,she considered that she had a perfect right to anything that the dalloways did for her 
1834,she had been cheated 
1835,yes  the word was no exaggeration  for surely a girl has a right to some kind of happiness 
1836,and she had never been happy  what with being so clumsy and so poor 
1837,and then  just as she might have had a chance at miss dolby own school  the war came  and she had never been able to tell lies 
1838,miss dolby thought she would be happier with people who shared her views about the germans 
1839,she had had to go 
1840,it was true that the family was of german origin  spelt the name kiehlman in the eighteenth century  but her brother had been killed 
1841,they turned her out because she would not pretend that the germans were all villains  when she had german friends  when the only happy days of her life had been spent in germany 
1842,and after all  she could read history 
1843,she had had to take whatever she could get 
1844,mr  dalloway had come across her working for the friends 
1845,he had allowed her  and that was really generous of him  to teach his daughter history 
1846,also she did a little extension lecturing and so on 
1847,then our lord had come to her  and here she always bowed her head  
1848,she had seen the light two years and three months ago 
1849,now she did not envy women like clarissa dalloway  she pitied them 
1850,she pitied and despised them from the bottom of her heart  as she stood on the soft carpet  looking at the old engraving of a little girl with a muff 
1851,with all this luxury going on  what hope was there for a better state of things 
1852,instead of lying on a sofa   my mother is resting   elizabeth had said  she should have been in a factory  behind a counter  mrs  dalloway and all the other fine ladies 
1853,bitter and burning  miss kilman had turned into a church two years three months ago 
1854,she had heard the rev  edward whittaker preach  the boys sing  had seen the solemn lights descend  and whether it was the music  or the voices  she herself when alone in the evening found comfort in a violin  but the sound was excruciating  she had no ear   the hot and turbulent feelings which boiled and surged in her had been assuaged as she sat there  and she had wept copiously  and gone to call on mr  whittaker at his private house in kensington 
1855,it was the hand of god  he said 
1856,the lord had shown her the way 
1857,so now  whenever the hot and painful feelings boiled within her  this hatred of mrs  dalloway  this grudge against the world  she thought of god 
1858,she thought of mr  whittaker 
1859,rage was succeeded by calm 
1860,a sweet savour filled her veins  her lips parted  and  standing formidable upon the landing in her mackintosh  she looked with steady and sinister serenity at mrs  dalloway  who came out with her daughter 
1861,elizabeth said she had forgotten her gloves 
1862,that was because miss kilman and her mother hated each other 
1863,she could not bear to see them together 
1864,she ran upstairs to find her gloves 
1865,but miss kilman did not hate mrs  dalloway 
1866,turning her large gooseberry coloured eyes upon clarissa  observing her small pink face  her delicate body  her air of freshness and fashion  miss kilman felt  fool 
1867,simpleton 
1868,you who have known neither sorrow nor pleasure  who have trifled your life away 
1869,and there rose in her an overmastering desire to overcome her  to unmask her 
1870,if she could have felled her it would have eased her 
1871,but it was not the body  it was the soul and its mockery that she wished to subdue  make feel her mastery 
1872,if only she could make her weep  could ruin her  humiliate her  bring her to her knees crying  you are right 
1873,but this was god own will  not miss kilman own 
1874,it was to be a religious victory 
1875,so she glared  so she glowered 
1876,clarissa was really shocked 
1877,this a christian  this woman 
1878,this woman had taken her daughter from her 
1879,she in touch with invisible presences 
1880,heavy  ugly  commonplace  without kindness or grace  she know the meaning of life 
1881, you are taking elizabeth to the stores  
1882,mrs  dalloway said 
1883,miss kilman said she was 
1884,they stood there 
1885,miss kilman was not going to make herself agreeable 
1886,she had always earned her living 
1887,her knowledge of modern history was thorough in the extreme 
1888,she did out of her meagre income set aside so much for causes she believed in  whereas this woman did nothing  believed nothing  brought up her daughter  but here was elizabeth  rather out of breath  the beautiful girl 
1889,so they were going to the stores 
1890,odd it was  as miss kilman stood there  and stand she did  with the power and taciturnity of some prehistoric monster armoured for primeval warfare   how  second by second  the idea of her diminished  how hatred  which was for ideas  not people  crumbled  how she lost her malignity  her size  became second by second merely miss kilman  in a mackintosh  whom heaven knows clarissa would have liked to help 
1891,at this dwindling of the monster  clarissa laughed 
1892,saying good bye  she laughed 
1893,off they went together  miss kilman and elizabeth  downstairs 
1894,with a sudden impulse  with a violent anguish  for this woman was taking her daughter from her  clarissa leant over the bannisters and cried out   remember the party  remember our party tonight  
1895,but elizabeth had already opened the front door  there was a van passing  she did not answer 
1896,love and religion  thought clarissa  going back into the drawing room  tingling all over 
1897,how detestable  how detestable they are 
1898,for now that the body of miss kilman was not before her  it overwhelmed her  the idea  the cruelest things in the world  she thought  seeing them clumsy  hot  domineering  hypocritical  eavesdropping  jealous  infinitely cruel and unscrupulous  dressed in a mackintosh coat  on the landing  love and religion  had she ever tried to convert any one herself  did she not wish everybody merely to be themselves  and she watched out of the window the old lady opposite climbing upstairs  let her climb upstairs if she wanted to  let her stop  then let her  as clarissa had often seen her  gain her bedroom  part her curtains  and disappear again into the background  somehow one respected that  that old woman looking out of the window  quite unconscious that she was being watched 
1899,there was something solemn in it  but love and religion would destroy that  whatever it was  the privacy of the soul 
1900,the odious kilman would destroy it 
1901,yet it was a sight that made her want to cry 
1902,love destroyed too 
1903,everything that was fine  everything that was true went 
1904,take peter walsh now 
1905,there was a man  charming  clever  with ideas about everything 
1906,if you wanted to know about pope  say  or addison  or just to talk nonsense  what people were like  what things meant  peter knew better than any one 
1907,it was peter who had helped her  peter who had lent her books 
1908,but look at the women he loved  vulgar  trivial  commonplace  think of peter in love  he came to see her after all these years  and what did he talk about 
1909,himself 
1910,horrible passion  she thought 
1911,degrading passion  she thought  thinking of kilman and her elizabeth walking to the army and navy stores 
1912,big ben struck the half hour 
1913,how extraordinary it was  strange  yes  touching  to see the old lady  they had been neighbours ever so many years  move away from the window  as if she were attached to that sound  that string 
