parag_no,parag_raw,char_len,token_len,parag_clean,nlptown,robertalg15,distillbertsst,bertsst_pol,bertsst_prob
718,"""So I grieved alone for my friend. There was no one I dared speak to about her. you are the first person, Charlie, I have told this story to. I grieved and fell into a long depression. I delayed my university course. My father sent me to the doctor, who prescribed antidepressants, and I was glad of the cover and pretended to take them. I think I could have gone under completely that year if it had not been for my one ambition in life--justice. By which I mean revenge.",472,90,so i grieved alone for my friend there was no one i dared speak to about her you are the first person charlie i have told this story to i grieved and fell into a long depression i delayed my university course my father sent me to the doctor who prescribed antidepressants and i was glad of the cover and pretended to take them i think i could have gone under completely that year if it had not been for my one ambition in lifejustice by which i mean revenge,0.36991453927026124,-3.9646449089050293,2.0213775038719177,,
719,"""Gorringe was still living in his bedsit on the edge of Salisbury and that was fortunate, I thought, as I made my plans. I am sure you have guessed what they were. He was working in a cafe, saving up to go travelling. When at last I felt strong enough, I went in there with a book. I studied him and fed my hatred. And I was friendly towards him when he spoke to me. I let a week go by before I went back. We spoke again--about nothing much. I could see he was interested and I waited for him to ask me round to his place. First time, I told him I was busy. By the next I could see he was getting really keen and I agreed to call on him. I could hardly sleep for thinking and planning. I would never have imagined that hatred could bring such elation. I did not care what happened to me along the way. I was reckless, ready to pay any price. Getting him sent down for rape was my sole reason for keeping going. Ten years, twelve, his entire lifetime would not have been enough. ""I took a half-bottle of vodka with me. It was all I could afford. I would had two boyfriends by that summer and I knew what to do. That night, I got Gorringe drunk and seduced him. You know the rest. Whenever revulsion started to get the better of me, I thought of him wrestling Mariam to the ground, ignoring her screams and pleas. I thought of my friend lowering herself into the bath, feeling completely alone, dishonoured and without hope and any wish to live.",1443,282,gorringe was still living in his bedsit on the edge of salisbury and that was fortunate i thought as i made my plans i am sure you have guessed what they were he was working in a cafe saving up to go travelling when at last i felt strong enough i went in there with a book i studied him and fed my hatred and i was friendly towards him when he spoke to me i let a week go by before i went back we spoke againabout nothing much i could see he was interested and i waited for him to ask me round to his place first time i told him i was busy by the next i could see he was getting really keen and i agreed to call on him i could hardly sleep for thinking and planning i would never have imagined that hatred could bring such elation i did not care what happened to me along the way i was reckless ready to pay any price getting him sent down for rape was my sole reason for keeping going ten years twelve his entire lifetime would not have been enough i took a halfbottle of vodka with me it was all i could afford i would had two boyfriends by that summer and i knew what to do that night i got gorringe drunk and seduced him you know the rest whenever revulsion started to get the better of me i thought of him wrestling mariam to the ground ignoring her screams and pleas i thought of my friend lowering herself into the bath feeling completely alone dishonoured and without hope and any wish to live,0.2725626814354003,2.011046886444092,-5.913513958454132,,
720,"""My plan had been to leave straight after Gorringe was done with me and go to the police. But I was so disgusted and numbed by the experience I could not move. And when I managed to get myself off the bed and dressed, I worried that I had drunk too much and would not be convincing in front of the desk sergeant. But it worked out well enough in the morning. I made a point of not changing my clothes or washing. So, no shortage of evidence in the right places. The new genetic test had been introduced across the country by then. The police were not as unfriendly as I would feared from what I would read in the newspapers. They were not particularly sympathetic either. They were efficient, and keen to try out their new DNA kit. They brought him in and got a match. From that time on, his life was hell. Seven months later it got worse.",839,162,my plan had been to leave straight after gorringe was done with me and go to the police but i was so disgusted and numbed by the experience i could not move and when i managed to get myself off the bed and dressed i worried that i had drunk too much and would not be convincing in front of the desk sergeant but it worked out well enough in the morning i made a point of not changing my clothes or washing so no shortage of evidence in the right places the new genetic test had been introduced across the country by then the police were not as unfriendly as i would feared from what i would read in the newspapers they were not particularly sympathetic either they were efficient and keen to try out their new dna kit they brought him in and got a match from that time on his life was hell seven months later it got worse,0.2804478569399243,-1.0181034207344055,0.9860581159591675,,
721,"""In court, I spoke for Mariam. I became her and spoke through her. I was so deep in lies already that my version of that night came easily. It helped that I could see Gorringe across the courtroom. I let my hatred drive me on. I thought he was pathetic when he came up with the story about the texts I was supposed to have sent to a friend called Amelia. It was easy enough to prove she did not exist. Not all the press took my side. Some court reporters thought I was a malicious liar. The judge was very old school. In his summing-up he said that I would knowingly put myself at risk, taking alcohol to a young man's rooms. The jury still brought in a unanimous verdict. But when it came to sentencing, I was disappointed. Six years. Gorringe was just nineteen. With good behaviour, he would be out at the age of twenty-two. He paid a bargain price for obliterating Mariam's existence. But if I hated him with such ferocity, it was also because I knew that he and I were partners, bound forever, complicit in Mariam's lonely death. And now he wants justice.""",1060,199,in court i spoke for mariam i became her and spoke through her i was so deep in lies already that my version of that night came easily it helped that i could see gorringe across the courtroom i let my hatred drive me on i thought he was pathetic when he came up with the story about the texts i was supposed to have sent to a friend called amelia it was easy enough to prove she did not exist not all the press took my side some court reporters thought i was a malicious liar the judge was very old school in his summingup he said that i would knowingly put myself at risk taking alcohol to a young mans rooms the jury still brought in a unanimous verdict but when it came to sentencing i was disappointed six years gorringe was just nineteen with good behaviour he would be out at the age of twentytwo he paid a bargain price for obliterating mariams existence but if i hated him with such ferocity it was also because i knew that he and i were partners bound forever complicit in mariams lonely death and now he wants justice,0.25286918645248313,-2.5806589126586914,6.555926263332367,,
722,"Not long after I was thrown out of the legal profession I formed a company with two friends. The idea was to buy romantic apartments in Rome and Paris at local prices, do them up to a high standard, dress them with antique furniture and sell them to wealthy, cultured Americans or to agencies that would do the same. It was not exactly the quick route to our first million. Most cultured Americans were not rich. Those who were did not share our tastes. The work was complicated and exhausting, especially in Rome, where we had to learn how and whom to bribe among the officials in local government. In Paris it was the bureaucracy that wore us down.",650,119,not long after i was thrown out of the legal profession i formed a company with two friends the idea was to buy romantic apartments in rome and paris at local prices do them up to a high standard dress them with antique furniture and sell them to wealthy cultured americans or to agencies that would do the same it was not exactly the quick route to our first million most cultured americans were not rich those who were did not share our tastes the work was complicated and exhausting especially in rome where we had to learn how and whom to bribe among the officials in local government in paris it was the bureaucracy that wore us down,1.2712777763044816,-1.0129684209823608,-4.897937178611755,,
723,"One weekend I flew to Rome to close a deal. It was important for this particular client that I stayed in his expensive hotel. This one was a well-established place at the top of the Spanish Steps. The client was staying there in a grand suite. I came into the city on a Friday evening, hot and harassed from my ride on a crowded airport bus. I was dressed in jeans and t-shirt, with a cheap Norwegian airline bag hanging from my shoulder. I stepped into a beautiful reception area. Just by chance, the manager happened to be standing by the check-in desk. He was not waiting for me--I was not important enough for that. I just happened to breeze in and since he was a courteous gentleman, extremely well dressed and correct, he welcomed me warmly in Italian to his hotel. I only partly understood what he was saying. His voice was expressionless, with little variation in pitch, and my Italian was poor. A receptionist came over and explained that the manager was congenitally deaf but he spoke nine languages, most of them European. Since childhood he would been adept at lip-reading. Rut before he could read mine I would have to indicate which language I was speaking. Otherwise he could not begin to understand me.",1218,217,one weekend i flew to rome to close a deal it was important for this particular client that i stayed in his expensive hotel this one was a wellestablished place at the top of the spanish steps the client was staying there in a grand suite i came into the city on a friday evening hot and harassed from my ride on a crowded airport bus i was dressed in jeans and tshirt with a cheap norwegian airline bag hanging from my shoulder i stepped into a beautiful reception area just by chance the manager happened to be standing by the checkin desk he was not waiting for mei was not important enough for that i just happened to breeze in and since he was a courteous gentleman extremely well dressed and correct he welcomed me warmly in italian to his hotel i only partly understood what he was saying his voice was expressionless with little variation in pitch and my italian was poor a receptionist came over and explained that the manager was congenitally deaf but he spoke nine languages most of them european since childhood he would been adept at lipreading rut before he could read mine i would have to indicate which language i was speaking otherwise he could not begin to understand me,1.25840509669377,-0.022579073905944824,2.306277275085449,,
724,"He ran through his list. Norwegian? I shook my head. Finnish? English came fifth. He said he could have sworn I was a Nordic sort. So our conversation--pleasant, of no real consequence--could begin. Rut in theory, an entire world was open to us, and one piece of information had unlocked it all. Without it, his great gift could not come into play.",348,62,he ran through his list norwegian i shook my head finnish english came fifth he said he could have sworn i was a nordic sort so our conversationpleasant of no real consequencecould begin rut in theory an entire world was open to us and one piece of information had unlocked it all without it his great gift could not come into play,0.26440875275405934,-0.962604820728302,2.963235378265381,,
725,"Miranda's story was a version of such a key. Our conversation, in the form of our love, could properly begin. Her secretiveness, withdrawals and silence, her diffidence, that air she had of seeming older than her years, her tendency to drift out of reach, even in moments of tenderness, were forms of grieving. It pained me that she had carried her sadness alone. I admired the boldness and courage of her revenge. It was a dangerous plan, executed with such focus and brilliant disregard for consequences. I loved her more. I loved her poor friend. I would do everything to protect Miranda from this beast Gorringe. It touched me, to be the first to know her story.",666,117,mirandas story was a version of such a key our conversation in the form of our love could properly begin her secretiveness withdrawals and silence her diffidence that air she had of seeming older than her years her tendency to drift out of reach even in moments of tenderness were forms of grieving it pained me that she had carried her sadness alone i admired the boldness and courage of her revenge it was a dangerous plan executed with such focus and brilliant disregard for consequences i loved her more i loved her poor friend i would do everything to protect miranda from this beast gorringe it touched me to be the first to know her story,4.353198255533054,5.980549514293671,-3.9651774168014526,,
726,"Telling it was a liberation for Miranda too. Half an hour after she had finished, when we were alone in the bedroom, she looped her arms around my neck, drew me to her and kissed me. We knew we were starting again. Adam was next door, charging up, lost to his thoughts. It was true, the old cliche about stress and desire. We undressed each other impatiently and, as usual, my plaster cast made me clumsy. Afterwards we lay on our sides, face to face. Her father still did not know what had happened. Miranda still had no contact with Mariam's family. The visits to the mosque had at first brought Mariam closer, then they seemed futile. She wished Gorringe had got a longer sentence. She remained tormented by her school-girlish vow of silence. A simple message, to Sana or Yasir or to a teacher, would have saved Mariam's life. The cruellest recollection, the one she tortured herself with, was when Sana, embracing her at the extremes of grief, had whispered the question in her ear. It was Sana who found Mariam in the bath. That imagined sight, the crimson water, the lithe brown body half submerged, was another torture, the because of night-long waking terrors and hideous dreams.",1187,209,telling it was a liberation for miranda too half an hour after she had finished when we were alone in the bedroom she looped her arms around my neck drew me to her and kissed me we knew we were starting again adam was next door charging up lost to his thoughts it was true the old cliche about stress and desire we undressed each other impatiently and as usual my plaster cast made me clumsy afterwards we lay on our sides face to face her father still did not know what had happened miranda still had no contact with mariams family the visits to the mosque had at first brought mariam closer then they seemed futile she wished gorringe had got a longer sentence she remained tormented by her schoolgirlish vow of silence a simple message to sana or yasir or to a teacher would have saved mariams life the cruellest recollection the one she tortured herself with was when sana embracing her at the extremes of grief had whispered the question in her ear it was sana who found mariam in the bath that imagined sight the crimson water the lithe brown body half submerged was another torture the because of nightlong waking terrors and hideous dreams,0.31471928138126265,-3.955095410346985,-7.92948192358017,,
727,"Lying on the bed in the darkening room, lost to all else, we seemed to be heading towards the dawn. But it was not yet nine of the clock. Mostly she talked, I listened and asked occasional questions. Would Gorringe return to live in Salisbury? Yes. His parents were still away and he was living in the family house. Was Mariam's family still in town? No, they had moved to be closer to relatives in Leicester. Had she visited the grave? Many times, always approaching with caution in case one of the family was there. She always left flowers.",542,99,lying on the bed in the darkening room lost to all else we seemed to be heading towards the dawn but it was not yet nine of the clock mostly she talked i listened and asked occasional questions would gorringe return to live in salisbury yes his parents were still away and he was living in the family house was mariams family still in town no they had moved to be closer to relatives in leicester had she visited the grave many times always approaching with caution in case one of the family was there she always left flowers,1.239442821500815,6.966635465621948,-6.991748511791229,,
728,"In a long conversation it can be difficult to trace how or when the subject comes to shift. It may have been mention of Surayya, the love of Mariam's life. That little girl must have led us to Mark. Miranda said she missed him. I said I often thought about him. We had failed to find out where he was and what had happened. He had disappeared into the system, into a cloud of privacy regulation and the unreachable sanctuary of family law. We talked about luck, the hold it had over a child's life--what he is born into, whether he is loved and how intelligently.",563,106,in a long conversation it can be difficult to trace how or when the subject comes to shift it may have been mention of surayya the love of mariams life that little girl must have led us to mark miranda said she missed him i said i often thought about him we had failed to find out where he was and what had happened he had disappeared into the system into a cloud of privacy regulation and the unreachable sanctuary of family law we talked about luck the hold it had over a childs lifewhat he is born into whether he is loved and how intelligently,1.2722799262342166,-0.008039712905883789,1.5689732432365417,,
729,"After a pause, Miranda said, ""And when it is all against him, whether someone can rescue him.""",94,17,after a pause miranda said and when it is all against him whether someone can rescue him,0.2209376407020151,0.9879812002182007,-0.9991850256919861,,
730,"I asked her if she thought her father's love came near to making up for her absent mother. She did not reply. Her breathing was suddenly rhythmic. In just a few seconds, she had fallen asleep and was curled against me. Gently, I rolled onto my back, staying as close to her as I could. In the half-light, the ceiling looked charmingly ancient rather than stained and disintegrating. I followed the jagged line of a crack that ran from a corner of the room towards the centre.",475,87,i asked her if she thought her fathers love came near to making up for her absent mother she did not reply her breathing was suddenly rhythmic in just a few seconds she had fallen asleep and was curled against me gently i rolled onto my back staying as close to her as i could in the halflight the ceiling looked charmingly ancient rather than stained and disintegrating i followed the jagged line of a crack that ran from a corner of the room towards the centre,0.2634569206242444,2.9948750734329224,0.9897388815879822,,
731,"If Adam had been driven by cogs and flywheels, I would have heard them turning in the silence that had followed Miranda's story. His arms were folded, his eyes were closed. The tough-guy look he had in repose, recently softened by adoration, appeared harshly reinstated. The flattened nose looked flatter still. The Bosphorus dockworker. What could it mean, to say that he was thinking? Sifting through remote memory banks? Logic gates flashing open and closed? Precedents retrieved, then compared, rejected or stored? Without self-awareness, it would not be thinking at all so much as data processing. But Adam had told me he was in love. He had haikus to prove it. Love was not possible without a self, and nor was thinking. I still had not settled this basic question. Perhaps it was beyond reach. No one would know what it was we had created. Whatever subjective life Adam and his kind possessed could not be ours to verify. In which case he was what was fashionably referred to as a black box--from the outside it seemed to work. That was as far as we would ever get.",1072,188,if adam had been driven by cogs and flywheels i would have heard them turning in the silence that had followed mirandas story his arms were folded his eyes were closed the toughguy look he had in repose recently softened by adoration appeared harshly reinstated the flattened nose looked flatter still the bosphorus dockworker what could it mean to say that he was thinking sifting through remote memory banks logic gates flashing open and closed precedents retrieved then compared rejected or stored without selfawareness it would not be thinking at all so much as data processing but adam had told me he was in love he had haikus to prove it love was not possible without a self and nor was thinking i still had not settled this basic question perhaps it was beyond reach no one would know what it was we had created whatever subjective life adam and his kind possessed could not be ours to verify in which case he was what was fashionably referred to as a black boxfrom the outside it seemed to work that was as far as we would ever get,0.26049241641722987,-8.93173211812973,0.9845533967018127,,
732,"When Miranda had finished her story, there was the silence, and then we had talked. After a while, I had turned to Adam. ""Well?""",128,24,when miranda had finished her story there was the silence and then we had talked after a while i had turned to adam well,1.2256856934848872,1.0027025938034058,-0.9986873269081116,,
733,"He took a few seconds, then he had said, ""Very dark.""",53,11,he took a few seconds then he had said very dark,1.2364771770464809,-0.9987313151359558,-0.9983664751052856,,
734,"A rape, a suicide, a wrongly kept secret--of course it was dark. I was in an emotional state and I did not ask him to explain. Now, lying next to Miranda as she slept, I wondered if he meant something more significant, the consequence of his thinking, if that was really what it . . . depends on definitions .. . That was when I too fell asleep.",345,68,a rape a suicide a wrongly kept secretof course it was dark i was in an emotional state and i did not ask him to explain now lying next to miranda as she slept i wondered if he meant something more significant the consequence of his thinking if that was really what it    depends on definitions   that was when i too fell asleep,0.3501533939284151,-1.0775407552719116,0.9881138801574707,,
735,"Perhaps half an hour passed. What woke me was a sound outside the room. My arm in its cast was wedged uncomfortably against my side. Miranda had rolled away from me, into a deeper sleep. I heard the sound again, the familiar creak of a floorboard. My sleep had been light and I felt no anxiety, but the abrupt click of the door handle turning woke Miranda into a state of confusion and fear. She sat upright, one hand gripping mine.",432,81,perhaps half an hour passed what woke me was a sound outside the room my arm in its cast was wedged uncomfortably against my side miranda had rolled away from me into a deeper sleep i heard the sound again the familiar creak of a floorboard my sleep had been light and i felt no anxiety but the abrupt click of the door handle turning woke miranda into a state of confusion and fear she sat upright one hand gripping mine,0.2743106515966712,-2.971127927303314,-4.880466163158417,,
736,"""it is him,"" she whispered.",27,5,it is him she whispered,4.297679661344507,-0.980909526348114,-0.9719793200492859,,
737,"I knew it could not be. ""it is fine,"" I said. I freed myself from her and stood to knot a towel around my waist. As I went towards the door it opened. It was Adam, offering me the kitchen phone.",194,41,i knew it could not be it is fine i said i freed myself from her and stood to knot a towel around my waist as i went towards the door it opened it was adam offering me the kitchen phone,1.2122467267147397,0.9920668601989746,2.503702223300934,,
738,"""I did not want to disturb you,"" he said softly. ""But I think it is a call you would want to take.""",99,22,i did not want to disturb you he said softly but i think it is a call you would want to take,2.245822934074919,0.002919435501098633,-1.9909799098968506,,
739,I closed the door on him and came back towards the bed with the phone against my ear.,85,18,i closed the door on him and came back towards the bed with the phone against my ear,0.3013232887835698,-0.9990949034690857,0.9974144101142883,,
740,"""Mr. Charles Friend?"" The voice was tentative.",46,7,mr charles friend the voice was tentative,1.2098987618310215,-1.5070744752883911,1.9893187880516052,,
741,"""Yes.""",6,1,yes,2.243202520184883,0.9981822967529297,0.9875701665878296,,
742,"""I hope it is not too late to call. This is Alan Turing. We saw you briefly in Greek Street. I wondered if we might meet up for a chat.""",136,30,i hope it is not too late to call this is alan turing we saw you briefly in greek street i wondered if we might meet up for a chat,3.274843432516936,1.9906119108200073,-2.0022648572921753,,
743,"Gorringe did not appear during the following two weeks. One early evening, I left Miranda in my flat, by her choice, with Adam in attendance, and set off to cross London to Turing's house in Camden Square. I was flattered and awed by the summons. With a touch of youthful self-regard, I wondered if he would read my short book on artificial intelligence, in which I would praised him. We were bound by our ownership of highly advanced machines. I liked to think I was an expert on the early days of computing. Possibly he wanted to take issue with me on the way I had placed such emphasis on the role of Nikola Tesla. He had come to Britain in 1906 after the collapse of his radio-transmission project at Wardenclyffe, New York. He joined the National Physical Laboratory, something of a demotion and a blow to his vanity, and helped in the arms race against Germany. He not only developed radar and radio-guided torpedoes, but was the inspiration for the famous ""foundational surge"" that produced electronic computers capable of making calculations for artillery fire in the coming war. In the twenties he had been instrumental in the development of the first transistors. Notes and sketches for a silicon chip were found among his papers after he died. I had written in my book about the celebrated meeting between Tesla and Turing in 1941. The old Serb, immensely tall and thin, and inconveniently trembling, only eighteen months away from death, said in an after-dinner speech at the Dorchester that their conversation had ""reached for the stars."" Turing's only comment, made to a newspaper, was that they had exchanged nothing but small talk. At the time he was working in secret at Bletchley on a computer to crack German naval Enigma codes. He would have taken care to be circumspect.",1791,309,gorringe did not appear during the following two weeks one early evening i left miranda in my flat by her choice with adam in attendance and set off to cross london to turings house in camden square i was flattered and awed by the summons with a touch of youthful selfregard i wondered if he would read my short book on artificial intelligence in which i would praised him we were bound by our ownership of highly advanced machines i liked to think i was an expert on the early days of computing possibly he wanted to take issue with me on the way i had placed such emphasis on the role of nikola tesla he had come to britain in  after the collapse of his radiotransmission project at wardenclyffe new york he joined the national physical laboratory something of a demotion and a blow to his vanity and helped in the arms race against germany he not only developed radar and radioguided torpedoes but was the inspiration for the famous foundational surge that produced electronic computers capable of making calculations for artillery fire in the coming war in the twenties he had been instrumental in the development of the first transistors notes and sketches for a silicon chip were found among his papers after he died i had written in my book about the celebrated meeting between tesla and turing in  the old serb immensely tall and thin and inconveniently trembling only eighteen months away from death said in an afterdinner speech at the dorchester that their conversation had reached for the stars turings only comment made to a newspaper was that they had exchanged nothing but small talk at the time he was working in secret at bletchley on a computer to crack german naval enigma codes he would have taken care to be circumspect,0.2707022298341138,4.876296818256378,-6.989373683929443,,
744,"The carriage was almost empty when I got on the Tube at Clapham North. Once we were north of the river, the train began to fill with people, mostly young, carrying placards and furled banners. Yet another unemployment march was coming to an end. At first they looked like a typical rock-and-roll crowd. The humid air carried a scent of cannabis, like a fond memory of a long day. But there was another constituency, a large minority, some of whom carried plastic Union Jacks on sticks--that foolish stock-market position of mine--or wore Union Jack t-shirts. These factions loathed each other but were making common because. A fragile alliance had been formed, with dissenters on both sides resisting any affiliation at all. The right blamed unemployment on immigration from Europe and the Commonwealth. British workers' wages were being undercut. Foreign arrivals, dark-skinned and white, were adding to the housing crisis; doctors' waiting rooms and hospital wards were overcrowded and so were local schools, whose playgrounds were supposedly filling with eight-year-old girls in headscarves. Whole neighbourhoods had been transformed in a generation, and no one in faraway Whitehall had ever asked the locals.",1212,191,the carriage was almost empty when i got on the tube at clapham north once we were north of the river the train began to fill with people mostly young carrying placards and furled banners yet another unemployment march was coming to an end at first they looked like a typical rockandroll crowd the humid air carried a scent of cannabis like a fond memory of a long day but there was another constituency a large minority some of whom carried plastic union jacks on sticksthat foolish stockmarket position of mineor wore union jack tshirts these factions loathed each other but were making common because a fragile alliance had been formed with dissenters on both sides resisting any affiliation at all the right blamed unemployment on immigration from europe and the commonwealth british workers wages were being undercut foreign arrivals darkskinned and white were adding to the housing crisis doctors waiting rooms and hospital wards were overcrowded and so were local schools whose playgrounds were supposedly filling with eightyearold girls in headscarves whole neighbourhoods had been transformed in a generation and no one in faraway whitehall had ever asked the locals,0.30475333213213873,-7.77223801612854,3.943819224834442,,
745,"The left heard nothing but xenophobic and racist distortion in these complaints. Their grievance list was longer: stock-market greed, underinvestment, short-termism, the worship of shareholder value, unreformed company law, the ravages of an unrestrained free market. I went on one march, then gave up after I read about a new car factory starting production outside Newcastle. It built three times as many cars as the factory it replaced--with one-sixth of the work force. Eighteen times more efficient, vastly more profitable. No business could resist. It was not only the shop floor that lost jobs to machines. Accountants, medical staff, marketing, logistics, human resources, forward planning. Now, haiku poets. All in the stew. Soon enough, most of us would have to think again what our lives were for. Not work. Fishing? Wrestling? Learning Latin? Then we would all need a private income. I was persuaded by Benn. The robots would pay for us once they were taxed like human workers and made to work for the common good, not merely for hedge funds or corporate interests. I was out of step with both protest factions and their old struggles and missed the next two marches.",1179,194,the left heard nothing but xenophobic and racist distortion in these complaints their grievance list was longer stockmarket greed underinvestment shorttermism the worship of shareholder value unreformed company law the ravages of an unrestrained free market i went on one march then gave up after i read about a new car factory starting production outside newcastle it built three times as many cars as the factory it replacedwith onesixth of the work force eighteen times more efficient vastly more profitable no business could resist it was not only the shop floor that lost jobs to machines accountants medical staff marketing logistics human resources forward planning now haiku poets all in the stew soon enough most of us would have to think again what our lives were for not work fishing wrestling learning latin then we would all need a private income i was persuaded by benn the robots would pay for us once they were taxed like human workers and made to work for the common good not merely for hedge funds or corporate interests i was out of step with both protest factions and their old struggles and missed the next two marches,0.37227787162060505,2.949049711227417,-3.0676068663597107,,
746,"To the wealthier, who stood to lose, the universal wage looked like a call for higher taxes to fund an idle crowd of addicts, drunks and mediocrities. And what was a robot anyway--a humble flat screen, a tractor? As I saw it, the future, to which I was finely attuned, was already here. Almost too late to prepare for the inevitable. It was a cliche and a lie, that the future would invent jobs we had not yet heard of. When the majority was out of work and penniless, social collapse was certain. But with our generous state incomes, we the masses would face the luxurious problem that had preoccupied the rich for centuries: how to fill the time. Endless leisure pursuits had never much troubled the aristocracy.",714,128,to the wealthier who stood to lose the universal wage looked like a call for higher taxes to fund an idle crowd of addicts drunks and mediocrities and what was a robot anywaya humble flat screen a tractor as i saw it the future to which i was finely attuned was already here almost too late to prepare for the inevitable it was a cliche and a lie that the future would invent jobs we had not yet heard of when the majority was out of work and penniless social collapse was certain but with our generous state incomes we the masses would face the luxurious problem that had preoccupied the rich for centuries how to fill the time endless leisure pursuits had never much troubled the aristocracy,1.2676344073618968,-3.9344886541366577,-1.9912309050559998,,
747,"The carriage was tranquil. People looked exhausted. There were so many street protests these days and all merriness had gone out of them. One man with a set of deflated bagpipes on his lap slept on the shoulder of another whose pipes were still under his arm. A couple of babies in buggies were being rocked into silence. A man, one of the Union Jack types, was reading in a murmur from a children's book to three attentive girls aged around ten. Looking down the length of the carriage, I thought we could have been a band of refugees, heading towards our hopes of a better life. North!",587,108,the carriage was tranquil people looked exhausted there were so many street protests these days and all merriness had gone out of them one man with a set of deflated bagpipes on his lap slept on the shoulder of another whose pipes were still under his arm a couple of babies in buggies were being rocked into silence a man one of the union jack types was reading in a murmur from a childrens book to three attentive girls aged around ten looking down the length of the carriage i thought we could have been a band of refugees heading towards our hopes of a better life north,1.2284427456529707,-2.0069222450256348,0.0005083084106445312,,
748,"I got out at Camden Town and set off along the Camden Road. The march had caused the usual gridlock. The electric traffic was silent. Some drivers stood by their open doors, others dozed. But the air was good, far better than it was when I came as a boy with my father to hear him play at the Jazz Rendezvous. It was the pavements that were filthier now. I had to take care not to skid on dog mess, squelched fast food and greasy flattened cartons. Certainly no better than Clapham, whatever my north London friends said. Striding past so many stationary vehicles gave me a dreamy sensation of speed. Within minutes, it seemed, I stood in down-at-heel but chic Camden Square.",675,123,i got out at camden town and set off along the camden road the march had caused the usual gridlock the electric traffic was silent some drivers stood by their open doors others dozed but the air was good far better than it was when i came as a boy with my father to hear him play at the jazz rendezvous it was the pavements that were filthier now i had to take care not to skid on dog mess squelched fast food and greasy flattened cartons certainly no better than clapham whatever my north london friends said striding past so many stationary vehicles gave me a dreamy sensation of speed within minutes it seemed i stood in downatheel but chic camden square,3.280692433163779,-1.9933946132659912,0.014772295951843262,,
749,"I remembered from an old magazine profile that Turing lived next door to a famous sculptor. The journalist had improbably conjured deep conversations over the garden fence. Before pressing the doorbell, I paused to collect myself. The great man had asked to see me and I was nervous. Who could match Alan Turing? It was all his--the theoretical exposition of a Universal Machine in the thirties, the possibilities of machine consciousness, the celebrated war work: some said he did more than any single individual towards winning the war; others claimed he personally shortened it by two years; then working with Francis Crick on protein structure, then, a few years later, with two King's College Cambridge friends, finally solving P versus NP, and using the solution to devise superior neural networks and revolutionary software for X-ray crystallography; helping to devise the first protocols for the Internet, then the World Wide Web; the famous collaboration with Hassabis, whom he would first met--and lost to---at a chess tournament; founding with young Americans one of the giant companies of the digital age, dispensing his wealth for good causes, and throughout his working life never losing track of his intellectual beginnings as he dreamed up ever better digital models of general intelligence. But no Nobel Prize. I was also, being worldly, impressed by Turing's wealth. He was easily as rich as the tech moguls who flourished south of Stanford, California, or east of Swindon, England. The sums he gave away were as large as theirs. But none of them could boast of a statue in bronze in Whitehall, outside the Ministry of Defence. He was so far above wealth that he could afford to live in edgy Camden rather than Mayfair. He did not trouble himself to own a private jet, or even a second home. It was said he travelled by bus to his institute at King's Cross.",1875,314,i remembered from an old magazine profile that turing lived next door to a famous sculptor the journalist had improbably conjured deep conversations over the garden fence before pressing the doorbell i paused to collect myself the great man had asked to see me and i was nervous who could match alan turing it was all histhe theoretical exposition of a universal machine in the thirties the possibilities of machine consciousness the celebrated war work some said he did more than any single individual towards winning the war others claimed he personally shortened it by two years then working with francis crick on protein structure then a few years later with two kings college cambridge friends finally solving p versus np and using the solution to devise superior neural networks and revolutionary software for xray crystallography helping to devise the first protocols for the internet then the world wide web the famous collaboration with hassabis whom he would first metand lost toat a chess tournament founding with young americans one of the giant companies of the digital age dispensing his wealth for good causes and throughout his working life never losing track of his intellectual beginnings as he dreamed up ever better digital models of general intelligence but no nobel prize i was also being worldly impressed by turings wealth he was easily as rich as the tech moguls who flourished south of stanford california or east of swindon england the sums he gave away were as large as theirs but none of them could boast of a statue in bronze in whitehall outside the ministry of defence he was so far above wealth that he could afford to live in edgy camden rather than mayfair he did not trouble himself to own a private jet or even a second home it was said he travelled by bus to his institute at kings cross,4.282650194865175,0.027866840362548828,3.982990860939026,,
750,"I put my thumb on the doorbell and pressed. Instantly a woman's voice said through an inset speaker, ""Name, please.""",116,20,i put my thumb on the doorbell and pressed instantly a womans voice said through an inset speaker name please,0.37015545715353515,-0.00022661685943603516,0.005333006381988525,,
751,"The lock buzzed, I pushed the door and entered a grand hallway of standard mid-Victorian design with a chequered tile floor. Coming towards me down the stairs was a mildly plump woman of my age with red cheeks, long straight hair and a friendly lopsided smile. I waited for her, then used my left hand to shake hers.",316,58,the lock buzzed i pushed the door and entered a grand hallway of standard midvictorian design with a chequered tile floor coming towards me down the stairs was a mildly plump woman of my age with red cheeks long straight hair and a friendly lopsided smile i waited for her then used my left hand to shake hers,0.25652299407858126,2.969810664653778,-2.995935618877411,,
752,"""Charlie.""",10,1,charlie,4.200283721978422,-0.9853973388671875,0.9926732778549194,,
753,"""Kimberley.""",12,1,kimberley,3.2034224079660754,0.9821518063545227,0.9980294108390808,,
