,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_distillbertsst_roll100_stdscale,transformer_bertsst_roll100_stdscale
5173,-0.03655161149905097,0.20868058486040167,0.2732100847785366,0.8265736175730017,-0.45606295742232067,0.7894458750717378,0.961793332771369,0.4524389007674083,1.3016985605115698,0.15686191302749142,-0.6082040719133347,0.6696720488336413,0.7023526493440443,0.6260756414033817,-0.7795367397964353,1.4377017418959486,0.9147061283026117,0.5293305247952739,0.2735810887869435,0.2953886801658408,0.8454552465670091,0.6860693478241074,-0.4109119050456562,0.3745860499921583,0.4951740107334983,0.830081091349258
5174,-0.033013516774713085,0.21222462562949282,0.28315390649160027,0.7845607313290066,-0.43740094907226257,0.81055733880788,0.9965259936437608,0.49362100369291867,1.2694419184170211,0.15325220513974716,-0.5919845067329038,0.6696720488336413,0.7023526493440443,0.6260756414033817,-0.7763285055549626,1.4945380756376159,0.9147061283026117,0.5293305247952739,0.27716295295052124,0.2953886801658408,0.8751866153618647,0.70475391615199,-0.43586874085906924,0.4097793982860498,0.43886973855496425,0.8863383934216267
5175,-0.027116692234150513,0.21813136024464413,0.28315390649160027,0.7956167540247946,-0.4528596226556999,0.8313423817970065,0.9965259936437608,0.49362100369291867,1.2694419184170211,0.15325220513974716,-0.594410584112479,0.7033799595964078,0.7334394014475811,0.6682415021841279,-0.7879905720607076,1.517039428267675,0.9468985146473581,0.5945200527552617,0.28313272655648364,0.2953886801658408,0.8751866153618647,0.7234384844798725,-0.43614885497475064,0.40971167384590346,0.49511097951627486,0.9328647027030994
5176,-0.03537224659093801,0.20986193178343238,0.27370423261146803,0.8011447653726887,-0.46176695997449785,0.809817184949624,0.9698945138830287,0.46520249115008294,1.219816315194638,0.14713853622252332,-0.607338854675288,0.7033799595964078,0.7334394014475811,0.6682415021841279,-0.8001624808192153,1.5543868875729456,0.9625141157344261,0.5945200527552617,0.2747750435081364,0.2953886801658408,0.8553657028319611,0.70475391615199,-0.4471072590680451,0.40971216087533335,0.4953368048039062,0.933168796227815
5177,-0.04126907113150083,0.2039551971682808,0.24978476170255634,0.7348086291979596,-0.43787628261827666,0.7900483272449546,0.9698945138830287,0.46520249115008294,1.219816315194638,0.14713853622252332,-0.5978338619060514,0.6948863644446135,0.7256062761966597,0.6682415021841279,-0.7762122528103724,1.5490714426424366,0.9625141157344261,0.5945200527552617,0.2688052699021738,0.2731696043259812,0.8553657028319611,0.6860693478241074,-0.42430687883566953,0.38217714419495413,0.4391698761959921,0.931952422128953
5178,-0.07311192365053935,0.17205883024646332,0.19894325516256578,0.7053259020091911,-0.4263029441066124,0.7699542291219474,0.9526640617160257,0.43678397860724716,1.219816315194638,0.14713853622252332,-0.5987843166681724,0.7623983727458872,0.7878684876058538,0.694391843691743,-0.7146142018838522,1.5358439998349958,1.0341017901969038,0.5945200527552617,0.2365684924299763,0.228731452646262,0.8355447903020573,0.667384779496225,-0.4123640173433045,0.3820530358422729,0.43918518160698744,0.9279992063076513
5179,-0.06131827456941372,0.1838722994767662,0.23009013807629428,0.6964810838525605,-0.4046856011008966,0.7716740387897876,0.9801712042013638,0.46590594919079065,1.2024473540668033,0.14488281418223087,-0.5895868145403937,0.7278430932561248,0.7684976035269151,0.6816783583124614,-0.7150039454095425,1.5045654407775757,1.0255102379813796,0.5552092883000499,0.2485080396419013,0.2509505284861216,0.8553657028319611,0.667384779496225,-0.4357508460396074,0.4172480082688638,0.43891939040883193,0.9359056379502544
5180,-0.051883355304513504,0.19332307486100866,0.23009013807629428,0.7112224474469447,-0.40594626833163083,0.79106569285809,0.9752162796017909,0.5141345555410194,1.2619980779336635,0.14874976625130362,-0.5755216431748634,0.7278430932561248,0.7684976035269151,0.6816783583124614,-0.7016603022836472,1.4426775683170634,1.0255102379813796,0.5552092883000499,0.2580596774114414,0.2509505284861216,0.8652761590969129,0.6860693478241074,-0.4352421871281301,0.3820466855254941,0.4387728487369088,0.9386424796726939
5181,-0.0341928816828253,0.21104327870646286,0.2612370209900228,0.6522569930694077,-0.41584560609428795,0.8121771565942322,0.9752162796017909,0.5141345555410194,1.3083153076078886,0.15345301476686268,-0.5547120649447791,0.7278430932561248,0.7684976035269151,0.6816783583124614,-0.6744615672392604,1.4713842518931455,1.0255102379813796,0.5552092883000499,0.2759689982293291,0.2731696043259812,0.8652761590969129,0.70475391615199,-0.41228225334063495,0.38202416541088163,0.4388118136428319,0.8860342998969111
5182,-0.05660081493696361,0.1885976871688873,0.22193054254487365,0.5386256486960284,-0.40464426774907003,0.8121771565942322,0.9690994060184938,0.5065038242519845,1.2983901869634114,0.1513436270807843,-0.5465693153370931,0.7804643057026527,0.8170269412905498,0.7615585115074239,-0.615389244996239,1.5095738534940206,1.086496370016042,0.5552092883000499,0.2532838585266715,0.228731452646262,0.8553657028319611,0.70475391615199,-0.4122408714413589,0.35366045079911995,0.38223726515783596,0.8382916165165764
5183,-0.09551985690467767,0.14961323870888754,0.1788429636364706,0.5070370124223481,-0.35020824339242046,0.7542103627092385,0.9547243149603911,0.44851026645531905,1.265306451481822,0.14687845580399997,-0.5443358233323029,0.7896384369986577,0.8254876835587781,0.7615585115074239,-0.5943076226963881,1.4696460077717537,1.1127813433984317,0.5552092883000499,0.2138833527273187,0.18429330096654278,0.8355447903020573,0.6487002111683425,-0.36713699295241964,0.3888750285270398,0.38239014708824537,0.852584012178205
5184,-0.08962303236411484,0.1555199733240391,0.1788429636364706,0.4933486033704197,-0.37089558598202005,0.7542103627092385,0.9547243149603911,0.44851026645531905,1.3050069340597292,0.1503700196425519,-0.5369793111310041,0.7958530227475136,0.8312190173089034,0.7882265434211687,-0.572492786912475,1.4567405969549905,1.0980104635217822,0.5552092883000499,0.21985312633328133,0.18429330096654278,0.8355447903020573,0.6487002111683425,-0.3672550280364639,0.4240644542880064,0.32599356810597746,0.8985021344102466
5185,-0.08962303236411484,0.1555199733240391,0.1788429636364706,0.5658269743761425,-0.35549891242632303,0.7523852744285603,0.9547243149603911,0.44851026645531905,1.3050069340597292,0.1503700196425519,-0.5247737845930143,0.7827724320186871,0.8191555855460539,0.767773096621862,-0.5724324190803237,1.3118033189606992,1.0980104635217822,0.5552092883000499,0.21985312633328133,0.18429330096654278,0.8355447903020573,0.6487002111683425,-0.33462001080145076,0.42406837050953483,0.382135174504744,0.9121863430224445
5186,-0.08962303236411484,0.1555199733240391,0.1788429636364706,0.5695123152747386,-0.3658322503831668,0.7523852744285603,0.9547243149603911,0.44851026645531905,1.3050069340597292,0.1503700196425519,-0.49028934786239237,0.7827724320186871,0.8191555855460539,0.767773096621862,-0.575864437851695,1.3287792785517083,1.0980104635217822,0.5552092883000499,0.21985312633328133,0.18429330096654278,0.8355447903020573,0.6487002111683425,-0.33466841984705104,0.4239529234966508,0.38210145938686485,0.9529348753343225
5187,-0.10377541126146517,0.16497074870828154,0.13084013313100323,0.5793398910043279,-0.3863542595654574,0.7715741978970342,0.9547243149603911,0.44851026645531905,1.3050069340597292,0.1503700196425519,-0.4766529825689412,0.7792137931939375,0.8158736698037944,0.7633215282553323,-0.557192594827659,1.3493896984103497,1.0946118228669517,0.4900197603400621,0.22940476410282148,0.18429330096654278,0.8355447903020573,0.667384779496225,-0.36766092062347283,0.42393633925044694,0.4383432489594661,0.9495898465624519
5188,-0.09198176218033978,0.17678421793858443,0.1599529052107922,0.5867105728015202,-0.3859202593712707,0.7715741978970342,0.9651860620377846,0.4531125512640181,1.3546325372821124,0.15510787815289528,-0.4638866152319361,0.8173821292129669,0.8510740003249816,0.737894557496769,-0.4677080759310628,1.298506600263043,1.075199083483009,0.4900197603400621,0.24134431131474648,0.20651237680640236,0.8454552465670091,0.667384779496225,-0.378522170447491,0.4238899515380692,0.38220356692030427,0.9468530048400124
5189,-0.08018811309921439,0.1885976871688873,0.1599529052107922,0.634620004483269,-0.34574424139506377,0.7930993947444168,0.9918175417985168,0.4793670361053542,1.3546325372821124,0.15510787815289528,-0.4453904688256756,0.8070819082356642,0.8415747341620143,0.7193877022033237,-0.4535117628587349,1.2013142282172475,1.0825312382764272,0.4900197603400621,0.2532838585266715,0.20651237680640236,0.8652761590969129,0.6860693478241074,-0.3331484658612388,0.45895552981740995,0.38184404928119753,0.9988529975663644
5190,-0.06839446401808899,0.2004111563991902,0.19868128661220433,0.6837578831312168,-0.34376024050734977,0.8351045467564883,1.041352598176887,0.5098065001380202,1.3918517396989,0.16188519972169152,-0.43279738885339714,0.8010760295071774,0.8360358781792044,0.7193877022033237,-0.42776213324709667,1.1531258826852535,1.0653236839671842,0.4900197603400621,0.2652234057385965,0.228731452646262,0.8950075278917683,0.7234384844798725,-0.30997468479688217,0.4941089206600582,0.43819916675416054,0.9508062206613141
5191,-0.06249763947752643,0.20631789101434175,0.22260075752111597,0.7058699285227933,-0.354134911816021,0.854873404461158,1.041352598176887,0.48827353028177467,1.3918517396989,0.16188519972169152,-0.42414919474707813,0.7863942782934046,0.8224957936678707,0.6772218414225776,-0.39744588046186957,1.159119509267938,1.0181464655869343,0.4900197603400621,0.2711931793445589,0.2509505284861216,0.8950075278917683,0.7421230528077549,-0.3105808562856753,0.4941008126193541,0.4387469103950808,0.9459407242658662
5192,-0.06249763947752643,0.20631789101434175,0.22260075752111597,0.7574647011031385,-0.3716809196667401,0.854873404461158,1.041352598176887,0.48827353028177467,1.3918517396989,0.16188519972169152,-0.4266556574885138,0.7948878734451985,0.8303289189187917,0.6772218414225776,-0.40406899101832233,1.1339622322346854,1.0181464655869343,0.5392984115022967,0.2711931793445589,0.2509505284861216,0.8950075278917683,0.7421230528077549,-0.31221701631617294,0.49406997092845595,0.4951000697477447,0.9961161558439249
5193,-0.08018811309921439,0.1885976871688873,0.19501136985588377,0.7722060646975227,-0.38486625889967296,0.8343565728068757,1.0123321021778826,0.45030468061000606,1.3025256538986096,0.15402918108494912,-0.42543642545722277,0.7610025124150637,0.7990785152466008,0.6420530824069396,-0.3786662469702183,1.0999183335131382,0.9893527198970187,0.5392984115022967,0.2532838585266715,0.228731452646262,0.8652761590969129,0.7234384844798725,-0.33562030616267924,0.49412120158574824,0.4949014707724488,0.9985489040416488
5194,-0.037730976407162935,0.23112617639797772,0.25730513568334074,0.790632769190503,-0.3545069119824664,0.8560626686248778,1.0392953193417345,0.45219447890580616,1.2812575382318738,0.1502882198293572,-0.41702030364760656,0.7511949535205118,0.79003360130217,0.6420530824069396,-0.3737401972615375,1.0626954403674629,0.9753028106373934,0.5392984115022967,0.29626622848960155,0.2731696043259812,0.8850970716268165,0.7421230528077549,-0.34784830817333096,0.4940347785815703,0.49488498880123905,0.9961161558439249
5195,-0.037730976407162935,0.23112617639797772,0.25730513568334074,0.790632769190503,-0.3702135856768677,0.8560626686248778,1.0392953193417345,0.45219447890580616,1.2688511374262783,0.1493653909288408,-0.4137262801274782,0.6876347074405569,0.79003360130217,0.5824215502216726,-0.3967742940622287,1.048207979532646,0.9753028106373934,0.5392984115022967,0.29626622848960155,0.2731696043259812,0.8850970716268165,0.7421230528077549,-0.3481658224562877,0.494061557836921,0.4948270453207244,0.9888179112507526
5196,-0.0389103413152754,0.22994482947494752,0.25730513568334074,0.8624969167131264,-0.36471624988382784,0.8954907048602342,1.054148216296729,0.48061299144864195,1.2794851952596458,0.1507861924808853,-0.4154469611185389,0.7152665381761865,0.8155167550428707,0.6168498313810263,-0.3635720038006894,1.1186887121247926,0.9919268874624442,0.5392984115022967,0.2950722737684091,0.2731696043259812,0.9049179841567201,0.77949218946352,-0.30206705919471,0.459149807224482,0.4385726478166439,0.9352974509008233
5197,0.002367430468663335,0.2476650333204017,0.32047735091208235,0.7961607805383971,-0.3897022610634734,0.9162757478493606,1.0750717104515155,0.4942469621189722,1.2794851952596458,0.1507861924808853,-0.4098643253702964,0.7377384786846973,0.8362412564452286,0.6168498313810263,-0.33378661764833933,1.1327520575185797,1.0241192738071907,0.5392984115022967,0.3129815945862965,0.3176077560057004,0.9247388966866237,0.7981767577914024,-0.2992868003089589,0.459073602371238,0.43900187453840883,0.9307360480300908
5198,0.002367430468663335,0.2476650333204017,0.32047735091208235,0.7998461214369931,-0.3745122542669137,0.9162757478493606,1.0750717104515155,0.523690854178772,1.2794851952596458,0.1507861924808853,-0.41276472093090777,0.7856497975935082,0.8804269463965885,0.6655387735257785,-0.34049193214849977,1.1583665736120567,1.0773880328235552,0.5392984115022967,0.3129815945862965,0.3176077560057004,0.9247388966866237,0.7981767577914024,-0.253144239174465,0.43151130467948623,0.3827560590029506,0.9310401415548062
5199,-0.051883355304513504,0.19332307486100866,0.27125781237444163,0.7751016896892767,-0.3690975851775279,0.8764317271605838,1.0174097512175766,0.4707228483169943,1.2232428449409447,0.14211997900364576,-0.4075898036114223,0.7856497975935082,0.8804269463965885,0.6655387735257785,-0.34964634767199876,1.1461873592388423,1.0773880328235552,0.5392984115022967,0.2580596774114414,0.2731696043259812,0.8553657028319611,0.7608076211356374,-0.24253142790857643,0.43156756972738697,0.3833598825340315,0.9377301990985474
5200,-0.051883355304513504,0.19332307486100866,0.27125781237444163,0.789843053283661,-0.39925026533559616,0.8764317271605838,1.0174097512175766,0.4707228483169943,1.2232428449409447,0.14211997900364576,-0.4125921793738416,0.8068365462868266,0.8804269463965885,0.6854159509208676,-0.32379423872371665,1.2670298168799876,1.0773880328235552,0.5392984115022967,0.2580596774114414,0.2731696043259812,0.8553657028319611,0.7608076211356374,-0.2541318856171685,0.39645059038304836,0.3275032805448413,0.8930284509653678
5201,-0.051883355304513504,0.19332307486100866,0.27125781237444163,0.789843053283661,-0.410141603542109,0.8764317271605838,1.0174097512175766,0.45175332725315875,1.2232428449409447,0.14211997900364576,-0.4503594921469529,0.7997302947417568,0.873873283616308,0.6854159509208676,-0.35120245126640814,1.264065003348921,1.0977482856566554,0.5392984115022967,0.2580596774114414,0.2731696043259812,0.8553657028319611,0.7608076211356374,-0.22083106337280814,0.43163274646714606,0.32752978269027244,0.9471570983647282
5202,-0.051883355304513504,0.19332307486100866,0.27125781237444163,0.7927913260025377,-0.37664092188602294,0.8764317271605838,1.0174097512175766,0.45175332725315875,1.2232428449409447,0.14211997900364576,-0.44489766675365955,0.8768541409284559,0.9449999074094834,0.7862715065078635,-0.31941842756654265,1.3523997450057064,1.1747485164204288,0.499987647047085,0.2580596774114414,0.2731696043259812,0.8553657028319611,0.7608076211356374,-0.22130568652057628,0.43169906662157115,0.2710337615814209,0.9477652854141593
5203,-0.040089706223387866,0.20513654409131155,0.30240469528817016,0.8198171592589091,-0.3644475830969484,0.8975431908967264,1.028987304841707,0.4299282434647548,1.2232428449409447,0.14211997900364576,-0.4419433703373367,0.8768541409284559,0.9449999074094834,0.7862715065078635,-0.3442232572722116,1.3311379652836686,1.1747485164204288,0.499987647047085,0.2580596774114414,0.2953886801658408,0.8652761590969129,0.77949218946352,-0.20999077347861156,0.4669588781282086,0.21490869792311518,1.000981652239373
5204,-0.040089706223387866,0.20513654409131155,0.28444857873775,0.7516383526348819,-0.3935669294593318,0.8794235919817551,1.028987304841707,0.4299282434647548,1.176098521879681,0.137533536356365,-0.4779509458042111,0.8501268364921105,0.9203509431572641,0.7543971118099132,-0.31795097211856926,1.4128570334894617,1.168270482763415,0.5361482909983203,0.2580596774114414,0.2731696043259812,0.8652761590969129,0.7608076211356374,-0.18714350758714518,0.4670139156094899,0.21495384778832854,1.0478120550455612
5205,-0.040089706223387866,0.20513654409131155,0.28444857873775,0.8007762312828295,-0.3676922512153966,0.8794235919817551,1.028987304841707,0.4299282434647548,1.176098521879681,0.137533536356365,-0.4816917367636882,0.8243031616344533,0.8965353414027621,0.7199688306505593,-0.28883418035441216,1.432210502558645,1.117650352701622,0.5361482909983203,0.2580596774114414,0.2731696043259812,0.8652761590969129,0.7608076211356374,-0.18671014055552043,0.46699251366395744,0.215174603907633,1.0587594219353194
5206,-0.007067488796236625,0.23821425793615975,0.28444857873775,0.8322244736175163,-0.3366715706689533,0.8997136216689439,1.0380681215187506,0.4434191379234158,1.195948763168634,0.13916774937732587,-0.48833273555761686,0.8243031616344533,0.8965353414027621,0.7199688306505593,-0.33760815813291667,1.409974401075643,1.117650352701622,0.5361482909983203,0.2914904096048316,0.2731696043259812,0.8751866153618647,0.77949218946352,-0.1514078816883461,0.4670780846296078,0.21512440006640526,1.0599757960341816
5207,-0.014143678244911908,0.23112617639797797,0.31356135081753894,0.8409113485927786,-0.3225355643439905,0.8997136216689439,1.0276063744413573,0.47352475746218653,1.2058738838131111,0.14011532107939462,-0.48590665817804507,0.7589256474198122,0.8362416438241822,0.6666327668230699,-0.37525778595010584,1.334371656033435,1.0972900998685218,0.45368933582040344,0.2843266812776768,0.2953886801658408,0.8652761590969129,0.77949218946352,-0.11725061252754629,0.4673530006459654,0.21493881752699615,1.1150167240076885
5208,0.016519809366014153,0.2618411963967655,0.31356135081753894,0.8433682425251757,-0.311210225943291,0.9419365491412282,1.050761481689618,0.4937938874486854,1.2058738838131111,0.14011532107939462,-0.4844830313094721,0.8038695284368341,0.8362416438241822,0.7087986276038161,-0.4064776688781281,1.2640460346239066,1.0972900998685218,0.45368933582040344,0.31536950402868186,0.2953886801658408,0.8850970716268165,0.8168613261192849,-0.1174913050069339,0.5009250290194879,0.21507496428098488,1.11896993982899
5209,0.016519809366014153,0.2618411963967655,0.31356135081753894,0.9318164240914817,-0.3035635558552264,0.9419365491412282,1.050761481689618,0.4937938874486854,1.2058738838131111,0.14011532107939462,-0.4817408645667564,0.8038695284368341,0.8362416438241822,0.7087986276038161,-0.42750778143345264,1.2640460346239066,1.0972900998685218,0.45368933582040344,0.31536950402868186,0.2953886801658408,0.8850970716268165,0.8168613261192849,-0.12977219194397954,0.4656760184160614,0.2149806942928467,1.060279889558897
5210,0.02477536372280165,0.27011062485797727,0.3339020171998085,0.8409113485927786,-0.3130082267477814,0.9607959887115631,1.0610207783569892,0.49314408298735357,1.2430930862298988,0.14437542177597792,-0.46929607578927984,0.8038695284368341,0.8362416438241822,0.7087986276038161,-0.42981383179446253,1.2179060267181376,1.0972900998685218,0.45368933582040344,0.3237271870770291,0.3176077560057004,0.9049179841567201,0.8355458944471673,-0.0838806691542288,0.5008863443665388,0.21489357819594093,1.1168412851559815
5211,0.02477536372280165,0.27011062485797727,0.3339020171998085,0.8335406667955867,-0.30015355432946833,0.9607959887115631,1.0610207783569892,0.49314408298735357,1.2430930862298988,0.14437542177597792,-0.4621506850579241,0.7837700138114893,0.8177050862499973,0.6710843351895998,-0.4788024665197695,1.218811010965099,1.0684963541786061,0.3953820494445414,0.3237271870770291,0.3176077560057004,0.9049179841567201,0.8355458944471673,-0.08422018769006347,0.5010173868401749,0.27028355842975227,1.1658003426351784
5212,0.04954202679316489,0.2949189102416132,0.3585117864686289,0.8230988675828973,-0.30106288806966996,0.9607959887115631,1.0610207783569892,0.4825385587973588,1.1977211061408624,0.1405902938402944,-0.48224883260416535,0.7837700138114893,0.8177050862499973,0.6564040667774665,-0.5003655877266852,1.1980020402562095,1.0572884038695787,0.3953820494445414,0.3488002362220715,0.33982683184556006,0.9049179841567201,0.8355458944471673,-0.08449075405330192,0.5355495637556899,0.27028017223206197,1.1718822131294884
5213,0.051900756609390065,0.2972816040876739,0.3585117864686289,0.8955772385886202,-0.27985887858222797,0.9798942629250801,1.0610207783569892,0.4825385587973588,1.2059920400112598,0.14259189798834254,-0.4998920246531691,0.7837700138114893,0.8177050862499973,0.6564040667774665,-0.5251578988900045,1.175724090525034,1.0572884038695787,0.3953820494445414,0.345218372058494,0.33982683184556006,0.9049179841567201,0.8355458944471673,-0.08539640546325482,0.5004088956364868,0.32647662794366306,1.1217067815514297
5214,0.0589769460580651,0.3043696856258554,0.3244523433196764,0.8808358749942359,-0.3062502237240047,0.9798942629250801,1.232300389579531,0.48496489288691913,1.2059920400112598,0.14259189798834254,-0.46298151054297537,0.7837700138114893,0.8177050862499973,0.6564040667774665,-0.516203438111383,1.1752492525644296,1.0572884038695787,0.3953820494445414,0.35238210038564877,0.3176077560057004,0.8950075278917683,0.8355458944471673,-0.09644561434508812,0.5356043593001053,0.32646092078039946,1.1320459613917568
5215,0.06487377059862792,0.310276420241007,0.3463711018912486,0.99876678374931,-0.2838475470335688,0.979258628036156,1.2487752350749424,0.4984557873455802,1.255617643233643,0.14997452919247364,-0.46683673694271294,0.7837700138114893,0.8177050862499973,0.6564040667774665,-0.5102463579028937,1.1659081878215387,1.0572884038695787,0.3953820494445414,0.3583518739916114,0.33982683184556006,0.9148284404216719,0.8355458944471673,-0.07269145528702046,0.5707829515489792,0.38260909025823836,1.1305254937681792
5216,0.07902614949597823,0.3244525833173703,0.3463711018912486,1.0135081473436944,-0.29626821925769437,1.0000436710252825,1.2487752350749424,0.4984557873455802,1.255617643233643,0.14997452919247364,-0.46174108852053636,0.7837700138114893,0.8177050862499973,0.6564040667774665,-0.47352879880913595,1.1986526409740097,1.0572884038695787,0.3953820494445414,0.37267933064592124,0.33982683184556006,0.9148284404216719,0.8542304627750499,-0.07223077317451392,0.5364816192199597,0.32648845937916166,1.1369114577872048
5217,0.0967166231176662,0.34217278716282445,0.37029057280016026,0.9655987156619456,-0.289799549696709,1.019812528729952,1.2646214631485122,0.5247102721869159,1.270505324200358,0.15210165196180073,-0.4671873727865518,0.8282621860674578,0.858737505589286,0.6564040667774665,-0.4440099513257638,1.200300185786665,1.0800518585565264,0.3953820494445414,0.3905886514638089,0.36204590768541967,0.9346493529515755,0.8729150311029323,-0.0489693154608353,0.5363949584865136,0.32651748513653056,1.129309119669317
5218,0.08256424422031587,0.3279966240864612,0.37029057280016026,0.9803400792563298,-0.30877155818547314,1.0005261532744874,1.2646214631485122,0.5146055147377644,1.26554276387812,0.15332438574524512,-0.48057303253008493,0.8042790476104495,0.8366193184039399,0.6908323479368202,-0.4433096111973524,1.2187537919572473,1.0800518585565264,0.3953820494445414,0.37626119480949877,0.36204590768541967,0.9346493529515755,0.8542304627750499,-0.0614790288749276,0.5011968840085428,0.32654860068090863,1.1180576592548435
5219,0.12030392127991697,0.3657997256234302,0.4014374557138887,0.9877107610535218,-0.3071595574642063,1.0213111962636139,1.2541597160711189,0.49695944863187114,1.3151683671005032,0.15859564768701523,-0.4849509558149772,0.8565377856363457,0.8848143680968201,0.6908323479368202,-0.4291502705263844,1.1291732704580668,1.1376393499363573,0.3953820494445414,0.4144677458876589,0.3842649835252792,0.9247388966866237,0.8729150311029323,-0.08335485042544667,0.4660522691627283,0.32667142208865324,1.106502105315654
5220,0.13917375980971763,0.38470127639191487,0.4014374557138887,0.9877107610535218,-0.34063957244437865,1.0213111962636139,1.2674754559514854,0.5032726864717835,1.26554276387812,0.1508954972177026,-0.48399969000757115,0.8606405818788208,0.8885981270671931,0.6908323479368202,-0.40711231013811394,1.182737464511617,1.1376393499363573,0.419185899429074,0.4335710214267387,0.3842649835252792,0.9346493529515755,0.8729150311029323,-0.06098135915277912,0.5010763552695767,0.38297119396656815,1.1545488822207042
5221,0.18163089650176908,0.4272297656210053,0.4014374557138887,1.0356201927352708,-0.35841291373014883,1.0424226599997566,1.3173807183880364,0.5397809664827601,1.26554276387812,0.1508954972177026,-0.4860366218760322,0.8819218297658595,0.9082245252196718,0.7119152783271934,-0.3460319128201976,1.04589924751699,1.1492309027303322,0.419185899429074,0.47655339138966873,0.3842649835252792,0.954470265481479,0.8915995994308148,-0.01564244305714517,0.5362828764998637,0.3852208108571466,1.2077652490459179
5222,0.1698372474206437,0.41541629639070243,0.3723246836340998,0.9692840565605415,-0.3442562407292741,1.0424226599997566,1.3173807183880364,0.5397809664827601,1.26554276387812,0.1508954972177026,-0.4836105444964604,0.8594498892573487,0.8875000238173139,0.6697494175464472,-0.3674790502028786,0.9896458659418419,1.1492309027303322,0.419185899429074,0.46461384417774376,0.36204590768541967,0.954470265481479,0.8915995994308148,-0.01573586662900622,0.5011451421281339,0.38517391556401076,1.1560693498442818
5223,0.1698372474206437,0.41541629639070243,0.3723246836340998,0.9950814428507141,-0.33884157163988826,1.0424226599997566,1.3270542170543713,0.5443832512914591,1.26554276387812,0.1508954972177026,-0.47967938865091,0.8652521193471103,0.8928510670699663,0.6915237744240913,-0.34871324244672447,1.0804243701120084,1.1658549795553828,0.419185899429074,0.46461384417774376,0.36204590768541967,0.964380721746431,0.8915995994308148,0.008117162690585834,0.5009115647069539,0.3847508062801466,1.108022572939232
5224,0.183989626317994,0.42959245946706576,0.3723246836340998,0.9748120679084357,-0.35074557696617137,1.0629394916540384,1.3270542170543713,0.5443832512914591,1.2804304448448351,0.1526144587484826,-0.484639920574715,0.8652521193471103,0.8928510670699663,0.6915237744240913,-0.3492525321681465,1.0757365883140793,1.1658549795553828,0.419185899429074,0.4789413008320536,0.36204590768541967,0.964380721746431,0.9102841677586972,-0.03967243932565423,0.5007871681338325,0.32822312270366083,1.099203860722482
5225,0.1780928017774312,0.4236857248519142,0.3723246836340998,1.0368486397014698,-0.3365269039375554,1.0418280279178962,1.3270542170543713,0.5443832512914591,1.2649913682867595,0.1509745105888208,-0.4926089215022268,0.9083187592853117,0.9325688048174503,0.7436187770963991,-0.3074146302262679,1.0721172164881119,1.1852677189393255,0.419185899429074,0.4729715272260912,0.36204590768541967,0.964380721746431,0.8915995994308148,-0.01714120436351056,0.4660039627858144,0.27185671734238553,1.0940342708023183
5226,0.183989626317994,0.42959245946706576,0.3723246836340998,1.05527534419445,-0.33805623795516904,1.0612196819861988,1.3270542170543713,0.5659162211477043,1.2699539286089985,0.15161900260033256,-0.49332673278737627,0.8943934070698832,0.9197263010110847,0.7436187770963991,-0.38578800478449427,1.093904057488952,1.168643642114275,0.419185899429074,0.4789413008320536,0.36204590768541967,0.964380721746431,0.9102841677586972,-0.040359960955040984,0.5012418169440273,0.2718830236757871,1.1420810477073684
5227,0.15568486852329289,0.4012401333143386,0.3382652404851471,1.007749187966155,-0.3351009032995113,1.0396944851388161,1.3270542170543713,0.5386363567894046,1.190552963453185,0.14196208892243264,-0.4883320591046649,1.0065026459478075,1.023117820646999,0.7813330695106155,-0.44884341836607045,1.1250001620308474,1.168643642114275,0.419185899429074,0.45028638752343364,0.33982683184556006,0.964380721746431,0.8915995994308148,-0.07395137710324633,0.4659803728894952,0.32841355834295016,1.0870401197338615
5228,0.15568486852329289,0.4012401333143386,0.3382652404851471,1.0151198697633474,-0.3334682359023299,1.0396944851388161,1.277519160676001,0.5386363567894046,1.2501036873200455,0.151202269485608,-0.4883320591046649,1.0065026459478075,1.023117820646999,0.7813330695106155,-0.4433861900831607,1.1236527991118126,1.1482833892811748,0.419185899429074,0.45028638752343364,0.33982683184556006,0.9346493529515755,0.8915995994308148,-0.027103875782967496,0.46619432186755927,0.2723146001419113,1.0909933355551629
