,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1891,1891,"But stop, stop your iron pelt of words, lest you flay us all alive, and yourself too!",0.035261968005812855,0.02836465235167932,-0.02910477947856357,-0.0470843050225086,-0.07406836899592788,0.07698369943108908,0.02123476723596361,-0.02733083694828684,0.09086359743581929,0.10233368153910581,0.11191518510367765,-0.07558268187517425,0.648919601468241,0.5740102319670444,0.3892063515156328,-0.38628966868227843,-0.13559988709232426,0.5657454246272449,0.43524652963668836,0.3970607587073279,-0.2406628005537776,0.218159372752684,0.7447177309860448,0.22265945367188036,2.013105258110759,1.1601289745669017,-0.29077910522147266,1.3308855841053735,1.0427226514793737,0.8718209738063901,0.05937654619087866
1892,1892,Nothing can be plainer than that violent man.,0.035683831930378815,0.028798405044748124,-0.02910477947856357,-0.04173420069436429,-0.07664416703005215,0.07922507972074007,0.02007374762344503,-0.023681766292104372,0.08231455931716457,0.09533599974184359,0.10830215850604936,-0.07442840472848289,0.6461824260265306,0.5711691256106523,0.3725412834048403,-0.4109664753462719,-0.06238550761198113,0.5890023154804546,0.43524652963668836,0.4006025829384875,-0.2406628005537776,0.20562746627062228,0.7634441121023493,0.2223963170844512,1.9599943551201642,1.1784492503557433,-0.3514513247313862,1.2434034592226597,0.9890933716352573,0.7828758210594988,0.08870968711361654
1893,1893,"He is so coarse and yet so clean; so brutal, yet so kind; scorns the whole world, yet talks baby language to a girl, and will die, can we doubt it?",0.032449541842039825,0.02547296773122064,-0.03181239314654292,-0.04191253750530243,-0.07741363619633275,0.07703943393842431,0.020181404786554145,-0.02602228036769317,0.08391750396441233,0.09532045838308494,0.10534525509027196,-0.07479148587400837,0.6177456040215091,0.5416525537011915,0.3501056826566781,-0.42622695595482135,-0.06291571295069977,0.5691654827624526,0.3552524054683166,0.37344859716626316,-0.2639845841757875,0.20562746627062228,0.7447177309860448,0.22244020876379314,1.986978607124235,1.2397077194267374,-0.3867335516454709,1.2433925596469817,0.9890818341540456,0.7828758210594988,0.09039275399402277
1894,1894,in a madhouse.,0.03329326969117174,0.02417170965201423,-0.025815708386534658,-0.053147756594405494,-0.0700632819854374,0.07703943393842431,0.02101443357113253,-0.01886283038153487,0.08052502852050172,0.08877125579571547,0.09078067962518824,-0.08226647623458515,0.6266656972979507,0.5509113441028296,0.3826980630903415,-0.2912793912328545,-0.1483167723092964,0.555569974847751,0.2571697572753536,0.3628231244727841,-0.2406628005537776,0.19309555978856058,0.7072649687534357,0.22235543401328617,1.9892502123154105,1.264792302517287,-0.4111111028370182,1.243139511838859,1.0535054406379747,0.8718209738063901,0.10965110412583572
1895,1895,"So Orlando poured out tea for them all; and sometimes, when the weather was fine, she carried them down to the country with her, and feasted them royally in the Round Parlour, which she had hung with their pictures all in a circle, so that Mr Pope could not say that Mr Addison came before him, or the other way about.",0.031887056609285216,0.02272586734178489,-0.02835756247086025,-0.05546613513660136,-0.0666756939808871,0.07277888730204521,0.020070771973754006,-0.01886283038153487,0.07874397891244865,0.08158411743453817,0.08495627399363014,-0.08462465405093263,0.6287603359588848,0.5530855164716296,0.3866609735045724,-0.2815005847086937,-0.108645510626799,0.5421042933821508,0.3910255293739143,0.3510170437022518,-0.2639845841757875,0.19309555978856058,0.6698122065208266,0.2223574423877327,1.9373094233649875,1.26952080944797,-0.38422887943936795,1.2195600229907027,1.046835748907187,0.7828758210594988,0.10319044360312654
1896,1896,"They were very witty, too (but their wit is all in their books) and taught her the most important part of style, which is the natural run of the voice in speaking--a quality which none that has not heard it can imitate, not Greene even, with all his skill; for it is born of the air, and breaks like a wave on the furniture, and rolls and fades away, and is never to be recaptured, least of all by those who prick up their ears, half a century later, and try.",0.033996376232114996,0.0248946308071289,-0.02835756247086025,-0.05172106210690035,-0.0665487315684508,0.07503763193884774,0.024484334732761397,-0.014992793883599462,0.07161978048023639,0.0817139987898784,0.08110976089841608,-0.08451671051755533,0.7271079374229318,0.5767155796522058,0.4409304597982688,-0.30925195046420745,-0.014554538024800967,0.5664963262899243,0.3859056516614007,0.36872616485805026,-0.2639845841757875,0.2306912792347457,0.6885385876371312,0.2885053501364092,2.0147981846248193,1.2700318377588296,-0.38655181416291756,1.2256804018802259,1.047881054064423,0.7828758210594988,0.1546109123430221
1897,1897,"They taught her this, merely by the cadence of their voices in speech; so that her style changed somewhat, and she wrote some very pleasant, witty verses and characters in prose.",0.03680880239588803,0.027786315427587586,-0.02835756247086025,-0.04717347342797768,-0.06656219727886072,0.07927585496875734,0.026699694393807795,-0.012852089345765988,0.07161978048023639,0.08182796875410857,0.08110976089841608,-0.08484827653547114,0.7473928012601763,0.5977706624606827,0.4409304597982688,-0.3082256888705429,0.036471815789677356,0.5990250617273575,0.3859056516614007,0.392338326399115,-0.2639845841757875,0.2557550921988691,0.7259913498697402,0.35474978637029664,2.0126253469681337,1.2067543202406295,-0.3589844805775204,1.2258063414013984,1.0502520698247508,0.8718209738063901,0.1330264883678148
1898,1898,"And so she lavished her wine on them and put bank-notes, which they took very kindly, beneath their plates at dinner, and accepted their dedications, and thought herself highly honoured by the exchange.",0.033996376232115,0.024894630807128903,-0.03400769927624039,-0.05038353602486427,-0.06560228449392569,0.07487862859769014,0.02411876749920733,-0.011266933679573776,0.06449558204802412,0.08181020720124153,0.07530036017527893,-0.08504128838892706,0.7217388216861997,0.5711425978785925,0.3923949177421329,-0.28064282035509314,-0.0002446880253343553,0.5577950009403917,0.3859056516614007,0.36872616485805026,-0.3106281514198074,0.2306912792347457,0.6885385876371312,0.28897520696608564,2.039566357847465,1.2065844982354677,-0.3689672037607227,1.2222557879277154,1.05026998343636,0.9607661265532815,0.13604232239517092
1899,1899,"Thus time ran on, and Orlando could often be heard saying to herself with an emphasis which might, perhaps, make the hearer a little suspicious, 'Upon my soul, what a life this is!' (For she was still in search of that commodity.) But circumstances soon forced her to consider the matter more narrowly.",0.03680880239588804,0.027786315427587586,-0.025391339077786845,-0.04717347342797769,-0.06030448928408381,0.07975965436714409,0.02411876749920733,-0.008117778651186975,0.06805768126413025,0.08887560491880934,0.07680578792429071,-0.08260472767960007,0.7697330227727582,0.6209591451481281,0.4831966024698419,-0.14074114265575194,0.07812758150004505,0.6349293816907365,0.3859056516614007,0.392338326399115,-0.2639845841757875,0.2306912792347457,0.7259913498697402,0.3547556118422396,2.040295690868966,1.1959841365188042,-0.30186543410520333,1.217442900631205,1.1152472934739883,0.9607661265532815,0.1883666304186059
1900,1900,"One day she was pouring out tea for Mr Pope while, as anyone can tell from the verses quoted above, he sat very bright-eyed, observant, and all crumpled up in a chair by her side.",0.034980725389435564,0.02590672042428944,-0.027475878687066347,-0.047975989077199334,-0.05897715497224979,0.07936064874519909,0.020612015287267162,-0.0111094367498137,0.06721168270030504,0.08979550534438145,0.07573387097651366,-0.07643912005925148,0.7576570866786175,0.6084246841582954,0.47048182339780176,-0.10960811234270978,0.08013795915696648,0.6802258991586148,0.4278175196564389,0.37699042139742284,-0.28730636779779745,0.18056365330649884,0.7259913498697402,0.3550153859838679,2.0597015963544516,1.2970739030710936,-0.23566937566262003,1.3090505149079519,1.1168651907400187,0.9607661265532815,0.1924443395928311
1901,1901,"'Lord,' she thought, as she raised the sugar tongs, 'how women in ages to come will envy me! And yet--' she paused; for Mr Pope needed her attention. And yet--let us finish her thought for her--when anybody says 'How future ages will envy me', it is safe to say that they are extremely uneasy at the present moment.",0.03287140576660579,0.023737956958945428,-0.027855232285838992,-0.0445875896693746,-0.06670839642045404,0.07717397198063948,0.019571136851876572,-0.01315219543580633,0.06436200332742015,0.09635099848172465,0.07234478212115479,-0.07565609032787039,0.7400156808651093,0.5901134318254418,0.464511721587407,-0.23996130496778914,0.11343167781351425,0.6603098876875411,0.4278175196564389,0.3592813002416243,-0.28730636779779745,0.16803174682443714,0.7072649687534357,0.4209810100305613,2.130723510569115,1.1928799519064013,-0.19847788601181976,1.310434757679697,1.170458604363177,0.9607661265532815,0.1287615203153093
1902,1902,"Was this life quite so exciting, quite so flattering, quite so glorious as it sounds when the memoir writer has done his work upon it?",0.03244954184203983,0.023304204265876625,-0.030059681729753984,-0.04244754793811687,-0.0661293708728279,0.07717397198063948,0.017692781349150463,-0.010115874028740179,0.06436200332742015,0.09564127643174587,0.07234478212115479,-0.07088492205291264,0.7377101140211071,0.5877203223024774,0.4499718154495674,-0.2492737999513869,0.11343167781351425,0.6603098876875411,0.4278175196564389,0.3557394760104647,-0.3106281514198074,0.14296793386031373,0.7072649687534357,0.3551242691347196,2.1498725460413004,1.2003770537699834,-0.19174329904511972,1.3107440565148682,1.105229870049754,0.9162935501798358,0.08697097207885467
1903,1903,"For one thing, Orlando had a positive hatred of tea; for another, the intellect, divine as it is, and all-worshipful, has a habit of lodging in the most seedy of carcases, and often, alas, acts the cannibal among the other faculties so that often, where the Mind is biggest, the Heart, the Senses, Magnanimity, Charity, Tolerance, Kindliness, and the rest of them scarcely have room to breathe.",0.030480843527398705,0.02128002503155555,-0.03595974558259732,-0.04771461864708839,-0.07118285962237568,0.07724868303122541,0.01632536122811121,-0.012256578566573655,0.057237804895207876,0.10161618880974771,0.0687793626114692,-0.0717384695964234,0.7220500246567436,0.5714656172672175,0.397547438329153,-0.3885940836806528,0.02996522614571942,0.6653142317881447,0.4278175196564389,0.33921096293171943,-0.3572717186638273,0.13043602737825202,0.7072649687534357,0.35524500881109344,2.177824337452183,1.1969769885105903,-0.22597153133299425,1.336158871615685,1.0542904339345986,0.9162935501798358,0.019419925861888926
1904,1904,"Then the high opinion poets have of themselves; then the low one they have of others; then the enmities, injuries, envies, and repartees in which they are constantly engaged; then the volubility with which they impart them; then the rapacity with which they demand sympathy for them; all this, one may whisper, lest the wits may overhear us, makes pouring out tea a more precarious and, indeed, arduous occupation than is generally allowed.",0.0133250439283832,0.003640748846757591,-0.043309426127671954,-0.05287364782065612,-0.0727583477403352,0.06582497494950618,0.011808347635164975,-0.013728117044630487,0.050739672385826384,0.09422331246119386,0.04939867235672102,-0.08308158585211918,0.6527831473173538,0.49956866740513833,0.35374305744566864,-0.3768760817089467,-0.04905486664078322,0.6063967749600138,0.3135064983473421,0.21878893907228938,-0.4505588531518671,0.04271268200382003,0.613633063171913,0.2891440626290772,2.1039668678578334,1.08295715492128,-0.3223148558223651,1.3262846875450012,0.9893422864065196,0.9162935501798358,0.015366364515399909
1905,1905,"Added to which (we whisper again lest the women may overhear us), there is a little secret which men share among them; Lord Chesterfield whispered it to his son with strict injunctions to secrecy, 'Women are but children of a larger growth...A man of sense only trifles with them, plays with them, humours and flatters them', which, since children always hear what they are not meant to, and sometimes, even, grow up, may have somehow leaked out, so that the whole ceremony of pouring out tea is a curious one.",0.011215724305553426,0.0020503223055053157,-0.046081930630016046,-0.056975394472233425,-0.0756419334409717,0.06582497494950618,0.009182170330033764,-0.017068462375810615,0.05633725686827888,0.09423552352878994,0.05114334497159683,-0.0828851896385642,0.6404683076602405,0.5125113860444123,0.3302981632618024,-0.42007122673099173,-0.1179515921234405,0.6063967749600138,0.46903285118678,0.20580225022470394,-0.47388063677387704,0.017648869039696608,0.613633063171913,0.28914064483437435,2.08108128401539,1.050475608783934,-0.39370094214271045,1.2221638661692342,0.9879513559839976,0.9162935501798358,-0.02895541626152951
1906,1906,"A woman knows very well that, though a wit sends her his poems, praises her judgment, solicits her criticism, and drinks her tea, this by no means signifies that he respects her opinions, admires her understanding, or will refuse, though the rapier is denied him, to run her through the body with his pen.",0.009668889915478257,0.00045989576425304045,-0.053042855634517265,-0.05830018221063107,-0.07796957766897049,0.06803655553825765,0.006622713686542311,-0.020654064120000214,0.049156517178668105,0.09422738281705922,0.04101276553486807,-0.08900333596429619,0.6281723885475606,0.49974858925163984,0.2714387716343782,-0.4444594559508609,-0.15470656031581215,0.6196166443772968,0.43731712463311617,0.19281556137711833,-0.5438459876399069,-0.019946850406488525,0.6323594442882176,0.2894632814915293,2.0567050512134655,1.083113215113105,-0.41943385938367844,1.2005980238375813,0.9883531126455385,0.9162935501798358,-0.04938955744065785
1907,1907,"All this, we say, whisper it as low as we can, may have leaked out by now; so that even with the cream jug suspended and the sugar tongs distended the ladies may fidget a little, look out of the window a little, yawn a little, and so let the sugar fall with a great plop--as Orlando did now--into Mr Pope's tea.",0.005309629361630054,-0.004022215397457917,-0.0561557461696567,-0.06008968510630878,-0.0805703834509989,0.06803655553825765,0.005392237030917111,-0.024188734021232578,0.049156517178668105,0.08860696143169537,0.04101276553486807,-0.08838039697795673,0.5786920745909331,0.44838950120918586,0.24272475772236946,-0.5331802587751084,-0.1745430811409397,0.604189768227228,0.30262735211622066,0.1562167109884682,-0.5671677712619169,-0.03247875688855024,0.6323594442882176,0.22326450414835697,2.0518471789899513,1.0540438532309833,-0.38817529116122784,1.2028084437598399,0.9263075415150354,0.9162935501798358,-0.09101709960902109
1908,1908,Never was any mortal so ready to suspect an insult or so quick to avenge one as Mr Pope.,0.0008097474995931987,-0.008648910790191809,-0.05983822168045578,-0.06008968510630878,-0.0817284345462512,0.06553278323097741,0.0024432823127438492,-0.030287234540250865,0.049156517178668105,0.08122111569781805,0.04101276553486807,-0.08796022579890012,0.5030072498507218,0.36983091363196297,0.20565512516104356,-0.5911466594877104,-0.1745430811409397,0.5596562127372414,0.30262735211622066,0.11843725252276481,-0.5904895548839268,-0.04501066337061195,0.613633063171913,0.1570187355873268,1.9644438144433805,0.9760082710220189,-0.49103551412070984,1.200834448457062,0.8610357088498762,0.8718209738063901,-0.1335607155544606
1909,1909,He turned to Orlando and presented her instantly with the rough draught of a certain famous line in the 'Characters of Women'.,-0.0010183295068592736,-0.010528505793489955,-0.05983822168045578,-0.06093678495826496,-0.08023374069075113,0.06753609917137474,0.0006631390491722143,-0.033117477875043884,0.04804336117363494,0.08243186155158792,0.03958031768898891,-0.0932510765038591,0.5050854597194867,0.3719880334051752,0.20565512516104356,-0.5785973649158931,-0.1722033818279661,0.5796963127077355,0.34582911679384204,0.10308934752107264,-0.5904895548839268,-0.07007447633473558,0.6323594442882176,0.1569213590778663,1.8588959478358262,0.8632492172701514,-0.4823241126830503,1.1926892496502328,0.8539963126995889,0.8718209738063901,-0.09240742260921693
1910,1910,"Much polish was afterwards bestowed on it, but even in the original it was striking enough.",-0.0032682704378777017,-0.012841853489856898,-0.0625201975984972,-0.05772672236137838,-0.07644025770098782,0.06753609917137474,0.003906771233226015,-0.029968322846657083,0.049468200860077395,0.08952982211607864,0.040431778585745745,-0.09170175105657151,0.4864609740256499,0.352656373518505,0.1836324818012566,-0.4842877421047134,-0.13041846689769554,0.5796963127077355,0.45165139624180906,0.08419961828822103,-0.6138113385059367,-0.04501066337061195,0.6323594442882176,0.15742870095146996,1.8533772169405842,0.8614310134319336,-0.4222334988917596,1.1975435680237743,0.9139192797701878,0.8718209738063901,-0.09247627494710213
1911,1911,Orlando received it with a curtsey.,-0.005518211368896129,-0.015155201186223845,-0.06874245124745587,-0.0597837304734633,-0.08088586580917394,0.06762498901428386,0.0022849551411991144,-0.031106061861640322,0.04692384427714444,0.08336471310945891,0.043472710359877285,-0.09269615311786335,0.41086381974384206,0.27418878525862295,0.1263453821261727,-0.6591276800600474,-0.1610377353150101,0.5310319627931748,0.45165139624180906,0.06530988905536925,-0.6604549057499566,-0.057542569852673864,0.6323594442882176,0.15738967206852422,1.8283119645536117,0.8931319232396309,-0.4469894103496805,1.0856252256050463,0.8485547904260194,0.7828758210594988,-0.1125022580161288
1912,1912,Mr Pope left her with a bow.,-0.014377353784781187,-0.024264007740668694,-0.07337962560243577,-0.06352880350316432,-0.07839855672917193,0.06116177480742987,-0.0037161758636482423,-0.03627525213839268,0.048348683963586894,0.08328478612155724,0.04450586040554689,-0.0895122839140393,0.33751755808023604,0.19805755630829724,0.09372845410605235,-0.5977298085327886,-0.19713796172891698,0.47417041971934976,0.3441358528070775,-0.009068419798984572,-0.7070984729939764,-0.13273400874504412,0.5761803009393038,0.15745204830441117,1.8465285651715486,0.8352501173723055,-0.47455834087838106,1.1091424993813743,0.8483058600556613,0.7828758210594988,-0.10796995307938459
1913,1913,"Orlando, to cool her cheeks, for really she felt as if the little man had struck her, strolled in the nut grove at the bottom of the garden.",-0.014377353784781187,-0.024264007740668694,-0.07337962560243577,-0.062458782637535466,-0.07840625142083472,0.06351836952682897,-0.0037161758636482423,-0.03240521564045727,0.048348683963586894,0.0892130744232831,0.04450586040554689,-0.09043629602012312,0.33751755808023604,0.19805755630829724,0.09372845410605235,-0.5861006201196463,-0.1771265468940674,0.5056603987966668,0.3441358528070775,-0.009068419798984572,-0.7070984729939764,-0.13273400874504412,0.5949066820556085,0.22355310716097804,1.8691734805690539,0.7791408335608404,-0.4094169309827572,1.1127301060694337,0.9135082260475658,0.8273483974329444,-0.061209556027271385
1914,1914,Soon the cool breezes did their work.,-0.0056588326770847805,-0.015299785417246779,-0.05875086001198867,-0.05857995699963084,-0.07202735203236862,0.06982575208429403,0.006063125385865083,-0.025609340656332184,0.05891624497136841,0.08927338969656076,0.047714508343237524,-0.09025680526988787,0.35857980025151603,0.21991953460929312,0.1505215293198346,-0.48247277038489234,-0.09143288525625577,0.5705505444914736,0.22543697837803817,0.04523955174546427,-0.5904895548839268,-0.04501066337061195,0.6510858254045221,0.22385956810150281,1.8669018430532414,0.8060526231959428,-0.44357945972292656,1.2241269184850365,0.9137651197563164,0.8273483974329444,-0.03413705506233696
1915,1915,To her amazement she found that she was hugely relieved to find herself alone.,-0.0031276491296890496,-0.012697269258833965,-0.0559257916092986,-0.05697492570118755,-0.06685459556204734,0.07151622283088264,0.001386659080660707,-0.03428577599580147,0.054214274006108315,0.08882158019550544,0.0434270801417926,-0.08410962384452433,0.3673430314973035,0.22901550690816128,0.1747893003479025,-0.4253117582061699,-0.06689445521951153,0.5679913069205577,0.3054311025464102,0.06649049713242251,-0.5671677712619169,-0.08260638281679729,0.6698122065208266,0.1580422929495839,1.8659782397507938,0.8256258432717313,-0.4706459450813915,1.3129849044192283,0.9139332058629398,0.8273483974329444,-0.03250696083673456
1916,1916,She watched the merry boatloads rowing up the river.,-0.0011589508150479252,-0.010673090024512886,-0.05348898467203945,-0.05980283798892098,-0.06110666088993133,0.07344231817485124,0.001386659080660707,-0.03428577599580147,0.05231448775751838,0.08190604558025329,0.04164659314131712,-0.08183842710682403,0.37566202635230694,0.2376503751015474,0.19294963729344433,-0.289504321636454,-0.09068600244157655,0.5731335989705806,0.3054311025464102,0.08301901021116777,-0.5438459876399069,-0.08260638281679729,0.6885385876371312,0.09201574952917597,1.786892954040855,0.774424077050461,-0.46029748746480953,1.3129324335146249,0.8486144238192755,0.8273483974329444,-0.03076388312880128
1917,1917,No doubt the sight put her in mind of one or two incidents in her past life.,0.001794096656913761,-0.00763682117303127,-0.04931990545348046,-0.05490517924546418,-0.061470235070998906,0.06931744638621173,0.002263347133645749,-0.029702693696464718,0.051432444142101616,0.0890928139090792,0.031861127802298356,-0.0777752096316481,0.38329602748203717,0.24557424026702884,0.22855101869515673,-0.2616856893901146,-0.021639211979595823,0.5320348419571268,0.3054311025464102,0.09836691521285994,-0.49720242039588697,-0.07007447633473558,0.6510858254045221,0.09208633914678088,1.8117915714000836,0.8620769129923191,-0.42954794664118934,1.2118396304708514,0.9138994377203634,0.8273483974329444,-0.021982154375742507
1918,1918,She sat herself down in profound meditation beneath a fine willow tree.,0.0024972031978570198,-0.0069139000179166,-0.04355231391338958,-0.05071426418841781,-0.06103163764621897,0.06930326759388852,0.000895927012606497,-0.03256506327066153,0.04715792508277426,0.09542443747382742,0.029721876096487004,-0.07745914561230936,0.4053815252501271,0.26849832731560797,0.31921290090003157,-0.159857010673085,0.06783309543531005,0.5482758747362683,0.21902757319116647,0.10426995559812612,-0.4505588531518671,-0.08260638281679729,0.6510858254045221,0.09210847475411607,1.73414813984491,0.8371049048221615,-0.4992737350625081,1.3231790731835913,0.9276961593716088,0.8273483974329444,-0.016111867335295953
1919,1919,There she sat till the stars were in the sky.,-0.0020026786641798348,-0.01154059541065049,-0.05086837842098441,-0.04473998102199,-0.062412834799692625,0.06930326759388852,-0.001760495195778935,-0.036435099768596935,0.054994543358207755,0.0956934509932928,0.03621879384940259,-0.07278079855600054,0.3734563775786147,0.23536097755127963,0.2645555484943917,-0.1792036193767671,0.0953721984173991,0.5482758747362683,0.21902757319116647,0.06649049713242251,-0.520524204017897,-0.12020210226298242,0.6510858254045221,0.15833720178354801,1.7496188528483543,0.8655874521255639,-0.5009203040674881,1.4349515669910127,0.992653479168003,0.9162935501798358,0.01133821886165398
1920,1920,"Then she rose, turned, and went into the house, where she sought her bedroom and locked the door.",0.00010664095864994074,-0.00937183194530648,-0.05132038575203592,-0.044287769822825424,-0.062374361341378595,0.07138757391220213,-0.0056318855376796305,-0.03974645312763218,0.04891918525073785,0.08886783423943002,0.030284202564021246,-0.07109592896666696,0.3851829856063007,0.24753284644162638,0.25744768292455317,-0.21055023128846753,0.11274902241368222,0.562852902521867,0.13903344902279474,0.08419961828822103,-0.520524204017897,-0.15779782170916756,0.6698122065208266,0.2236836613837368,1.674660382359947,0.8645965044406796,-0.477191946466534,1.4366030630840312,0.9926951872503281,0.9162935501798358,-0.05333770832896996
1921,1921,"Now she opened a cupboard in which hung still many of the clothes she had worn as a young man of fashion, and from among them she chose a black velvet suit richly trimmed with Venetian lace.",-0.0015808147396138793,-0.011106842717581687,-0.05132038575203592,-0.04785450604158829,-0.05967160089481802,0.06722990455992067,-0.007331426575739502,-0.041568245971871864,0.053193704310065204,0.08988579323812224,0.03186453001387346,-0.06789430662647826,0.38655606723831226,0.2489580641653816,0.25744768292455317,-0.12942018975384598,0.08622698570560514,0.5342059126848414,0.28868875181934517,0.07003232136358215,-0.520524204017897,-0.19539354115535268,0.6323594442882176,0.28988159465615254,1.6690210574907156,0.8921997782938896,-0.5509170074980713,1.5484763211978494,0.9944477573598346,1.0052387029267271,-0.05010710070273295
1922,1922,"It was a little out of fashion, indeed, but it fitted her to perfection and dressed in it she looked the very figure of a noble Lord.",-0.009174365381801072,-0.018914391192820127,-0.055924592584342556,-0.05512786587361393,-0.060039022421717006,0.06693338494071364,-0.009830512929474657,-0.048452664006061075,0.05550906880053419,0.08363557679068126,0.0345377402855087,-0.0645285154310638,0.36009996399135696,0.2250199810069853,0.22534443941749013,-0.18848044118333537,-0.006437168878558203,0.5455092573805473,0.22081148663390382,0.014543741742080223,-0.5671677712619169,-0.23298926060153782,0.6323594442882176,0.2898246781941055,1.641659883321791,0.9177070577473193,-0.5148963044401449,1.4367777568346474,0.994179753195119,1.0052387029267271,-0.07008707536712273
1923,1923,"She took a turn or two before the mirror to make sure that her petticoats had not lost her the freedom of her legs, and then let herself secretly out of doors.",0.002215960581479716,-0.01154059541065049,-0.048318807702743126,-0.05503869746814486,-0.05493744184927669,0.06856532523722297,-0.011961768990118101,-0.05108466493672822,0.05106916656331619,0.08246109410734827,0.02890614071669321,-0.05684633891451831,0.33459171207397487,0.19854317737994512,0.17109003505933593,-0.12086147770758178,-0.01827528441909211,0.4755928051312355,0.20353078076285544,0.09836691521285994,-0.47388063677387704,-0.17032972819122927,0.6323594442882176,0.28958249116611007,1.629554422549334,0.9108842780962452,-0.5330599823159496,1.429720228154006,0.9937977956858892,1.0052387029267271,-0.12935605091371452
1924,1924,It was a fine night early in April.,0.0024972031978570193,-0.011251426948604622,-0.04254267606819554,-0.055573707900959286,-0.057788325110346275,0.06883257782592588,-0.01097896739620542,-0.05148663471268304,0.05241484848940073,0.08246627456026782,0.030956176743033727,-0.053363505039389914,0.36108653301976945,0.22604401019230153,0.22121639041002233,-0.15430389544074036,-0.013204953398310041,0.48057759075212697,0.20353078076285544,0.11253421213749863,-0.4272370695298572,-0.15779782170916756,0.6323594442882176,0.28958071407100433,1.6471074469173865,0.9336655397313878,-0.5362882617126465,1.5412449669925987,0.993897590901102,1.0052387029267271,-0.128066056351303
1925,1925,"A myriad stars mingling with the light of a sickle moon, which again was enforced by the street lamps, made a light infinitely becoming to the human countenance and to the architecture of Mr Wren.",0.004044037587932188,-0.009661000407352346,-0.04518524765704373,-0.05228721524224207,-0.05654563240680311,0.0667077578207224,-0.010748729899322407,-0.0490803010246572,0.05490831794067502,0.08236451566363374,0.03553797010967122,-0.05250397044453391,0.3509302096048582,0.2155020498298169,0.1998142280719803,-0.19425656732336918,-0.07530061960771539,0.4442360109694686,0.1330598761302645,0.12552090098508425,-0.4505588531518671,-0.15779782170916756,0.613633063171913,0.3556921587536954,1.7490516324843697,0.9446716499775938,-0.4333747545371633,1.6529236589983096,1.051333498588025,1.0052387029267271,-0.1288133065415286
1926,1926,"Everything appeared in its tenderest form, yet, just as it seemed on the point of dissolution, some drop of silver sharpened it to animation.",0.0022159605814797145,-0.01154059541065049,-0.043046427654733765,-0.0528222256750565,-0.05511634343043691,0.06833951440013303,-0.008681001473377286,-0.046760943253066026,0.05490831794067502,0.08239374821939408,0.03553797010967122,-0.04673702366926575,0.39886571522090986,0.2652576729540429,0.21335014404015776,-0.08128569740899823,-0.058178936014656284,0.5017285838895089,0.1776784668297848,0.12906272521624407,-0.4272370695298572,-0.14526591522710586,0.6323594442882176,0.35601606843559797,1.8003976789538247,0.9621728363834949,-0.46477123292479144,1.6569641190125968,1.0520548183255873,1.0052387029267271,-0.060918103617589536
1927,1927,"Thus it was that talk should be, thought Orlando (indulging in foolish reverie); that society should be, that friendship should be, that love should be.",0.001090990115970501,-0.012697269258833965,-0.05050424430784978,-0.05201971002583486,-0.05589735463421171,0.06407725049300407,-0.008612443515256448,-0.04399808666433951,0.05063379888134766,0.07506599756468603,0.028311916914414644,-0.04659237641748746,0.36734334159731746,0.23253839062167284,0.15654976378097732,-0.08155414384097463,-0.05398498288143813,0.43578185270557734,0.04660132904608728,0.11961786059981828,-0.49720242039588697,-0.14526591522710586,0.5949066820556085,0.3556084909812298,1.7075987272839213,0.9527191272500153,-0.4352849757840302,1.6480875666921844,0.9867296231036732,1.0052387029267271,-0.13028026859585687
