,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1783,1783,And she so endured the wronging of her bed as never to have any quarrel with her husband thereon.,-0.046731955944778567,-0.0774247169623429,-0.07207480544024765,-0.09916916464334806,0.16598315244242992,-0.043143767136651745,-0.08020316184367556,-0.09434275845681425,0.03524697062450708,0.18639795917499777,-0.027124057914824907,0.054448067990026196,0.3987454576949243,0.15763705500743294,0.22641554327764518,1.9008235129579252,-0.16816282339774988,0.15797513972420746,-0.25061103863391526,-0.24660780756438005,-0.21034811351373026,-0.2785046052775501,-0.011660339084244038,1.6019092300891506,1.7137944858134577,1.8623888814559182,0.814293442635564,0.25259695591977227,1.0584383621237778,0.8135255039259327,0.7342456926394081
1784,1784,"For she looked for Thy mercy upon him, that believing in Thee, he might be made chaste.",-0.04493315353745971,-0.07559724336087337,-0.07007201769145718,-0.0984245729689035,0.166699915316367,-0.043143767136651745,-0.0767532519761927,-0.0901730368800757,0.03388848197162136,0.1914162032229497,-0.027277526963041906,0.05592680474400311,0.42937606688415475,0.1873574670111366,0.25739975935247106,1.920767153943542,-0.15560119119104604,0.15797513972420746,-0.25061103863391526,-0.23306623565129006,-0.19760894332050513,-0.2542197664141281,-0.011660339084244038,1.640321967670525,1.6848872015914915,1.8132657410386819,0.8133403424634303,0.2536096718120849,1.0958847361853175,0.8536057442071753,0.7611055050692842
1785,1785,"But besides this, he was fervid, as in his affections, so in anger: but she had learnt not to resist an angry husband, not in deed only, but not even in word.",-0.042414830167213306,-0.07303878031881603,-0.06849271271981483,-0.09749383337584781,0.1723932269247941,-0.037532034623197284,-0.07547754544380104,-0.0868508527483722,0.03944593555160839,0.19785790558386115,-0.02699800820807994,0.05856145589254499,0.4470106599585311,0.20446804318186446,0.2677798622962586,1.953440974842366,-0.15395680824914312,0.21577881545725025,-0.22350205042108248,-0.21410803497296385,-0.18486977312727995,-0.2420773469824172,0.03246025216348779,1.6404030834050713,1.6893786068112273,1.8480110527195697,0.8287238465288844,0.25317503847806144,1.1326971060396103,0.8536057442071753,0.7741043463545889
1786,1786,"Only when he was smoothed and tranquil, and in a temper to receive it, she would give an account of her actions, if haply he had overhastily taken offence.",-0.04214500980611548,-0.07276465927859561,-0.06725561799444661,-0.09373985035052321,0.17005500657384082,-0.03427365901115506,-0.07099196824874345,-0.08493329201769319,0.041946789662602554,0.20365299581999277,-0.026740587401736564,0.05582953839894569,0.4829698725368325,0.2393587176230256,0.28771017435200424,2.019409148325051,-0.0603447509762288,0.2770930974378381,-0.22350205042108248,-0.22223297812081788,-0.19760894332050513,-0.2420773469824172,0.04349039997542064,1.679573964743321,1.7377734129412905,1.9054882546807554,0.8440447756325429,0.2527894818907971,1.1731873069926262,0.893685984488418,0.7861615971267273
1787,1787,"In a word, while many matrons, who had milder husbands, yet bore even in their faces marks of shame, would in familiar talk blame their husbands' lives, she would blame their tongues, giving them, as in jest, earnest advice: ""That from the time they heard the marriage writings read to them, they should account them as indentures, whereby they were made servants; and so, remembering their condition, ought not to set themselves up against their lords.""",-0.03998644691733285,-0.07057169095683216,-0.06556369204123699,-0.09733871011033854,0.16818005978774928,-0.03569770098961474,-0.06960232913241213,-0.08348103457246521,0.04078898683343859,0.2033446666748938,-0.026816869604428382,0.0528631994609474,0.5015348252250434,0.2573720075094341,0.29988192396103686,1.9956939705968517,-0.12055297931957429,0.26477729824362123,-0.22350205042108248,-0.2059830918251098,-0.18486977312727995,-0.22993492755070633,0.03246025216348779,1.6794869514334718,1.7372797943832117,1.9282772644404849,0.8435564524750422,0.2515751564136627,1.1332215854636085,0.9137261046290391,0.7747207355325386
1788,1788,"And when they, knowing what a choleric husband she endured, marvelled that it had never been heard, nor by any token perceived, that Patricius had beaten his wife, or that there had been any domestic difference between them, even for one day, and confidentially asking the reason, she taught them her practice above mentioned.",-0.042684650528311135,-0.07331290135903645,-0.06556369204123699,-0.1006273233391353,0.15763985776958905,-0.04112718801048935,-0.07077453839705435,-0.08545610469797525,0.045234949697428216,0.20405769817200758,-0.026419595397947623,0.046140905605589436,0.4848630055516485,0.24119559565671253,0.29988192396103686,1.8998724844178019,-0.19458151743236485,0.2293855728999662,-0.20066480062739533,-0.2262954496947448,-0.18486977312727995,-0.2420773469824172,-0.011660339084244038,1.6795217039117545,1.742826823911326,1.9280821354811961,0.8595363875393036,0.25519056851195954,1.1356569473656388,0.9137261046290391,0.7763235973062191
1789,1789,"Those wives who observed it found the good, and returned thanks; those who observed it not, found no relief, and suffered.",-0.043224291250506794,-0.07386114343947732,-0.067354618057497,-0.10075142195154273,0.16105030876122875,-0.04110227983331753,-0.06997422918889583,-0.08522548621567305,0.04745793112942304,0.20436863199837457,-0.026278458787492503,0.04552467757397303,0.48064503054219326,0.23710295896353142,0.28611116126111424,1.9622065836476708,-0.19409292201410466,0.23103022736202272,-0.20066480062739533,-0.2303579212686717,-0.19760894332050513,-0.23600613726656175,-0.011660339084244038,1.6795563835804659,1.7929214613530626,1.9590146640085664,0.869327819901737,0.25642461720608756,1.143978956545051,0.9538063449102817,0.8003445908235396
1790,1790,"Her mother-in-law also, at first by whisperings of evil servants incensed against her, she so overcame by observance and persevering endurance and meekness, that she of her own accord discovered to her son the meddling tongues whereby the domestic peace betwixt her and her daughter-in-law had been disturbed, asking him to correct them.",-0.03602908162123137,-0.0665512490335992,-0.06423896257869759,-0.10878060217430312,0.16180640618312578,-0.03552468503768698,-0.06997422918889583,-0.08477877182552093,0.045437038918518656,0.21076768270352259,-0.026332613161650413,0.04438739402496183,0.46771712910093133,0.22455921375742335,0.26602443941967685,1.9391145656445419,-0.20709209630153594,0.208552206604948,-0.17443525798302856,-0.1761916336163114,-0.1721306029340548,-0.23600613726656175,0.03246025216348779,1.6402118702034223,1.7865586737822925,2.011454002281221,0.9013383128116799,0.2563837906439123,1.153349201962174,0.9538063449102817,0.7689267786103229
1791,1791,"Then, when in compliance with his mother, and for the well-ordering of the family, he had with stripes corrected those discovered, at her will who had discovered them, she promised the like reward to any who, to please her, should speak ill of her daughter-in-law to her: and none now venturing, they lived together with a remarkable sweetness of mutual kindness.",-0.0331509977695212,-0.06362729127124796,-0.06562720042787391,-0.10290453287681156,0.16699273917340227,-0.02729764634770468,-0.0665853001418638,-0.07968018638681457,0.045274946522435695,0.21078949690914206,-0.026344306742870634,0.04948892159029155,0.4853144439711878,0.2416336194563735,0.281833032150554,1.9999110877261774,-0.18248091104874262,0.2589863781471261,-0.1440400146311796,-0.1545251185553676,-0.18486977312727995,-0.2056500886872843,0.0986411390350849,1.6401643302505333,1.8299020839863471,1.994841096151661,0.9050119896137752,0.2563754257672346,1.1536382892358537,0.9938865851915242,0.779588308635495
1792,1792,"This great gift also thou bestowedst, O my God, my mercy, upon that good handmaid of Thine, in whose womb Thou createdst me, that between any disagreeing and discordant parties where she was able, she showed herself such a peacemaker, that hearing on both sides most bitter things, such as swelling and indigested choler uses to break out into, when the crudities of enmities are breathed out in sour discourses to a present friend against an absent enemy, she never would disclose aught of the one unto the other, but what might tend to their reconcilement.",-0.03494980017684005,-0.06545476487271748,-0.06562720042787391,-0.10948175933440508,0.17085772271924593,-0.02729764634770468,-0.06811677748607983,-0.08189807395716672,0.04666430991743246,0.21078233403565505,-0.026260015762681277,0.049613737573465606,0.46706609103603464,0.22392752147212505,0.281833032150554,2.0611080744994097,-0.2618944536257372,0.2589863781471261,-0.10654480992639537,-0.16806669046845762,-0.18486977312727995,-0.21779250811899542,0.0986411390350849,1.6400599201504538,1.8926554978150372,1.9464062454418884,0.904023594286752,0.2563463551446328,1.1534022065364562,1.033966825472767,0.7915846897450257
1793,1793,"A small good this might appear to me, did I not to my grief know numberless persons, who through some horrible and wide-spreading contagion of sin, not only disclose to persons mutually angered things said in anger, but add withal things never spoken, whereas to humane humanity, it ought to seem a light thing not to torment or increase ill will by ill words, unless one study withal by good words to quench it.",-0.03405039897318063,-0.06454102807198271,-0.06355092248285849,-0.10972995655921992,0.17365630296484177,-0.024299071704883962,-0.06811677748607983,-0.08189807395716672,0.04666430991743246,0.21061563443450335,-0.026260015762681277,0.050661804835150044,0.47876091196810255,0.23527482750392287,0.30023498785686703,2.1108019542516154,-0.26565119928508174,0.29358920793682003,-0.10654480992639537,-0.1612959045119126,-0.1721306029340548,-0.21779250811899542,0.12070143465895102,1.639658045371092,1.8285921668520855,1.9490738333846207,0.9055204496065953,0.256413943195265,1.1532299885287267,1.033966825472767,0.7939237089362595
1794,1794,"Such was she, Thyself, her most inward Instructor, teaching her in the school of the heart.",-0.031352195362202344,-0.06179981766977843,-0.06184688182471585,-0.11038767920497929,0.1721878131743365,-0.022871664271442587,-0.06601359241395417,-0.07944956790451237,0.04666430991743246,0.21212960542152576,-0.026260015762681277,0.051606424522577375,0.5023384254596562,0.2581517285365742,0.3126014978261602,2.0868914039978135,-0.2866018247719917,0.306102072431015,-0.10654480992639537,-0.14098354664227733,-0.15939143274082962,-0.19957887897142884,0.13173158247088387,1.6789913589919299,1.880102045604555,1.999108617775014,0.9166816942461257,0.38054136515031006,1.1930898192890222,1.0740470657540093,0.8052669872110811
1795,1795,"Finally, her own husband, towards the very end of his earthly life, did she gain unto Thee; nor had she to complain of that in him as a believer, which before he was a believer she had borne from him.",-0.03387051873244874,-0.06253080711036624,-0.0634261867963582,-0.1115976406759517,0.17290020554294472,-0.022961912516136936,-0.06456194617589293,-0.0777126680000197,0.04944303670742598,0.2122311879909776,-0.02606066993093184,0.05428862432155912,0.5173673697761187,0.2922150267674088,0.32298160076994775,2.109140358316385,-0.33753195248581885,0.32162782737822554,-0.051146409449826055,-0.14640017540751354,-0.1721306029340548,-0.18743645953971796,0.13173158247088387,1.640478620986952,1.820573187705022,1.9945534304191586,0.8870401193877817,0.3804885073875392,1.1921913187540367,1.033966825472767,0.7939471042986262
1796,1796,"She was also the servant of Thy servants; whosoever of them knew her, did in her much praise and honour and love Thee; for that through the witness of the fruits of a holy conversation they perceived Thy presence in her heart.",-0.035399500778669775,-0.06408415967161533,-0.060312941890374464,-0.11311784867794265,0.17247335285582366,-0.021558488307056707,-0.06863732616636842,-0.08112837751119589,0.04435796668173785,0.21223444384256257,-0.02721545895011687,0.055623287013290716,0.5040683576526094,0.2793111985375766,0.3430479834475035,2.1031081102237867,-0.3561491918269737,0.3327837446460243,-0.08512350530072618,-0.1579105115336401,-0.14665226254760447,-0.22386371783485087,0.14276173028281672,1.6404698028083482,1.7874108582802448,1.9689066013081389,0.8698703422274418,0.38010274053143744,1.1535960979202695,0.9938865851915242,0.7711425697834831
1797,1797,"For she had been the wife of one man, had requited her parents, had governed her house piously, was well reported of for good works, had brought up children, so often travailing in birth of them, as she saw them swerving from Thee.",-0.03081255464000669,-0.05942410198786803,-0.05740111254922774,-0.10908464377470135,0.17361842525199145,-0.020207097202406057,-0.06852006895144822,-0.07445554500186241,0.034799146524160156,0.21225169985596307,-0.028621209145332404,0.05156077293474387,0.46935640248421645,0.2876617286357933,0.315314356804126,2.111480465745885,-0.38272191224829033,0.33106862028206396,-0.10725790148891437,-0.1233795031552607,-0.12117392216115412,-0.22386371783485087,0.15379187809474956,1.6402530698518392,1.7919313013853158,1.9702014728257702,0.9197707870812567,0.380283449393776,1.1535998971733257,0.9938865851915242,0.7591939997657196
1798,1798,"Lastly, of all of us Thy servants, O Lord (whom on occasion of Thy own gift Thou sufferest to speak), us, who before her sleeping in Thee lived united together, having received the grace of Thy baptism, did she so take care of, as though she had been mother of us all; so served us, as though she had been child to us all.",-0.03180189596403206,-0.05860173886720674,-0.055753036542205606,-0.10964929246115512,0.16973741651994187,-0.024422634123263724,-0.07117155891169584,-0.07432484183179189,0.029482515932639227,0.2132242227244009,-0.028848501806210774,0.050974684887698817,0.46182439601211595,0.2941286449213428,0.3267837877508431,2.0081772228844086,-0.395186590256452,0.29731507112113,-0.10725790148891437,-0.11728579579437008,-0.108434751967929,-0.24814855669827265,0.12070143465895102,1.640299811248136,1.7609152483231194,1.971704742106525,0.9242501636328249,0.38258562173053096,1.1945383557295337,1.033966825472767,0.7599809782548614
1799,1799,"The day now approaching whereon she was to depart this life (which day Thou well knewest, we knew not), it came to pass, Thyself, as I believe, by Thy secret ways so ordering it, that she and I stood alone, leaning in a certain window, which looked into the garden of the house where we now lay, at Ostia; where removed from the din of men, we were recruiting from the fatigues of a long journey, for the voyage.",-0.03611902174159732,-0.0629876755107336,-0.06076083106036385,-0.1120692154030999,0.16948829771619545,-0.03009327203404278,-0.07322117010812892,-0.07891513716466846,0.02309144431565414,0.2132248738947179,-0.03046795056941595,0.04773434776787556,0.37417256788081377,0.2090814155682932,0.2346788012954142,1.9794022038499364,-0.4817194475390501,0.19217196517135465,-0.24294947070988945,-0.1497855683857863,-0.14665226254760447,-0.266362185845839,0.0765808434112192,1.6398933858705464,1.7538674432419734,1.9513368553254062,0.9122366549284814,0.38226352427853855,1.1945483538936943,1.033966825472767,0.7476062804566304
1800,1800,"We were discoursing then together, alone, very sweetly; and forgetting those things which are behind, and reaching forth unto those things which are before, we were enquiring between ourselves in the presence of the Truth, which Thou art, of what sort the eternal life of the saints was to be, which eye hath not seen, nor ear heard, nor hath it entered into the heart of man.",-0.03450009957501035,-0.061342949269411015,-0.05925190521208796,-0.11024496580071075,0.17316243586267782,-0.030061158930835948,-0.07317549753550283,-0.07413430565497797,0.022645163952412756,0.21895452151399108,-0.030037668381292397,0.050604306895413474,0.42162955343924524,0.25512820342474524,0.26486188607621325,2.042354278405201,-0.4449000736530522,0.2389520895059121,-0.1883936843092681,-0.13759815366400535,-0.1339130923543793,-0.27243339556169444,0.0765808434112192,1.640312119588787,1.81648875888781,1.9644021837208197,0.9129168420810291,0.38230552070006674,1.2324651299876312,1.0740470657540093,0.7588040075255177
1801,1801,"But yet we gasped with the mouth of our heart, after those heavenly streams of Thy fountain, the fountain of life, which is with Thee; that being bedewed thence according to our capacity, we might in some sort meditate upon so high a mystery.",-0.03539950077866978,-0.06225668607014577,-0.057603456809107896,-0.10798016612427525,0.1682427036974633,-0.03004293148970075,-0.07115769085180175,-0.06898401985122148,0.026424232386803935,0.22482775218816253,-0.02981161191525021,0.05010848480006726,0.4112678761397641,0.24507442628673531,0.2763375216594823,1.9954835796506731,-0.45275255959960864,0.23515819367711133,-0.15842357019322342,-0.14436893962055036,-0.12117392216115412,-0.2542197664141281,0.0765808434112192,1.6403081432466973,1.8684129759921668,1.989725845263332,0.9309824704922726,0.38144390399464784,1.2659116995100193,1.1141273060352521,0.7798368458910196
1802,1802,"And when our discourse was brought to that point, that the very highest delight of the earthly senses, in the very purest material light, was, in respect of the sweetness of that life, not only not worthy of comparison, but not even of mention; we raising up ourselves with a more glowing affection towards the ""Self-same,"" did by degrees pass through all things bodily, even the very heaven whence sun and moon and stars shine upon the earth; yea, we were soaring higher yet, by inward musing, and discourse, and admiring of Thy works; and we came to our own minds, and went beyond them, that we might arrive at that region of never-failing plenty, where Thou feedest Israel for ever with the food of truth, and where life is the Wisdom by whom all these things are made, and what have been, and what shall be, and she is not made, but is, as she hath been, and so shall she be ever; yea rather, to ""have been,"" and ""hereafter to be,"" are not in her, but only ""to be,"" seeing she is eternal.",-0.03360069837135093,-0.06042921246867625,-0.057603456809107896,-0.10909705363594206,0.16903959250242995,-0.02858308743045064,-0.07115769085180175,-0.07119726019774891,0.023784441936310095,0.22481603112245657,-0.030152630907870796,0.050424854875384506,0.4295162290749173,0.26278052427098414,0.2763375216594823,1.999378872187377,-0.5085402326408758,0.24968511787556158,-0.19591877489800774,-0.13082736770746034,-0.12117392216115412,-0.2542197664141281,0.08761099122315204,1.6401818926238216,1.868914427774458,1.9781178793275334,0.9469195356973064,0.38189241889504133,1.264687577955722,1.1141273060352521,0.7922891787301753
1803,1803,"For to ""have been,"" and to ""be hereafter,"" are not eternal.",-0.03279123728805744,-0.057779375746545424,-0.05907712492597361,-0.10751479632774738,0.16543538244120973,-0.02577507997439851,-0.06939937695483844,-0.07237242692242737,0.02184264119139796,0.22968320365686473,-0.030212221286782255,0.04596196585958315,0.4345177749769356,0.2784177223952813,0.2675930786005839,1.9214349634266181,-0.5133944793003187,0.27246678541301567,-0.15024427531063336,-0.11119208843347973,-0.1339130923543793,-0.23600613726656175,0.10967128684701774,1.6013290223562322,1.8847922049580024,1.940280807770272,0.9523232480593782,0.39335384064043505,1.264171467739933,1.1141273060352521,0.8161851127838177
1804,1804,"And while we were discoursing and panting after her, we slightly touched on her with the whole effort of our heart; and we sighed, and there we leave bound the first fruits of the Spirit; and returned to vocal expressions of our mouth, where the word spoken has beginning and end.",-0.02784453066793059,-0.05275382334250422,-0.05667677850360374,-0.11608380551448008,0.1599824486258713,-0.02451314023421689,-0.06952727147312347,-0.07592697224536736,0.020533552125889903,0.22325419911713473,-0.030460155033874607,0.04274299184011086,0.4256943715668083,0.26985650890442886,0.25024354837787927,1.8700887549117629,-0.6059619892488326,0.2534265866082939,-0.1345616532936271,-0.07395276567248196,-0.108434751967929,-0.23600613726656175,0.12070143465895102,1.6013154057919878,1.8348945410025883,1.9117952041152173,0.9895233219065811,0.3933453228409655,1.261823020071318,1.1141273060352521,0.8276555770303456
1805,1805,"And what is like unto Thy Word, our Lord, who endureth in Himself without becoming old, and maketh all things new?",-0.03638884210269516,-0.05960684934801495,-0.06216100067634606,-0.12650808895670376,0.1546518889597416,-0.029799049918016546,-0.07436322177027599,-0.08115567995116615,0.017199079977897682,0.2292866409338124,-0.031304678023301995,0.03347960906725602,0.4009241062776401,0.2547238582427613,0.23580786664945463,1.9135293888075449,-0.6924565157193184,0.21252831834721259,-0.12984907086622585,-0.12473366034656974,-0.15939143274082962,-0.290647024709261,0.0765808434112192,1.6404688621556565,1.8680706341797197,1.939611475182083,0.9796620807196589,0.39358233022887723,1.292815147574007,1.1542075463164947,0.8289502958509756
1806,1806,"We were saying then: If to any the tumult of the flesh were hushed, hushed the images of earth, and waters, and air, hushed also the pole of heaven, yea the very soul be hushed to herself, and by not thinking on self surmount self, hushed all dreams and imaginary revelations, every tongue and every sign, and whatsoever exists only in transition, since if any could hear, all these say, We made not ourselves, but He made us that abideth for ever If then having uttered this, they too should be hushed, having roused only our ears to Him who made them, and He alone speak, not by them but by Himself, that we may hear His Word, not through any tongue of flesh, nor Angel's voice, nor sound of thunder, nor in the dark riddle of a similitude, but might hear Whom in these things we love, might hear His Very Self without these (as we two now strained ourselves, and in swift thought touched on that Eternal Wisdom which abideth over all); could this be continued on, and other visions of kind far unlike be withdrawn, and this one ravish, and absorb, and wrap up its beholder amid these inward joys, so that life might be for ever like that one moment of understanding which now we sighed after; were not this, Enter into thy Master's joy?",-0.036748602584158935,-0.05997234406830885,-0.06351391697903694,-0.13467643690909248,0.15301003579119057,-0.026959535970130514,-0.07413858852210885,-0.0794309790092134,0.021089297483888606,0.22924496603352446,-0.030996454599099495,0.035464487528715394,0.3974179111720518,0.2513218507129827,0.21803377819007538,1.8696712300941933,-0.8087304501446414,0.2340091343838364,-0.18542646540038943,-0.12744197472918783,-0.1721306029340548,-0.290647024709261,0.0986411390350849,1.6406943909781588,1.8962805732977421,1.9482543483005932,1.0155717886902516,0.3940390532600872,1.2930039091646643,1.1542075463164947,0.8454534484174938
1807,1807,And when shall that be?,-0.02865399175122408,-0.05174871286169598,-0.05594023475243276,-0.12571031216265602,0.14970884743277302,-0.021630878238142498,-0.06554093800006221,-0.07070755898721803,0.019428236358314702,0.23499024174040561,-0.031300679164995876,0.028230921858947818,0.45470600223890734,0.3069076100067054,0.2775756537275428,1.8718534996882108,-0.7188380646182473,0.2649729926094808,-0.06954202415168376,-0.07666108005510032,-0.12117392216115412,-0.21779250811899542,0.14276173028281672,1.6800139705999593,1.9237831033716046,1.9764799924796104,1.05171014660313,0.3942480604849321,1.3342036936884658,1.194287786597737,0.8810146860429654
1808,1808,"When we shall all rise again, though we shall not all be changed?",-0.028923812112321912,-0.0520228339019164,-0.05255638284601351,-0.12177638614934065,0.14676167000599513,-0.026963791782936068,-0.06646154825671269,-0.07456243114983117,0.021984665005108737,0.22996223013769876,-0.030893492346523277,0.024059416315641447,0.43784764692254846,0.29055020547022664,0.30191915294560806,1.8144887395915554,-0.7605791398593509,0.20653991179033698,-0.01561952157691091,-0.07869231584206351,-0.09569558177470382,-0.22993492755070633,0.0986411390350849,1.6796484818168504,1.9423799731130247,1.9888850248675891,1.104206125985115,0.38110363166892225,1.3705964735913183,1.194287786597737,0.9020760216060038
1809,1809,"Such things was I speaking, and even if not in this very manner, and these same words, yet, Lord, Thou knowest that in that day when we were speaking of these things, and this world with all its delights became, as we spake, contemptible to us, my mother said, ""Son, for mine own part I have no further delight in any thing in this life. What I do here any longer, and to what I am here, I know not, now that my hopes in this world are accomplished. One thing there was for which I desired to linger for a while in this life, that I might see thee a Catholic Christian before I died. My God hath done this for me more abundantly, that I should now see thee withal, despising earthly happiness, become His servant: what do I here?""",-0.0278445306679306,-0.05092634974103468,-0.05255638284601351,-0.12121794239350725,0.14293456417300177,-0.028331014054382247,-0.06586098296428372,-0.07601468859505914,0.019872832644713664,0.23618351134630608,-0.03139283906108474,0.018819437349772122,0.4448645394817891,0.2973585890893056,0.30191915294560806,1.7922079361909027,-0.7401824916341379,0.19723004268607766,-0.01561952157691091,-0.07056737269420946,-0.09569558177470382,-0.22386371783485087,0.08761099122315204,1.6795802522021364,1.9437398426743282,1.9732896095762968,1.1366231445130328,0.38085863788824265,1.4065158968982157,1.194287786597737,0.925697521873067
1810,1810,"What answer I made her unto these things, I remember not.",-0.023977105492195058,-0.046997281497875194,-0.04739135584904377,-0.1252015078517856,0.14909989035694843,-0.02827268319789443,-0.06372788683539561,-0.06986641147494199,0.019872832644713664,0.24267958642868692,-0.03139283906108474,0.01737692741703219,0.4787058059192627,0.3301942527561724,0.3398955580287339,1.8868891873929519,-0.7848305168646299,0.20082154843648584,0.014350592539133766,-0.041452993081065745,-0.057478071195028346,-0.2056500886872843,0.08761099122315204,1.718745834882527,2.0033823493276453,2.0267355303809382,1.1807659541685784,0.5078226094046171,1.40794313729839,1.2343680268789796,0.948614614811791
1811,1811,"For scarce five days after, or not much more, she fell sick of a fever; and in that sickness one day she fell into a swoon, and was for a while withdrawn from these visible things.",-0.022628003686705915,-0.04562667629677305,-0.04449583017352429,-0.12557380368900786,0.15105059256874065,-0.026620943179034386,-0.060829222863457696,-0.0711647296309758,0.019872832644713664,0.2428817748121151,-0.03139283906108474,0.019578768489874134,0.44935203834525644,0.30171274065920917,0.3091031965296882,1.9667327378478057,-0.7901905837055418,0.16966476710929243,-0.10530775284435928,-0.03129681414624824,-0.044738901001803166,-0.19350766925557342,0.0986411390350849,1.7187854115821046,2.050934993841082,2.054129466243141,1.163454899259951,0.5092860040548177,1.448330506861727,1.2744482671602224,0.9762147416084413
1812,1812,"We hastened round her; but she was soon brought back to her senses; and looking on me and my brother standing by her, said to us enquiringly, ""Where was I?""",-0.02064932103865517,-0.04361645533515657,-0.04272140011853131,-0.11812788694456236,0.15465334579485124,-0.023665651896769994,-0.05492696718624967,-0.06350842837973392,0.02457814334243602,0.24304000919914587,-0.030343002645869904,0.018694514180976708,0.4903144016579952,0.3414578958005581,0.3604159029433522,2.075162582045564,-0.6780084781790622,0.2395731225413697,-0.10530775284435928,-0.01640108504184918,-0.03199973080857799,-0.1449379915287296,0.12070143465895102,1.7185226289202293,2.1038841757678917,2.080621576040383,1.2143672998410833,0.5105280429647857,1.448987534715131,1.3145285074414648,1.0017994390279048
1813,1813,"And then looking fixedly on us, with grief amazed: ""Here,"" saith she, ""shall you bury your mother.""",-0.016332195261089914,-0.039230518691629704,-0.03794036049651209,-0.12075257259697941,0.15987609966286845,-0.013872068647680562,-0.05313916692739461,-0.060735197562326586,0.026011245955423423,0.24311098676369874,-0.02949315010286939,0.020448796138405757,0.5214845272681414,0.37170179234266315,0.3922601706951315,2.1294274951035783,-0.697956152429146,0.32618383434093606,-0.0735196464577745,0.0012029584451674704,-0.006521390422127697,-0.13279557209701873,0.18688232153054812,1.7575143446922399,2.1396432878267837,2.133167839779645,1.2490271241205957,0.5107301380794697,1.490252827684032,1.3546087477227076,0.9801734009893145
1814,1814,"I held my peace and refrained weeping; but my brother spake something, wishing for her, as the happier lot, that she might die, not in a strange place, but in her own land.",-0.017051716224017455,-0.039961508132217514,-0.03645927665482366,-0.1172157621433678,0.15813663854197235,-0.015308785998999866,-0.051373157078388715,-0.057049368166338,0.0333054037791564,0.24958622439593567,-0.028436060809334633,0.0218829430486358,0.5143882728153933,0.36481640509111146,0.4010884170140775,2.132460150131731,-0.6319504549818518,0.31323302728220953,0.009476694675731425,-0.010984456276613484,-0.006521390422127697,-0.13279557209701873,0.17585217371861528,1.796601268373953,2.191489400092096,2.174731973000169,1.2579651384576112,0.5106909363219507,1.4906812504980624,1.39468898800395,1.014112605331649
1815,1815,"Whereat, she with anxious look, checking him with her eyes, for that he still savoured such things, and then looking upon me: ""Behold,"" saith she, ""what he saith"": and soon after to us both, ""Lay,"" she saith, ""this body any where; let not the care for that any way disquiet you: this only I request, that you would remember me at the Lord's altar, wherever you be.""",-0.016602015622187744,-0.03950463973185013,-0.03645927665482366,-0.12093872051559056,0.1572829331677302,-0.015308785998999866,-0.051373157078388715,-0.05587420144165954,0.03400008547665478,0.250849820396072,-0.02834631896917132,0.023988589340133114,0.5180347739093493,0.3683545493772666,0.4010884170140775,2.1199043327003584,-0.6467844298499202,0.31323302728220953,0.009476694675731425,-0.007599063298340983,-0.006521390422127697,-0.13279557209701873,0.17585217371861528,1.8358387681215569,2.249143738696218,2.17577193122952,1.293506198341823,0.5209199915239208,1.4915478402668727,1.39468898800395,1.039048735643434
1816,1816,"And having delivered this sentiment in what words she could, she held her peace, being exercised by her growing sickness.",-0.016602015622187744,-0.03950463973185013,-0.032765501994565883,-0.12131101635281286,0.15832019976578549,-0.016773587084532908,-0.04593831828663924,-0.05074250453320198,0.033976267818454836,0.25106991596321765,-0.02781538072102885,0.024305708719845207,0.5180347739093493,0.3683545493772666,0.4304477817379438,2.0880855966161853,-0.658152770755429,0.29837961458381757,0.009476694675731425,-0.014369849254885986,0.006217779771097481,-0.10851073323359695,0.16482202590668243,1.8358462228822146,2.2805607408511275,2.1916785039815836,1.298778731670302,0.5216282801927594,1.4943427168167442,1.39468898800395,1.0418596039101293
