,sent_no,sent_raw,jockers_rinker,jockers,huliu,lmcd,nrc,senticnet,sentiword,sent_clean,char_len,token_len,jockers_rinker_medianiqr,jockers_rinker_lnorm_medianiqr,jockers_medianiqr,jockers_lnorm_medianiqr,huliu_medianiqr,huliu_lnorm_medianiqr,lmcd_medianiqr,lmcd_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,senticnet_medianiqr,senticnet_lnorm_medianiqr,sentiword_medianiqr,sentiword_lnorm_medianiqr,jockers_rinker_roll100,jockers_roll100,huliu_roll100,senticnet_roll100,sentiword_roll100,nrc_roll100,lmcd_roll100,mean_roll100,jockers_rinker_roll100_stand,jockers_roll100_stand,huliu_roll100_stand,senticnet_roll100_stand,sentiword_roll100_stand,nrc_roll100_stand,lmcd_roll100_stand
2339,2340,"For even from foul things have I been immersed in a sort of joy; which now recalling, I detest and execrate; otherwhiles in good and honest things, which I recall with longing, although perchance no longer present; and therefore with sadness I recall former joy.",-0.0540383094562449,-0.0540383094562449,-0.14907119849998599,-0.29814239699997197,-0.186338998124982,0.217055118575905,-0.10124418898124,for even from foul things have i been immersed in a sort of joy which now recalling i detest and execrate otherwhiles in good and honest things which i recall with longing although perchance no longer present and therefore with sadness i recall former joy,255,45,-0.22990936175388438,-0.1579879713417684,-0.2502883852314734,-0.17704173038916413,-0.43015734836591857,-0.3947800345179951,-0.29814239699997197,-0.006623914618972939,-0.5528028458632932,-0.3573940851418476,0.13185998449523914,-0.02372908751625295,-0.548077698027006,-0.354447608486695,0.045971470206248276,0.046649092016627695,0.002236335676570365,0.1228812151453423,0.019257282071402666,0.06197111372621016,-0.005091963161032054,0.04198207795448134,-0.4676213780887136,-0.44795690550084616,-0.5070814319093688,-1.1694639717052038,-0.39057216950369794,-0.9628753886992788,0.2779657094519351
2340,2341,"Where then and when did I experience my happy life, that I should remember, and love, and long for it?",0.335410196624968,0.335410196624968,0.4472135954999579,0.22360679774997896,0.4472135954999579,0.8087857874616741,0.37267799624996506,where then and when did i experience my happy life that i should remember and love and long for it,98,20,1.0185970204392474,1.5810824287384808,1.0798156521833266,1.696844318930287,1.2904720450977556,2.664025390353067,0.22360679774997896,0.011174752511243325,1.3267268300719068,1.929392236549877,1.4613534795198404,2.0691453754555846,1.6721134851158697,2.3833200810060533,0.04637625568456337,0.04705387749494279,0.002236335676570365,0.12325822515948075,0.018466848737229234,0.06247709557410404,-0.005597945008925929,0.04203867047399495,-0.4568527004064258,-0.43712468660078874,-0.5070814319093688,-1.1572510530128999,-0.4531103572436302,-0.9519900011848003,0.24870790684591051
2341,2342,"Nor is it I alone, or some few besides, but we all would fain be happy; which, unless by some certain knowledge we knew, we should not with so certain a will desire.",0.565317187716129,0.565317187716129,0.39167472590032004,0.39167472590032004,1.0966892325209001,0.665176835055115,0.42921022046576796,nor is it i alone or some few besides but we all would fain be happy which unless by some certain knowledge we knew we should not with so certain a will desire,159,33,1.7556401499057055,1.6162754240795887,1.8650291330548445,1.7347655341958812,1.1302100151508843,1.4143290909402761,0.39167472590032004,0.011865335531666769,3.253494624665504,2.868076114451178,1.138694577267344,0.8774891808463092,1.936950940881208,1.6459342770433278,0.047364455710631935,0.048042077521011355,0.0032322466884260217,0.12278395804066093,0.017734907613284615,0.0634730065859597,-0.005989455204079662,0.042377313850842126,-0.43056320106307927,-0.4106800645160888,-0.48482856568147326,-1.172614532876468,-0.511020707737252,-0.930564573891094,0.2260692923269631
2342,2343,"But how is this, that if two men be asked whether they would go to the wars, one, perchance, would answer that he would, the other, that he would not; but if they were asked whether they would be happy, both would instantly without any doubting say they would; and for no other reason would the one go to the wars, and the other not, but to be happy.",-0.0406302254164471,0.243781352498683,0.377710614056601,0.5417363388859611,0.30096463271442303,0.101364888298218,0.30096463271442303,but how is this that if two men be asked whether they would go to the wars one perchance would answer that he would the other that he would not but if they were asked whether they would be happy both would instantly without any doubting say they would and for no other reason would the one go to the wars and the other not but to be happy,338,69,-0.18692530035610214,-0.09875368536768785,0.7668708247852523,0.31672314255720335,1.0899154083896736,0.6524054978767561,0.5417363388859611,0.00785011359058051,0.8928571428571423,0.37649226092633165,-0.1280714618191909,-0.22089681774205033,1.3361566922144035,0.512572276602678,0.047488614072602756,0.048166235882982175,0.0032322466884260217,0.12181020708121414,0.018112238034017458,0.06276353023184077,-0.004685379694004349,0.04241252747101128,-0.42726016413796547,-0.4073575378267949,-0.48482856568147326,-1.2041583668551312,-0.48116675336619236,-0.9458278191618291,0.30147591810998314
2343,2344,"Is it perchance that as one looks for his joy in this thing, another in that, all agree in their desire of being happy, as they would (if they were asked) that they wished to have joy, and this joy they call a happy life?",0.722995312724932,0.722995312724932,0.7453559924999301,0.29814239699997197,0.8944271909999159,0.25461360703797603,0.335410196624968,is it perchance that as one looks for his joy in this thing another in that all agree in their desire of being happy as they would if they were asked that they wished to have joy and this joy they call a happy life,214,45,2.2611296878850466,1.5133951933383527,2.4035555554478196,1.6239098557093334,2.1507867418295934,1.973900172589976,0.29814239699997197,0.006623914618972939,2.6534536601438137,1.7154916086808727,0.21624595385407838,0.025331470051405246,1.4975244012514206,0.9179433987089495,0.04770822034844752,0.04838584215882694,0.003913445598507766,0.11979486078740566,0.018101359880799032,0.06271649687513116,-0.004685379694004349,0.042276406565016245,-0.42141788636796346,-0.40148078735225046,-0.4696076995195533,-1.2694437956238227,-0.482027420495001,-0.9468396663575771,0.30147591810998314
2344,2345,"Although then one obtains this joy by one means, another by another, all have one end, which they strive to attain, namely, joy.",0.67506541550978,0.67506541550978,0.6776718456854929,0.20851441405707502,0.6776718456854929,-0.40201579030204,0.241094791253493,although then one obtains this joy by one means another by another all have one end which they strive to attain namely joy,122,23,2.1074745020605588,2.7986143565595993,2.239858047810043,3.008761360379403,1.9554785037992228,3.5105347373183653,0.20851441405707502,0.009061904131120166,2.0104161159281593,2.5424676854986936,-1.2590612396184324,-1.3344675924617657,1.0556834451498633,1.3148146200225004,0.046520987962305055,0.047198609772684474,0.003134932558414343,0.11819653631469322,0.018815421314446287,0.061854716521211106,-0.005241576275017788,0.04149708973839095,-0.45300232697971315,-0.433251593818588,-0.48700297513317614,-1.3212201572511513,-0.42553169079254005,-0.9653794877836449,0.26931450788316785
2345,2346,"Which being a thing which all must say they have experienced, it is therefore found in the memory, and recognised whenever the name of a happy life is mentioned.",0.362105909445251,0.362105909445251,0.185695338177052,0.185695338177052,0.557086014531156,0.630621368449268,0.239856478478692,which being a thing which all must say they have experienced it is therefore found in the memory and recognised whenever the name of a happy life is mentioned,158,29,1.1041789839411642,1.1667096153246113,1.170990929144127,1.250348631212486,0.5358393511149018,0.7629985677968278,0.185695338177052,0.006401080254293415,1.6526799935722938,1.657780948939198,1.0610557620331749,0.9708130399910092,1.0498823005943596,1.024988314642385,0.04642679737438621,0.04710441918476563,0.0026978127097768414,0.11834286143553101,0.019184071790871667,0.062352193866810714,-0.006176173469254895,0.04141885469898388,-0.4555081186554059,-0.4357721710658475,-0.49677008223561075,-1.316480079437788,-0.3963644837576614,-0.9546770609889554,0.21527252922533083
2346,2347,"Far be it, Lord, far be it from the heart of Thy servant who here confesseth unto Thee, far be it, that, be the joy what it may, I should therefore think myself happy.",0.257247877713763,0.257247877713763,0.342997170285018,0.171498585142509,0.171498585142509,-0.17853002713335198,0.307268298380328,far be it lord far be it from the heart of thy servant who here confesseth unto thee far be it that be the joy what it may i should therefore think myself happy,160,34,0.7680217775410132,0.6905496013183565,0.8128637590983471,0.7372758956585362,0.9897468776762445,1.2021380834479005,0.171498585142509,0.005042592918039077,0.5087765142148042,0.43531790159814027,-0.7569360600618907,-0.6158859960544659,1.3656875801303068,1.1255311965747938,0.04642679737438621,0.04710441918476563,0.0026978127097768414,0.11986262437691252,0.019184071790871667,0.062352193866810714,-0.006176173469254895,0.04163596369060981,-0.4555081186554059,-0.4357721710658475,-0.49677008223561075,-1.267248651787028,-0.3963644837576614,-0.9546770609889554,0.21527252922533083
2347,2348,"For there is a joy which is not given to the ungodly, but to those who love Thee for Thine own sake, whose joy Thou Thyself art.",0.632679669986965,0.632679669986965,0.43301270189221897,0.0,0.8179128813519699,0.49012226601956005,0.35482985293945796,for there is a joy which is not given to the ungodly but to those who love thee for thine own sake whose joy thou thyself art,125,27,1.971592933707044,2.2260461048467817,2.0950957740603626,2.391806659110054,1.2494941848524574,1.910937584912345,0.0,0.0,2.426462377866553,2.614177553412653,0.7453840340681142,0.7596181788895924,1.5884999898030758,1.663581551577065,0.045790736136058524,0.04691631159032175,0.0018019054220092254,0.11990127170456034,0.019086081931272085,0.06023772092372986,-0.006176173469254895,0.041079693462670985,-0.4724295222844558,-0.44080600441446666,-0.5167884420990511,-1.2659967044844707,-0.404117330166469,-1.000166553290155,0.21527252922533083
2348,2349,"And this is the happy life, to rejoice to Thee, of Thee, for Thee; this is it, and there is no other.",0.31980107453341605,0.31980107453341605,0.426401432711221,0.21320071635560997,0.426401432711221,0.23452078799117104,0.21320071635560997,and this is the happy life to rejoice to thee of thee for thee this is it and there is no other,95,22,0.9685568013924949,1.3649590140682102,1.0265049936744857,1.4639666552869897,1.2304168174679613,2.3092399552705922,0.21320071635560997,0.00968653868040027,1.2649843986219578,1.672442634429765,0.17110164475525336,0.319205860555712,0.9250076062038683,1.211031591130987,0.045677202984378225,0.04680277843864146,0.0018019054220092254,0.11936718337652254,0.01927159221694597,0.06023772092372986,-0.006176173469254895,0.040997458556138906,-0.47544989228831186,-0.44384419628966293,-0.5167884420990511,-1.2832980415318174,-0.38943996703970557,-1.000166553290155,0.21527252922533083
2349,2350,"For they who think there is another, pursue some other and not the true joy.",-0.0387298334620742,-0.0387298334620742,-0.0516397779494322,0.0,-0.0516397779494322,0.28918275651682,0.126947787459021,for they who think there is another pursue some other and not the true joy,74,15,-0.18083296350885725,-0.29156288865346824,-0.19800453920673639,-0.32097159894298644,-0.14901087652377515,-0.41008522695175603,0.0,0.0,-0.1531972184966228,-0.29699989199414184,0.29391551160608403,0.8254704933617817,0.5209370684149842,1.0498406778457976,0.04547481024522068,0.04660038569948391,-6.647424604813689e-05,0.119714093222246,0.019789754464893443,0.06023772092372986,-0.006176173469254895,0.04079630240575298,-0.4808342311294557,-0.4492603057396917,-0.5585359499800326,-1.272060192189639,-0.3484435584358468,-1.000166553290155,0.21527252922533083
2350,2351,Yet is not their will turned away from some semblance of joy.,0.14433756729740602,0.14433756729740602,0.288675134594813,0.0,0.288675134594813,-0.023094010767584997,0.34280172233134004,yet is not their will turned away from some semblance of joy,60,12,0.4060503205473315,1.1217880618205665,0.42723521667113135,1.2019446836660828,0.8329961232349726,2.8650804423248686,0.0,0.0,0.8563984863058425,2.075004233266663,-0.4077042498534566,-0.4203110683129836,1.5321516052833548,3.684193407410223,0.04549133174556375,0.04661690719982698,0.0009248157745363291,0.12162199608186425,0.02038589845297186,0.06168054409261822,-0.006506603476116382,0.041459269981609294,-0.4803947027334201,-0.4488181838804332,-0.5363863362509788,-1.2102553020713225,-0.3012773231132106,-0.969126528092429,0.19616580443648335
2351,2352,"It is not certain then that all wish to be happy, inasmuch as they who wish not to joy in Thee, which is the only happy life, do not truly desire the happy life.",-0.18521847195391,-0.18521847195391,0.0,0.171498585142509,0.0,-0.10667211995864,-0.0407309139713458,it is not certain then that all wish to be happy inasmuch as they who wish not to joy in thee which is the only happy life do not truly desire the happy life,157,34,-0.6504508904491147,-0.5690103419922055,-0.6983149177314809,-0.6199272434106734,0.0,0.0,0.171498585142509,0.005042592918039077,0.0,0.0,-0.5954865608585569,-0.4916631945751231,-0.26459014706012424,-0.21650245699449125,0.04719783915711462,0.048323414611377846,0.0023944612512954403,0.12507724827875275,0.02219532862861606,0.06484702283290304,-0.0061391921069266055,0.04341373180759045,-0.4349957710476304,-0.40315137312073485,-0.5035482374575776,-1.098325346474686,-0.15811726250535815,-0.9010048192053788,0.21741093281353602
2352,2353,"Or do all men desire this, but because the flesh lusteth against the Spirit, and the Spirit against the flesh, that they cannot do what they would, they fall upon that which they can, and are content therewith; because, what they are not able to do, they do not will so strongly as would suffice to make them able?",0.19202864369671502,0.19202864369671502,-0.260377821961648,-0.683491782649325,0.292925049706854,-0.529120281453814,0.174760531198564,or do all men desire this but because the flesh lusteth against the spirit and the spirit against the flesh that they cannot do what they would they fall upon that which they can and are content therewith because what they are not able to do they do not will so strongly as would suffice to make them able,305,59,0.5589398870200321,0.27330176365342485,0.5901170669719012,0.28768230699591346,-0.7513418728455871,-0.5259552877667258,-0.683491782649325,-0.01158264332569607,0.8690065028362197,0.42853225395192707,-1.5446381127808362,-0.8344400274780175,0.7449262282400632,0.32900044747107904,0.04734307125272471,0.04846864670698794,0.0023944612512954403,0.12544287567881693,0.021968262325255474,0.0654279512153434,-0.0061391921069266055,0.04355801090335676,-0.4311321007567439,-0.399264905015429,-0.5035482374575776,-1.0864811578823306,-0.17608249055817823,-0.8885070772659313,0.21741093281353602
2353,2354,"For I ask any one, had he rather joy in truth, or in falsehood?",0.33407655239053,0.33407655239053,0.0,0.0,0.26726124191242395,0.228508361835123,0.167038276195265,for i ask any one had he rather joy in truth or in falsehood,60,14,1.0143215814215827,2.266870664857389,1.0752607866414083,2.4357960073675784,0.0,0.0,0.0,0.0,0.7928709320367355,1.6468364255188845,0.1575929965068308,0.6516969814623198,0.7087496511424092,1.5043317006352916,0.048038796293578795,0.04916437174784202,0.0023944612512954403,0.12694425031698003,0.02133578501538813,0.06606042852521074,-0.005000732949165387,0.044133908600161406,-0.41262343599031115,-0.3806470287809548,-0.5035482374575776,-1.0378454036717284,-0.22612337703862176,-0.8749003428728329,0.2832409886770914
2354,2355,"They will as little hesitate to say ""in the truth,"" as to say ""that they desire to be happy,"" for a happy life is joy in the truth: for this is a joying in Thee, Who art the Truth, O God my light, health of my countenance, my God.",0.907142857142857,0.907142857142857,0.42857142857142894,0.28571428571428603,1.28571428571429,1.02231428571429,0.3883928571428571,they will as little hesitate to say in the truth as to say that they desire to be happy for a happy life is joy in the truth for this is a joying in thee who art the truth o god my light health of my countenance my god,218,49,2.8514757307660763,1.750239892320121,3.032484382970979,1.8791151523187866,1.2366785211007536,1.042338940312155,0.28571428571428603,0.00582971405252573,3.8142660595032076,2.2647088874314796,1.9411067935804094,0.9191466684484271,1.7457331566273318,0.9799628123782819,0.0485528247504092,0.04967840020467243,0.0028617598484139938,0.12572366638130636,0.02123940467973243,0.06746232431656639,-0.005000732949165387,0.04435966389027649,-0.39894852157843197,-0.36689142473008174,-0.49310680941192647,-1.0773851819388403,-0.23374887974085398,-0.844740804527055,0.2832409886770914
2355,2356,"This is the happy life which all desire; this life which alone is happy, all desire; to joy in the truth all desire.",0.9278891425539829,0.9278891425539829,0.625543242171224,0.41702882811415004,0.8340576562282992,0.204969669018105,0.7428326000783292,this is the happy life which all desire this life which alone is happy all desire to joy in the truth all desire,112,23,2.917984831040272,3.8623811659911618,3.1033402664980914,4.154993154003677,1.8050570804300514,3.2404936036784906,0.41702882811415004,0.018123808262240332,2.474358296526966,3.129190997536855,0.10470653882070911,0.21647261671300955,3.406182945102328,4.174722126851098,0.049424158112815066,0.05007540752905187,0.0023874338103875687,0.1266152752206943,0.020791982379401674,0.06754354818876758,-0.005000732949165387,0.04454815318456467,-0.37576807505493076,-0.3562673522942208,-0.5037052602242562,-1.0485022720626438,-0.2691484240254802,-0.8429934032556128,0.2832409886770914
2356,2357,"I have met with many that would deceive; who would be deceived, no one.",-0.681516166876682,-0.400891862868637,-0.54788554592047,-0.534522483824849,-0.534522483824849,0.41505670868999495,-0.20044593143431796,i have met with many that would deceive who would be deceived no one,68,14,-2.241497793706736,-4.751344337873428,-1.434915632689153,-3.036905741852936,-1.580969335543279,-4.66146210960756,-0.534522483824849,-0.03815292532654169,-1.5857418640734744,-3.2936728510377766,0.5767276242897005,1.4345615830762917,-1.0128097591338006,-1.9359366696459421,0.04596354698998482,0.04661479640622162,-0.0031551387741641044,0.12560477256957084,0.020910366593675286,0.06286263164240892,-0.005617879145958676,0.04188329946881981,-0.4678321627307502,-0.4488746695490429,-0.6275497853014683,-1.0812366458291622,-0.2597819994358221,-0.9436958113402915,0.2475552389214519
2357,2358,"Where then did they know this happy life, save where they know the truth also?",0.5809475019311129,0.5809475019311129,0.258198889747161,0.258198889747161,0.774596669241483,0.463725205985901,0.355023473402347,where then did they know this happy life save where they know the truth also,76,15,1.8057483073344105,3.7054002689370282,1.9184121701413357,3.9858428349678174,0.7450543826188757,2.05042613475878,0.258198889747161,0.01720179145550706,2.2979582774493417,4.454998379912128,0.6860754305972022,1.5091518872468392,1.5894070468220938,3.0427616388265455,0.045810896910754934,0.04619101902720699,-0.004710549429368439,0.1268884296610338,0.0216824469313821,0.06272518835117029,-0.005617879145958676,0.041852793186603,-0.4718931767479643,-0.4602151191953262,-0.6623042410988924,-1.0396536663354676,-0.19869587993364934,-0.9466526831977018,0.2475552389214519
2358,2359,"For they love it also, since they would not be deceived.",0.452267016866645,0.452267016866645,0.30151134457776396,0.30151134457776396,0.6030226891555269,0.369652908452338,0.11306675421666099,for they love it also since they would not be deceived,54,11,1.3932203238962262,3.935221958434606,1.4789229179087149,4.23348068663884,0.8700360753175665,3.264275376113555,0.30151134457776396,0.027385226573820524,1.7889580927215447,4.7282338910438995,0.4747149008676965,1.666712320545975,0.45590835995187245,1.2874858514525933,0.04678097773467417,0.04716109985112622,-0.004213072083768835,0.12916773383854768,0.02187627424877683,0.06372014304236949,-0.005120401800359071,0.04276753640448093,-0.4460857101312327,-0.4342553740997736,-0.6511884921100249,-0.965817546468415,-0.18336048270241445,-0.9252478296083231,0.27632127872921813
2359,2360,"And when they love a happy life, which is no other than joying in the truth, then also do they love the truth; which yet they would not love, were there not some notice of it in their memory.",0.240192230707631,0.240192230707631,0.320256307610174,0.160128153805087,0.320256307610174,0.338030532682539,0.18014417303072303,and when they love a happy life which is no other than joying in the truth then also do they love the truth which yet they would not love were there not some notice of it in their memory,186,39,0.713344243009276,0.5543598110080756,0.754612707703,0.5905284447730514,0.9241262260265878,0.9785706644214105,0.160128153805087,0.004104797585364957,0.9500888168016789,0.7087194625423218,0.4036661195660005,0.20220776539762403,0.7701470651230791,0.5462433273477668,0.04728879620618313,0.04766891832263519,-0.004396345222494785,0.1303469581585977,0.0224514607882955,0.06408182903170892,-0.005848634067150417,0.0430847118882536,-0.4325760025608064,-0.4206659517030647,-0.655283589554159,-0.9276175777655423,-0.13785237690938618,-0.9174667359408225,0.23421210820895888
2360,2361,Why then joy they not in it?,-0.28347335475692,-0.28347335475692,-0.3779644730092271,0.0,-0.3779644730092271,-0.0755928946018454,0.0472455591261534,why then joy they not in it,27,7,-0.9654395124252767,-3.9568219621458067,-1.0338900047360475,-4.270367692765234,-1.0906479395225779,-6.426927673490363,0.0,0.0,-1.1212888252977493,-4.654634450183101,-0.5256581235053484,-0.9412664216927412,0.14755470705719073,0.8245377048874777,0.04669642766509036,0.047076549781542416,-0.004878025591150472,0.13047424777791736,0.0217792176824154,0.06360014866305323,-0.005848634067150417,0.042699990273102555,-0.4483350310583394,-0.43651796727766906,-0.6660463672327855,-0.9234941388306965,-0.19103948801011902,-0.9278293161257816,0.23421210820895888
2361,2362,why are they not happy?,-0.335410196624968,-0.335410196624968,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.133269651458987,-0.279508497187474,why are they not happy,22,5,-1.1319402886015535,-6.523375595905117,-1.2112726419282902,-7.035884861541027,-1.2904720450977556,-10.640149313565844,-0.4472135954999579,-0.08926419071855449,-1.3267268300719068,-7.706015699274062,-0.6552455812588491,-1.8712206911809008,-1.3831954825119452,-7.376696421539988,0.04630493931821339,0.04668506143466544,-0.005338600116888082,0.1295531135156671,0.021694349936161386,0.06406072318879084,-0.005848634067150417,0.04244442188706567,-0.4587499595815612,-0.44699434970088425,-0.6763375510707055,-0.9533334996637662,-0.19775412771322373,-0.9179207942829137,0.23421210820895888
2362,2363,"because they are more strongly taken up with other things which have more power to make them miserable, than that which they so faintly remember to make them happy.",-0.0167125804359347,-0.0167125804359347,-0.297112541083283,0.0371390676354104,0.185695338177052,0.218489134899119,-0.282798525432135,because they are more strongly taken up with other things which have more power to make them miserable than that which they so faintly remember to make them happy,162,29,-0.11024935491295237,-0.09752787468692414,-0.12280785290401779,-0.11189466580984045,-0.8573429617838423,-1.2207977084749237,0.0371390676354104,0.0012802160508586832,0.5508933311907646,0.5525936496463992,0.1350819154745174,0.13555196905669753,-1.3986083328251753,-1.3379868733354952,0.046853462310008566,0.04699761020199619,-0.005102625892423658,0.12970324094982383,0.022741473212683543,0.06446247238812298,-0.005399159353884845,0.04289378197376094,-0.44415737260301236,-0.4386304215314197,-0.6710648883651753,-0.9484702491449958,-0.11490692324597483,-0.909277804941369,0.2602024525105629
2363,2364,"For there is yet a little light in men; let them walk, let them walk, that the darkness overtake them not.",-0.218217890235992,-0.218217890235992,-0.43643578047198495,0.0,-0.218217890235992,0.0527214422810158,-0.271408500981015,for there is yet a little light in men let them walk let them walk that the darkness overtake them not,102,21,-0.7562414730049727,-1.0473162480160882,-0.8110195726575007,-1.1353122241244473,-1.259371762948943,-2.4760804227212705,0.0,0.0,-0.647376405124974,-0.8966375399369599,-0.23736298320885738,-0.1597212272549338,-1.3452492948855996,-1.7537222046498855,0.04762111477982713,0.04813267404100455,-0.004696645391312481,0.12793895550346793,0.024277644501118394,0.06523382368288572,-0.003929513877125734,0.043511150462837926,-0.42373519230667905,-0.4082556659427146,-0.661993566053428,-1.005622775333457,0.006633204533799973,-0.8926834196126522,0.34518296601877385
2364,2365,"But why doth ""truth generate hatred,"" and the man of Thine, preaching the truth, become an enemy to them?",0.258092700604382,0.258092700604382,-0.7456011350793259,0.0,0.0,0.646436184113775,-0.100369383568371,but why doth truth generate hatred and the man of thine preaching the truth become an enemy to them,99,19,0.7707301375790941,1.272681447847632,0.8157491273053532,1.3645355776273884,-2.1514941211422007,-4.675142944406397,0.0,0.0,0.0,0.0,1.0965883035365023,1.6920391445013099,-0.5439794824862629,-0.7519125217014997,0.04693991586974539,0.0474514751309228,-0.004696645391312481,0.1281344595906614,0.02475661248476962,0.06455262477280398,-0.002567116056962246,0.04351018948580406,-0.441857412329814,-0.426484817193892,-0.661993566053428,-0.9992895867406734,0.044528607457716814,-0.9073383210514,0.4239620104827997
2365,2366,"whereas a happy life is loved, which is nothing else but joying in the truth; unless that truth is in that kind loved, that they who love anything else would gladly have that which they love to be the truth: and because they would not be deceived, would not be convinced that they are so?",1.37705321908117,1.37705321908117,1.1461397661875101,0.43822991060110705,1.4158197111728101,1.4321043346507498,0.316031185529645,whereas a happy life is loved which is nothing else but joying in the truth unless that truth is in that kind loved that they who love anything else would gladly have that which they love to be the truth and because they would not be deceived would not be convinced that they are so,282,55,4.357929284387681,2.381810260878453,4.637394043368703,2.559645913322131,3.307281672388242,2.4835127075708616,0.43822991060110705,0.007966368125815434,4.20024349943494,2.221871441548707,2.8618182473448757,1.2233604600595887,1.4067392240374141,0.6940678267288724,0.045912331083279925,0.04642389034445734,-0.006623366865935227,0.1283374075859883,0.024676332423327008,0.06391038428126306,-0.003209356548503162,0.0427753746148396,-0.4691946809559761,-0.453983390985855,-0.705044676767934,-0.9927152590763066,0.038176940166861045,-0.9211550946313456,0.3868252127788602
2366,2367,Therefore do they hate the truth for that thing's sake which they loved instead of the truth.,0.42443734381358295,0.42443734381358295,0.0,0.0,0.24253562503633302,0.65872675759868,-0.0303169531295416,therefore do they hate the truth for that thing own sake which they loved instead of the truth,94,18,1.3040030746872882,2.2398766878969427,1.383874766715929,2.4067094121155996,0.0,0.0,0.0,0.0,0.7195186466194832,1.162557504600553,1.1242026192336618,1.843172283227158,-0.21580369062679824,-0.28020862603281543,0.04462184934554156,0.045133408606718974,-0.007531632079377551,0.12740928121691572,0.023814435394924845,0.0617835534125075,-0.003209356548503162,0.04171736276410398,-0.5035259073290864,-0.48851719078493555,-0.7253391649838273,-1.0227811232618245,-0.03001537390231945,-0.9669104478728223,0.3868252127788602
2367,2368,"They love truth when she enlightens, they hate her when she reproves.",0.577350269189626,0.577350269189626,0.0,0.0,0.288675134594813,0.20928947258123898,0.0360843918243516,they love truth when she enlightens they hate her when she reproves,67,12,1.7942161844327913,4.612410321194468,1.9061263513019775,4.9631658251350315,0.0,0.0,0.0,0.0,0.8563984863058425,2.075004233266663,0.11441222257001532,0.7173047879260516,0.09526780003055739,0.3346386196551176,0.04472134481466148,0.044735426730239294,-0.006424871906121327,0.12614718678082143,0.023697682093870645,0.062281030758107106,-0.0038186393761597804,0.04161987998505983,-0.5008789876760884,-0.49916734261900825,-0.700609459429168,-1.0636655988778179,-0.03925276249021307,-0.9562080210781329,0.3515941530540521
2368,2369,"For since they would not be deceived, and would deceive, they love her when she discovers herself unto them, and hate her when she discovers them.",0.0,0.0,-0.196116135138184,0.0,0.0,-0.213962703435759,-0.024514516892273,for since they would not be deceived and would deceive they love her when she discovers herself unto them and hate her when she discovers them,142,26,-0.056671634081153,-0.04175269130406216,-0.06572849487248188,-0.0517956968235612,-0.5659094279222643,-0.8987593558872815,0.0,0.0,0.0,0.0,-0.8365457797069213,-0.7909059862255367,-0.1886209205936805,-0.18304267166234478,0.04472134481466148,0.044735426730239294,-0.006424871906121327,0.12616323049651745,0.023594052838365843,0.06270657234363464,-0.0038186393761597804,0.04166815942016251,-0.5008789876760884,-0.49916734261900825,-0.700609459429168,-1.0631458763559487,-0.047451791498631324,-0.947053176726949,0.3515941530540521
2369,2370,"Whence she shall so repay them, that they who would not be made manifest by her, she both against their will makes manifest, and herself becometh not manifest unto them.",0.0182574185835055,0.0182574185835055,0.0,-0.182574185835055,0.182574185835055,-0.14916310982724,0.0228217732293819,whence she shall so repay them that they who would not be made manifest by her she both against their will makes manifest and herself becometh not manifest unto them,165,30,0.0018585779184911713,0.017147757283636753,-0.003372969580959536,0.011670813159044113,0.0,0.0,-0.182574185835055,-0.006083778268412362,0.541633960289395,0.5252015446496753,-0.6909548162623769,-0.5994887830267214,0.03313618900337296,0.040314683431545435,0.04399311254787013,0.04400719446344794,-0.0071531041729126724,0.12372513671897643,0.02421346193580727,0.06270657234363464,-0.0038186393761597804,0.04109624778009485,-0.5202524557944616,-0.5186551250286048,-0.7168812498028381,-1.1421258502363931,0.0015551528556595597,-0.947053176726949,0.3515941530540521
2370,2371,"Thus, thus, yea thus doth the mind of man, thus blind and sick, foul and ill-favoured, wish to be hidden, but that aught should be hidden from it, it wills not.",-0.48834562075695903,-0.48834562075695903,-0.5303300858899109,-0.176776695296637,-1.28163104090062,-0.28496403281817895,-0.38854044487073297,thus thus yea thus doth the mind of man thus blind and sick foul and ill favoured wish to be hidden but that aught should be hidden from it it wills not,152,32,-1.6222255255730025,-1.5187742983869312,-1.7336010677029838,-1.6433184919492014,-1.5303115947316634,-1.9748360290590141,-0.176776695296637,-0.0055225459324160266,-3.8021524956434334,-3.45644746808619,-0.9960707300188159,-0.8306609484453855,-1.8939792703803504,-1.6514239848073662,0.04386904169787759,0.043883123613455394,-0.0071531041729126724,0.12235400834274546,0.024360055509811688,0.062209094998035036,-0.0038186393761597804,0.04081479723040753,-0.5235531646017503,-0.5219753098628771,-0.7168812498028381,-1.1865423875898817,0.013153469951107843,-0.9577556035216384,0.3515941530540521
