,sent_no,sent_raw,syuzhet,bing,afinn,nrc,char_len,token_len,sent_clean,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,nrc_roll100_stand
1409,1410,For that truly is which remains unchangeably.,0.0,0,0,0,45,7,for that truly is which remains unchangeably,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.470435967302453,0.14986376021798364,0.8446866485013624,0.7983651226158038,0.5658378746594007,0.5937341628007249
1410,1411,"It is good then for me to hold fast unto God; for if I remain not in Him, I cannot in myself; but He remaining in Himself, reneweth all things.",0.75,2,4,2,143,30,it is good then for me to hold fast unto god for if i remain not in him i cannot in myself but he remaining in himself reneweth all things,0.4,0.4065117480294123,1.0,1.3301063842045593,2.0,1.6001332889036985,1.0,1.1164611796067976,0.4806539509536792,0.1553133514986376,0.8719346049046321,0.8065395095367848,0.5786103542234334,0.626205713046013
1411,1412,"And Thou art the Lord my God, since Thou standest not in need of my goodness.",1.6,1,4,3,77,16,and thou art the lord my god since thou standest not in need of my goodness,1.08,1.9950340316209116,0.5,1.2466112613984643,2.0,2.9993753903810116,1.5,3.1391317926296063,0.4723433242506819,0.14168937329700274,0.8474114441416893,0.8038147138964578,0.5663147138964579,0.6153818629642501
1412,1413,"And it was manifested unto me, that those things be good which yet are corrupted; which neither were they sovereignly good, nor unless they were good could be corrupted: for if sovereignly good, they were incorruptible, if not good at all, there were nothing in them to be corrupted.",0.0,0,0,2,283,49,and it was manifested unto me that those things be good which yet are corrupted which neither were they sovereignly good nor unless they were good could be corrupted for if sovereignly good they were incorruptible if not good at all there were nothing in them to be corrupted,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,1.0,0.6836359926545603,0.47643051771117234,0.1362397820163488,0.8446866485013624,0.8010899182561307,0.5646117166212535,0.6045580128824873
1413,1414,"For corruption injures, but unless it diminished goodness, it could not injure.",-0.85,-1,0,-2,79,12,for corruption injures but unless it diminished goodness it could not injure,-0.8800000000000001,-1.6233060950735536,-0.5,-1.6618023559524908,0.0,0.0,-1.0,-2.789758534554538,0.47138964577656745,0.12806539509536785,0.8283378746594006,0.8010899182561307,0.5572207084468667,0.6045580128824873
1414,1415,"Either then corruption injures not, which cannot be; or which is most certain, all which is corrupted is deprived of good.",-1.2,-2,-2,0,122,21,either then corruption injures not which cannot be or which is most certain all which is corrupted is deprived of good,-1.16,-1.3338019199242794,-1.0,-1.8998806563531094,-1.0,-1.14278914802475,0.0,0.0,0.4599455040871942,0.1226158038147139,0.7956403269754768,0.7901907356948229,0.542098092643052,0.5612626125554367
1415,1416,"But if they be deprived of all good, they shall cease to be.",-0.25,0,3,1,60,13,but if they be deprived of all good they shall cease to be,-0.4,-0.5304958397207905,0.0,0.0,1.5,2.76825518831668,0.5,1.287663335895465,0.455177111716622,0.11716621253405994,0.7956403269754768,0.7874659400544959,0.5388623978201637,0.550438762473674
1416,1417,"For if they shall be, and can now no longer be corrupted, they shall be better than before, because they shall abide incorruptibly.",-0.2,0,-2,0,131,23,for if they shall be and can now no longer be corrupted they shall be better than before because they shall abide incorruptibly,-0.36,-0.3074309710021607,0.0,0.0,-1.0,-1.0434593654932638,0.0,0.0,0.44713896457765745,0.11171662125340599,0.784741144414169,0.7874659400544959,0.5327656675749322,0.550438762473674
1417,1418,And what more monstrous than to affirm things to become better by losing all their good?,0.8,1,2,1,88,16,and what more monstrous than to affirm things to become better by losing all their good,0.44000000000000006,0.9359162404198141,0.5,1.2466112613984643,1.0,1.4996876951905058,0.5,1.0463772642098688,0.44441416893733043,0.10626702997275204,0.773841961852861,0.784741144414169,0.5273160762942781,0.5396149123919115
1418,1419,"Therefore, if they shall be deprived of all good, they shall no longer be.",-0.25,0,2,1,74,14,therefore if they shall be deprived of all good they shall no longer be,-0.4,-0.5014241559991983,0.0,0.0,1.0,1.7137758743754463,0.5,1.1957530335474662,0.44182561307901985,0.1008174386920981,0.7520435967302452,0.7901907356948229,0.5212193460490465,0.5612626125554367
1419,1420,"So long therefore as they are, they are good: therefore whatsoever is, is good.",0.75,1,3,1,79,14,so long therefore as they are they are good therefore whatsoever is is good,0.4,1.0114662648724622,0.5,1.4245714700206578,1.5,2.5706638115631693,0.5,1.1957530335474662,0.44645776566757567,0.10626702997275204,0.7547683923705722,0.7983651226158038,0.526464577656676,0.5937341628007249
1420,1421,"That evil then which I sought, whence it is, is not any substance: for were it a substance, it should be good.",0.0,0,0,1,110,22,that evil then which i sought whence it is is not any substance for were it a substance it should be good,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.5,0.7611313039527488,0.4615803814713904,0.11444141689373297,0.776566757493188,0.8147138964577657,0.5418256130790192,0.658677263291301
1421,1422,"For either it should be an incorruptible substance, and so a chief good: or a corruptible substance; which unless it were good, could not be corrupted.",-0.25,0,0,2,151,26,for either it should be an incorruptible substance and so a chief good or a corruptible substance which unless it were good could not be corrupted,-0.4,-0.32692699096209793,0.0,0.0,0.0,0.0,1.0,1.288158400615148,0.466893732970028,0.11716621253405994,0.776566757493188,0.8174386920980926,0.5445163487738421,0.6695011133730635
1422,1423,"I perceived therefore, and it was manifested to me that Thou madest all things good, nor is there any substance at all, which Thou madest not; and for that Thou madest not all things equal, therefore are all things; because each is good, and altogether very good, because our God made all things very good.",1.0,1,4,4,306,55,i perceived therefore and it was manifested to me that thou madest all things good nor is there any substance at all which thou madest not and for that thou madest not all things equal therefore are all things because each is good and altogether very good because our god made all things very good,0.6,0.26210284471793444,0.5,0.36281123968350143,2.0,0.8729321941465189,2.0,1.2181421559716417,0.47002724795640405,0.12806539509536785,0.784741144414169,0.8147138964577657,0.5493869209809267,0.658677263291301
1423,1424,"And to Thee is nothing whatsoever evil: yea, not only to Thee, but also to Thy creation as a whole, because there is nothing without, which may break in, and corrupt that order which Thou hast appointed it.",-1.5,-3,-6,-2,206,38,and to thee is nothing whatsoever evil yea not only to thee but also to thy creation as a whole because there is nothing without which may break in and corrupt that order which thou hast appointed it,-1.4,-0.9596496485086692,-1.5,-1.5752364873709088,-3.0,-1.8950276243093924,-1.0,-0.8814785582741385,0.46348773841961927,0.12534059945504086,0.7629427792915532,0.8065395095367848,0.5395776566757495,0.626205713046013
1424,1425,"But in the parts thereof some things, because unharmonising with other some, are accounted evil: whereas those very things harmonise with others, and are good; and in themselves are good.",0.0,0,0,0,187,30,but in the parts thereof some things because unharmonising with other some are accounted evil whereas those very things harmonise with others and are good and in themselves are good,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.4584468664850144,0.12534059945504086,0.7547683923705722,0.8147138964577657,0.5383174386920982,0.658677263291301
1425,1426,"And all these things which harmonise not together, do yet with the inferior part, which we call Earth, having its own cloudy and windy sky harmonising with it.",-1.0,-2,-2,0,159,28,and all these things which harmonise not together do yet with the inferior part which we call earth having its own cloudy and windy sky harmonising with it,-1.0,-0.8799168237699286,-1.0,-1.4250800639049919,-1.0,-0.8571938593359514,0.0,0.0,0.45803814713896535,0.1307901907356948,0.7629427792915532,0.8174386920980926,0.5423024523160765,0.6695011133730635
1426,1427,"Far be it then that I should say, ""These things should not be"": for should I see nought but these, I should indeed long for the better; but still must even for these alone praise Thee; for that Thou art to be praised, do show from the earth, dragons, and all deeps, fire, hail, snow, ice, and stormy wind, which fulfil Thy word; mountains, and all hills, fruitful trees, and all cedars; beasts, and all cattle, creeping things, and flying fowls; kings of the earth, and all people, princes, and all judges of the earth; young men and maidens, old men and young, praise Thy Name.",1.95,2,6,6,578,106,far be it then that i should say these things should not be for should i see nought but these i should indeed long for the better but still must even for these alone praise thee for that thou art to be praised do show from the earth dragons and all deeps fire hail snow ice and stormy wind which fulfil thy word mountains and all hills fruitful trees and all cedars beasts and all cattle creeping things and flying fowls kings of the earth and all people princes and all judges of the earth young men and maidens old men and young praise thy name,1.3599999999999999,0.26668062875841425,1.0,0.37653516262596765,3.0,0.6794642014904254,3.0,0.9481652674276011,0.45286103542234407,0.1362397820163488,0.7547683923705722,0.8147138964577657,0.5396457765667577,0.658677263291301
1427,1428,"But when, from heaven, these praise Thee, praise Thee, our God, in the heights all Thy angels, all Thy hosts, sun and moon, all the stars and light, the Heaven of heavens, and the waters that be above the heavens, praise Thy Name; I did not now long for things better, because I conceived of all: and with a sounder judgment I apprehended that the things above were better than these below, but altogether better than those above by themselves.",4.35,3,8,4,444,80,but when from heaven these praise thee praise thee our god in the heights all thy angels all thy hosts sun and moon all the stars and light the heaven of heavens and the waters that be above the heavens praise thy name i did not now long for things better because i conceived of all and with a sounder judgment i apprehended that the things above were better than these below but altogether better than those above by themselves,3.28,1.0291648704709606,1.5,0.7483406934754185,4.0,1.200349956255468,2.0,0.8375203099612548,0.4397820163487746,0.12534059945504086,0.7411444141689373,0.8010899182561307,0.5268392370572209,0.6045580128824873
1428,1429,"There is no soundness in them, whom aught of Thy creation displeaseth: as neither in me, when much which Thou hast made, displeased me.",-0.25,0,-3,0,135,24,there is no soundness in them whom aught of thy creation displeaseth as neither in me when much which thou hast made displeased me,-0.4,-0.3438970401233486,0.0,0.0,-1.5,-1.5,0.0,0.0,0.43623978201634955,0.12534059945504086,0.7356948228882834,0.7929155313351499,0.522547683923706,0.5720864626371996
1429,1430,"And because my soul durst not be displeased at my God, it would fain not account that Thine, which displeased it.",-0.75,-1,-1,1,113,21,and because my soul durst not be displeased at my god it would fain not account that thine which displeased it,-0.8,-0.8798267814956559,-0.5,-0.9499403281765547,-0.5,-0.571394574012375,0.5,0.7973584007615422,0.44059945504087267,0.1362397820163488,0.7574931880108992,0.8065395095367848,0.5352179836512263,0.626205713046013
1430,1431,"Hence it had gone into the opinion of two substances, and had no rest, but talked idly.",0.0,0,-1,1,87,17,hence it had gone into the opinion of two substances and had no rest but talked idly,-0.2,-0.1232015507812832,0.0,0.0,-0.5,-0.7057613168724279,0.5,0.984861845972957,0.44359673024523233,0.13896457765667575,0.779291553133515,0.8038147138964578,0.5414168937329702,0.6153818629642501
1431,1432,"And returning thence, it had made to itself a God, through infinite measures of all space; and thought it to be Thee, and placed it in its heart; and had again become the temple of its own idol, to Thee abominable.",0.35,0,1,2,214,41,and returning thence it had made to itself a god through infinite measures of all space and thought it to be thee and placed it in its heart and had again become the temple of its own idol to thee abominable,0.07999999999999999,0.05769233311884327,0.0,0.0,0.5,0.29273347963911245,1.0,0.8169958546695928,0.44318801089918325,0.1444141689373297,0.782016348773842,0.8038147138964578,0.5433583106267033,0.6153818629642501
1432,1433,"But after Thou hadst soothed my head, unknown to me, and closed mine eyes that they should not behold vanity, I ceased somewhat of my former self, and my frenzy was lulled to sleep; and I awoke in Thee, and saw Thee infinite, but in another way, and this sight was not derived from the flesh.",-0.65,-3,0,-2,292,56,but after thou hadst soothed my head unknown to me and closed mine eyes that they should not behold vanity i ceased somewhat of my former self and my frenzy was lulled to sleep and i awoke in thee and saw thee infinite but in another way and this sight was not derived from the flesh,-0.72,-0.3691779231731378,-1.5,-1.0690008727900062,0.0,0.0,-1.0,-0.5981967505802536,0.45108991825613154,0.15258855585831063,0.8119891008174387,0.8147138964577657,0.5575953678474116,0.658677263291301
1433,1434,"And I looked back on other things; and I saw that they owed their being to Thee; and were all bounded in Thee: but in a different way; not as being in space; but because Thou containest all things in Thine hand in Thy Truth; and all things are true so far as they nor is there any falsehood, unless when that is thought to be, which is not.",1.0,-1,2,1,340,69,and i looked back on other things and i saw that they owed their being to thee and were all bounded in thee but in a different way not as being in space but because thou containest all things in thine hand in thy truth and all things are true so far as they nor is there any falsehood unless when that is thought to be which is not,0.6,0.18393646974345176,-0.5,-0.28920803209664414,1.0,0.347920591218664,0.5,0.24275467323576294,0.45108991825613154,0.15258855585831063,0.8119891008174387,0.8147138964577657,0.5575953678474116,0.658677263291301
1434,1435,"And I saw that all things did harmonise, not with their places only, but with their seasons.",0.0,0,0,0,92,17,and i saw that all things did harmonise not with their places only but with their seasons,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.0,0.0,0.467302452316077,0.16348773841961853,0.8446866485013624,0.8337874659400545,0.5773160762942782,0.7344442138636397
1435,1436,"And that Thou, who only art Eternal, didst not begin to work after innumerable spaces of times spent; for that all spaces of times, both which have passed, and which shall pass, neither go nor come, but through Thee, working and abiding.",0.85,1,0,1,237,42,and that thou who only art eternal didst not begin to work after innumerable spaces of times spent for that all spaces of times both which have passed and which shall pass neither go nor come but through thee working and abiding,0.48,0.3056548066800396,0.5,0.4750832253032472,0.0,0.0,0.5,0.39877410140442754,0.4846049046321533,0.18256130790190736,0.8692098092643051,0.8555858310626703,0.5979904632152591,0.8210350145177412
1436,1437,"And I perceived and found it nothing strange, that bread which is pleasant to a healthy palate is loathsome to one distempered: and to sore eyes light is offensive, which to the sound is delightful.",0.6,-1,1,1,198,35,and i perceived and found it nothing strange that bread which is pleasant to a healthy palate is loathsome to one distempered and to sore eyes light is offensive which to the sound is delightful,0.27999999999999997,0.24004771736630828,-0.5,-0.5700727305052675,0.5,0.3429020279920023,0.5,0.47850614110254214,0.4805177111716628,0.1771117166212534,0.8555858310626703,0.8528610354223434,0.5915190735694824,0.8102111644359787
1437,1438,"And Thy righteousness displeaseth the wicked; much more the viper and reptiles, which Thou hast created good, fitting in with the inferior portions of Thy Creation, with which the very wicked also fit in; and that the more, by how much they be unlike Thee; but with the superior creatures, by how much they become more like to Thee.",1.65,1,6,0,332,59,and thy righteousness displeaseth the wicked much more the viper and reptiles which thou hast created good fitting in with the inferior portions of thy creation with which the very wicked also fit in and that the more by how much they be unlike thee but with the superior creatures by how much they become more like to thee,1.1199999999999999,0.4694561583202206,0.5,0.33821803584120347,3.0,1.220640569395018,0.0,0.0,0.48651226158038213,0.1771117166212534,0.8637602179836512,0.8610354223433242,0.5971049046321527,0.8426827146812664
1438,1439,"And I enquired what iniquity was, and found it to be no substance, but the perversion of the will, turned aside from Thee, O God, the Supreme, towards these lower things, and casting out its bowels, and puffed up outwardly.",-0.55,-1,4,1,223,40,and i enquired what iniquity was and found it to be no substance but the perversion of the will turned aside from thee o god the supreme towards these lower things and casting out its bowels and puffed up outwardly,-0.64,-0.4145681375852467,-0.5,-0.4988314495123573,2.0,1.2001999500124971,0.5,0.418707823044239,0.4866485013623985,0.17983651226158037,0.8746594005449592,0.8746594005449592,0.6039509536784743,0.8968019650900801
1439,1440,"And I wondered that I now loved Thee, and no phantasm for Thee.",0.5,1,2,0,63,13,and i wondered that i now loved thee and no phantasm for thee,0.2,0.6913870270977315,0.5,1.534069661413483,1.0,1.8455034588777863,0.0,0.0,0.4896457765667582,0.17983651226158037,0.8773841961852861,0.8746594005449592,0.6053814713896459,0.8968019650900801
1440,1441,"And yet did I not press on to enjoy my God; but was borne up to Thee by Thy beauty, and soon borne down from Thee by mine own weight, sinking with sorrow into these inferior things.",-0.75,-1,2,1,181,37,and yet did i not press on to enjoy my god but was borne up to thee by thy beauty and soon borne down from thee by mine own weight sinking with sorrow into these inferior things,-0.8,-0.5527258981822281,-0.5,-0.5392663143742074,1.0,0.6487435828154553,0.5,0.4526479329910835,0.4927792915531342,0.17983651226158037,0.8828337874659401,0.8746594005449592,0.6075272479564034,0.8968019650900801
1441,1442,This weight was carnal custom.,-0.4,0,0,-1,30,5,this weight was carnal custom,-0.52,-1.8154646083790449,0.0,0.0,0.0,0.0,-0.5,-3.343812375249501,0.49087193460490536,0.17438692098092642,0.8637602179836512,0.8773841961852861,0.6016008174386922,0.9076258151718426
1442,1443,"Yet dwelt there with me a remembrance of Thee; nor did I any way doubt that there was One to whom I might cleave, but that I was not yet such as to cleave to Thee: for that the body which is corrupted presseth down the soul, and the earthly tabernacle weigheth down the mind that museth upon many things.",-1.75,-2,-4,-1,304,60,yet dwelt there with me a remembrance of thee nor did i any way doubt that there was one to whom i might cleave but that i was not yet such as to cleave to thee for that the body which is corrupted presseth down the soul and the earthly tabernacle weigheth down the mind that museth upon many things,-1.6,-0.7413033820380893,-1.0,-0.6651640158303421,-2.0,-0.8001999666722214,-0.5,-0.2791618063656057,0.48487738419618603,0.16621253405994552,0.8555858310626703,0.8801089918256131,0.5966961852861037,0.9184496652536055
1443,1444,"And most certain I was, that Thy invisible works from the creation of the world are clearly seen, being understood by the things that are made, even Thy eternal power and Godhead.",1.55,1,2,0,179,32,and most certain i was that thy invisible works from the creation of the world are clearly seen being understood by the things that are made even thy eternal power and godhead,1.04,0.9031393406413517,0.5,0.6235003528581511,1.0,0.7500781005935646,0.0,0.0,0.4821525885558591,0.16076294277929154,0.8392370572207084,0.8801089918256131,0.590565395095368,0.9184496652536055
1444,1445,"For examining whence it was that I admired the beauty of bodies celestial or terrestrial; and what aided me in judging soundly on things mutable, and pronouncing, ""This ought to be thus, this not""; examining, I say, whence it was that I so judged, seeing I did so judge, I had found the unchangeable and true Eternity of Truth above my changeable mind.",3.15,2,8,5,352,63,for examining whence it was that i admired the beauty of bodies celestial or terrestrial and what aided me in judging soundly on things mutable and pronouncing this ought to be thus this not examining i say whence it was that i so judged seeing i did so judge i had found the unchangeable and true eternity of truth above my changeable mind,2.32,0.9364099967301862,1.0,0.6334945657828731,4.0,1.5242025075384862,2.5,1.329352483732741,0.4878746594005457,0.16348773841961853,0.8474114441416893,0.885558583106267,0.5960831062670301,0.9400973654171307
1445,1446,"And thus by degrees I passed from bodies to the soul, which through the bodily senses perceives; and thence to its inward faculty, to which the bodily senses represent things external, whitherto reach the faculties of beasts; and thence again to the reasoning faculty, to which what is received from the senses of the body, is referred to be judged.",0.6,0,1,2,349,60,and thus by degrees i passed from bodies to the soul which through the bodily senses perceives and thence to its inward faculty to which the bodily senses represent things external whitherto reach the faculties of beasts and thence again to the reasoning faculty to which what is received from the senses of the body is referred to be judged,0.27999999999999997,0.08871907707819315,0.0,0.0,0.5,0.20004999166805534,1.0,0.5583236127312114,0.4856948228882841,0.16348773841961853,0.8283378746594006,0.885558583106267,0.5907697547683926,0.9400973654171307
1446,1447,"Which finding itself also to be in me a thing variable, raised itself up to its own understanding, and drew away my thoughts from the power of habit, withdrawing itself from those troops of contradictory phantasms; that so it might find what that light was whereby it was bedewed, when, without all doubting, it cried out, ""That the unchangeable was to be preferred to the changeable""; whence also it knew That Unchangeable, which, unless it had in some way known, it had had no sure ground to prefer it to the changeable.",-0.7,0,-4,-1,522,92,which finding itself also to be in me a thing variable raised itself up to its own understanding and drew away my thoughts from the power of habit withdrawing itself from those troops of contradictory phantasms that so it might find what that light was whereby it was bedewed when without all doubting it cried out that the unchangeable was to be preferred to the changeable whence also it knew that unchangeable which unless it had in some way known it had had no sure ground to prefer it to the changeable,-0.76,-0.28445485322110897,0.0,0.0,-2.0,-0.5218997935007065,-0.5,-0.1820726008042604,0.4877384196185293,0.16348773841961853,0.8337874659400545,0.8773841961852861,0.5905994550408721,0.9076258151718426
1447,1448,And thus with the flash of one trembling glance it arrived at THAT WHICH IS.,-0.5,0,-2,-1,76,15,and thus with the flash of one trembling glance it arrived at that which is,-0.6,-0.8292506779102626,0.0,0.0,-1.0,-1.5996002664890074,-0.5,-1.116089273817455,0.49100817438692174,0.16076294277929154,0.8446866485013624,0.8773841961852861,0.5934604904632155,0.9076258151718426
1448,1449,And then I saw Thy invisible things understood by the things which are made.,0.0,-1,0,0,76,14,and then i saw thy invisible things understood by the things which are made,-0.2,-0.1232015507812832,-0.5,-1.4245714700206578,0.0,0.0,0.0,0.0,0.49673024523160836,0.16621253405994552,0.8528610354223434,0.8746594005449592,0.5976158038147141,0.8968019650900801
1449,1450,"But I could not fix my gaze thereon; and my infirmity being struck back, I was thrown again on my wonted habits, carrying along with me only a loving memory thereof, and a longing for what I had, as it were, perceived the odour of, but was not yet able to feed on.",-0.8,-1,0,0,264,53,but i could not fix my gaze thereon and my infirmity being struck back i was thrown again on my wonted habits carrying along with me only a loving memory thereof and a longing for what i had as it were perceived the odour of but was not yet able to feed on,-0.8400000000000001,-0.4430747037171363,-0.5,-0.376499647141849,0.0,0.0,0.0,0.0,0.49455040871934675,0.16348773841961853,0.8474114441416893,0.8664850136239782,0.5929836512261583,0.8643304148447921
1450,1451,"Then I sought a way of obtaining strength sufficient to enjoy Thee; and found it not, until I embraced that Mediator betwixt God and men, the Man Christ Jesus, who is over all, God blessed for evermore, calling unto me, and saying, I am the way, the truth, and the life, and mingling that food which I was unable to receive, with our flesh.",5.15,1,4,7,340,64,then i sought a way of obtaining strength sufficient to enjoy thee and found it not until i embraced that mediator betwixt god and men the man christ jesus who is over all god blessed for evermore calling unto me and saying i am the way the truth and the life and mingling that food which i was unable to receive with our flesh,3.9200000000000004,1.5821150122795138,0.5,0.3117988797842433,2.0,0.7501952819871894,3.5,1.8320184346195907,0.49482288828337945,0.16348773841961853,0.8474114441416893,0.8719346049046321,0.5944141689373299,0.8859781150083174
1451,1452,"For, the Word was made flesh, that Thy wisdom, whereby Thou createdst all things, might provide milk for our infant state.",2.15,1,1,4,122,21,for the word was made flesh that thy wisdom whereby thou createdst all things might provide milk for our infant state,1.52,2.045790777266585,0.5,0.9499403281765547,0.5,0.571394574012375,2.0,3.1894336030461687,0.5010899182561315,0.17166212534059946,0.8637602179836512,0.8773841961852861,0.6034741144414171,0.9076258151718426
1452,1453,"For I did not hold to my Lord Jesus Christ, I, humbled, to the Humble; nor knew I yet whereto His infirmity would guide us.",1.0,1,2,1,123,25,for i did not hold to my lord jesus christ i humbled to the humble nor knew i yet whereto his infirmity would guide us,0.6,0.7242832471560203,0.5,0.7980106475405603,1.0,0.960015993602559,0.5,0.6698320671731307,0.5023160762942787,0.17166212534059946,0.8773841961852861,0.885558583106267,0.6092302452316077,0.9400973654171307
1453,1454,"For Thy Word, the Eternal Truth, far above the higher parts of Thy Creation, raises up the subdued unto Itself: but in this lower world built for Itself a lowly habitation of our clay, whereby to abase from themselves such as would be subdued, and bring them over to Himself; allaying their swelling, and fomenting their love; to the end they might go on no further in self-confidence, but rather consent to become weak, seeing before their feet the Divinity weak by taking our coats of skin; and wearied, might cast themselves down upon It, and It rising, might lift them up.",1.4,-2,4,3,576,102,for thy word the eternal truth far above the higher parts of thy creation raises up the subdued unto itself but in this lower world built for itself a lowly habitation of our clay whereby to abase from themselves such as would be subdued and bring them over to himself allaying their swelling and fomenting their love to the end they might go on no further in self confidence but rather consent to become weak seeing before their feet the divinity weak by taking our coats of skin and wearied might cast themselves down upon it and it rising might lift them up,0.9199999999999999,0.1676898590312523,-1.0,-0.39129979992136876,2.0,0.47073816292520343,1.5,0.4926722870306833,0.4990463215258862,0.17166212534059946,0.8828337874659401,0.8937329700272479,0.6118188010899184,0.9725689156624188
1454,1455,"But I thought otherwise; conceiving only of my Lord Christ as of a man of excellent wisdom, whom no one could be equalled unto; especially, for that being wonderfully born of a Virgin, He seemed, in conformity therewith, through the Divine care for us, to have attained that great eminence of authority, for an ensample of despising things temporal for the obtaining of immortality.",6.2,6,13,6,382,64,but i thought otherwise conceiving only of my lord christ as of a man of excellent wisdom whom no one could be equalled unto especially for that being wonderfully born of a virgin he seemed in conformity therewith through the divine care for us to have attained that great eminence of authority for an ensample of despising things temporal for the obtaining of immortality,4.76,1.9298009134860836,3.0,1.8707932787054598,6.5,2.438134666458366,3.0,1.5703015153882205,0.49945504087193526,0.17166212534059946,0.8828337874659401,0.8910081743869209,0.6112397820163489,0.961745065580656
1455,1456,"But what mystery there lay in ""The Word was made flesh,"" I could not even imagine.",-0.4,-1,0,1,82,16,but what mystery there lay in the word was made flesh i could not even imagine,-0.52,-0.6527604463818318,-0.5,-1.2466112613984643,0.0,0.0,0.5,1.0463772642098688,0.5000000000000007,0.1771117166212534,0.8910081743869209,0.8991825613079019,0.6168256130790193,0.994216615825944
1456,1457,"Only I had learnt out of what is delivered to us in writing of Him that He did eat, and drink, sleep, walk, rejoiced in spirit, was sorrowful, discoursed; that flesh did not cleave by itself unto Thy Word, but with the human soul and mind.",1.35,-1,3,2,239,46,only i had learnt out of what is delivered to us in writing of him that he did eat and drink sleep walk rejoiced in spirit was sorrowful discoursed that flesh did not cleave by itself unto thy word but with the human soul and mind,0.8800000000000001,0.49870788141076533,-0.5,-0.4337806193216565,1.5,0.7827646163877419,1.0,0.7282112584220822,0.4930517711171668,0.16621253405994552,0.8746594005449592,0.8937329700272479,0.6069141689373299,0.9725689156624188
1457,1458,"All know this who know the unchangeableness of Thy Word, which I now knew, as far as I could, nor did I at all doubt thereof.",-0.75,-1,-1,0,125,26,all know this who know the unchangeableness of thy word which i now knew as far as i could nor did i at all doubt thereof,-0.8,-0.7343778713237273,-0.5,-0.7673297306801005,-0.5,-0.4615532487504806,0.0,0.0,0.4850136239782022,0.1553133514986376,0.8637602179836512,0.888283378746594,0.5980926430517712,0.9509212154988935
1458,1459,"For, now to move the limbs of the body by will, now not, now to be moved by some affection, now not, now to deliver wise sayings through human signs, now to keep silence, belong to soul and mind subject to variation.",1.5,2,3,1,216,42,for now to move the limbs of the body by will now not now to be moved by some affection now not now to deliver wise sayings through human signs now to keep silence belong to soul and mind subject to variation,1.0,0.6336037859151687,1.0,0.9501664506064944,1.5,0.8572958819328732,0.5,0.39877410140442754,0.4712534059945509,0.14168937329700274,0.8419618528610354,0.8746594005449592,0.582391008174387,0.8968019650900801
1459,1460,"And should these things be falsely written of Him, all the rest also would risk the charge, nor would there remain in those books any saving faith for mankind.",-0.0499999999999999,-1,-3,0,159,29,and should these things be falsely written of him all the rest also would risk the charge nor would there remain in those books any saving faith for mankind,-0.2399999999999999,-0.1597330826606557,-0.5,-0.6879781556356227,-1.5,-1.2414684591520166,0.0,0.0,0.47588555858310677,0.14713896457765668,0.8474114441416893,0.8773841961852861,0.5869550408719347,0.9076258151718426
1460,1461,"Since then they were written truly, I acknowledged a perfect man to be in Christ; not the body of a man only, nor, with the body, a sensitive soul without a rational, but very man; whom, not only as being a form of Truth, but for a certain great excellence of human nature and a more perfect participation of wisdom, I judged to be preferred before others.",6.7,6,11,6,356,67,since then they were written truly i acknowledged a perfect man to be in christ not the body of a man only nor with the body a sensitive soul without a rational but very man whom not only as being a form of truth but for a certain great excellence of human nature and a more perfect participation of wisdom i judged to be preferred before others,5.16,1.9960416239084666,3.0,1.7870389161309728,5.5,1.9706760185047008,3.0,1.5,0.4762942779291558,0.1553133514986376,0.8365122615803815,0.8719346049046321,0.5850136239782018,0.8859781150083174
1461,1462,"But Alypius imagined the Catholics to believe God to be so clothed with flesh, that besides God and flesh, there was no soul at all in Christ, and did not think that a human mind was ascribed to Him.",0.0,0,0,1,199,39,but alypius imagined the catholics to believe god to be so clothed with flesh that besides god and flesh there was no soul at all in christ and did not think that a human mind was ascribed to him,-0.2,-0.1232015507812832,0.0,0.0,0.0,0.0,0.5,0.4294411689310434,0.4889645776566763,0.16348773841961853,0.8528610354223434,0.8828337874659401,0.5970367847411446,0.9292735153353683
1462,1463,"And because he was well persuaded that the actions recorded of Him could only be performed by a vital and a rational creature, he moved the more slowly towards the Christian Faith.",1.2,2,1,2,180,32,and because he was well persuaded that the actions recorded of him could only be performed by a vital and a rational creature he moved the more slowly towards the christian faith,0.76,0.6713849458039826,1.0,1.2470007057163022,0.5,0.3750390502967823,1.0,1.0467041549515776,0.49168937329700324,0.16348773841961853,0.8501362397820164,0.888283378746594,0.598399182561308,0.9509212154988935
