,baseline_sentimentr_roll100_stdscale,baseline_syuzhet_roll100_stdscale,baseline_bing_roll100_stdscale,baseline_sentiword_roll100_stdscale,baseline_senticnet_roll100_stdscale,baseline_nrc_roll100_stdscale,baseline_afinn_roll100_stdscale,baseline_vader_roll100_stdscale,baseline_textblob_roll100_stdscale,baseline_pattern_roll100_stdscale,baseline_stanza_roll100_stdscale,sentimentr_jockers_rinker_roll100_stdscale,sentimentr_jockers_roll100_stdscale,sentimentr_huliu_roll100_stdscale,sentimentr_senticnet_roll100_stdscale,sentimentr_sentiword_roll100_stdscale,sentimentr_nrc_roll100_stdscale,sentimentr_lmcd_roll100_stdscale,syuzhetr_syuzhet_roll100_stdscale,syuzhetr_bing_roll100_stdscale,syuzhetr_afinn_roll100_stdscale,syuzhetr_nrc_roll100_stdscale,transformer_robertalg15_roll100_stdscale,transformer_nlptown_roll100_stdscale,transformer_yelp_roll100_stdscale,transformer_hinglish_roll100_stdscale,transformer_imdb2way_roll100_stdscale,transformer_huggingface_roll100_stdscale,transformer_t5imdb50k_roll100_stdscale,transformer_robertaxml8lang_roll100_stdscale
1205,-1.534454336656611,-1.3676123696365292,-1.6615255167550154,-1.5257308467421664,-0.1564759785222862,-1.3950562262653947,-0.9379555449712802,-0.7258046019216053,-0.4921639851263798,0.4232469966684169,1.5546997457000233,-1.1757459197471072,-0.9759527152219352,-1.2328909091222204,-0.7566169344749952,-1.4201656314254145,-0.9708461449093103,-1.0412031244422042,-1.3583308975838349,-1.9522625730405798,-1.0503647435717107,-1.4626193655787303,-0.26036946839842945,1.7451384938671557,-0.41079428908939125,-1.3640849976522353,0.5407281883077151,-0.6663041455382763,-0.7165815039627252,-1.0839801924376788
1206,-1.528014900570604,-1.344105528520937,-1.6758696514638283,-1.4726858073968632,-0.11474444040981807,-1.3441506913166381,-0.9531055241363979,-0.7929360596175602,-0.616756302339411,0.39680294371659336,1.5832957948288167,-1.145360833027559,-0.9423542905347447,-1.2156791152174318,-0.7421542345781876,-1.4009675930955308,-0.948286931871752,-0.9809037081173759,-1.3168732736220958,-1.9374896637312606,-1.0091237382458527,-1.4358782053372947,-0.2602621354067202,1.773484586144732,-0.4634163087194908,-1.3960839245193677,0.5503107381022689,-0.6660224398782131,-0.7165815039627252,-1.0434900539023044
1207,-1.5609275738990835,-1.3651806274521576,-1.6891360655395877,-1.4670105178806039,-0.14454044034110258,-1.344224264189285,-0.9598012055184746,-0.8231716757784473,-0.6266065496404408,0.39103376447029214,1.5831756810725994,-1.0837768758620885,-0.8742575967236963,-1.1648160271137749,-0.747088301161029,-1.332459191987875,-0.868507224143444,-1.066801929072396,-1.2132292137177483,-1.8340792985660261,-0.94313812972448,-1.3422841444922702,-0.165807861218295,1.7994394014341122,-0.4586110857095235,-1.395694290239206,0.5521157646543898,-0.666091361948141,-0.7165815039627252,-1.0445128109052646
1208,-1.5916937685322277,-1.400035598761484,-1.7172548220213069,-1.512715516118212,-0.11523410351468716,-1.3811708828350155,-0.9415988351454998,-0.8147689495796266,-0.6316147094812027,0.3977118499570695,1.6021365934125404,-1.078105969181108,-0.8679869701894486,-1.1541083096571565,-0.7337455920117092,-1.3188924283949144,-0.868507224143444,-1.066801929072396,-1.2305032237018063,-1.8488522078753453,-0.9348899286593084,-1.3690253047337058,-0.26062197834528356,1.7733717322536553,-0.4970437380806508,-1.41970702083499,0.5451874647301198,-0.6658305131229343,-0.7165815039627252,-1.0715229213057826
1209,-1.5902627827353373,-1.3984144373052365,-1.7203111989004072,-1.524141765677614,-0.10014023830709824,-1.3820144560996068,-0.9286906881733217,-0.8901869667527594,-0.6955082054878853,0.3956719903849349,1.6268651531884541,-1.0597056050421299,-0.8346812887550245,-1.1585342052351257,-0.7394612271900913,-1.2935643407220028,-0.8330800060726163,-1.004779592169575,-1.2227299192089802,-1.8783980264939835,-0.9678827329199948,-1.3422841444922702,-0.2605773843437786,1.6919662773261768,-0.4747555037475227,-1.4009537322492538,0.5464976166623222,-0.6658934567665931,-0.7770202589751019,-1.049562395898751
1210,-1.58239236085244,-1.389498049295874,-1.7153068923990276,-1.5116561287418435,-0.05534830578919815,-1.3681052706680354,-0.9014197370581668,-0.8225133976891388,-0.675541487985797,0.40149088764749497,1.6115079718608198,-1.0597056050421299,-0.8346812887550245,-1.1585342052351257,-0.7464246616679655,-1.286390795979659,-0.8330800060726163,-1.004779592169575,-1.2227299192089802,-1.8783980264939835,-0.9678827329199948,-1.3422841444922702,-0.26109789864305516,1.6881606938760692,-0.5299854936000277,-1.458077495069726,0.46948452697010795,-0.6712806215987991,-0.837459013987478,-1.0213313488382547
1211,-1.6246064418607074,-1.4373223122551826,-1.7740452051245048,-1.63197226648654,-0.14729479530599157,-1.4305434084029525,-0.9334839321378818,-0.8323617542017352,-0.6854648734461752,0.4100185342104387,1.6124267918191943,-1.1049393259731013,-0.8626939271992787,-1.1822222687400497,-0.7489791616644395,-1.258867058490355,-0.8427325157832102,-1.0620819202455556,-1.2374128276954295,-1.9374896637312606,-1.025620140376196,-1.3155429842508346,-0.26108958893709855,1.6884089482540163,-0.5496875966324636,-1.464163765178547,0.4695244763111285,-0.737853477535288,-0.8978977689998546,-1.1088229674478383
1212,-1.6002796833135704,-1.4097625674989709,-1.7733580733513836,-1.57484101868953,-0.13398820043117401,-1.4427299567733274,-0.8757844363369034,-0.7532780315900999,-0.6609723666436138,0.4229365591798624,1.617906866207972,-0.9865609005389537,-0.7317965350592527,-1.0680890349784753,-0.6597597764829753,-1.094629864618062,-0.7555298709781647,-0.756778926418909,-1.2270484217049946,-1.9522625730405798,-0.9926273361155095,-1.3021724041301168,-0.16639275656249145,1.767494915215822,-0.5419202167284097,-1.5255999243192861,0.47001273068876614,-0.7463097995269125,-0.837459013987478,-1.1088830340188027
1213,-1.5673670099850907,-1.3724758540052724,-1.728771190107469,-1.5691657291732708,-0.12035108296057001,-1.4427299567733274,-0.859962497901903,-0.7043653880717724,-0.643934101041832,0.4287942711874756,1.6491146651402968,-0.9865609005389537,-0.7317965350592527,-1.0680890349784753,-0.654761519667231,-1.1017911437680525,-0.7414858074335569,-0.756778926418909,-1.2270484217049946,-1.9522625730405798,-0.9926273361155095,-1.2888018240093988,-0.16635288986037514,1.818418678478175,-0.48088360421501586,-1.529064368076844,0.4742555417622281,-0.7460023985251345,-0.8676783914936663,-1.089667426304156
1214,-1.5330233508597206,-1.3335679790553263,-1.7153776626309118,-1.5507021206137073,-0.12024090876197432,-1.4064381420006533,-0.8251015983258524,-0.6580406809633736,-0.628131109696179,0.436624033614615,1.7048339592776747,-1.0486153968060246,-0.8004135292634976,-1.135090665438717,-0.6831825065173779,-1.073003161678308,-0.7979401888801989,-0.8151728254940158,-1.2097744117209368,-1.9522625730405798,-1.0173719393110243,-1.2620606637679634,-0.07207167630708279,1.821852266890035,-0.47797434680130046,-1.5245528622622475,0.48754579323465846,-0.7458580449533826,-0.8978977689998546,-1.149228082959284
1215,-1.5051191278203573,-1.301955330658495,-1.7007615089022068,-1.4390880934606083,-0.03525987691194381,-1.3564853829542254,-0.8096001858500382,-0.615510753428636,-0.6025737112935062,0.448096703927568,1.744022506354307,-1.0412267806896738,-0.7922435390173264,-1.1587001678291187,-0.694374159851092,-1.0744883738483906,-0.7852810410737093,-0.7625372761716241,-1.217547716213763,-1.9670354823498988,-1.0173719393110243,-1.2486900836472457,0.0222966542148119,1.8236920747235241,-0.4380026076635301,-1.5295503598109668,0.49969549620020576,-0.6778121035538937,-0.8676783914936663,-1.2091703485954717
1216,-1.4686289899996516,-1.2606157135241773,-1.654376312379826,-1.4359856018583865,-0.1322743795641331,-1.3346057118494477,-0.7836906306510983,-0.5681599069457268,-0.6038247727537771,0.4283615992970716,1.6978303034300335,-1.0291284284887527,-0.8132146046262096,-1.1711345654004721,-0.6806261180391667,-1.0521128137452633,-0.7994918498930291,-0.7625372761716241,-1.1976826047320963,-1.9522625730405798,-1.0173719393110243,-1.2486900836472457,-0.07138648778360807,1.825765497990329,-0.5173707211340186,-1.611904917419964,0.4979884036563664,-0.6758446990085204,-0.8072396364812897,-1.212949603730592
1217,-1.4679134971012064,-1.243593518233576,-1.68276973041265,-1.4677672231494385,-0.12002056036478417,-1.2975289256031994,-0.8136120822252046,-0.5631776453286074,-0.578267374351104,0.44219121753788393,1.737703479453114,-0.992190381829295,-0.7613528162926817,-1.1144113127407778,-0.6437015841277187,-0.9675977378874403,-0.7650672955691449,-0.676374726540906,-1.1562249807703573,-1.9227167544219415,-0.9596345318548231,-1.1952077631643743,-0.07142088854580621,1.9301977413569638,-0.46519582624827577,-1.616448035105252,0.5553762109585416,-0.6762306027338473,-0.837459013987478,-1.2729575857397555
1218,-1.4693444828980968,-1.229003065127346,-1.7094950992294569,-1.4794961548163743,-0.07690572398106096,-1.2612684309449633,-0.8275179002715488,-0.612767928056517,-0.566908530616583,0.44789545789516244,1.794958708673589,-1.0759457644159425,-0.8539656477108617,-1.2232778663566328,-0.7300665236937082,-1.0848472152727842,-0.8497041341614391,-0.7383970634437272,-1.259005340175502,-2.040900028896495,-1.0338683414413674,-1.2620606637679634,0.023425518536021237,2.008806305234405,-0.42478668202385045,-1.597920789131308,0.5567272491019346,-0.6621567291758647,-0.8676783914936663,-1.332357643080684
1219,-1.420690965803823,-1.1738835756149226,-1.6680634207938179,-1.4280401965356238,-0.0796723205235711,-1.2245618263631994,-0.7696418676963299,-0.5545167708594696,-0.5182981306636414,0.48496058929619495,1.838826652504381,-1.0745164254602408,-0.8523851507486887,-1.2063693186901392,-0.8394547538138312,-1.1754973824922603,-0.8473924518174265,-0.8702173297197876,-1.2857800556507917,-2.0556729382058143,-1.0586129446368822,-1.2888018240093988,0.024480777328467523,2.0044793215179992,-0.3822988162290158,-1.5653333037711632,0.5570298029213379,-0.6003257678263273,-0.8676783914936663,-1.3111320317497632
1220,-1.435000823772727,-1.1900951901774,-1.684843462461953,-1.4488495914285744,-0.03972805274387552,-1.2114390314183796,-0.7972487557608436,-0.5829388954213793,-0.6022309504178742,0.4744845968480887,1.8359611234102335,-1.097063338919738,-0.8865588314359827,-1.2177907286188872,-0.8387015614459428,-1.1917122808051006,-0.8409010429088601,-0.8874595321124665,-1.3376020856029653,-2.0852187568244527,-1.0668611457020538,-1.2888018240093988,0.11727750523670574,2.001162521710886,-0.38802855672189396,-1.597055876187118,0.5567276012914583,-0.5997585861612378,-0.9281171465060429,-1.278951576982382
1221,-1.4464487101478503,-1.2030644818273821,-1.7221390366293474,-1.4061478050619167,0.01791753627683888,-1.184222448691064,-0.8162392064156991,-0.623184210763811,-0.6065970059783309,0.47533616818285856,1.7988584704102826,-1.1502636494875402,-0.945385276278659,-1.2223773873398707,-0.8277415542812623,-1.190790652368275,-0.8716202644228799,-0.9428486067485036,-1.3263739791133278,-2.026127119587176,-1.0833575478323971,-1.22194892340581,0.02249325191450925,2.1129763534483104,-0.370959023006908,-1.5961450213543082,0.556431472053489,-0.5369157413118905,-0.8676783914936663,-1.225153156707508
1222,-1.4686289899996519,-1.2281924843992222,-1.7350458837840286,-1.4544256012135623,0.07391051231861928,-1.184222448691064,-0.8295795321379079,-0.6793637280915641,-0.6023374395778852,0.47820672587158003,1.8646605771518256,-1.2149563853679597,-1.0169195139245308,-1.3304110890916174,-0.8690574301042516,-1.2181618932409055,-0.9370806321705555,-1.1134220464323399,-1.4015159225439795,-2.1295374847524102,-1.1163503520930833,-1.2754312438886812,-0.07245718416312058,2.082871788954906,-0.3697496214289685,-1.5959536920984678,0.5581512595334114,-0.5367940713163559,-0.8676783914936663,-1.2769538324922836
1223,-1.452172653335412,-1.209549127652373,-1.7237386101658292,-1.418505710148308,0.10152751143323607,-1.1850252505260739,-0.8448011916054318,-0.7411127943514079,-0.5597417755734304,0.49203634411239244,1.8878032837232857,-1.1887922333608472,-0.9879884037773405,-1.3304110890916174,-0.8754687743334456,-1.2090334358264025,-0.9247897585831114,-1.043723661521889,-1.3756049075678929,-2.1295374847524102,-1.0833575478323971,-1.2754312438886812,-0.1670755331405449,2.1370259131361267,-0.4295357692722697,-1.659568027424959,0.5547771549946156,-0.6045066334427143,-0.8676783914936663,-1.3295264248844987
1224,-1.407812093631809,-1.1592931225086929,-1.7136668670084765,-1.4287880807830386,0.11679275872753059,-1.1481067977520256,-0.8000989364109549,-0.6756399392922402,-0.5754193463528482,0.488866034850521,1.9290466472977978,-1.1916180477117326,-0.9911130586952125,-1.3396642093464426,-0.8220092691970914,-1.1318794404254513,-0.9101196095792965,-1.0913901133449537,-1.3220554766173132,-2.099991666133772,-1.0586129446368822,-1.22194892340581,-0.16566104220843464,2.138256919198765,-0.42459551945929425,-1.5806107846686692,0.5548296565543962,-0.6020608973897456,-0.8072396364812897,-1.3213971619472025
1225,-1.4893782840545629,-1.2516993255148148,-1.8231629614573261,-1.4594346441708388,0.042143618390236684,-1.1972886197353643,-0.9098596081079318,-0.756272551525778,-0.6733893735630946,0.4683311986576548,1.96253148398833,-1.1845775105534586,-0.9833128718739734,-1.3151426270568785,-0.8040267841767158,-1.1617006319189938,-0.9183885303004624,-1.0484133672879685,-1.30909996912927,-2.0704458475151335,-1.0586129446368822,-1.22194892340581,-0.16561571240732528,2.1362338250074013,-0.4255554314197903,-1.6320945951240386,0.5551374678958327,-0.6007826110329164,-0.8072396364812897,-1.3526754964211076
1226,-1.4807923692732206,-1.2419723567773282,-1.8074361099751006,-1.3832864849216935,-0.029224779144433916,-1.1740548111868037,-0.8744261109352615,-0.7128520124584462,-0.6302066539329372,0.48380829685137117,1.8979396954406595,-1.179554061367181,-0.9880252617985092,-1.2976105550146106,-0.8537103329238597,-1.2042501589767949,-0.9282443159423889,-1.0791241031055587,-1.3220554766173132,-2.040900028896495,-1.025620140376196,-1.2353195035265279,-0.07164718527663898,2.1103811281750127,-0.38191428387190185,-1.5357702527049344,0.5551754882510993,-0.5434109221642649,-0.8676783914936663,-1.2710784604609229
1227,-1.490093776953008,-1.2687215208054161,-1.823300946858282,-1.4011211200618015,-0.007410287822515725,-1.1869800622764086,-0.8540688899423547,-0.7074825284358511,-0.6580680905249423,0.4799802548445052,1.9325704599543927,-1.2303627794170635,-1.0442071941592095,-1.2974172471426824,-0.9317923236128333,-1.1494024702458647,-0.9549721859771617,-1.1527429005820753,-1.3946063185503565,-2.040900028896495,-1.1081021510279117,-1.2620606637679634,-0.16619337475618304,2.1146350248190293,-0.3755112622857951,-1.535354001235985,0.5551461207090225,-0.543697722608032,-0.8676783914936663,-1.3184191183006553
1228,-1.5129895497032548,-1.2946601041053802,-1.840715516838819,-1.5122811240535998,-0.053573277034049745,-1.1640935660236469,-0.9091752883299905,-0.8034362405127071,-0.6899083493682722,0.46544265816413183,1.9546887734373102,-1.1843539789958024,-1.0086926242667489,-1.2180762038048947,-0.8683424766371979,-1.140656442982088,-0.9107874756783103,-0.9207253263862692,-1.389424115555139,-2.0113542102778568,-1.1163503520930833,-1.2620606637679634,-0.26135768704004986,2.0074005843114775,-0.4349625415403395,-1.5958501427143017,0.5551039040040775,-0.6123427675165819,-0.9281171465060429,-1.4045470622512908
1229,-1.5523416591177415,-1.3392420441521935,-1.887355390041798,-1.5258782096882344,-0.06728384397038481,-1.2027466969653933,-0.9242985657922036,-0.8374666362472553,-0.6611562761652654,0.48387301949064,1.9432702463506328,-1.1470330926915946,-0.9674249129278039,-1.2004501253405344,-0.8456048906101535,-1.0751899612951368,-0.8751440675928591,-0.9540646887261857,-1.3211917761181105,-1.981808391659218,-1.1163503520930833,-1.2353195035265279,-0.26139082359057253,1.891175831679699,-0.43767041188103734,-1.6257275301429694,0.5548062048755537,-0.6800976993813804,-0.9885559015184191,-1.4104397791183374
1230,-1.5272994076721589,-1.3108717186678578,-1.8369335410681766,-1.5098360579889416,-0.0756938077965115,-1.1651697638910778,-0.9122093493076264,-0.8743882926093546,-0.6587425218716795,0.472715043495006,1.8781850115172931,-1.1026563002800438,-0.9365291090033756,-1.1570026463689642,-0.7985766819519098,-1.0972236397032702,-0.8751440675928591,-0.8562135178730162,-1.3056451671324583,-1.9522625730405798,-1.1081021510279117,-1.2353195035265279,-0.2613232720732262,1.9169578589015657,-0.4745677129257915,-1.5580197536955553,0.6237321737154661,-0.67992215999276,-0.9885559015184191,-1.3550179676038308
1231,-1.528014900570604,-1.3116822993959818,-1.8703580505519573,-1.5795050040442178,-0.03162412835829299,-1.140917835669838,-0.9073692924657948,-0.839428563101665,-0.6872639430292733,0.4446515338342047,1.8864921294764991,-1.1215818011965513,-0.9380471272032593,-1.1865348146885828,-0.7454540631993218,-1.1478319810441233,-0.8642234994779313,-0.8463291261080933,-1.298735563138835,-1.9374896637312606,-1.0833575478323971,-1.2353195035265279,-0.26139334065022296,1.949036151907279,-0.450112866318819,-1.5529608535481887,0.6235070900817187,-0.680013078816957,-0.9885559015184191,-1.4324619850949083
1232,-1.5172825070939262,-1.2995235884741234,-1.8703580505519573,-1.593806733625191,-0.05570331154022988,-1.1530926214381743,-0.9074977522448747,-0.7959693017937858,-0.6872639430292733,0.4489921634355637,1.8493757426557784,-1.137774534897019,-0.955952303803097,-1.218466440676191,-0.7687128156391021,-1.2203874848989655,-0.9273829393326958,-0.8463291261080933,-1.290098558146806,-1.9227167544219415,-1.0916057488975686,-1.2353195035265279,-0.26387010461888455,1.8975893002897306,-0.5254913275257334,-1.551632006867415,0.6203817234220362,-0.680131320853396,-0.9885559015184191,-1.4663511196286165
1233,-1.5244374360783781,-1.3238410103178397,-1.8868635323002108,-1.5407616942798879,-0.050023219523748705,-1.1650557484208708,-0.9345356782950138,-0.8477796596464222,-0.716401405573273,0.4429939576887673,1.891383856182696,-1.1154791782526559,-0.9577245003801605,-1.1882451079763918,-0.6762532368504512,-1.1802105484436538,-0.9140851190005828,-0.7910380363230113,-1.2849163551515888,-1.9079438451126223,-1.042116542506539,-1.2085783432850923,-0.26876707541905015,1.8618124911060345,-0.5488314949646715,-1.5488733857754398,0.6192446829990311,-0.7484008566255036,-1.0489946565307957,-1.5194916748913507
1234,-1.537316308250392,-1.3384314634240695,-1.8712830530030586,-1.6128757063998223,-0.11069247821702922,-1.1527541416276874,-0.962481626057728,-0.850799994409132,-0.6752094623144197,0.44893332132391284,1.9022797825781341,-1.1389636033737538,-0.9836924923768904,-1.2028207508612532,-0.7330894202088195,-1.1928536780228605,-0.9688313894246969,-0.8421020197391594,-1.3151458726236902,-1.9227167544219415,-1.0668611457020538,-1.2620606637679634,-0.26885259578773874,1.8826991323026228,-0.5449925062175831,-1.5434671952919266,0.5447872370162661,-0.7485398222328391,-1.0489946565307957,-1.5204512648320838
1235,-1.537316308250392,-1.3384314634240695,-1.8437389739715169,-1.5726946566247066,-0.11274906325747952,-1.1655117719142611,-0.9336410832159097,-0.7920131795511766,-0.664205582446602,0.4558150271761863,1.8842990620345905,-1.1486186764828663,-1.0093000925610578,-1.1962351890007166,-0.7445037100707107,-1.2379896656675027,-0.9740241553090645,-0.8421020197391594,-1.347102791094197,-1.9374896637312606,-1.0668611457020538,-1.2754312438886812,-0.2685128438715773,1.886479098769741,-0.5251453624653132,-1.4808330837086607,0.5465718987271296,-0.7484249979044222,-1.0489946565307957,-1.493162500805602
1236,-1.5129895497032548,-1.3108717186678576,-1.8031779082239603,-1.5040614887414112,-0.1243173541100127,-1.1789293224401936,-0.9373686603153055,-0.7940267360596498,-0.6687694035899362,0.4645489770244576,1.909436956911211,-1.1492918976077449,-1.0100445093689092,-1.1997372703675862,-0.7287284397768955,-1.2343647554803339,-0.9881586988334221,-0.8017355844621982,-1.3928789175519507,-1.9670354823498988,-1.1163503520930833,-1.3155429842508346,-0.17454634232049687,1.885010927918675,-0.48559468251915766,-1.571225196189564,0.5470952431511246,-0.7343510136348413,-1.0489946565307957,-1.5216920431835428
1237,-1.4908092698514532,-1.301955330658495,-1.7727476218515703,-1.5464369837961471,-0.11954313883753924,-1.1662646357020925,-0.9455114915618601,-0.7374470889129054,-0.670899186790159,0.4508405557694494,1.9015830334579213,-1.197770734681286,-1.063650167018392,-1.256119846867966,-0.6909917630593951,-1.2473164005674509,-1.037341940036138,-0.8625138816026517,-1.414471430032023,-1.9965813009685371,-1.1658395584841128,-1.3289135643715524,-0.07964717641838853,1.9147135150740917,-0.4684694100363127,-1.5132037121426132,0.6241028980755968,-0.7311345198411806,-0.9885559015184191,-1.4855958495265502
1238,-1.4879472982576725,-1.2987130077459996,-1.7727476218515703,-1.6062923705609615,-0.14553200812846612,-1.1662646357020925,-0.9729573528886117,-0.7701480210553207,-0.6474281066244388,0.4413791706412041,1.863151205362687,-1.2637823649402453,-1.1394868659812094,-1.3539224247322328,-0.6853842883988334,-1.2816768227966977,-1.0594990763108094,-0.9390785866806128,-1.466293459984197,-2.099991666133772,-1.2400733680706573,-1.3155429842508346,-0.07998056750322104,1.8641597178669873,-0.46964624902498797,-1.5036589652899985,0.6215275708850151,-0.7300356580299618,-0.9885559015184191,-1.4336112513411676
1239,-1.4536036391323024,-1.276016747358531,-1.7399909352683194,-1.6026601852705558,-0.13419630725074663,-1.1662646357020925,-0.9640319788878821,-0.7207190809963591,-0.6815046378280026,0.4300042496177748,1.86336072556394,-1.2586236121270677,-1.1362531219934475,-1.327517348158127,-0.6195135452085774,-1.224986397379315,-1.0715076211147447,-0.9840944019786771,-1.5034325814499214,-2.0852187568244527,-1.3060589765920299,-1.355654724612988,-0.07986639640476384,1.8880153017874521,-0.45744986180599717,-1.4986799357122245,0.6909367989962558,-0.7296113004764055,-0.9885559015184191,-1.4253066105117211
1240,-1.4278458947882748,-1.263047455708549,-1.7123224062359004,-1.5940337452058415,-0.014314537601171129,-1.1300363916997538,-0.9123438593080875,-0.733432883309475,-0.6416472665095484,0.456573938670908,1.909227834014388,-1.3255974799166552,-1.210309729884931,-1.4086003494401533,-0.682355954255678,-1.2238308579013562,-1.1492296939517719,-0.9814975386370677,-1.5543909109028922,-2.1590833033710486,-1.281314373396515,-1.4893605258201656,0.014555570783271824,1.856166742546691,-0.43814308935904894,-1.4384310040668997,0.6929816067645157,-0.6632110705733495,-0.9885559015184191,-1.4503780245600042
1241,-1.4600430752183096,-1.2995235884741234,-1.712980121676806,-1.6439006224220396,-0.042433441398279356,-1.1687093479667108,-0.9640357715141153,-0.8155756629243676,-0.6941819187817097,0.42843997680922263,1.9022930661872872,-1.3297819482476207,-1.2149367215855484,-1.416519262949404,-0.7310369575786756,-1.1993742949616635,-1.1528880869520488,-0.9172827704743796,-1.5898026313702107,-2.1590833033710486,-1.281314373396515,-1.5161016860616015,0.014179185137773163,1.7820593350917053,-0.4709877957155348,-1.3589272237067271,0.6200322225089944,-0.7303821299746146,-0.9885559015184191,-1.4640256099569169
1242,-1.4528881462338572,-1.2914177811928849,-1.679726684674367,-1.6068220642491458,-0.019786522798083895,-1.1554190937454016,-0.9387728876530358,-0.7322131327322268,-0.6686245203790365,0.4315623388046075,1.893055364630082,-1.3759549113978597,-1.2703341461144726,-1.4980412507709986,-0.7936182545990148,-1.1956917276296084,-1.1453379021595125,-0.9526193878944249,-1.588075230371805,-2.188629121989687,-1.2978107755268582,-1.4626193655787303,0.10884546904463585,1.8953405357599638,-0.4803404912342753,-1.3545589816485608,0.6940211091047166,-0.6647274504216514,-0.9885559015184191,-1.4523324461003546
1243,-1.4671980042027615,-1.3076293957553622,-1.7120099737805923,-1.6410251424004683,-0.028588217108105732,-1.1948815957829624,-0.9608349999460255,-0.7612225446091079,-0.6026012411721314,0.450601509704795,1.905481252650617,-1.3832746858741958,-1.301835689037395,-1.5080677239427507,-0.8187291280949215,-1.2476757829688303,-1.1453379021595125,-0.918464933442118,-1.613122544848689,-2.203402031299006,-1.3143071776572013,-1.4492487854580125,0.014671551551026264,1.843167233340731,-0.5171167197330881,-1.3352600818663334,0.6946920899957258,-0.6696799943251621,-0.9885559015184191,-1.462323996276351
1244,-1.4915247627498984,-1.3351891405115741,-1.7414813432169993,-1.6223109130558666,-0.02255311934059403,-1.2077433533211723,-0.9679750227926245,-0.7627198045769469,-0.5839578367665182,0.4684645829200917,1.9170758723988328,-1.4390274901893751,-1.3634845635057407,-1.5667641893353947,-0.8210083905377934,-1.2986971416050455,-1.220506126288911,-0.8237209446618129,-1.6519890673128192,-2.247720759226964,-1.3143071776572013,-1.5027311059408837,0.014691440867745157,1.7929200450299645,-0.5013123024589053,-1.4203601119167522,0.6972791752522215,-0.7378096787971531,-0.9885559015184191,-1.4929966995739956
1245,-1.5659360241882003,-1.4032779216739797,-1.8446311362444237,-1.7240877717141163,-0.03319105029387479,-1.1828578356418764,-1.0387963675470524,-0.8126069578157212,-0.591412077967298,0.4449372149855595,1.9198823591678427,-1.490621232103997,-1.4205345389772124,-1.6141108586808575,-0.8320496227807336,-1.3217026525131363,-1.2545274769709391,-0.8545963504845847,-1.713311802756225,-2.2920394871549217,-1.3308035797875446,-1.542842846303037,-0.07730549275701877,1.7649261462894896,-0.5568198128138013,-1.4254199115502701,0.697549304616562,-0.8024022404880081,-0.9885559015184191,-1.5569125828956916
1246,-1.6224599631653718,-1.467313799195766,-1.9045095913318857,-1.6368468609343367,-0.03617799523357629,-1.2566628470750196,-1.1387381794934401,-0.9182734985632571,-0.6105091339959619,0.44742921352541487,1.9723207929632338,-1.4892483964703398,-1.4190165207773284,-1.6011500246321508,-0.8481509414814429,-1.272947372373011,-1.2654480450858672,-0.8545963504845847,-1.711584401757819,-2.2772665778456025,-1.3060589765920299,-1.5562134264237548,-0.07768017384744941,1.7339369545687857,-0.5556414860236834,-1.5179405075660706,0.7045445965126972,-0.803773731658503,-0.9885559015184191,-1.6356572306473824
1247,-1.6432092572202828,-1.4908206403113584,-1.9488090945166583,-1.6295572668445637,-0.07418809374903901,-1.3442139305574745,-1.1002792485589727,-0.8654499087496259,-0.5780299401925652,0.46469541753002586,1.9806677730482338,-1.4875986901859735,-1.4171923518071075,-1.590766859133148,-0.7963492429454286,-1.2420166458169333,-1.2794459178344033,-0.7891192781478324,-1.710720701258616,-2.2772665778456025,-1.3225553787223732,-1.5562134264237548,-0.07713948897986762,1.6562119687136714,-0.4909550882563839,-1.5778620919718098,0.7114370030301941,-0.7351610903943954,-0.9885559015184191,-1.6674641536895718
1248,-1.6217444702669268,-1.4827148330301196,-1.8659382206053003,-1.5880662089080415,-0.03135481365061466,-1.2955914750473945,-1.079694852563909,-0.861132378928573,-0.5424199650848407,0.48717316409367756,1.9970187957800423,-1.5166391076287962,-1.4461948921662189,-1.6096745041261438,-0.7944502962576596,-1.2050652358053504,-1.266983348123464,-0.8268894000794856,-1.7582242287147754,-2.32158530577356,-1.3885409872437458,-1.5829545866651902,-0.07717348917162477,1.7115891218794188,-0.4497111161034648,-1.5510098886727846,0.7114990021976418,-0.6673572363047515,-0.9281171465060429,-1.6662030494470592
1249,-1.6589501009860776,-1.5248650308925613,-1.925050562557223,-1.5733104561657676,-0.07595088092656808,-1.3321046261524871,-1.1022281472172633,-0.938034748656029,-0.5104732170814994,0.4863851664435256,1.9767701772749056,-1.4864730072361207,-1.4128386124391152,-1.6187344549759244,-0.7701760906370045,-1.168309435121449,-1.2320976707138631,-0.8586298305770528,-1.761679030711587,-2.336358215082879,-1.3967891883089174,-1.5963251667859082,-0.17214204751055295,1.6826194937168357,-0.44938868266617016,-1.585735246746332,0.7114888163241754,-0.6704758425942113,-0.9885559015184191,-1.6677756747825156
