,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1628,1628,He took them ceremoniously from group to group:,0.09426477204158801,0.07476706122411206,0.14108563380977293,0.0564968228927555,0.010123139799558898,0.024407019464917187,0.04575466773930917,0.051951445393468104,0.010334870226428807,0.07149255431050336,0.04039599087331087,-0.06574037129772949,0.5983543175538257,0.5022601701039062,1.180649374704192,-0.4533351665243665,0.10473996795929795,0.1336409366170415,0.9942739977226034,0.8781625838108713,1.5061978227216386,0.17973902022184937,0.20455029301663624,1.5825919079117086,0.22847867718208575,0.9570760247213594,0.11623321825297346,0.7829044525912502,0.7037406409031796,0.32367474160057713,0.014224898089225523
1629,1629,"""Mrs. Buchanan . . . and Mr. Buchanan """,0.08416825312768868,0.06426070361724913,0.13254447028120522,0.04851358197647982,0.002634335888919264,0.018372590548999902,0.04123723715655937,0.04014701771966115,0.0035844705925877365,0.07047167661014613,0.03403212643723238,-0.06646111540942264,0.5435411790023822,0.44667371530009475,1.1015132939920338,-0.49228961809943306,0.03052579193329508,0.08669842095363742,0.9381086856178941,0.763325387947836,1.3806892132860902,0.07222914775332585,0.14316209208418593,1.5259415435927126,0.15918925780668666,0.863750494635342,0.06570525186293275,0.7606051368186358,0.6425279589494894,0.2532668698814019,-0.09034796411530732
1630,1630,"After an instant's hesitation he added: ""the polo player.""",0.07957892634864352,0.0633055801984434,0.12231872033616038,0.044843126382789845,-0.005569659840619951,0.02148471112831477,0.043743402792719766,0.03884703286690769,0.002518618018823357,0.06310253982824963,0.03226395651295444,-0.0599792103949242,0.48912784287128025,0.43143828946865,0.9692653890458574,-0.5871143238825969,-0.028958458629027656,0.10073576604369591,0.9189027306733725,0.7528856428693782,1.2133444007053589,0.11523309674073529,0.1738561925504111,1.5256661945080614,0.07783527537206755,0.862399411999573,-0.10783335653494351,0.760613713707667,0.642652505234134,0.2532668698814019,-0.12274171944265175
1631,1631,"""Oh no,"" objected Tom quickly, ""Not me.""",0.07957892634864352,0.0633055801984434,0.12231872033616038,0.04553133680660672,-0.0018335419604225236,0.02148471112831477,0.043743402792719766,0.03884703286690769,0.005183249453234306,0.06223686813531245,0.03407707141681937,-0.060841805408050134,0.48912784287128025,0.43143828946865,0.9692653890458574,-0.5302254353868286,-0.013857087353458263,0.10073576604369591,0.9189027306733725,0.7528856428693782,1.2133444007053589,0.11523309674073529,0.1738561925504111,1.468795595073654,0.035161843842998156,0.8098283232468461,-0.22771405140387235,0.6526593768496803,0.5823222816336773,0.1828589981622263,-0.23397429944361517
1632,1632,"But evidently the sound of it pleased Gatsby for Tom remained ""the polo player"" for the rest of the evening.",0.07957892634864352,0.0633055801984434,0.12231872033616038,0.04713716112884608,-0.008667903936393427,0.02148471112831477,0.043743402792719766,0.03627343966565954,0.005183249453234306,0.05500071215690953,0.03407707141681937,-0.06623376880321238,0.48912784287128025,0.43143828946865,0.9692653890458574,-0.5902500238528079,0.002444960984999238,0.10073576604369591,0.9189027306733725,0.7528856428693782,1.2133444007053589,0.11523309674073529,0.1738561925504111,1.4244047053152222,-0.048481512508882954,0.8003185674263568,-0.17679207862863486,0.5550912082954432,0.5822373763666951,0.11245112644305076,-0.1976703815655465
1633,1633,"""I've never met so many celebrities!""",0.07774319563702546,0.061395333360831965,0.11982881308042981,0.047595968078057334,-0.003048539645039574,0.024519491979141602,0.03887064808088606,0.026842897375141516,0.003975283202968009,0.04762157403324611,0.03458528074487246,-0.060783045024717805,0.48098281291801837,0.4231783475762922,0.9496842872593816,-0.5161154565050787,0.09580702164992978,0.1256307944073576,0.8772107988783783,0.7320061527124626,1.171508197560176,-0.013778750221492943,0.20455029301663624,1.367504500059224,-0.05082003695003034,0.6915140228147066,-0.20313164934950279,0.4462979128012038,0.5207829821048061,0.042043254723875205,-0.2679516378025544
1634,1634,Daisy exclaimed.,0.0815982301314234,0.06540685171981599,0.12398049493856557,0.04363875814111034,-0.006119170157071754,0.030953005289918796,0.039839380550275215,0.021259556634366336,0.008416335593652924,0.054681780480564254,0.04173111427679372,-0.06400651163552193,0.5273871991709046,0.47023741748749204,1.0014910129830386,-0.5321154113600969,0.1113637951168264,0.19899856690334541,0.8772107988783783,0.7758530820419851,1.2133444007053589,0.007723224272211689,0.26593849394908636,1.367689252001403,-0.052370939010531886,0.7711026159125259,-0.09565090418972819,0.4465816412929953,0.5792904508347526,0.11245112644305076,-0.23429604993054817
1635,1635,"""I liked that man what was his name? with the sort of blue nose.""",0.07921178020631992,0.06292353083092111,0.14662275619853518,0.04673570504828625,-0.016131855621665896,0.03407898708007955,0.03880086046024556,0.02053231873123179,0.009245332039914107,0.054782164318298944,0.045934434468431824,-0.06343354111712396,0.5028781871489214,0.4453826267375075,1.240336385065813,-0.6404760246872478,0.13684275407254098,0.22857826830328226,0.8772107988783783,0.7904687251518261,1.3388530101409073,-0.013778750221492943,0.29663259441531153,1.3676304479180006,-0.08327671185223073,0.8334709718864555,-0.09628535496036601,0.444184802336174,0.5652558657369836,0.1828589981622263,-0.13834394582128734
1636,1636,"Gatsby identified him, adding that he was a small producer.",0.07517317264076018,0.05872098778817594,0.13990097051959177,0.04105796905179708,-0.008626483560781485,0.03407898708007955,0.03880086046024556,0.025184945678876237,0.010390136656179553,0.05314601888924311,0.04584560035313533,-0.06394137280653671,0.46020382963980394,0.4021062096657877,1.167070610925274,-0.5608105395411366,0.06623262649641101,0.22857826830328226,0.8772107988783783,0.7445338468066117,1.2551806038505415,-0.013778750221492943,0.29663259441531153,1.36755420027607,-0.10541455544599122,0.7931461228210464,-0.09521823500144612,0.4438518143285993,0.5042331088934494,0.1828589981622263,-0.21394621003244912
1637,1637,"""Well, I liked him anyhow.""",0.0726031496444949,0.05604664221551992,0.13702868201877405,0.03165242659296654,-0.02040367702644448,0.02802738063601388,0.03886960741117692,0.02729129794754054,0.0065304583966388444,0.05213217917012927,0.03841195015526438,-0.06537305329540594,0.4411177614995644,0.38275087092589444,1.139657068424208,-0.6633254256469642,-0.015087895441115,0.17979417500481396,0.8772107988783783,0.7153025605869299,1.2133444007053589,-0.013778750221492943,0.23524439348286116,1.3678065646873687,-0.05280666727655815,0.8482635464534186,-0.10375400078264452,0.4479812013257807,0.498481151322952,0.1828589981622263,-0.29080281471468944
1638,1638,"""I'd a little rather not be the polo player,"" said Tom pleasantly, ""I'd rather look at all these famous people in in oblivion.""",0.06599451908266989,0.04916975360011873,0.13422821184280045,0.028727532291744844,-0.020108211680412606,0.02802738063601388,0.03886960741117692,0.02729129794754054,0.005819890014129259,0.046589213310860196,0.03774980581104918,-0.059571815160696526,0.36823297236036934,0.30883780656872684,1.114204233197376,-0.6732499137763286,-0.06508138226002491,0.17979417500481396,0.8772107988783783,0.6401363960220341,1.171508197560176,-0.013778750221492943,0.23524439348286116,1.3678055508824192,-0.05179169174781213,0.8193172724231051,-0.12124163418553643,0.4508587410133594,0.49978181586745024,0.1828589981622263,-0.3301274635082108
1639,1639,Daisy and Gatsby danced.,0.06783024979428794,0.05108000043773017,0.13793151739803838,0.028612830554442036,-0.019956336969835474,0.031146930421618108,0.03886960741117692,0.02729129794754054,0.014346710604244296,0.05364756765785113,0.043551773503416956,-0.058418309275660364,0.38758725417852935,0.3284651430062432,1.114204233197376,-0.6704041386572441,-0.05110819796991836,0.1706575293595475,0.8772107988783783,0.6568399881475665,1.171508197560176,-0.013778750221492943,0.23524439348286116,1.3675428072820897,-0.050073276425266044,0.93083813077547,-0.05666412401551891,0.55625885662113,0.5603296880319761,0.2180629340218141,-0.3710122423742244
1640,1640,"I remember being surprised by his graceful, conservative fox-trot I had never seen him dance before.",0.06177233844594834,0.04859667954883529,0.13793151739803838,0.022648340214695833,-0.021113346128595802,0.028167784572305336,0.03953968328516896,0.029924238283370916,0.012215005456715536,0.05364682681772025,0.04108520447630907,-0.06074311859546753,0.36559583470416374,0.33349875015297414,1.0028367167867962,-0.5925655488764295,-0.09875630500799532,0.14801008260274787,0.9314047804958604,0.6296966509435763,1.2133444007053589,0.007723224272211689,0.20455029301663624,1.3675426018040346,-0.026815584736627627,0.9243335293679051,-0.022073086143779445,0.6558804265380151,0.5737528453239954,0.2180629340218141,-0.3790603498071924
1641,1641,"Then they sauntered over to my house and sat on the steps for half an hour while at her request I remained watchfully in the garden: ""In case there's a fire or a flood,"" she explained, ""or any act of God.""",0.06672881136731709,0.053754346010386186,0.13463315813691096,0.024254164536935196,-0.021563447543578935,0.028167784572305336,0.04219175397620926,0.03663140650917137,0.015057278986753882,0.05363645505588788,0.0431115115005503,-0.06198671473566002,0.4336431105818619,0.40250605250892607,0.9674459855977371,-0.6107955177471627,-0.04900545302879002,0.14801008260274787,0.9314047804958604,0.6526640901161834,1.171508197560176,0.029225198765916408,0.20455029301663624,1.3108267052689562,-0.1169497868941976,0.9238017115577195,-0.06752656387254377,0.5636795474406692,0.5738900171464733,0.2180629340218141,-0.4541903038096961
1642,1642,Tom appeared from his oblivion as we were sitting down to supper together.,0.06654523829615529,0.05356332132662505,0.13120239924101468,0.02978278827493071,-0.026023041317798333,0.025041802782144577,0.04219175397620926,0.03663140650917137,0.010688599301694945,0.05311786696426955,0.03554194494918811,-0.061355179908424415,0.4123050605883825,0.3808669604425081,0.9012829025818337,-0.653881652761701,0.007466832119895118,0.15363726795036403,0.9314047804958604,0.6505761411004921,1.1296719944149933,0.029225198765916408,0.20455029301663624,1.3107551445644807,-0.1403346896959249,0.9176665807965868,-0.04973046546555522,0.4610802435795755,0.5736698077073966,0.2884708057409894,-0.42098277422344615
1643,1643,"""Do you mind if I eat with some people over here?"" he said.",0.05461298867063789,0.04114671688215068,0.133170317819952,0.02025107390506707,-0.02835915050231202,0.025041802782144577,0.03812624428271479,0.028382154802242356,0.0019249225840767136,0.053152316030355626,0.02880843101317011,-0.06685040384042189,0.308575637575065,0.27567409908603413,0.9109510380310322,-0.6691744210486965,-0.09260700903578095,0.15363726795036403,0.9314047804958604,0.5148594550805409,1.171508197560176,-0.05678269920890238,0.20455029301663624,1.2539807428231706,-0.16183942024851236,0.9133950471120277,0.051263035629536255,0.3509466956275092,0.5739185555080561,0.2180629340218141,-0.4846604485553291
1644,1644,"""A fellow's getting off some funny stuff.""",0.04855507732229829,0.03484290231803292,0.12738205130309402,0.01306065139702842,-0.0380404729620106,0.025314995630455115,0.03660770813173858,0.023650398341821616,0.0009942454770187031,0.05254408628290041,0.02806513853863606,-0.0747280304299097,0.2721290237877563,0.23871328816405413,0.8315028278224031,-0.7468068279633368,-0.1558025730815039,0.20255015523156877,0.8897128487008659,0.4459571375627195,1.0878357912698104,-0.09978664819631182,0.20455029301663624,1.197229369907523,-0.13218703663357848,0.8292973254779908,0.16337098925348484,0.34598793399286987,0.6325935154193688,0.2884708057409894,-0.5344260799058372
1645,1645,"""Go ahead,"" answered Daisy genially, ""And if you want to take down any addresses here's my little gold pencil. . . .""",0.0491057965357837,0.03541597636931636,0.12802447067171752,0.012437683321389389,-0.04198369272026775,0.028575805526873787,0.03689159273741088,0.027420354414806645,0.005494511899579418,0.05261705903579241,0.02677513855176083,-0.07643510046471254,0.34237765866715814,0.3099530067962665,0.9062929341953708,-0.7310796549772672,-0.13344824017969156,0.24111736733389785,0.8227593527962556,0.4522209846097941,1.0878357912698104,-0.09978664819631182,0.23524439348286116,1.1973090087864453,-0.1291899360615184,0.8007547612265125,0.26804763724295666,0.3460607453958008,0.6943715386470891,0.35887867746016494,-0.530741686951741
1646,1646,"She looked around after a moment and told me the girl was ""common but pretty,"" and I knew that except for the half hour she'd been alone with Gatsby she wasn't having a good time.",0.0520429656743726,0.03847237130949467,0.13680641716031436,0.014215560249582966,-0.04187323838530257,0.03161998729598928,0.03753062803248179,0.029855470968696278,0.007784121132110307,0.05243036732280981,0.02896397120227506,-0.07186063214619805,0.3827831308184798,0.35092852855841067,0.9902294231575103,-0.6945507172810534,-0.08555099834864853,0.2660123956975594,0.7631870432112073,0.4856281688608591,1.2133444007053589,-0.07828467370260711,0.26593849394908636,1.253864348844873,-0.04213112388848335,0.9138456505901363,0.2638800863916245,0.2485071042353418,0.7541201246638036,0.2884708057409894,-0.5685198861398741
1647,1647,We were at a particularly tipsy table.,0.05112510031856358,0.03751724789068895,0.13680641716031436,0.008056076956421987,-0.0382917565740564,0.025736777356500592,0.03671560976776079,0.02665260973727471,0.002739085616292242,0.05196400846041876,0.02004150321138637,-0.08063006439707908,0.37204447370159766,0.3400383680192369,0.9902294231575103,-0.6728413039755918,-0.13371768275667667,0.22591211802316807,0.6768252400008535,0.47518842378240134,1.2133444007053589,-0.09978664819631182,0.20455029301663624,1.197099434755578,-0.08038092180902279,0.9225671117364631,0.2117285453804909,0.24662219628557033,0.7012437398352712,0.2884708057409894,-0.640793062320067
1648,1648,That was my fault Gatsby had been called to the phone and I'd enjoyed these same people only two weeks before.,0.05626514631109414,0.042865939036000986,0.13923163179169024,0.008457533036981825,-0.04625551412504634,0.031767451187555536,0.0381861206493399,0.027858392789104007,0.00960791331388491,0.044894541511464575,0.027129600050624245,-0.0902742868279417,0.4073747389720268,0.3758670807250094,1.00838448518973,-0.7149559279581842,-0.13315218804508783,0.2960843626020253,0.7154808588845668,0.5336509962217648,1.2551806038505415,-0.05678269920890238,0.26593849394908636,1.197838585170217,-0.05838956996430194,0.9288666263563099,0.21138377423326365,0.3318852673652879,0.7617659405645183,0.35887867746016494,-0.6733812519246902
1649,1649,But what had amused me then turned septic on the air now.,0.05553085402644691,0.042101840300956414,0.13587073895221857,-0.00037450073533466474,-0.04438883586413469,0.035169521194788646,0.0381861206493399,0.024455823739723215,0.00854206074012053,0.0521288453895403,0.02586334357465063,-0.0925330068219409,0.41072335329942006,0.3792629380665908,0.9703687416783052,-0.6833487097015618,-0.25497785866988143,0.34587441932934826,0.7154808588845668,0.5252992001589986,1.2133444007053589,-0.05678269920890238,0.29663259441531153,1.1418168835080218,-0.10380054171667567,0.9276763839419276,0.3267406042793534,0.3225937780062912,0.8232527670454529,0.3940826133197527,-0.6644946840904588
1650,1650,"""How do you feel, Miss Baedeker?""",0.05663229245341776,0.04324798840352328,0.13893162513883303,-0.001750921582968403,-0.04328705387285696,0.038256410827349305,0.03917012078790753,0.029608662250274965,0.009963197505139703,0.05250519217602903,0.024375348551113174,-0.09674381151577062,0.4516205811614541,0.42073715334110107,1.0010180139465368,-0.6672755971599799,-0.23507894525662434,0.373145556538365,0.7807390544093911,0.5378268942531478,1.2551806038505415,-0.035280724715197664,0.32732669488153665,1.1976001083583774,-0.12890632911708874,0.976174597861387,0.4340552105704169,0.3273112611547905,0.8346674516402954,0.4292865491793405,-0.5707050225024745
1651,1651,"The girl addressed was trying, unsuccessfully, to slump against my shoulder.",0.05112510031856358,0.03751724789068895,0.1354220672221884,-0.006568394549686487,-0.04885395235510235,0.03193109912469921,0.03917012078790753,0.026611160944868078,0.01067376588764929,0.05242703354222084,0.024760860740452178,-0.09873677878398136,0.39453274932680427,0.362843913362768,0.9614499735904577,-0.7289433573828908,-0.3024295671657753,0.3091923671363252,0.7807390544093911,0.47518842378240134,1.2133444007053589,-0.035280724715197664,0.26593849394908636,1.1937673992178846,-0.14382393647203393,0.9537724415218449,0.4477742985685708,0.3285053082628712,0.8209915678807584,0.35887867746016494,-0.6103962342525079
1652,1652,At this inquiry she sat up and opened her eyes.,0.05424584252831428,0.04076466751462839,0.1354220672221884,-0.005708131519915401,-0.05336048922168195,0.0321220756589133,0.039064486702196644,0.024417201001344306,0.009726341377636508,0.05268521632783369,0.02457047877764237,-0.10343450289326495,0.4263902440696084,0.3951508609027552,0.9614499735904577,-0.7722581394812529,-0.29354221896294375,0.31945181243048765,0.7807390544093911,0.5106835570491577,1.2133444007053589,-0.05678269920890238,0.26593849394908636,1.1947599074707824,-0.05430841978827202,0.8606286010891523,0.45139707620906366,0.32868804931681345,0.881870532237919,0.4292865491793405,-0.6071718247829763
1653,1653,"""Wha?""",0.058651596236197624,0.04534925992489585,0.13869109229655113,-0.0010627111591515327,-0.04521172065962533,0.041348107063502386,0.04420420999191078,0.028890844527232843,0.014345035863948818,0.05272151749424698,0.03283738302291236,-0.10448698345431728,0.49626632681622457,0.4603688455237264,1.0015014571234326,-0.6590768629484555,-0.24779098222275922,0.381480094574156,0.8231112947731438,0.5607943334257551,1.2551806038505415,0.05072717325962113,0.3580207953477618,1.1947817798455724,-0.035212205970442806,0.7996750512825506,0.4559236626488028,0.3287500161881417,0.8819648863777686,0.4292865491793405,-0.5363636335297123
1654,1654,"A massive and lethargic woman, who had been urging Daisy to play golf with her at the local club tomorrow, spoke in Miss Baedeker's defence:",0.05534728095528511,0.04191081561719526,0.1326618387748717,-0.003586149379813384,-0.046263798200168724,0.03522079162284915,0.043377228771767466,0.027685061475403547,0.018786088254633734,0.04577021454616868,0.03432416713026146,-0.11023218952792442,0.4700651605098884,0.43379802719104854,0.9390887980164655,-0.6549665838703943,-0.26453158231739393,0.32594650228557426,0.7744707076789837,0.5232112511433071,1.171508197560176,0.029225198765916408,0.29663259441531153,1.1383183037612623,-0.056907274581487303,0.7367002557335922,0.4470561566636682,0.32974772296926574,0.8821308104290004,0.35887867746016494,-0.5296451142453613
1655,1655,"""Oh, she's all right now. When she's had five or six cocktails she always starts screaming like that. I tell her she ought to leave it alone.""",0.06360806915756638,0.046686432711223864,0.14168038916830802,-0.0027258863500422984,-0.04637701389350804,0.04147275520317067,0.04441574886179711,0.03108763052478434,0.0205032951790319,0.04557685527200814,0.038125702857435544,-0.11406675261548666,0.5978788732478205,0.4784261051035933,1.051468682053404,-0.6871763920185738,-0.31145373813389554,0.38510590508544823,0.7744707076789837,0.5754099765355959,1.2551806038505415,0.05072717325962113,0.3580207953477618,1.0814334431309318,-0.12236674427936553,0.7083889879829786,0.4077291658894706,0.336576345148976,0.8275085154170035,0.2884708057409894,-0.48525518821679625
1656,1656,"""I do leave it alone,"" affirmed the accused hollowly.",0.0702166997193914,0.05356332132662506,0.15089705495611122,0.00048576229443642304,-0.04476161924464219,0.038183778192998334,0.04952159085212173,0.03305173807405316,0.026969467459869136,0.04561130433809421,0.04763940045939299,-0.12087651893645114,0.5750483987393794,0.45527353305698476,1.0775895958467028,-0.6946007447699207,-0.3214892413292356,0.31192976513774584,0.5993645941400076,0.6505761411004921,1.422525416431273,0.2012409947155541,0.32732669488153665,1.0813812041562978,-0.1842977630138484,0.7560165201054672,0.5323767501273979,0.23477111113307675,0.8272814161363844,0.2180629340218141,-0.4895102936818821
1657,1657,"""We heard you yelling, so I said to Doc Civet here: 'There's somebody that needs your help, Doc.' """,0.07407173421378933,0.057574839685609086,0.15472239828927203,0.011734424029638387,-0.029259353332278283,0.03853115023342633,0.05135864327844104,0.03651930636607162,0.029811740989907482,0.03840515238499206,0.0488655578328681,-0.11391068556645459,0.6401271713529427,0.5212704518281338,1.1415545283491895,-0.6743789748609704,-0.484068306394251,0.28143970682620295,0.5993645941400076,0.6944230704300147,1.4643616195764557,0.2227429692092588,0.32732669488153665,1.0245360330557491,-0.19979699882369267,0.6992297295161569,0.37972856436563784,0.14566048252073538,0.7654945745752154,0.14765506230263853,-0.4788109076373205
1658,1658,"""She's much obliged, I' sure,"" said another friend, without gratitude.",0.07682533028121644,0.06044020994202624,0.15472239828927203,0.011906476635592605,-0.02833705963531898,0.04491659438946587,0.049072520296316494,0.031699000212782165,0.022785009207312683,0.03170943928206851,0.03718740622041139,-0.11604401594905851,0.6944772799597475,0.5763873441553079,1.1415545283491895,-0.66495017426646,-0.4718713607047075,0.4032121643901887,0.4536675008295469,0.725742305665388,1.4643616195764557,0.17973902022184937,0.388714895813987,0.9678613119454792,-0.29419638227429584,0.7032202555318007,0.20995453777033876,0.051168093008267725,0.7611267063391424,0.14765506230263853,-0.48118692176442945
1659,1659,"""But you got her dress all wet when you stuck her head in the pool.""",0.08251609548723242,0.06636197513862171,0.157461136537063,0.015863686572539604,-0.02907986503795986,0.04827476389871337,0.04758359812270493,0.0308445898784,0.02065330405978392,0.03172129272416265,0.03525723310446854,-0.12332228261846352,0.7611306908878203,0.6439811165972182,1.165784905597751,-0.6508150482762525,-0.39141694825805573,0.45300222111751187,0.5728121199996439,0.7904687251518261,1.5061978227216386,0.15823704572814465,0.41940899628021217,0.9122116750015848,-0.30179583068113236,0.6806657170822228,0.21864585301062153,0.12553869932592787,0.8220699894043706,0.14765506230263853,-0.5076923435183892
1660,1660,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker.",0.08288324162955604,0.066744024506144,0.157461136537063,0.015118125280071329,-0.028375718652556794,0.0484235396887627,0.04662898813845368,0.027847088572993114,0.021271761726042265,0.032422868328109165,0.03619870947188269,-0.12557982712340995,0.7674301799229872,0.6503694802595503,1.165784905597751,-0.6557168396787779,-0.391765752988264,0.46377260593360153,0.6350333680742379,0.7946446231832093,1.5061978227216386,0.13673507123444,0.41940899628021217,0.9121802776151339,-0.3013094037587655,0.6861003478434444,0.21500790560939753,0.12692328765180513,0.8272261978451892,0.14765506230263853,-0.5287602567289263
1661,1661,"""They almost drowned me once over in New Jersey.""",0.07186885735984766,0.05528254348047535,0.14950362225037916,0.009383038414930748,-0.030145749370373905,0.03945345881215292,0.04483938033367484,0.01834872098580969,0.012034372753417642,0.025284503246982833,0.027826428327259057,-0.12998491023417813,0.6899876556733571,0.5718343792261548,1.0972510493450864,-0.6744919211590704,-0.4416560947445913,0.39650529005987595,0.586392780980078,0.6693676822417159,1.3806892132860902,0.09373112224703058,0.32732669488153665,0.91213214480527,-0.3637061747128804,0.639454667321465,0.3173809057600041,0.018056298710789252,0.7654701808119164,0.07724719058346298,-0.5314286027193835
1662,1662,"""Then you ought to leave it alone,"" countered Doctor Civet.",0.06764667672312613,0.050888975753969036,0.14358873949009318,0.015232827017374136,-0.02638477926480931,0.03945345881215292,0.04295639072970756,0.013240157321692295,0.01321865339093362,0.025243757039784247,0.02960377806871023,-0.13568659520535592,0.655180202602878,0.5365358546740151,1.0400898618267018,-0.6407497675390732,-0.38099279639410305,0.39650529005987595,0.586392780980078,0.6213448548808103,1.2970168069957244,0.05072717325962113,0.32732669488153665,0.9115036434742151,-0.3411572917140896,0.585571136901894,0.3223454037540519,0.014659169374267436,0.7672454147657136,0.042043254723875205,-0.5680127801382233
1663,1663,"""Speak for yourself!"" cried Miss Baedeker violently.",0.07186885735984767,0.05528254348047535,0.1408866830244147,0.013133785224732686,-0.029344955441876305,0.03594776812029185,0.044717456727557364,0.024774225826846897,0.004958295944259678,0.02543081917283229,0.02615788012536453,-0.14208801931548176,0.6788711527348754,0.5605610421304071,1.0162294357265647,-0.675508499104202,-0.36574194586783043,0.34419105376103853,0.4983986480852056,0.6902471723986315,1.2970168069957244,0.11523309674073529,0.29663259441531153,0.9115822634536909,-0.32082901246324635,0.5868930684751356,0.43441465072349883,-0.0025170415645944947,0.7676373337317407,0.042043254723875205,-0.575036932704984
1664,1664,"""Your hand shakes. I wouldn't let you operate on me!""",0.07278672271565671,0.05623766689928107,0.14228001643509458,0.009663238373199042,-0.03563256845976954,0.03669173414004314,0.048322250408683064,0.023987640789130127,0.00590572045427246,0.032140978658308055,0.023433358410621035,-0.1480791658182338,0.7138589283137005,0.5960424332219421,1.0430111354352876,-0.7247153958445504,-0.3564600429935498,0.3918507437566347,0.4983986480852056,0.7006869174770892,1.2970168069957244,0.15823704572814465,0.29663259441531153,0.9682540739078748,-0.25418203643926507,0.6152712529429221,0.489151942803914,-0.0025407185176605073,0.8287022408448342,0.11245112644305076,-0.5370294891428796
1665,1665,It was like that.,0.06727953058080252,0.05050692638644674,0.1381283345769588,0.009307662987560326,-0.031126031593189933,0.03333356463079565,0.04534440606145992,0.020391016029845558,-0.00404223690086175,0.024781102378047606,0.015871909169374157,-0.15262078525053088,0.6315625803751297,0.5125850296486589,0.9912044097116307,-0.6699614330848122,-0.3443021160378274,0.3457541084696635,0.4983986480852056,0.6380484470063426,1.2551806038505415,0.11523309674073529,0.26593849394908636,0.9681913470616023,-0.3490143275190198,0.6068817323245338,0.4843939708324951,-0.0035985754230884143,0.7674443831385845,0.042043254723875205,-0.6062008262999616
1666,1666,Almost the last thing I remember was standing with Daisy and watching the moving picture director and his Star.,0.05975303466316847,0.04267491435223983,0.13285383128999348,0.004490190020842243,-0.027144152817694972,0.024508749721562622,0.044529387796738915,0.025535376378314135,-0.007989839025915008,0.03208319312809915,0.01110229408134499,-0.1562461142878914,0.5832582249385535,0.4635991853554615,0.9411527063865631,-0.5902988600841931,-0.3183197518762715,0.3506606799346043,0.4983986480852056,0.5524425373629889,1.171508197560176,0.09373112224703058,0.1738561925504111,0.9682756100458472,-0.3727806322364757,0.6844735713647415,0.6054898478438256,-0.009392063200008292,0.828553356107366,-0.02836461699530035,-0.5331284125065661
1667,1667,They were still under the white plum tree and their faces were touching except for a pale thin ray of moonlight between.,0.06213948458827195,0.04515823524113471,0.13969037532692224,0.01500696291066243,-0.03179428031972932,0.021948016810777397,0.05066286344343686,0.032502541574665283,0.003379255094238373,0.03940454572155368,0.018700620672492323,-0.1625243312396007,0.646488826302713,0.5277218584559621,1.016128104192177,-0.5685249836958054,-0.24401354574190132,0.3967573152215756,0.5477292070473522,0.579585874566979,1.2551806038505415,0.2012409947155541,0.14316209208418593,1.024993439093543,-0.30040345471863006,0.7200559036853424,0.6255841466121955,-0.009582660368346775,0.8898623852216999,-0.02836461699530035,-0.4190071206519392
1668,1668,"It occurred to me that he had been very slowly bending toward her all evening to attain this proximity, and even while I watched I saw him stoop one ultimate degree and kiss at her cheek.",0.05571442709760873,0.03847237130949466,0.13389239395499458,0.012770279033257602,-0.03807084790412603,0.021948016810777397,0.049336828097916716,0.030370754819751457,0.00044816051638632906,0.039842752658971164,0.015843724961051964,-0.1675918033103646,0.6010655499591538,0.4816577401763166,0.9825535086073212,-0.5818820441292969,-0.28253832477324803,0.3967573152215756,0.5477292070473522,0.5065076590177746,1.171508197560176,0.17973902022184937,0.14316209208418593,0.9682945921425399,-0.3439446913583807,0.653736783295173,0.8000404689518,-0.014501387744285103,0.9503945787101549,-0.02836461699530035,-0.4537075948113303
