"","sent_raw","syuzhet","bing","afinn","nrc"
"1179","1178,""""""Why not?""""""",0,0,0,0
"1180","1179,""""""Gatsby bought that house so that Daisy would be just across the bay.""""""",0,0,0,0
"1181","1180,Then it had not been merely the stars to which he had aspired on that June night.",0,0,0,0
"1182","1181,""He came alive to me, delivered suddenly from the womb of his purposeless splendor.""",1.25,1,1,3
"1183","1182,""""""He wants to know """" continued Jordan """" if you' invite Daisy to your house some afternoon and then let him come over.""""""",0.25,0,1,1
"1184","1183,The modesty of the demand shook me.",0,1,-1,0
"1185","1184,""He had waited five years and bought a mansion where he dispensed starlight to casual moths so that he could """"come over"""" some afternoon to a stranger's garden.""",1.2,0,0,2
"1186","1185,""""""Did I have to know all this before he could ask such a little thing?""""""",0,0,0,0
"1187","1186,""""""He's afraid. He's waited so long. He thought you might be offended. You see he's a regular tough underneath it all.""""""",-1.25,0,-4,-3
"1188","1187,Something worried me.",-0.75,-1,-3,-1
"1189","1188,""""""Why didn't he ask you to arrange a meeting?""""""",0,0,0,0
"1190","1189,""""""He wants her to see his house,"""" she explained.""",0,0,0,0
"1191","1190,""""""And your house is right next door.""""""",0.8,1,0,0
"1192","1191,""""""I think he half expected her to wander into one of his parties, some night,"""" went on Jordan, """"but she never did.""",0,0,0,0
"1193","1192,""Then he began asking people casually if they knew her, and I was the first one he found.""",0.6,0,0,1
"1194","1193,""It was that night he sent for me at his dance, and you should have heard the elaborate way he worked up to it.""",0.85,1,0,1
"1195","1194,""Of course, I immediately suggested a luncheon in New York and I thought he'd go mad:""",0.05,-1,-3,-1
"1196","1195,"""""" 'I don't want to do anything out of the way!' he kept saying.""",0,0,1,0
"1197","1196,'I want to see her right next door.'",0.8,1,1,0
"1198","1197,""""""When I said you were a particular friend of Tom's he started to abandon the whole idea. He doesn't know very much about Tom, though he says he's read a Chicago paper for years just on the chance of catching a glimpse of Daisy's name.""""""",0.3,0,1,0
"1199","1198,""It was dark now, and as we dipped under a little bridge I put my arm around Jordan's golden shoulder and drew her toward me and asked her to dinner.""",0.6,0,0,2
"1200","1199,""Suddenly I wasn't thinking of Daisy and Gatsby any more but of this clean, hard, limited person who dealt in universal skepticism and who leaned back jauntily just within the circle of my arm.""",-0.1,-2,-2,0
"1201","1200,""A phrase began to beat in my ears with a sort of heady excitement: """"There are only the pursued, the pursuing, the busy and the tired.""""""",0,0,1,-1
"1202","1201,""""""And Daisy ought to have something in her life,"""" murmured Jordan to me.""",0,0,0,0
"1203","1202,""""""Does she want to see Gatsby?""""""",0,0,1,0
"1204","1203,""""""She's not to know about it. Gatsby doesn't want her to know. You're just supposed to invite her to tea.""""""",0.25,0,2,1
"1205","1204,""We passed a barrier of dark trees, and then the facade of Fifty-ninth Street, a block of delicate pale light, beamed down into the park.""",-0.7,-1,-3,-1
"1206","1205,""Unlike Gatsby and Tom Buchanan I had no girl whose disembodied face floated along the dark cornices and blinding signs and so I drew up the girl beside me, tightening my arms.""",-1.9,-2,-1,-1
"1207","1206,""Her wan, scornful mouth smiled and so I drew her up again, closer, this time to my face.""",0.3,-1,0,-1
"1208","1207,When I came home to West Egg that night I was afraid for a moment that my house was on fire.",-1,-1,-4,-1
"1209","1208,Two o'clock and the whole corner of the peninsula was blazing with light which fell unreal on the shrubbery and made thin elongating glints upon the roadside wires.",-1.15,0,0,-1
"1210","1209,""Turning a corner I saw that it was Gatsby's house, lit from tower to cellar.""",0,0,0,1
"1211","1210,""At first I thought it was another party, a wild rout that had resolved itself into """"hide-and-go-seek"""" or """"sardines-in-the-box"""" with all the house thrown open to the game.""",-0.05,-1,1,-2
"1212","1211,But there wasn't a sound.",0,0,0,0
"1213","1212,Only wind in the trees which blew the wires and made the lights go off and on again as if the house had winked into the darkness.",-0.15,-1,-1,-1
"1214","1213,As my taxi groaned away I saw Gatsby walking toward me across his lawn.",-0.8,0,-2,0
"1215","1214,""""""Your place looks like the world's fair,"""" I said.""",1.25,2,4,1
"1216","1215,""""""Does it?""""""",0,0,0,0
"1217","1216,He turned his eyes toward it absently.",0,0,0,0
"1218","1217,""""""I have been glancing into some of the rooms. Let's go to Coney Island, old sport. In my car.""""""",0,0,0,0
"1219","1218,""""""It's too late.""""""",-0.25,0,0,-1
"1220","1219,""""""Well, suppose we take a plunge in the swimming pool? I haven't made use of it all summer.""""""",0.4,1,0,0
"1221","1220,""""""I've got to go to bed.""""""",0,0,0,0
"1222","1221,""""""All right.""""""",0.8,1,0,0
"1223","1222,""He waited, looking at me with suppressed eagerness.""",-0.25,1,0,1
"1224","1223,""""""I talked with Miss Baker,"""" I said after a moment.""",0,-1,-2,0
"1225","1224,""""""I' going to call up Daisy tomorrow and invite her over here to tea.""""""",0.25,0,1,1
"1226","1225,""""""Oh, that's all right,"""" he said carelessly.""",0.8,1,0,0
"1227","1226,""""""I don't want to put you to any trouble.""""""",-0.5,-1,-1,0
"1228","1227,""""""What day would suit you?""""""",0,0,0,0
"1229","1228,""""""What day would suit you?"""" he corrected me quickly.""",0,0,0,0
"1230","1229,""""""I don't want to put you to any trouble, you see.""""""",-0.5,-1,-1,0
"1231","1230,""""""How about the day after tomorrow?""""""",0,0,0,0
"1232","1231,He considered for a moment.",0,0,0,0
"1233","1232,""Then, with reluctance:""",-0.8,-1,0,0
"1234","1233,""""""I want to get the grass cut,"""" he said.""",-0.25,0,0,0
"1235","1234,""We both looked at the grass there was a sharp line where my ragged lawn ended and the darker, well-kept expanse of his began.""",-1.6,0,0,0
"1236","1235,I suspected that he meant my grass.",-0.6,0,-1,0
"1237","1236,""""""There's another little thing,"""" he said uncertainly, and hesitated.""",0,0,0,0
"1238","1237,""""""Would you rather put it off for a few days?""""""",0,0,0,0
"1239","1238,I asked.",0,0,0,0
"1240","1239,""""""Oh, it isn't about that. At least """"""",0,0,0,0
"1241","1240,He fumbled with a series of beginnings.",0,0,0,0
"1242","1241,""""""Why, I thought why, look here, old sport, you don't make much money, do you?""""""",0.6,0,0,1
"1243","1242,""""""Not very much.""""""",0,0,0,0
"1244","1243,This seemed to reassure him and he continued more confidently.",1.05,1,3,1
"1245","1244,""""""I thought you didn't, if you' pardon my you see, I carry on a little business on the side, a sort of sideline, you understand. And I thought that if you don't make very much You're selling bonds, aren't you, old sport?""""""",0,1,2,0
"1246","1245,""""""Trying to.""""""",0,0,0,0
"1247","1246,""""""Well, this would interest you. It wouldn't take up much of your time and you might pick up a nice bit of money. It happens to be a rather confidential sort of thing.""""""",2.4,2,4,3
"1248","1247,I realize now that under different circumstances that conversation might have been one of the crises of my life.",-1,0,0,0
"1249","1248,""But, because the offer was obviously and tactlessly for a service to be rendered, I had no choice except to cut him off there.""",0.25,0,-2,2
"1250","1249,""""""I've got my hands full,"""" I said.""",0,0,0,1
"1251","1250,""""""I' much obliged but I couldn't take on any more work.""""""",0.25,1,0,0
"1252","1251,""""""You wouldn't have to do any business with Wolfshiem.""""""",0,0,0,0
"1253","1252,""Evidently he thought that I was shying away from the """"gonnegtion"""" mentioned at lunch, but I assured him he was wrong.""",0.05,-1,-2,0
"1254","1253,""He waited a moment longer, hoping I'd begin a conversation, but I was too absorbed to be responsive, so he went unwillingly home.""",1.05,0,5,2
"1255","1254,The evening had made me light-headed and happy; I think I walked into a deep sleep as I entered my front door.",0.75,1,3,1
"1256","1255,""So I didn't know whether or not Gatsby went to Coney Island or for how many hours he """"glanced into rooms"""" while his house blazed gaudily on.""",0,0,0,0
"1257","1256,I called up Daisy from the office next morning and invited her to come to tea.",0,0,0,0
"1258","1257,""""""Don't bring Tom,"""" I warned her.""",-0.5,-1,-2,0
"1259","1258,""""""What?""""""",0,0,0,0
"1260","1259,""""""Don't bring Tom.""""""",0,0,0,0
"1261","1260,""""""Who is 'Tom'?"""" she asked innocently.""",0.8,0,0,1
"1262","1261,The day agreed upon was pouring rain.",0.5,0,1,1
"1263","1262,At eleven o'clock a man in a raincoat dragging a lawn-mower tapped at my front door and said that Mr. Gatsby had sent him over to cut my grass.",-0.5,-1,-1,0
"1264","1263,This reminded me that I had forgotten to tell my Finn to come back so I drove into West Egg Village to search for her among soggy white-washed alleys and to buy some cups and lemons and flowers.",-0.75,0,-1,0
"1265","1264,""The flowers were unnecessary, for at two o'clock a greenhouse arrived from Gatsby's, with innumerable receptacles to contain it.""",-0.6,-1,0,0
"1266","1265,""An hour later the front door opened nervously, and Gatsby in a white flannel suit, silver shirt and gold-colored tie hurried in.""",-0.35,0,0,1
"1267","1266,He was pale and there were dark signs of sleeplessness beneath his eyes.",-2.2,-2,-2,0
"1268","1267,""""""Is everything all right?"""" he asked immediately.""",0.8,1,0,0
"1269","1268,""""""The grass looks fine, if that's what you mean.""""""",0.25,1,2,0
"1270","1269,""""""What grass?"""" he inquired blankly.""",-0.4,0,0,0
"1271","1270,""""""Oh, the grass in the yard.""""""",0,0,0,0
"1272","1271,""He looked out the window at it, but judging from his expression I don't believe he saw a thing.""",0,0,0,0
"1273","1272,""""""Looks very good,"""" he remarked vaguely.""",0.75,1,3,1
"1274","1273,""""""One of the papers said they thought the rain would stop about four. I think it was 'The Journal.' Have you got everything you need in the shape of of tea?""""""",-0.4,0,-1,1
"1275","1274,I took him into the pantry where he looked a little reproachfully at the Finn.",0,0,0,0
"1276","1275,Together we scrutinized the twelve lemon cakes from the delicatessen shop.",0,-1,0,-1
"1277","1276,""""""Will they do?""""""",0,0,0,0
"1278","1277,I asked.",0,0,0,0
"1279","1278,""""""Of course, of course! They're fine!"""" and he added hollowly, """". . .old sport.""""""",0.25,1,2,0
"1280","1279,The rain cooled about half-past three to a damp mist through which occasional thin drops swam like dew.",0.25,0,2,0
"1281","1280,""Gatsby looked with vacant eyes through a copy of Clay's """"Economics,"""" starting at the Finnish tread that shook the kitchen floor and peering toward the bleared windows from time to time as if a series of invisible but alarming happenings were taking place outside.""",-1,-2,0,-2
"1282","1281,Finally he got up and informed me in an uncertain voice that he was going home.",-0.35,-1,-1,0
"1283","1282,""""""Why's that?""""""",0,0,0,0
"1284","1283,""""""Nobody's coming to tea. It's too late!""""""",-0.25,0,0,-1
"1285","1284,He looked at his watch as if there was some pressing demand on his time elsewhere.",-0.5,0,-1,-1
"1286","1285,""""""I can't wait all day.""""""",-0.25,0,0,-1
"1287","1286,""""""Don't be silly; it's just two minutes to four.""""""",-0.25,-1,-1,-1
"1288","1287,""He sat down, miserably, as if I had pushed him, and simultaneously there was the sound of a motor turning into my lane.""",-0.5,-1,-3,-1
"1289","1288,""We both jumped up and, a little harrowed myself, I went out into the yard.""",0,0,0,0
"1290","1289,Under the dripping bare lilac trees a large open car was coming up the drive.",-0.4,-1,0,0
"1291","1290,It stopped.",-0.4,0,-1,0
"1292","1291,""Daisy's face, tipped sideways beneath a three-cornered lavender hat, looked out at me with a bright ecstatic smile.""",2,3,5,2
"1293","1292,""""""Is this absolutely where you live, my dearest one?""""""",0,0,0,0
"1294","1293,The exhilarating ripple of her voice was a wild tonic in the rain.",0.25,0,3,-1
"1295","1294,""I had to follow the sound of it for a moment, up and down, with my ear alone before any words came through.""",-0.6,0,-2,-1
"1296","1295,A damp streak of hair lay like a dash of blue paint across her cheek and her hand was wet with glistening drops as I took it to help her from the car.",1.1,2,4,0
"1297","1296,""""""Are you in love with me,"""" she said low in my ear.""",0.75,1,3,1
"1298","1297,""""""Or why did I have to come alone?""""""",-0.6,0,-2,0
"1299","1298,""""""That's the secret of Castle Rackrent. Tell your chauffeur to go far away and spend an hour.""""""",0,0,0,0
"1300","1299,""""""Come back in an hour, Ferdie.""""""",0,0,0,0
"1301","1300,""Then in a grave murmur, """"His name is Ferdie.""""""",-0.75,0,-2,-1
"1302","1301,""""""Does the gasoline affect his nose?""""""",0,0,0,0
"1303","1302,""""""I don't think so,"""" she said innocently.""",0.8,0,0,1
"1304","1303,""""""Why?""""""",0,0,0,0
"1305","1304,We went in.",0,0,0,0
"1306","1305,To my overwhelming surprise the living room was deserted.",-0.6,-1,0,1
"1307","1306,""""""Well, that's funny!""""""",1.6,0,4,0
"1308","1307,I exclaimed.",0,0,0,0
"1309","1308,""""""What's funny?""""""",0.8,-1,4,0
"1310","1309,""She turned her head as there was a light, dignified knocking at the front door.""",0.5,1,0,1
"1311","1310,I went out and opened it.",0,0,0,0
"1312","1311,""Gatsby, pale as death, with his hands plunged like weights in his coat pockets, was standing in a puddle of water glaring tragically into my eyes.""",-2.65,-2,0,-1
"1313","1312,""With his hands still in his coat pockets he stalked by me into the hall, turned sharply as if he were on a wire and disappeared into the living room.""",-1.65,-1,-1,0
"1314","1313,It wasn't a bit funny.",0.8,-1,4,0
"1315","1314,Aware of the loud beating of my own heart I pulled the door to against the increasing rain.",-0.75,-1,-1,-1
"1316","1315,For half a minute there wasn't a sound.",0,0,0,0
"1317","1316,Then from the living room I heard a sort of choking murmur and part of a laugh followed by Daisy's voice on a clear artificial note.",0.25,1,0,1
"1318","1317,""""""I certainly am awfully glad to see you again.""""""",-0.25,0,3,1
"1319","1318,A pause; it endured horribly.",-0.5,0,0,-1
"1320","1319,I had nothing to do in the hall so I went into the room.",0,0,0,0
"1321","1320,""Gatsby, his hands still in his pockets, was reclining against the mantelpiece in a strained counterfeit of perfect ease, even of boredom.""",0.25,0,5,0
"1322","1321,His head leaned back so far that it rested against the face of a defunct mantelpiece clock and from this position his distraught eyes stared down at Daisy who was sitting frightened but graceful on the edge of a stiff chair.",-1.25,-2,-2,-3
"1323","1322,""""""We've met before,"""" muttered Gatsby.""",0,0,0,0
"1324","1323,His eyes glanced momentarily at me and his lips parted with an abortive attempt at a laugh.",-0.5,0,1,0
"1325","1324,""Luckily the clock took this moment to tilt dangerously at the pressure of his head, whereupon he turned and caught it with trembling fingers and set it back in place.""",-1.5,0,-2,-2
"1326","1325,""Then he sat down, rigidly, his elbow on the arm of the sofa and his chin in his hand.""",0,0,0,0
"1327","1326,""""""I' sorry about the clock,"""" he said.""",-0.5,-1,-1,0
"1328","1327,My own face had now assumed a deep tropical burn.",-0.4,-1,0,0
"1329","1328,I couldn't muster up a single commonplace out of the thousand in my head.",0.4,-1,0,0
"1330","1329,""""""It's an old clock,"""" I told them idiotically.""",-1,-1,0,0
"1331","1330,I think we all believed for a moment that it had smashed in pieces on the floor.",-0.6,0,0,-1
"1332","1331,""""""We haven't met for many years,"""" said Daisy, her voice as matter-of-fact as it could ever be.""",0,0,1,0
"1333","1332,""""""Five years next November.""""""",0,0,0,0
"1334","1333,The automatic quality of Gatsby's answer set us all back at least another minute.",0,0,2,0
"1335","1334,I had them both on their feet with the desperate suggestion that they help me make tea in the kitchen when the demoniac Finn brought it in on a tray.",-0.75,-1,-1,-1
"1336","1335,Amid the welcome confusion of cups and cakes a certain physical decency established itself.",1.7,1,3,1
"1337","1336,Gatsby got himself into a shadow and while Daisy and I talked looked conscientiously from one to the other of us with tense unhappy eyes.",-1.25,-2,-4,-1
"1338","1337,""However, as calmness wasn't an end in itself I made an excuse at the first possible moment and got to my feet.""",0.25,0,-1,-1
"1339","1338,""""""Where are you going?"""" demanded Gatsby in immediate alarm.""",-1.15,-1,-3,-1
"1340","1339,""""""I' be back.""""""",0,0,0,0
"1341","1340,""""""I've got to speak to you about something before you go.""""""",0,0,0,0
"1342","1341,""He followed me wildly into the kitchen, closed the door and whispered: """"Oh, God!"""" in a miserable way.""",-1,-2,-2,0
"1343","1342,""""""What's the matter?""""""",0,0,1,0
"1344","1343,""""""This is a terrible mistake,"""" he said, shaking his head from side to side, """"a terrible, terrible mistake.""""""",-1.5,-2,-5,-3
"1345","1344,""""""You're just embarrassed, that's all,"""" and luckily I added: """"Daisy's embarrassed too.""""""",0.1,0,1,0
"1346","1345,""""""She's embarrassed?"""" he repeated incredulously.""",-0.8,-1,-2,0
"1347","1346,""""""Just as much as you are.""""""",0,0,0,0
"1348","1347,""""""Don't talk so loud.""""""",0.15,-1,0,1
"1349","1348,""""""You're acting like a little boy,"""" I broke out impatiently.""",-0.8,-1,1,-2
"1350","1349,""""""Not only that but you're rude. Daisy's sitting in there all alone.""""""",-1.1,-1,-4,0
"1351","1350,""He raised his hand to stop my words, looked at me with unforgettable reproach and opening the door cautiously went back into the other room.""",-0.4,0,-1,-1
"1352","1351,I walked out the back way just as Gatsby had when he had made his nervous circuit of the house half an hour before and ran for a huge black knotted tree whose massed leaves made a fabric against the rain.",-1.25,-2,-1,-2
"1353","1352,""Once more it was pouring and my irregular lawn, well-shaved by Gatsby's gardener, abounded in small muddy swamps and prehistoric marshes.""",-1.25,-1,-2,-3
"1354","1353,""There was nothing to look at from under the tree except Gatsby's enormous house, so I stared at it, like Kant at his church steeple, for half an hour.""",0.6,1,2,2
"1355","1354,""A brewer had built it early in the """"period"""" craze, a decade before, and there was a story that he'd agreed to pay five years' taxes on all the neighboring cottages if the owners would have their roofs thatched with straw.""",0.15,-1,0,2
"1356","1355,Perhaps their refusal took the heart out of his plan to Found a Family he went into an immediate decline.",-0.65,-2,0,-1
"1357","1356,His children sold his house with the black wreath still on the door.",-0.25,0,0,-1
"1358","1357,""Americans, while occasionally willing to be serfs, have always been obstinate about being peasantry.""",0.05,0,-2,-1
"1359","1358,After half an hour the sun shone again and the grocer's automobile rounded Gatsby's drive with the raw material for his servants' dinner I felt sure he wouldn't eat a spoonful.",1.8,0,0,3
"1360","1359,""A maid began opening the upper windows of his house, appeared momentarily in each, and, leaning from a large central bay, spat meditatively into the garden.""",0.1,0,0,0
"1361","1360,It was time I went back.",0,0,0,0
"1362","1361,""While the rain continued it had seemed like the murmur of their voices, rising and swelling a little, now and then, with gusts of emotion.""",-0.5,0,2,0
"1363","1362,But in the new silence I felt that silence had fallen within the house too.",0.3,-1,-2,0
"1364","1363,I went in after making every possible noise in the kitchen short of pushing over the stove but I don't believe they heard a sound.",0,-1,0,-1
"1365","1364,""They were sitting at either end of the couch looking at each other as if some question had been asked or was in the air, and every vestige of embarrassment was gone.""",-0.5,-1,-2,0
"1366","1365,Daisy's face was smeared with tears and when I came in she jumped up and began wiping at it with her handkerchief before a mirror.",-0.8,0,-2,0
"1367","1366,But there was a change in Gatsby that was simply confounding.",-0.4,-1,0,0
"1368","1367,He literally glowed; without a word or a gesture of exultation a new well-being radiated from him and filled the little room.",2.2,2,0,1
"1369","1368,""""""Oh, hello, old sport,"""" he said, as if he hadn't seen me for years.""",0,0,0,0
"1370","1369,I thought for a moment he was going to shake hands.",0,-1,0,0
"1371","1370,""""""It's stopped raining.""""""",-0.4,0,-1,0
"1372","1371,""""""Has it?""""""",0,0,0,0
"1373","1372,""When he realized what I was talking about, that there were twinkle-bells of sunshine in the room, he smiled like a weather man, like an ecstatic patron of recurrent light, and repeated the news to Daisy.""",2.65,2,10,4
"1374","1373,""""""What do you think of that? It's stopped raining.""""""",-0.4,0,-1,0
"1375","1374,""""""I' glad, Jay.""""""",0.75,1,3,1
"1376","1375,""Her throat, full of aching, grieving beauty, told only of her unexpected joy.""",-0.75,-1,4,2
"1377","1376,""""""I want you and Daisy to come over to my house,"""" he said, """"I'd like to show her around.""""""",0.5,1,3,0
"1378","1377,""""""You're sure you want me to come?""""""",0,0,1,0
"1379","1378,""""""Absolutely, old sport.""""""",0,0,0,0
"1380","1379,Daisy went upstairs to wash her face too late I thought with humiliation of my towels while Gatsby and I waited on the lawn.",-1,-1,-3,-2
"1381","1380,""""""My house looks well, doesn't it?"""" he demanded.""",0.4,1,-1,0
"1382","1381,""""""See how the whole front of it catches the light.""""""",0,0,0,0
"1383","1382,I agreed that it was splendid.",1.5,1,4,2
"1384","1383,""""""Yes.""""""",0.8,0,1,0
"1385","1384,""His eyes went over it, every arched door and square tower.""",0,0,0,1
"1386","1385,""""""It took me just three years to earn the money that bought it.""""""",0.6,0,0,2
"1387","1386,""""""I thought you inherited your money.""""""",0.6,0,0,1
"1388","1387,""""""I did, old sport,"""" he said automatically, """"but I lost most of it in the big panic the panic of the war.""""""",-1.8,-2,-7,-3
"1389","1388,""I think he hardly knew what he was saying, for when I asked him what business he was in he answered """"That's my affair,"""" before he realized that it wasn't the appropriate reply.""",1,1,2,0
"1390","1389,""""""Oh, I've been in several things,"""" he corrected himself.""",0,0,0,0
"1391","1390,""""""I was in the drug business and then I was in the oil business. But I' not in either one now.""""""",-0.1,0,0,0
"1392","1391,He looked at me with more attention.",0.25,0,0,1
"1393","1392,""""""Do you mean you've been thinking over what I proposed the other night?""""""",0,0,0,0
"1394","1393,""Before I could answer, Daisy came out of the house and two rows of brass buttons on her dress gleamed in the sunlight.""",0,0,0,0
"1395","1394,""""""That huge place there?"""" she cried pointing.""",-1,0,-1,0
"1396","1395,""""""Do you like it?""""""",0.5,1,2,0
"1397","1396,""""""I love it, but I don't see how you live there all alone.""""""",0.15,1,1,1
"1398","1397,""""""I keep it always full of interesting people, night and day. People who do interesting things. Celebrated people.""""""",1.75,2,5,3
"1399","1398,Instead of taking the short cut along the Sound we went down the road and entered by the big postern.",0,0,0,0
"1400","1399,""With enchanting murmurs Daisy admired this aspect or that of the feudal silhouette against the sky, admired the gardens, the sparkling odor of jonquils and the frothy odor of hawthorn and plum blossoms and the pale gold odor of kiss-me-at-the-gate.""",1.55,1,10,3
"1401","1400,""It was strange to reach the marble steps and find no stir of bright dresses in and out the door, and hear no sound but bird voices in the trees.""",0,0,0,0
"1402","1401,""And inside as we wandered through Marie Antoinette music rooms and Restoration salons I felt that there were guests concealed behind every couch and table, under orders to be breathlessly silent until we had passed through.""",0.1,1,0,0
"1403","1402,""As Gatsby closed the door of """"the Merton College Library"""" I could have sworn I heard the owl-eyed man break into ghostly laughter.""",0.65,-1,0,1
"1404","1403,""We went upstairs, through period bedrooms swathed in rose and lavender silk and vivid with new flowers, through dressing rooms and poolrooms, and bathrooms with sunken baths intruding into one chamber where a dishevelled man in pajamas was doing liver exercises on the floor.""",0.55,0,1,2
"1405","1404,""It was Mr. Klipspringer, the """"boarder.""""""",0,0,0,0
"1406","1405,I had seen him wandering hungrily about the beach that morning.",-0.6,0,0,0
"1407","1406,""Finally we came to Gatsby's own apartment, a bedroom and a bath and an Adam study, where we sat down and drank a glass of some Chartreuse he took from a cupboard in the wall.""",1.05,0,0,3
"1408","1407,He hadn't once ceased looking at Daisy and I think he revalued everything in his house according to the measure of response it drew from her well-loved eyes.",0,2,3,0
"1409","1408,""Sometimes, too, he stared around at his possessions in a dazed way as though in her actual and astounding presence none of it was any longer real.""",1.05,0,3,2
"1410","1409,Once he nearly toppled down a flight of stairs.",0,0,0,0
"1411","1410,His bedroom was the simplest room of all except where the dresser was garnished with a toilet set of pure dull gold.",0.9,2,1,-1
"1412","1411,""Daisy took the brush with delight and smoothed her hair, whereupon Gatsby sat down and shaded his eyes and began to laugh.""",1.5,1,4,2
"1413","1412,""""""It's the funniest thing, old sport,"""" he said hilariously.""",0.8,0,0,0
"1414","1413,""""""I can't when I try to """"""",0,0,0,0
"1415","1414,He had passed visibly through two states and was entering upon a third.",0,0,0,0
"1416","1415,After his embarrassment and his unreasoning joy he was consumed with wonder at her presence.",0.65,1,1,1
"1417","1416,""He had been full of the idea so long, dreamed it right through to the end, waited with his teeth set, so to speak, at an inconceivable pitch of intensity.""",0.3,0,0,1
"1418","1417,""Now, in the reaction, he was running down like an overwound clock.""",0.5,1,2,0
"1419","1418,""Recovering himself in a minute he opened for us two hulking patent cabinets which held his massed suits and dressing-gowns and ties, and his shirts, piled like bricks in stacks a dozen high.""",0.75,1,2,1
"1420","1419,""""""I've got a man in England who buys me clothes. He sends over a selection of things at the beginning of each season, spring and fall.""""""",-0.25,-1,0,-1
"1421","1420,""He took out a pile of shirts and began throwing them, one by one before us, shirts of sheer linen and thick silk and fine flannel which lost their folds as they fell and covered the table in many-colored disarray.""",-1.4,-2,-1,-1
"1422","1421,While we admired he brought more and the soft rich heap mounted higher shirts with stripes and scrolls and plaids in coral and apple-green and lavender and faint orange with monograms of Indian blue.",0.8,1,5,1
"1423","1422,""Suddenly with a strained sound, Daisy bent her head into the shirts and began to cry stormily.""",-1.9,-3,-1,-2
"1424","1423,""""""They're such beautiful shirts,"""" she sobbed, her voice muffled in the thick folds.""",-0.25,1,3,1
"1425","1424,""""""It makes me sad because I've never seen such such beautiful shirts before.""""""",0.25,0,1,1
"1426","1425,""After the house, we were to see the grounds and the swimming pool, and the hydroplane and the midsummer flowers but outside Gatsby's window it began to rain again so we stood in a row looking at the corrugated surface of the Sound.""",0,0,0,0
"1427","1426,""""""If it wasn't for the mist we could see your home across the bay,"""" said Gatsby.""",-0.25,-1,0,0
"1428","1427,""""""You always have a green light that burns all night at the end of your dock.""""""",-0.4,-1,0,1
"1429","1428,Daisy put her arm through his abruptly but he seemed absorbed in what he had just said.",0.25,-1,1,1
"1430","1429,Possibly it had occurred to him that the colossal significance of that light had now vanished forever.",-0.1,0,1,0
"1431","1430,""Compared to the great distance that had separated him from Daisy it had seemed very near to her, almost touching her.""",0.5,1,3,0
"1432","1431,It had seemed as close as a star to the moon.",0.6,0,0,1
"1433","1432,Now it was again a green light on a dock.",0,0,0,1
"1434","1433,His count of enchanted objects had diminished by one.",0.4,1,2,1
"1435","1434,""I began to walk about the room, examining various indefinite objects in the half darkness.""",-0.75,-1,-1,-1
"1436","1435,""A large photograph of an elderly man in yachting costume attracted me, hung on the wall over his desk.""",0.8,-1,1,0
"1437","1436,""""""Who's this?""""""",0,0,0,0
"1438","1437,""""""That? That's Mr. Dan Cody, old sport.""""""",0,0,0,0
"1439","1438,The name sounded faintly familiar.",0.8,0,0,1
"1440","1439,""""""He's dead now. He used to be my best friend years ago.""""""",0.3,0,1,1
"1441","1440,""There was a small picture of Gatsby, also in yachting costume, on the bureau Gatsby with his head thrown back defiantly taken apparently when he was about eighteen.""",-0.4,-1,0,-1
"1442","1441,""""""I adore it!"""" exclaimed Daisy.""",0.75,1,3,1
"1443","1442,""""""The pompadour! You never told me you had a pompadour or a yacht.""""""",0,0,0,0
"1444","1443,""""""Look at this,"""" said Gatsby quickly.""",0,0,0,0
"1445","1444,""""""Here's a lot of clippings about you.""""""",0,0,0,0
"1446","1445,They stood side by side examining it.",0,0,0,0
"1447","1446,I was going to ask to see the rubies when the phone rang and Gatsby took up the receiver.",0,0,0,0
"1448","1447,""""""Yes. . . . Well, I can't talk now. . . . I can't talk now, old sport. . . . I said a small town. . . . He must know what a small town is. . . . Well, he's no use to us if Detroit is his idea of a small town. . . .""""""",2,1,0,0
"1449","1448,He rang off.",0,0,0,0
"1450","1449,""""""Come here quick!"""" cried Daisy at the window.""",-1,0,-2,0
"1451","1450,""The rain was still falling, but the darkness had parted in the west, and there was a pink and golden billow of foamy clouds above the sea.""",-0.9,-1,-2,-1
"1452","1451,""""""Look at that,"""" she whispered, and then after a moment: """"I'd like to just get one of those pink clouds and put you in it and push you around.""""""",0.5,1,2,0
"1453","1452,""I tried to go then, but they wouldn't hear of it; perhaps my presence made them feel more satisfactorily alone.""",0.3,1,-2,2
"1454","1453,""""""I know what we' do,"""" said Gatsby, """"we' have Klipspringer play the piano.""""""",0,0,0,0
"1455","1454,""He went out of the room calling """"Ewing!"""" and returned in a few minutes accompanied by an embarrassed, slightly worn young man with shell-rimmed glasses and scanty blonde hair.""",-0.9,-1,-3,-2
"1456","1455,""He was now decently clothed in a """"sport shirt"""" open at the neck, sneakers and duck trousers of a nebulous hue.""",0,-1,0,0
"1457","1456,""""""Did we interrupt your exercises?"""" inquired Daisy politely.""",0.25,-1,-2,-1
"1458","1457,""""""I was asleep,"""" cried Mr. Klipspringer, in a spasm of embarrassment.""",-2.5,-1,-4,-2
"1459","1458,""""""That is, I'd been asleep. Then I got up. . . .""""""",0,0,0,0
"1460","1459,""""""Klipspringer plays the piano,"""" said Gatsby, cutting him off.""",0,0,-1,-1
"1461","1460,""""""Don't you, Ewing, old sport?""""""",0,0,0,0
