,sent_raw
1539,"It was a halt, too, in my association with his affairs."
1540,"For several weeks I didn't see him or hear his voice on the phone mostly I was in New York, trotting around with Jordan and trying to ingratiate myself with her senile aunt but finally I went over to his house one Sunday afternoon."
1541,I hadn't been there two minutes when somebody brought Tom Buchanan in for a drink.
1542,"I was startled, naturally, but the really surprising thing was that it hadn't happened before."
1543,They were a party of three on horseback Tom and a man named Sloane and a pretty woman in a brown riding habit who had been there previously.
1544,"""I' delighted to see you,"" said Gatsby standing on his porch."
1545,"""I' delighted that you dropped in."""
1546,As though they cared!
1547,"""Sit right down. Have a cigarette or a cigar."""
1548,"He walked around the room quickly, ringing bells."
1549,"""I' have something to drink for you in just a minute."""
1550,He was profoundly affected by the fact that Tom was there.
1551,"But he would be uneasy anyhow until he had given them something, realizing in a vague way that that was all they came for."
1552,Mr. Sloane wanted nothing.
1553,A lemonade?
1554,"No, thanks."
1555,A little champagne?
1556,"Nothing at all, thanks."
1557,. . . I' sorry
1558,"""Did you have a nice ride?"""
1559,"""Very good roads around here."""
1560,"""I suppose the automobiles """
1561,"""Yeah."""
1562,"Moved by an irresistible impulse, Gatsby turned to Tom who had accepted the introduction as a stranger."
1563,"""I believe we've met somewhere before, Mr. Buchanan."""
1564,"""Oh, yes,"" said Tom, gruffly polite but obviously not remembering."
1565,"""So we did. I remember very well."""
1566,"""About two weeks ago."""
1567,"""That's right. You were with Nick here."""
1568,"""I know your wife,"" continued Gatsby, almost aggressively."
1569,"""That so?"""
1570,Tom turned to me.
1571,"""You live near here, Nick?"""
1572,"""Next door."""
1573,"""That so?"""
1574,"Mr. Sloane didn't enter into the conversation but lounged back haughtily in his chair; the woman said nothing either until unexpectedly, after two highballs, she became cordial."
1575,"""We' all come over to your next party, Mr. Gatsby,"" she suggested."
1576,"""What do you say?"""
1577,"""Certainly. I'd be delighted to have you."""
1578,"""Be ver' nice,"" said Mr. Sloane, without gratitude."
1579,"""Well think ought to be starting home."""
1580,"""Please don't hurry,"" Gatsby urged them."
1581,He had control of himself now and he wanted to see more of Tom.
1582,"""Why don't you why don't you stay for supper? I wouldn't be surprised if some other people dropped in from New York."""
1583,"""You come to supper with me,"" said the lady enthusiastically."
1584,"""Both of you."""
1585,This included me.
1586,Mr. Sloane got to his feet.
1587,"""Come along,"" he said but to her only."
1588,"""I mean it,"" she insisted."
1589,"""I'd love to have you. Lots of room."""
1590,Gatsby looked at me questioningly.
1591,He wanted to go and he didn't see that Mr. Sloane had determined he shouldn't.
1592,"""I' afraid I won't be able to,"" I said."
1593,"""Well, you come,"" she urged, concentrating on Gatsby."
1594,Mr. Sloane murmured something close to her ear.
1595,"""We won't be late if we start now,"" she insisted aloud."
1596,"""I haven't got a horse,"" said Gatsby."
1597,"""I used to ride in the army but I've never bought a horse. I' have to follow you in my car. Excuse me for just a minute."""
1598,"The rest of us walked out on the porch, where Sloane and the lady began an impassioned conversation aside."
1599,"""My God, I believe the man's coming,"" said Tom."
1600,"""Doesn't he know she doesn't want him?"""
1601,"""She says she does want him."""
1602,"""She has a big dinner party and he won't know a soul there."""
1603,He frowned.
1604,"""I wonder where in the devil he met Daisy. By God, I may be old-fashioned in my ideas, but women run around too much these days to suit me. They meet all kinds of crazy fish."""
1605,Suddenly Mr. Sloane and the lady walked down the steps and mounted their horses.
1606,"""Come on,"" said Mr. Sloane to Tom, ""we're late. We've got to go."""
1607,"And then to me: ""Tell him we couldn't wait, will you?"""
1608,"Tom and I shook hands, the rest of us exchanged a cool nod and they trotted quickly down the drive, disappearing under the August foliage just as Gatsby with hat and light overcoat in hand came out the front door."
1609,"Tom was evidently perturbed at Daisy's running around alone, for on the following Saturday night he came with her to Gatsby's party."
1610,Perhaps his presence gave the evening its peculiar quality of oppressiveness it stands out in my memory from Gatsby's other parties that summer.
1611,"There were the same people, or at least the same sort of people, the same profusion of champagne, the same many-colored, many-keyed commotion, but I felt an unpleasantness in the air, a pervading harshness that hadn't been there before."
1612,"Or perhaps I had merely grown used to it, grown to accept West Egg as a world complete in itself, with its own standards and its own great figures, second to nothing because it had no consciousness of being so, and now I was looking at it again, through Daisy's eyes."
1613,It is invariably saddening to look through new eyes at things upon which you have expended your own powers of adjustment.
1614,They arrived at twilight and as we strolled out among the sparkling hundreds Daisy's voice was playing murmurous tricks in her throat.
1615,"""These things excite me so,"" she whispered."
1616,"""If you want to kiss me any time during the evening, Nick, just let me know and I' be glad to arrange it for you. Just mention my name. Or present a green card. I' giving out green """
1617,"""Look around,"" suggested Gatsby."
1618,"""I' looking around. I' having a marvelous """
1619,"""You must see the faces of many people you've heard about."""
1620,Tom's arrogant eyes roamed the crowd.
1621,"""We don't go around very much,"" he said."
1622,"""In fact I was just thinking I don't know a soul here."""
1623,"""Perhaps you know that lady."""
1624,"Gatsby indicated a gorgeous, scarcely human orchid of a woman who sat in state under a white plum tree."
1625,"Tom and Daisy stared, with that peculiarly unreal feeling that accompanies the recognition of a hitherto ghostly celebrity of the movies."
1626,"""She's lovely,"" said Daisy."
1627,"""The man bending over her is her director."""
1628,He took them ceremoniously from group to group:
1629,"""Mrs. Buchanan . . . and Mr. Buchanan """
1630,"After an instant's hesitation he added: ""the polo player."""
1631,"""Oh no,"" objected Tom quickly, ""Not me."""
1632,"But evidently the sound of it pleased Gatsby for Tom remained ""the polo player"" for the rest of the evening."
1633,"""I've never met so many celebrities!"""
1634,Daisy exclaimed.
1635,"""I liked that man what was his name? with the sort of blue nose."""
1636,"Gatsby identified him, adding that he was a small producer."
1637,"""Well, I liked him anyhow."""
1638,"""I'd a little rather not be the polo player,"" said Tom pleasantly, ""I'd rather look at all these famous people in in oblivion."""
1639,Daisy and Gatsby danced.
1640,"I remember being surprised by his graceful, conservative fox-trot I had never seen him dance before."
1641,"Then they sauntered over to my house and sat on the steps for half an hour while at her request I remained watchfully in the garden: ""In case there's a fire or a flood,"" she explained, ""or any act of God."""
1642,Tom appeared from his oblivion as we were sitting down to supper together.
1643,"""Do you mind if I eat with some people over here?"" he said."
1644,"""A fellow's getting off some funny stuff."""
1645,"""Go ahead,"" answered Daisy genially, ""And if you want to take down any addresses here's my little gold pencil. . . ."""
1646,"She looked around after a moment and told me the girl was ""common but pretty,"" and I knew that except for the half hour she'd been alone with Gatsby she wasn't having a good time."
1647,We were at a particularly tipsy table.
1648,That was my fault Gatsby had been called to the phone and I'd enjoyed these same people only two weeks before.
1649,But what had amused me then turned septic on the air now.
1650,"""How do you feel, Miss Baedeker?"""
1651,"The girl addressed was trying, unsuccessfully, to slump against my shoulder."
1652,At this inquiry she sat up and opened her eyes.
1653,"""Wha?"""
1654,"A massive and lethargic woman, who had been urging Daisy to play golf with her at the local club tomorrow, spoke in Miss Baedeker's defence:"
1655,"""Oh, she's all right now. When she's had five or six cocktails she always starts screaming like that. I tell her she ought to leave it alone."""
1656,"""I do leave it alone,"" affirmed the accused hollowly."
1657,"""We heard you yelling, so I said to Doc Civet here: 'There's somebody that needs your help, Doc.' """
1658,"""She's much obliged, I' sure,"" said another friend, without gratitude."
1659,"""But you got her dress all wet when you stuck her head in the pool."""
1660,"""Anything I hate is to get my head stuck in a pool,"" mumbled Miss Baedeker."
1661,"""They almost drowned me once over in New Jersey."""
1662,"""Then you ought to leave it alone,"" countered Doctor Civet."
1663,"""Speak for yourself!"" cried Miss Baedeker violently."
1664,"""Your hand shakes. I wouldn't let you operate on me!"""
1665,It was like that.
1666,Almost the last thing I remember was standing with Daisy and watching the moving picture director and his Star.
1667,They were still under the white plum tree and their faces were touching except for a pale thin ray of moonlight between.
1668,"It occurred to me that he had been very slowly bending toward her all evening to attain this proximity, and even while I watched I saw him stoop one ultimate degree and kiss at her cheek."
1669,"""I like her,"" said Daisy, ""I think she's lovely."""
1670,"But the rest offended her and inarguably, because it wasn't a gesture but an emotion."
1671,"She was appalled by West Egg, this unprecedented ""place"" that Broadway had begotten upon a Long Island fishing village appalled by its raw vigor that chafed under the old euphemisms and by the too obtrusive fate that herded its inhabitants along a short cut from nothing to nothing."
1672,She saw something awful in the very simplicity she failed to understand.
1673,I sat on the front steps with them while they waited for their car.
1674,It was dark here in front: only the bright door sent ten square feet of light volleying out into the soft black morning.
1675,"Sometimes a shadow moved against a dressing-room blind above, gave way to another shadow, an indefinite procession of shadows, who rouged and powdered in an invisible glass."
1676,"""Who is this Gatsby anyhow?"" demanded Tom suddenly."
1677,"""Some big bootlegger?"""
1678,"""Where'd you hear that?"""
1679,I inquired.
1680,"""I didn't hear it. I imagined it. A lot of these newly rich people are just big bootleggers, you know."""
1681,"""Not Gatsby,"" I said shortly."
1682,He was silent for a moment.
1683,The pebbles of the drive crunched under his feet.
1684,"""Well, he certainly must have strained himself to get this menagerie together."""
1685,A breeze stirred the grey haze of Daisy's fur collar.
1686,"""At least they're more interesting than the people we know,"" she said with an effort."
1687,"""You didn't look so interested."""
1688,"""Well, I was."""
1689,Tom laughed and turned to me.
1690,"""Did you notice Daisy's face when that girl asked her to put her under a cold shower?"""
1691,"Daisy began to sing with the music in a husky, rhythmic whisper, bringing out a meaning in each word that it had never had before and would never have again."
1692,"When the melody rose, her voice broke up sweetly, following it, in a way contralto voices have, and each change tipped out a little of her warm human magic upon the air."
1693,"""Lots of people come who haven't been invited,"" she said suddenly."
1694,"""That girl hadn't been invited. They simply force their way in and he's too polite to object."""
1695,"""I'd like to know who he is and what he does,"" insisted Tom."
1696,"""And I think I' make a point of finding out."""
1697,"""I can tell you right now,"" she answered."
1698,"""He owned some drug stores, a lot of drug stores. He built them up himself."""
1699,The dilatory limousine came rolling up the drive.
1700,"""Good night, Nick,"" said Daisy."
1701,"Her glance left me and sought the lighted top of the steps where ""Three o'Clock in the Morning,"" a neat, sad little waltz of that year, was drifting out the open door."
1702,"After all, in the very casualness of Gatsby's party there were romantic possibilities totally absent from her world."
1703,What was it up there in the song that seemed to be calling her back inside?
1704,What would happen now in the dim incalculable hours?
1705,"Perhaps some unbelievable guest would arrive, a person infinitely rare and to be marvelled at, some authentically radiant young girl who with one fresh glance at Gatsby, one moment of magical encounter, would blot out those five years of unwavering devotion."
1706,I stayed late that night.
1707,"Gatsby asked me to wait until he was free and I lingered in the garden until the inevitable swimming party had run up, chilled and exalted, from the black beach, until the lights were extinguished in the guest rooms overhead."
1708,"When he came down the steps at last the tanned skin was drawn unusually tight on his face, and his eyes were bright and tired."
1709,"""She didn't like it,"" he said immediately."
1710,"""Of course she did."""
1711,"""She didn't like it,"" he insisted."
1712,"""She didn't have a good time."""
1713,He was silent and I guessed at his unutterable depression.
1714,"""I feel far away from her,"" he said."
1715,"""It's hard to make her understand."""
1716,"""You mean about the dance?"""
1717,"""The dance?"""
1718,He dismissed all the dances he had given with a snap of his fingers.
1719,"""Old sport, the dance is unimportant."""
1720,"He wanted nothing less of Daisy than that she should go to Tom and say: ""I never loved you."""
1721,After she had obliterated three years with that sentence they could decide upon the more practical measures to be taken.
1722,"One of them was that, after she was free, they were to go back to Louisville and be married from her house just as if it were five years ago."
1723,"""And she doesn't understand,"" he said."
1724,"""She used to be able to understand. We'd sit for hours """
1725,He broke off and began to walk up and down a desolate path of fruit rinds and discarded favors and crushed flowers.
1726,"""I wouldn't ask too much of her,"" I ventured."
1727,"""You can't repeat the past."""
1728,"""Can't repeat the past?"" he cried incredulously."
1729,"""Why of course you can!"""
1730,"He looked around him wildly, as if the past were lurking here in the shadow of his house, just out of reach of his hand."
1731,"""I' going to fix everything just the way it was before,"" he said, nodding determinedly."
1732,"""She' see."""
1733,"He talked a lot about the past and I gathered that he wanted to recover something, some idea of himself perhaps, that had gone into loving Daisy."
1734,"His life had been confused and disordered since then, but if he could once return to a certain starting place and go over it all slowly, he could find out what that thing was. . . ."
1735,"One autumn night, five years before, they had been walking down the street when the leaves were falling, and they came to a place where there were no trees and the sidewalk was white with moonlight."
1736,They stopped here and turned toward each other.
1737,Now it was a cool night with that mysterious excitement in it which comes at the two changes of the year.
1738,The quiet lights in the houses were humming out into the darkness and there was a stir and bustle among the stars.
1739,"Out of the corner of his eye Gatsby saw that the blocks of the sidewalk really formed a ladder and mounted to a secret place above the trees he could climb to it, if he climbed alone, and once there he could suck on the pap of life, gulp down the incomparable milk of wonder."
1740,His heart beat faster and faster as Daisy's white face came up to his own.
1741,"He knew that when he kissed this girl, and forever wed his unutterable visions to her perishable breath, his mind would never romp again like the mind of God."
1742,"So he waited, listening for a moment longer to the tuning fork that had been struck upon a star."
1743,Then he kissed her.
1744,At his lips' touch she blossomed for him like a flower and the incarnation was complete.
1745,"Through all he said, even through his appalling sentimentality, I was reminded of something an elusive rhythm, a fragment of lost words, that I had heard somewhere a long time ago."
1746,"For a moment a phrase tried to take shape in my mouth and my lips parted like a dumb man's, as though there was more struggling upon them than a wisp of startled air."
1747,But they made no sound and what I had almost remembered was uncommunicable forever.
1748,"It was when curiosity about Gatsby was at its highest that the lights in his house failed to go on one Saturday night and, as obscurely as it had begun, his career as Trimalchio was over."
1749,Only gradually did I become aware that the automobiles which turned expectantly into his drive stayed for just a minute and then drove sulkily away.
1750,Wondering if he were sick I went over to find out an unfamiliar butler with a villainous face squinted at me suspiciously from the door.
1751,"""Is Mr. Gatsby sick?"""
1752,"""Nope."""
1753,"After a pause he added ""sir"" in a dilatory, grudging way."
1754,"""I hadn't seen him around, and I was rather worried. Tell him Mr. Carraway came over."""
1755,"""Who?"" he demanded rudely."
1756,"""Carraway."""
1757,"""Carraway. All right, I' tell him."""
1758,Abruptly he slammed the door.
1759,"My Finn informed me that Gatsby had dismissed every servant in his house a week ago and replaced them with half a dozen others, who never went into West Egg Village to be bribed by the tradesmen, but ordered moderate supplies over the telephone."
1760,"The grocery boy reported that the kitchen looked like a pigsty, and the general opinion in the village was that the new people weren't servants at all."
1761,Next day Gatsby called me on the phone.
1762,"""Going away?"""
1763,I inquired.
1764,"""No, old sport."""
1765,"""I hear you fired all your servants."""
1766,"""I wanted somebody who wouldn't gossip. Daisy comes over quite often in the afternoons."""
1767,So the whole caravansary had fallen in like a card house at the disapproval in her eyes.
1768,"""They're some people Wolfshiem wanted to do something for. They're all brothers and sisters. They used to run a small hotel."""
1769,"""I see."""
1770,He was calling up at Daisy's request would I come to lunch at her house tomorrow?
1771,Miss Baker would be there.
1772,Half an hour later Daisy herself telephoned and seemed relieved to find that I was coming.
1773,Something was up.
1774,And yet I couldn't believe that they would choose this occasion for a scene especially for the rather harrowing scene that Gatsby had outlined in the garden.
1775,"The next day was broiling, almost the last, certainly the warmest, of the summer."
1776,"As my train emerged from the tunnel into sunlight, only the hot whistles of the National Biscuit Company broke the simmering hush at noon."
1777,"The straw seats of the car hovered on the edge of combustion; the woman next to me perspired delicately for a while into her white shirtwaist, and then, as her newspaper dampened under her fingers, lapsed despairingly into deep heat with a desolate cry."
1778,Her pocket-book slapped to the floor.
1779,"""Oh, my!"" she gasped."
1780,"I picked it up with a weary bend and handed it back to her, holding it at arm's length and by the extreme tip of the corners to indicate that I had no designs upon it but every one near by, including the woman, suspected me just the same."
1781,"""Hot!"" said the conductor to familiar faces."
1782,"""Some weather! Hot! Hot! Hot! Is it hot enough for you? Is it hot? Is it . . . ?"""
1783,My commutation ticket came back to me with a dark stain from his hand.
1784,"That any one should care in this heat whose flushed lips he kissed, whose head made damp the pajama pocket over his heart!"
1785,"Through the hall of the Buchanans' house blew a faint wind, carrying the sound of the telephone bell out to Gatsby and me as we waited at the door."
1786,"""The master's body!"" roared the butler into the mouthpiece."
1787,"""I' sorry, madame, but we can't furnish it it's far too hot to touch this noon!"""
1788,"What he really said was: ""Yes . . . yes . . . I' see."""
1789,"He set down the receiver and came toward us, glistening slightly, to take our stiff straw hats."
1790,"""Madame expects you in the salon!"" he cried, needlessly indicating the direction."
1791,In this heat every extra gesture was an affront to the common store of life.
1792,"The room, shadowed well with awnings, was dark and cool."
1793,"Daisy and Jordan lay upon an enormous couch, like silver idols, weighing down their own white dresses against the singing breeze of the fans."
1794,"""We can't move,"" they said together."
1795,"Jordan's fingers, powdered white over their tan, rested for a moment in mine."
1796,"""And Mr. Thomas Buchanan, the athlete?"""
1797,I inquired.
1798,"Simultaneously I heard his voice, gruff, muffled, husky, at the hall telephone."
1799,Gatsby stood in the center of the crimson carpet and gazed around with fascinated eyes.
1800,"Daisy watched him and laughed, her sweet, exciting laugh; a tiny gust of powder rose from her bosom into the air."
1801,"""The rumor is,"" whispered Jordan, ""that that's Tom's girl on the telephone."""
1802,We were silent.
1803,The voice in the hall rose high with annoyance.
1804,"""Very well, then, I won't sell you the car at all. . . . I' under no obligations to you at all. . . . And as for your bothering me about it at lunch time I won't stand that at all!"""
1805,"""Holding down the receiver,"" said Daisy cynically."
1806,"""No, he's not,"" I assured her."
1807,"""It's a bona fide deal. I happen to know about it."""
1808,"Tom flung open the door, blocked out its space for a moment with his thick body, and hurried into the room."
1809,"""Mr. Gatsby!"""
1810,"He put out his broad, flat hand with well-concealed dislike."
1811,"""I' glad to see you, sir. . . . Nick. . . ."""
1812,"""Make us a cold drink,"" cried Daisy."
1813,As he left the room again she got up and went over to Gatsby and pulled his face down kissing him on the mouth.
1814,"""You know I love you,"" she murmured."
1815,"""You forget there's a lady present,"" said Jordan."
1816,Daisy looked around doubtfully.
1817,"""You kiss Nick too."""
1818,"""What a low, vulgar girl!"""
1819,"""I don't care!"" cried Daisy and began to clog on the brick fireplace."
1820,Then she remembered the heat and sat down guiltily on the couch just as a freshly laundered nurse leading a little girl came into the room.
1821,"""Bles-sed pre-cious,"" she crooned, holding out her arms."
1822,"""Come to your own mother that loves you."""
1823,"The child, relinquished by the nurse, rushed across the room and rooted shyly into her mother's dress."
1824,"""The Bles-sed pre-cious! Did mother get powder on your old yellowy hair? Stand up now, and say How-de-do."""
1825,Gatsby and I in turn leaned down and took the small reluctant hand.
1826,Afterward he kept looking at the child with surprise.
1827,I don't think he had ever really believed in its existence before.
1828,"""I got dressed before luncheon,"" said the child, turning eagerly to Daisy."
1829,"""That's because your mother wanted to show you off."""
1830,Her face bent into the single wrinkle of the small white neck.
1831,"""You dream, you. You absolute little dream."""
1832,"""Yes,"" admitted the child calmly."
1833,"""Aunt Jordan's got on a white dress too."""
1834,"""How do you like mother's friends?"""
1835,Daisy turned her around so that she faced Gatsby.
1836,"""Do you think they're pretty?"""
1837,"""Where's Daddy?"""
1838,"""She doesn't look like her father,"" explained Daisy."
1839,"""She looks like me. She's got my hair and shape of the face."""
1840,Daisy sat back upon the couch.
1841,The nurse took a step forward and held out her hand.
1842,"""Come, Pammy."""
1843,"""Goodbye, sweetheart!"""
1844,"With a reluctant backward glance the well-disciplined child held to her nurse's hand and was pulled out the door, just as Tom came back, preceding four gin rickeys that clicked full of ice."
1845,Gatsby took up his drink.
1846,"""They certainly look cool,"" he said, with visible tension."
1847,We drank in long greedy swallows.
1848,"""I read somewhere that the sun's getting hotter every year,"" said Tom genially."
1849,"""It seems that pretty soon the earth's going to fall into the sun or wait a minute it's just the opposite the sun's getting colder every year."
1850,"""Come outside,"" he suggested to Gatsby, ""I'd like you to have a look at the place."""
1851,I went with them out to the veranda.
1852,"On the green Sound, stagnant in the heat, one small sail crawled slowly toward the fresher sea."
1853,Gatsby's eyes followed it momentarily; he raised his hand and pointed across the bay.
1854,"""I' right across from you."""
1855,"""So you are."""
1856,Our eyes lifted over the rosebeds and the hot lawn and the weedy refuse of the dog days along shore.
1857,Slowly the white wings of the boat moved against the blue cool limit of the sky.
1858,Ahead lay the scalloped ocean and the abounding blessed isles.
1859,"""There's sport for you,"" said Tom, nodding."
1860,"""I'd like to be out there with him for about an hour."""
1861,"We had luncheon in the dining-room, darkened, too, against the heat, and drank down nervous gayety with the cold ale."
1862,"""What' we do with ourselves this afternoon,"" cried Daisy, ""and the day after that, and the next thirty years?"""
1863,"""Don't be morbid,"" Jordan said."
1864,"""Life starts all over again when it gets crisp in the fall."""
1865,"""But it's so hot,"" insisted Daisy, on the verge of tears, ""And everything's so confused. Let's all go to town!"""
1866,"Her voice struggled on through the heat, beating against it, moulding its senselessness into forms."
1867,"""I've heard of making a garage out of a stable,"" Tom was saying to Gatsby, ""but I' the first man who ever made a stable out of a garage."""
1868,"""Who wants to go to town?"" demanded Daisy insistently."
1869,Gatsby's eyes floated toward her.
1870,"""Ah,"" she cried, ""you look so cool."""
1871,"Their eyes met, and they stared together at each other, alone in space."
1872,With an effort she glanced down at the table.
1873,"""You always look so cool,"" she repeated."
1874,"She had told him that she loved him, and Tom Buchanan saw."
1875,He was astounded.
1876,His mouth opened a little and he looked at Gatsby and then back at Daisy as if he had just recognized her as some one he knew a long time ago.
1877,"""You resemble the advertisement of the man,"" she went on innocently."
1878,"""You know the advertisement of the man """
1879,"""All right,"" broke in Tom quickly, ""I' perfectly willing to go to town. Come on we're all going to town."""
1880,"He got up, his eyes still flashing between Gatsby and his wife."
1881,No one moved.
1882,"""Come on!"""
1883,His temper cracked a little.
1884,"""What's the matter, anyhow? If we're going to town let's start."""
1885,"His hand, trembling with his effort at self control, bore to his lips the last of his glass of ale."
1886,Daisy's voice got us to our feet and out on to the blazing gravel drive.
1887,"""Are we just going to go?"" she objected."
1888,"""Like this? Aren't we going to let any one smoke a cigarette first?"""
1889,"""Everybody smoked all through lunch."""
1890,"""Oh, let's have fun,"" she begged him."
1891,"""It's too hot to fuss."""
1892,He didn't answer.
1893,"""Have it your own way,"" she said."
1894,"""Come on, Jordan."""
1895,They went upstairs to get ready while we three men stood there shuffling the hot pebbles with our feet.
1896,A silver curve of the moon hovered already in the western sky.
1897,"Gatsby started to speak, changed his mind, but not before Tom wheeled and faced him expectantly."
1898,"""Have you got your stables here?"" asked Gatsby with an effort."
1899,"""About a quarter of a mile down the road."""
1900,A pause.
1901,"""I don't see the idea of going to town,"" broke out Tom savagely."
1902,"""Women get these notions in their heads """
1903,"""Shall we take anything to drink?"" called Daisy from an upper window."
1904,"""I' get some whiskey,"" answered Tom."
1905,He went inside.
1906,Gatsby turned to me rigidly:
1907,"""I can't say anything in his house, old sport."""
1908,"""She's got an indiscreet voice,"" I remarked."
1909,"""It's full of """
1910,I hesitated.
1911,"""Her voice is full of money,"" he said suddenly."
1912,That was it.
1913,I'd never understood before.
1914,"It was full of money that was the inexhaustible charm that rose and fell in it, the jingle of it, the cymbals' song of it."
1915,". . . High in a white palace the king's daughter, the golden girl. . . ."
1916,"Tom came out of the house wrapping a quart bottle in a towel, followed by Daisy and Jordan wearing small tight hats of metallic cloth and carrying light capes over their arms."
1917,"""Shall we all go in my car?"" suggested Gatsby."
1918,"He felt the hot, green leather of the seat."
1919,"""I ought to have left it in the shade."""
1920,"""Is it standard shift?"" demanded Tom."
1921,"""Yes."""
1922,"""Well, you take my coup and let me drive your car to town."""
1923,The suggestion was distasteful to Gatsby.
1924,"""I don't think there's much gas,"" he objected."
1925,"""Plenty of gas,"" said Tom boisterously."
1926,He looked at the gauge.
1927,"""And if it runs out I can stop at a drug store. You can buy anything at a drug store nowadays."""
1928,A pause followed this apparently pointless remark.
1929,"Daisy looked at Tom frowning and an indefinable expression, at once definitely unfamiliar and vaguely recognizable, as if I had only heard it described in words, passed over Gatsby's face."
1930,"""Come on, Daisy,"" said Tom, pressing her with his hand toward Gatsby's car."
1931,"""I' take you in this circus wagon."""
1932,He opened the door but she moved out from the circle of his arm.
1933,"""You take Nick and Jordan. We' follow you in the coup ."""
1934,"She walked close to Gatsby, touching his coat with her hand."
1935,"Jordan and Tom and I got into the front seat of Gatsby's car, Tom pushed the unfamiliar gears tentatively and we shot off into the oppressive heat leaving them out of sight behind."
1936,"""Did you see that?"" demanded Tom."
1937,"""See what?"""
1938,"He looked at me keenly, realizing that Jordan and I must have known all along."
1939,"""You think I' pretty dumb, don't you?"" he suggested."
1940,"""Perhaps I am, but I have a almost a second sight, sometimes, that tells me what to do. Maybe you don't believe that, but science """
1941,He paused.
1942,"The immediate contingency overtook him, pulled him back from the edge of the theoretical abyss."
1943,"""I've made a small investigation of this fellow,"" he continued."
1944,"""I could have gone deeper if I'd known """
1945,"""Do you mean you've been to a medium?"" inquired Jordan humorously."
1946,"""What?"""
1947,"Confused, he stared at us as we laughed."
1948,"""A medium?"""
1949,"""About Gatsby."""
1950,"""About Gatsby! No, I haven't. I said I'd been making a small investigation of his past."""
1951,"""And you found he was an Oxford man,"" said Jordan helpfully."
1952,"""An Oxford man!"""
1953,He was incredulous.
1954,"""Like hell he is! He wears a pink suit."""
1955,"""Nevertheless he's an Oxford man."""
1956,"""Oxford, New Mexico,"" snorted Tom contemptuously, ""or something like that."""
1957,"""Listen, Tom. If you're such a snob, why did you invite him to lunch?"" demanded Jordan crossly."
1958,"""Daisy invited him; she knew him before we were married God knows where!"""
1959,"We were all irritable now with the fading ale and, aware of it, we drove for a while in silence."
1960,"Then as Doctor T. J. Eckleburg's faded eyes came into sight down the road, I remembered Gatsby's caution about gasoline."
1961,"""We've got enough to get us to town,"" said Tom."
1962,"""But there's a garage right here,"" objected Jordan."
1963,"""I don't want to get stalled in this baking heat."""
1964,Tom threw on both brakes impatiently and we slid to an abrupt dusty stop under Wilson's sign.
1965,After a moment the proprietor emerged from the interior of his establishment and gazed hollow-eyed at the car.
1966,"""Let's have some gas!"" cried Tom roughly."
1967,"""What do you think we stopped for to admire the view?"""
1968,"""I' sick,"" said Wilson without moving."
1969,"""I been sick all day."""
1970,"""What's the matter?"""
1971,"""I' all run down."""
1972,"""Well, shall I help myself?"""
1973,Tom demanded.
1974,"""You sounded well enough on the phone."""
1975,"With an effort Wilson left the shade and support of the doorway and, breathing hard, unscrewed the cap of the tank."
1976,In the sunlight his face was green.
1977,"""I didn't mean to interrupt your lunch,"" he said."
1978,"""But I need money pretty bad and I was wondering what you were going to do with your old car."""
1979,"""How do you like this one?"" inquired Tom."
1980,"""I bought it last week."""
1981,"""It's a nice yellow one,"" said Wilson, as he strained at the handle."
1982,"""Like to buy it?"""
1983,"""Big chance,"" Wilson smiled faintly."
1984,"""No, but I could make some money on the other."""
1985,"""What do you want money for, all of a sudden?"""
1986,"""I've been here too long. I want to get away. My wife and I want to go west."""
1987,"""Your wife does!"" exclaimed Tom, startled."
1988,"""She's been talking about it for ten years."""
1989,"He rested for a moment against the pump, shading his eyes."
1990,"""And now she's going whether she wants to or not. I' going to get her away."""
1991,The coup flashed by us with a flurry of dust and the flash of a waving hand.
1992,"""What do I owe you?"" demanded Tom harshly."
1993,"""I just got wised up to something funny the last two days,"" remarked Wilson."
1994,"""That's why I want to get away. That's why I been bothering you about the car."""
1995,"""What do I owe you?"""
1996,"""Dollar twenty."""
1997,The relentless beating heat was beginning to confuse me and I had a bad moment there before I realized that so far his suspicions hadn't alighted on Tom.
1998,He had discovered that Myrtle had some sort of life apart from him in another world and the shock had made him physically sick.
1999,"I stared at him and then at Tom, who had made a parallel discovery less than an hour before and it occurred to me that there was no difference between men, in intelligence or race, so profound as the difference between the sick and the well."
2000,"Wilson was so sick that he looked guilty, unforgivably guilty as if he had just got some poor girl with child."
2001,"""I' let you have that car,"" said Tom."
2002,"""I' send it over tomorrow afternoon."""
2003,"That locality was always vaguely disquieting, even in the broad glare of afternoon, and now I turned my head as though I had been warned of something behind."
2004,"Over the ashheaps the giant eyes of Doctor T. J. Eckleburg kept their vigil but I perceived, after a moment, that other eyes were regarding us with peculiar intensity from less than twenty feet away."
2005,In one of the windows over the garage the curtains had been moved aside a little and Myrtle Wilson was peering down at the car.
2006,So engrossed was she that she had no consciousness of being observed and one emotion after another crept into her face like objects into a slowly developing picture.
2007,"Her expression was curiously familiar it was an expression I had often seen on women's faces but on Myrtle Wilson's face it seemed purposeless and inexplicable until I realized that her eyes, wide with jealous terror, were fixed not on Tom, but on Jordan Baker, whom she took to be his wife."
2008,"There is no confusion like the confusion of a simple mind, and as we drove away Tom was feeling the hot whips of panic."
