,parag_no,sect_no,parag_raw,parag_clean,char_len,token_len,sentimentr,sentimentr_stdscaler,sentimentr_medianiqr,sentimentr_lnorm_stdscaler,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_stdscaler,syuzhet_medianiqr,syuzhet_lnorm_stdscaler,syuzhet_lnorm_medianiqr,bing,bing_stdscaler,bing_medianiqr,bing_lnorm_stdscaler,bing_lnorm_medianiqr,sentiword,sentiword_stdscaler,sentiword_medianiqr,sentiword_lnorm_stdscaler,sentiword_lnorm_medianiqr,senticnet,senticnet_stdscaler,senticnet_medianiqr,senticnet_lnorm_stdscaler,senticnet_lnorm_medianiqr,nrc,nrc_stdscaler,nrc_medianiqr,nrc_lnorm_stdscaler,nrc_lnorm_medianiqr,afinn,afinn_stdscaler,afinn_medianiqr,afinn_lnorm_stdscaler,afinn_lnorm_medianiqr,scores,vader,vader_stdscaler,vader_medianiqr,vader_lnorm_stdscaler,vader_lnorm_medianiqr,textblob,textblob_stdscaler,textblob_medianiqr,textblob_lnorm_stdscaler,textblob_lnorm_medianiqr,pattern,pattern_stdscaler,pattern_medianiqr,pattern_lnorm_stdscaler,pattern_lnorm_medianiqr,stanza,flair,flair_stdscaler,flair_medianiqr,flair_lnorm_stdscaler,flair_lnorm_medianiqr
1335,1335,43,"It was not often that she could turn her eyes on Mr. Darcy
himself; but, whenever she did catch a glimpse, she saw an
expression of general complaisance, and in all that he said she
heard an accent so removed from _hauteur_ or disdain of his
companions, as convinced her that the improvement of manners
which she had yesterday witnessed however temporary its existence
might prove, had at least outlived one day. When she saw him thus
seeking the acquaintance and courting the good opinion of people
with whom any intercourse a few months ago would have been a
disgracewhen she saw him thus civil, not only to herself, but to
the very relations whom he had openly disdained, and recollected
their last lively scene in Hunsford Parsonagethe difference, the
change was so great, and struck so forcibly on her mind, that she
could hardly restrain her astonishment from being visible. Never,
even in the company of his dear friends at Netherfield, or his
dignified relations at Rosings, had she seen him so desirous to
please, so free from self-consequence or unbending reserve, as
now, when no importance could result from the success of his
endeavours, and when even the acquaintance of those to whom his
attentions were addressed would draw down the ridicule and
censure of the ladies both of Netherfield and Rosings.",it was not often that she could turn her eyes on mr darcy himself but whenever she did catch a glimpse she saw an expression of general complaisance and in all that he said she heard an accent so removed from hauteur or disdain of his companions as convinced her that the improvement of manners which she had yesterday witnessed however temporary its existence might prove had at least outlived one day when she saw him thus seeking the acquaintance and courting the good opinion of people with whom any intercourse a few months ago would have been a disgracewhen she saw him thus civil not only to herself but to the very relations whom he had openly disdained and recollected their last lively scene in hunsford parsonagethe difference the change was so great and struck so forcibly on her mind that she could hardly restrain her astonishment from being visible never even in the company of his dear friends at netherfield or his dignified relations at rosings had she seen him so desirous to please so free from self consequence or unbending reserve as now when no importance could result from the success of his endeavours and when even the acquaintance of those to whom his attentions were addressed would draw down the ridicule and censure of the ladies both of netherfield and rosings,1316,224,6.95,2.0004109412907463,2.7555555555555555,2.0004109412907463,0.2517454262915365,6.95,1.9951385939089683,2.7555555555555555,1.9951385939089683,0.20386904761904767,77.92895507498791,1.2533743256900385,1.375442751164151,1.2533743256900385,0.34907945496117515,0.9937500000000006,0.39784731393156797,0.5556420233463039,0.39784731393156797,-0.07253501343070781,15.211999999999994,3.3903204018703503,3.7689320388349503,3.3903204018703503,0.37866131057646746,64.86724748218462,2.3447588490142257,2.6720035594227016,2.3447588490142257,0.2593114795245289,3.0818873407754195,1.9322499416023704,2.047526239961676,1.9322499416023704,0.3206633377147779,"{'neg': 0.05, 'neu': 0.746, 'pos': 0.204, 'compound': 0.9932}",0.9932,1.2622112997226824,0.7067873838688679,1.2622112997226824,-0.09705085208559923,0.1426094276094276,0.1335576686068651,0.2212022182610417,0.1335576686068651,-0.06328747561838094,0.3942318157755359,0.8237897436560914,0.9398940124387324,0.8237897436560914,-0.039385360142780684,41.51483535515123,-0.8452,-0.8475036740237389,-0.09736214719680072,-0.8475036740237389,0.03156691830073352
1336,1336,43,"Their visitors stayed with them above half-an-hour; and when they
arose to depart, Mr. Darcy called on his sister to join him in
expressing their wish of seeing Mr. and Mrs. Gardiner, and Miss
Bennet, to dinner at Pemberley, before they left the country.
Miss Darcy, though with a diffidence which marked her little in
the habit of giving invitations, readily obeyed. Mrs. Gardiner
looked at her niece, desirous of knowing how _she_, whom the
invitation most concerned, felt disposed as to its acceptance,
but Elizabeth had turned away her head. Presuming however, that
this studied avoidance spoke rather a momentary embarrassment
than any dislike of the proposal, and seeing in her husband, who
was fond of society, a perfect willingness to accept it, she
ventured to engage for her attendance, and the day after the next
was fixed on.",their visitors stayed with them above half an hour and when they arose to depart mr darcy called on his sister to join him in expressing their wish of seeing mr and mrs gardiner and miss bennet to dinner at pemberley before they left the country miss darcy though with a diffidence which marked her little in the habit of giving invitations readily obeyed mrs gardiner looked at her niece desirous of knowing how she whom the invitation most concerned felt disposed as to its acceptance but elizabeth had turned away her head presuming however that this studied avoidance spoke rather a momentary embarrassment than any dislike of the proposal and seeing in her husband who was fond of society a perfect willingness to accept it she ventured to engage for her attendance and the day after the next was fixed on,837,140,2.3,0.3516600751603829,0.6888888888888888,0.3516600751603829,-0.04760277151694524,5.3,1.4033722242497628,2.0222222222222217,1.4033722242497628,0.34047619047619043,-16.790279340360073,-0.5933023258808023,-0.2963477180785624,-0.5933023258808023,-0.12033815272156714,-1.383333333333333,-1.2675853518113562,-1.2202334630350191,-1.2675853518113562,-0.4952085370287794,2.343,-0.06765680431155477,0.19916782246879333,-0.06765680431155477,-0.4151701333518725,53.49085656840369,1.8348150177982618,2.1415230560881677,1.8348150177982618,0.4715012328277057,0.7911663026499569,0.2025634792113538,0.3607160795579515,0.2025634792113538,0.02192058413197145,"{'neg': 0.082, 'neu': 0.755, 'pos': 0.163, 'compound': 0.9091}",0.9091,1.1100155713142257,0.6072548671519025,1.1100155713142257,0.02901757164944138,0.15458333333333335,0.18512746536912905,0.2705065359477124,0.18512746536912905,0.027783558792924032,0.31129423465666306,0.5192915450222364,0.6676246991299726,0.5192915450222364,0.03944376010214458,28.679778471060942,-0.9957,-1.011533374714046,-0.1745238278346023,-1.011533374714046,-0.040836248652298915
1337,1337,43,"Bingley expressed great pleasure in the certainty of seeing
Elizabeth again, having still a great deal to say to her, and
many enquiries to make after all their Hertfordshire friends.
Elizabeth, construing all this into a wish of hearing her speak
of her sister, was pleased, and on this account, as well as some
others, found herself, when their visitors left them, capable of
considering the last half-hour with some satisfaction, though
while it was passing, the enjoyment of it had been little. Eager
to be alone, and fearful of enquiries or hints from her uncle and
aunt, she stayed with them only long enough to hear their
favourable opinion of Bingley, and then hurried away to dress.",bingley expressed great pleasure in the certainty of seeing elizabeth again having still a great deal to say to her and many enquiries to make after all their hertfordshire friends elizabeth construing all this into a wish of hearing her speak of her sister was pleased and on this account as well as some others found herself when their visitors left them capable of considering the last half hour with some satisfaction though while it was passing the enjoyment of it had been little eager to be alone and fearful of enquiries or hints from her uncle and aunt she stayed with them only long enough to hear their favourable opinion of bingley and then hurried away to dress,691,118,5.9,1.6281123586161483,2.2888888888888888,1.6281123586161483,0.6408065396511837,5.9,1.6185599950349283,2.2888888888888888,1.6185599950349283,0.5833333333333334,138.42929657993398,2.4329084378359314,2.4432712121753313,2.4329084378359314,1.177116532394242,3.1505404761904763,1.908938347990473,2.166940744858254,1.908938347990473,0.5847120915108274,6.218999999999999,0.9738475589770508,1.2743411927877948,0.9738475589770508,0.14276385419028725,20.298903391654342,0.3469941529237202,0.5937840445419837,0.3469941529237202,-0.010391954968456784,2.869367832104589,1.77177989264227,1.891033999944832,1.77177989264227,0.7097232182363188,"{'neg': 0.036, 'neu': 0.714, 'pos': 0.25, 'compound': 0.9831}",0.9831,1.243933334717624,0.6948340138469732,1.243933334717624,0.14150629499003145,0.1150641025641026,0.014924129384831153,0.10778029160382108,0.014924129384831153,0.0026455493042205863,0.3123396871024263,0.5231298337955247,0.6710567333859143,0.5231298337955247,0.11144531819403483,26.029265334091633,0.7309,0.8702851050991357,0.7107077853828604,0.8702851050991357,0.2477029551269841
1338,1338,43,"But she had no reason to fear Mr. and Mrs. Gardiners curiosity;
it was not their wish to force her communication. It was evident
that she was much better acquainted with Mr. Darcy than they had
before any idea of; it was evident that he was very much in love
with her. They saw much to interest, but nothing to justify
enquiry.",but she had no reason to fear mr and mrs gardiners curiosity it was not their wish to force her communication it was evident that she was much better acquainted with mr darcy than they had before any idea of it was evident that he was very much in love with her they saw much to interest but nothing to justify enquiry,327,62,3.6,0.8126011775194091,1.2666666666666666,0.8126011775194091,0.8061759692385861,3.6,0.7936735403584603,1.2666666666666666,0.7936735403584603,0.7446236559139786,19.504072351152253,0.11430402531407327,0.34424604959426475,0.11430402531407327,0.3156509235809712,2.229166666666667,1.2634052199662342,1.4785992217898831,1.2634052199662342,0.8579305989475587,4.1240000000000006,0.4109085390880859,0.6932038834951458,0.4109085390880859,0.3570283721215129,28.314305583688487,0.7062825189371803,0.967541822512524,0.7062825189371803,0.6426559196068083,0.9462675268028724,0.3196779087959828,0.4749274201960446,0.3196779087959828,0.3760823748739736,"{'neg': 0.125, 'neu': 0.7, 'pos': 0.175, 'compound': 0.7235}",0.7235,0.7741353431024587,0.3875968992248062,0.7741353431024587,0.34582145531656233,0.3666666666666667,1.098538231150232,1.1437908496732028,1.098538231150232,0.9647208888590514,0.6767969660645874,1.861203399793475,1.8675050953315255,1.861203399793475,1.517604147434055,14.430579783743804,-0.9943,-1.010007517033206,-0.17380604475890174,-1.010007517033206,-0.2343698672010375
1339,1339,43,"Of Mr. Darcy it was now a matter of anxiety to think well; and,
as far as their acquaintance reached, there was no fault to find.
They could not be untouched by his politeness; and had they drawn
his character from their own feelings and his servants report,
without any reference to any other account, the circle in
Hertfordshire to which he was known would not have recognized it
for Mr. Darcy. There was now an interest, however, in believing
the housekeeper; and they soon became sensible that the authority
of a servant who had known him since he was four years old, and
whose own manners indicated respectability, was not to be hastily
rejected. Neither had anything occurred in the intelligence of
their Lambton friends that could materially lessen its weight.
They had nothing to accuse him of but pride; pride he probably
had, and if not, it would certainly be imputed by the inhabitants
of a small market-town where the family did not visit. It was
acknowledged, however, that he was a liberal man, and did much
good among the poor.",of mr darcy it was now a matter of anxiety to think well and as far as their acquaintance reached there was no fault to find they could not be untouched by his politeness and had they drawn his character from their own feelings and his servants report without any reference to any other account the circle in hertfordshire to which he was known would not have recognized it for mr darcy there was now an interest however in believing the housekeeper and they soon became sensible that the authority of a servant who had known him since he was four years old and whose own manners indicated respectability was not to be hastily rejected neither had anything occurred in the intelligence of their lambton friends that could materially lessen its weight they had nothing to accuse him of but pride pride he probably had and if not it would certainly be imputed by the inhabitants of a small market town where the family did not visit it was acknowledged however that he was a liberal man and did much good among the poor,1042,183,2.5,0.4225740909079255,0.7777777777777778,0.4225740909079255,-0.10434991738582136,2.5,0.3991626272523234,0.7777777777777778,0.3991626272523234,-0.14344262295081964,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.5298166666666662,-0.6695943106519459,-0.5825867704280151,-0.6695943106519459,-0.2889757640824498,2.7430000000000003,0.039825586120705976,0.3101248266296811,0.039825586120705976,-0.4422642287336248,32.86244568925966,0.9101517431858326,1.1796213537737712,0.9101517431858326,0.006932558633264695,0.18814902862529934,-0.2527651261093162,-0.08332562076018153,-0.2527651261093162,-0.14843374122862965,"{'neg': 0.068, 'neu': 0.809, 'pos': 0.123, 'compound': 0.7871}",0.7871,0.8892322316491633,0.4628676253032724,0.8892322316491633,-0.10518157442755187,0.171031746031746,0.25596828535533284,0.3382352941176469,0.25596828535533284,-0.005247591266253559,0.3328817415128639,0.5985482204886656,0.7384926408819955,0.5985482204886656,-0.02934184351297247,33.86682515255388,-0.9112,-0.9194369646919136,-0.13120049219410904,-0.9194369646919136,0.005414901185358288
1340,1340,43,"With respect to Wickham, the travellers soon found that he was
not held there in much estimation; for though the chief of his
concerns with the son of his patron were imperfectly understood,
it was yet a well-known fact that, on his quitting Derbyshire, he
had left many debts behind him, which Mr. Darcy afterwards
discharged.",with respect to wickham the travellers soon found that he was not held there in much estimation for though the chief of his concerns with the son of his patron were imperfectly understood it was yet a well known fact that on his quitting derbyshire he had left many debts behind him which mr darcy afterwards discharged,327,56,0.10000000000000007,-0.42839409806258455,-0.2888888888888889,-0.42839409806258455,-0.3478664072392143,0.10000000000000007,-0.4615884558883391,-0.2888888888888889,-0.4615884558883391,-0.3809523809523809,-19.829265000301945,-0.6525513675069654,-0.3499856860564039,-0.6525513675069654,-0.3552974122096393,0.7056,0.19596359538271987,0.3403704280155641,0.19596359538271987,0.16846961868911445,4.92,0.6247984960482844,0.914008321775312,0.6247984960482844,0.6880721985895726,14.241919094755266,0.07549137129601771,0.3113471888766121,0.07549137129601771,0.17840607890616228,0.4827360007652864,-0.0303272608141761,0.13359834748299276,-0.0303272608141761,0.13132855945204952,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.6369}",0.6369,0.6174153659303734,0.2851056275519261,0.6174153659303734,0.3276950250033273,0.07499999999999997,-0.1576258868198507,-0.057189542483660274,-0.1576258868198507,0.07358406421881962,0.07401830871986055,-0.3518466175844316,-0.1113099231243126,-0.3518466175844316,-0.1139022332002349,13.999344022193306,-0.9958,-1.0116423645483916,-0.17457509805429516,-1.0116423645483916,-0.2722104080157385
1341,1341,43,"As for Elizabeth, her thoughts were at Pemberley this evening
more than the last; and the evening, though as it passed it
seemed long, was not long enough to determine her feelings
towards _one_ in that mansion; and she lay awake two whole hours
endeavouring to make them out. She certainly did not hate him.
No; hatred had vanished long ago, and she had almost as long been
ashamed of ever feeling a dislike against him, that could be so
called. The respect created by the conviction of his valuable
qualities, though at first unwillingly admitted, had for some
time ceased to be repugnant to her feeling; and it was now
heightened into somewhat of a friendlier nature, by the testimony
so highly in his favour, and bringing forward his disposition in
so amiable a light, which yesterday had produced. But above all,
above respect and esteem, there was a motive within her of
goodwill which could not be overlooked. It was gratitude;
gratitude, not merely for having once loved her, but for loving
her still well enough to forgive all the petulance and acrimony
of her manner in rejecting him, and all the unjust accusations
accompanying her rejection. He who, she had been persuaded, would
avoid her as his greatest enemy, seemed, on this accidental
meeting, most eager to preserve the acquaintance, and without any
indelicate display of regard, or any peculiarity of manner, where
their two selves only were concerned, was soliciting the good
opinion of her friends, and bent on making her known to his
sister. Such a change in a man of so much pride exciting not only
astonishment but gratitudefor to love, ardent love, it must be
attributed; and as such its impression on her was of a sort to be
encouraged, as by no means unpleasing, though it could not be
exactly defined. She respected, she esteemed, she was grateful to
him, she felt a real interest in his welfare; and she only wanted
to know how far she wished that welfare to depend upon herself,
and how far it would be for the happiness of both that she should
employ the power, which her fancy told her she still possessed,
of bringing on her the renewal of his addresses.",as for elizabeth her thoughts were at pemberley this evening more than the last and the evening though as it passed it seemed long was not long enough to determine her feelings towards one in that mansion and she lay awake two whole hours endeavouring to make them out she certainly did not hate him no hatred had vanished long ago and she had almost as long been ashamed of ever feeling a dislike against him that could be so called the respect created by the conviction of his valuable qualities though at first unwillingly admitted had for some time ceased to be repugnant to her feeling and it was now heightened into somewhat of a friendlier nature by the testimony so highly in his favour and bringing forward his disposition in so amiable a light which yesterday had produced but above all above respect and esteem there was a motive within her of goodwill which could not be overlooked it was gratitude gratitude not merely for having once loved her but for loving her still well enough to forgive all the petulance and acrimony of her manner in rejecting him and all the unjust accusations accompanying her rejection he who she had been persuaded would avoid her as his greatest enemy seemed on this accidental meeting most eager to preserve the acquaintance and without any indelicate display of regard or any peculiarity of manner where their two selves only were concerned was soliciting the good opinion of her friends and bent on making her known to his sister such a change in a man of so much pride exciting not only astonishment but gratitudefor to love ardent love it must be attributed and as such its impression on her was of a sort to be encouraged as by no means unpleasing though it could not be exactly defined she respected she esteemed she was grateful to him she felt a real interest in his welfare and she only wanted to know how far she wished that welfare to depend upon herself and how far it would be for the happiness of both that she should employ the power which her fancy told her she still possessed of bringing on her the renewal of his addresses,2137,376,6.4,1.8053973979850042,2.5111111111111106,1.8053973979850042,-0.03544887240623583,4.65,1.1702521392325,1.7333333333333332,1.1702521392325,-0.16932624113475178,144.30869988214175,2.547535175165179,2.547042431042704,2.547535175165179,0.3851040834404506,8.00589761904762,5.310699773923872,5.794289271817675,5.310699773923872,0.4250813876248839,18.697000000000006,4.326760728511422,4.735644937586686,4.326760728511422,0.09657929145070873,106.71963882417069,4.2207816534546785,4.623578342068059,4.2207816534546785,0.2461038231430708,3.9803707067355782,2.6106802213786198,2.709139262861902,2.6106802213786198,0.2037663598248877,"{'neg': 0.067, 'neu': 0.677, 'pos': 0.256, 'compound': 0.9981}",0.9981,1.2710788272993945,0.7125865435824604,1.2710788272993945,-0.20596637210609167,0.2388690476190476,0.5481332594600751,0.617565359477124,0.5481332594600751,-0.06355224579259829,1.106858665738213,3.4401379561840266,3.2793210908174504,3.4401379561840266,0.16192040895783405,63.022536189979974,0.9901,1.152786755723239,0.8436001948268348,1.152786755723239,0.1704881046067717
1342,1342,43,"It had been settled in the evening between the aunt and the
niece, that such a striking civility as Miss Darcys in coming to
see them on the very day of her arrival at Pemberley, for she had
reached it only to a late breakfast, ought to be imitated, though
it could not be equalled, by some exertion of politeness on their
side; and, consequently, that it would be highly expedient to
wait on her at Pemberley the following morning. They were,
therefore, to go. Elizabeth was pleased; though when she asked
herself the reason, she had very little to say in reply.",it had been settled in the evening between the aunt and the niece that such a striking civility as miss darcys in coming to see them on the very day of her arrival at pemberley for she had reached it only to a late breakfast ought to be imitated though it could not be equalled by some exertion of politeness on their side and consequently that it would be highly expedient to wait on her at pemberley the following morning they were therefore to go elizabeth was pleased though when she asked herself the reason she had very little to say in reply,563,103,2.45,0.4048455869710399,0.7555555555555556,0.4048455869710399,0.10327561706999656,3.45,0.7398765976621691,1.2000000000000002,0.7398765976621691,0.2532362459546927,53.24124738326703,0.7720548380853168,0.9397057577095111,0.7720548380853168,0.5186620256184594,0.6166666666666669,0.13365510315201545,0.2739299610894943,0.13365510315201545,-0.02675641339141824,3.7120000000000015,0.3002016769428577,0.5789181692094317,0.3002016769428577,-0.11573829846356795,34.165306402471685,0.96855214351238,1.2403736795471658,0.96855214351238,0.3559321254019744,0.8448213213351503,0.24307751733057464,0.4002258361666821,0.24307751733057464,0.1159206738396864,"{'neg': 0.015, 'neu': 0.943, 'pos': 0.041, 'compound': 0.4019}",0.4019,0.19213598214931052,0.006982661695958296,0.19213598214931052,-0.12961316748834872,0.09069444444444444,-0.09003229380526998,0.007434640522875779,-0.09003229380526998,-0.01578048755846963,0.2309069060257032,0.2241563791433155,0.40372741071367774,0.2241563791433155,0.04255300168372207,21.754149024380123,0.5676,0.6923047056125768,0.6269835166243688,0.6923047056125768,0.2328839891650391
1343,1343,43,"Mr. Gardiner left them soon after breakfast. The fishing scheme
had been renewed the day before, and a positive engagement made
of his meeting some of the gentlemen at Pemberley before noon.",mr gardiner left them soon after breakfast the fishing scheme had been renewed the day before and a positive engagement made of his meeting some of the gentlemen at pemberley before noon,190,32,1.5,0.06800401217021296,0.3333333333333333,0.06800401217021296,0.5767258856860654,1.5,0.04051634261038069,0.3333333333333333,0.04051634261038069,0.5208333333333334,44.785451794095785,0.6071979282785372,0.7904613242731863,0.6071979282785372,1.4043017465331715,0.729166666666667,0.21247487874370516,0.35797665369649817,0.21247487874370516,0.4691921933115265,4.1930000000000005,0.4294492514376506,0.7123439667128987,0.4294492514376506,1.3577930351998535,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,0.5608940354863774,0.028688609007662007,0.19115130346955345,0.028688609007662007,0.4595657261546557,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.765}",0.765,0.8492378725786889,0.43671223149298777,0.8492378725786889,1.0948280508264436,0.11363636363636365,0.008775074261900512,0.10190136660724887,0.008775074261900512,0.5044461261943051,0.06538837634057804,-0.3835306723684399,-0.1396404547254278,-0.3835306723684399,0.008810520032787907,9.254751585525227,0.9925,1.1554025117475364,0.8448306800994643,1.1554025117475364,0.7859472786533056
1344,1344,44,"Convinced as Elizabeth now was that Miss Bingleys dislike of her
had originated in jealousy, she could not help feeling how
unwelcome her appearance at Pemberley must be to her, and was
curious to know with how much civility on that ladys side the
acquaintance would now be renewed.",convinced as elizabeth now was that miss bingleys dislike of her had originated in jealousy she could not help feeling how unwelcome her appearance at pemberley must be to her and was curious to know with how much civility on that ladys side the acquaintance would now be renewed,282,49,-1.25,-0.9070637043584966,-0.8888888888888888,-0.9070637043584966,-0.9075913030977996,-0.25,-0.5871146555130191,-0.4444444444444444,-0.5871146555130191,-0.5187074829931972,-40.88457625421077,-1.0630524861461783,-0.7216110364775209,-1.0630524861461783,-0.8372147583562585,-1.166666666666667,-1.115784302523658,-1.0583657587548638,-1.115784302523658,-0.9064050219842636,-0.8210000000000001,-0.9178425126307364,-0.6785020804438281,-0.9178425126307364,-0.9346828462552164,-14.3969613562595,-1.208239165884752,-1.0240822835924108,-1.208239165884752,-1.079099631376512,-0.2505122789403399,-0.5839911953874523,-0.4063410985344669,-0.5839911953874523,-0.37470925518668696,"{'neg': 0.218, 'neu': 0.697, 'pos': 0.085, 'compound': -0.703}",-0.703,-1.807401001423865,-1.3006686786200368,-1.807401001423865,-1.2466066280272157,0.05,-0.26529709693157194,-0.16013071895424846,-0.26529709693157194,0.011467646371764112,0.025629063452364244,-0.5295035713854573,-0.2701632005261099,-0.5295035713854573,-0.24972273827482624,11.523564831255634,0.6478,0.7797145527578434,0.6681022328180677,0.7797145527578434,0.4000659912784587
1345,1345,44,"On reaching the house, they were shown through the hall into the
saloon, whose northern aspect rendered it delightful for summer.
Its windows opening to the ground, admitted a most refreshing
view of the high woody hills behind the house, and of the
beautiful oaks and Spanish chestnuts which were scattered over
the intermediate lawn.",on reaching the house they were shown through the hall into the saloon whose northern aspect rendered it delightful for summer its windows opening to the ground admitted a most refreshing view of the high woody hills behind the house and of the beautiful oaks and spanish chestnuts which were scattered over the intermediate lawn,335,55,2.6,0.4580310987816968,0.8222222222222223,0.4580310987816968,0.5848816052816259,2.6,0.43502725571651774,0.8222222222222223,0.43502725571651774,0.5287878787878788,59.912130649654806,0.9021125233002728,1.0574465643684248,0.9021125233002728,1.0930135093028006,1.0833333333333333,0.4606112093101353,0.6225680933852138,0.4606112093101353,0.37798493102354186,1.0780000000000003,-0.4075698640535789,-0.15173370319001378,-0.4075698640535789,-0.3707390622352188,21.417353041639746,0.3971283742121969,0.6459372922437543,0.3971283742121969,0.4883147726405997,1.4608018705598158,0.708194482407198,0.8538132576597413,0.708194482407198,0.7923884622326953,"{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.872}",0.872,1.0428757196619811,0.5633469436061306,1.0428757196619811,0.6019922677170272,0.3728571428571429,1.1251996736540866,1.169281045751634,1.1251996736540866,1.1332675649012798,0.6496847235858451,1.7616631324704055,1.7785004301078375,1.7616631324704055,1.6700309720977946,14.364551727171524,0.9987,1.162159881476971,0.8480094337204235,1.162159881476971,0.5071393960144706
1346,1346,44,"In this house they were received by Miss Darcy, who was sitting
there with Mrs. Hurst and Miss Bingley, and the lady with whom
she lived in London. Georgianas reception of them was very
civil, but attended with all the embarrassment which, though
proceeding from shyness and the fear of doing wrong, would easily
give to those who felt themselves inferior the belief of her
being proud and reserved. Mrs. Gardiner and her niece, however,
did her justice, and pitied her.",in this house they were received by miss darcy who was sitting there with mrs hurst and miss bingley and the lady with whom she lived in london georgianas reception of them was very civil but attended with all the embarrassment which though proceeding from shyness and the fear of doing wrong would easily give to those who felt themselves inferior the belief of her being proud and reserved mrs gardiner and her niece however did her justice and pitied her,470,81,-2.1,-1.208448271285552,-1.2666666666666666,-1.208448271285552,-0.9161160159457667,-0.10000000000000007,-0.5333177128167277,-0.3777777777777778,-0.5333177128167277,-0.4413580246913581,-92.68786963483038,-2.0730261514840334,-1.6359369670413235,-2.0730261514840334,-1.1481835911749116,-1.552083333333333,-1.3858150151988906,-1.3463035019455247,-1.3858150151988906,-0.7691876658935469,-0.3050000000000001,-0.7791902289731202,-0.535367545076283,-0.7791902289731202,-0.7331858565873938,0.0,-0.5628990323116562,-0.35275274115335625,-0.5628990323116562,-0.4050423918464316,-2.0024700892752523,-1.9068662451125316,-1.6964240837110034,-1.9068662451125316,-1.097292411636842,"{'neg': 0.229, 'neu': 0.659, 'pos': 0.112, 'compound': -0.8885}",-0.8885,-2.1431002596850868,-1.5202082963488963,-2.1431002596850868,-1.0398551055377587,0.2333333333333333,0.5242917772210511,0.5947712418300654,0.5242917772210511,0.37383897945812616,0.2119069378615056,0.1543996295245078,0.3413538978240281,0.1543996295245078,0.1062058558242411,18.02223080347727,-0.9726,-0.986356722980185,-0.16268040708554438,-0.986356722980185,-0.1469878625397503
1347,1347,44,"By Mrs. Hurst and Miss Bingley they were noticed only by a
curtsey; and, on their being seated, a pause, awkward as such
pauses must always be, succeeded for a few moments. It was first
broken by Mrs. Annesley, a genteel, agreeable-looking woman,
whose endeavour to introduce some kind of discourse proved her to
be more truly well-bred than either of the others; and between
her and Mrs. Gardiner, with occasional help from Elizabeth, the
conversation was carried on. Miss Darcy looked as if she wished
for courage enough to join in it; and sometimes did venture a
short sentence when there was least danger of its being heard.",by mrs hurst and miss bingley they were noticed only by a curtsey and on their being seated a pause awkward as such pauses must always be succeeded for a few moments it was first broken by mrs annesley a genteel agreeable looking woman whose endeavour to introduce some kind of discourse proved her to be more truly well bred than either of the others and between her and mrs gardiner with occasional help from elizabeth the conversation was carried on miss darcy looked as if she wished for courage enough to join in it and sometimes did venture a short sentence when there was least danger of its being heard,628,109,0.30000000000000004,-0.3574800823150421,-0.2,-0.3574800823150421,-0.32804591662877136,2.3,0.3274333703239348,0.6888888888888888,0.3274333703239348,0.0053516819571865215,0.0,-0.2659536408689325,0.0,-0.2659536408689325,0.0,-0.6110666666666669,-0.7265197041348332,-0.6432871595330739,-0.7265197041348332,-0.3690076831140016,4.314,0.4619626745434096,0.7459084604715673,0.4619626745434096,-0.06083871985933593,13.596627306435435,0.0465663308959555,0.28125726710266197,0.0465663308959555,-0.1188706717002591,0.20792051575580892,-0.237835995472368,-0.06876656061144923,-0.237835995472368,-0.11602915822778305,"{'neg': 0.064, 'neu': 0.749, 'pos': 0.188, 'compound': 0.9376}",0.9376,1.1615920072195889,0.6409846736493283,1.1615920072195889,0.15806200622089903,-0.012500000000000006,-0.5344751222108753,-0.4174836601307191,-0.5344751222108753,-0.20964400614803005,-0.03178282447653167,-0.7402863820085598,-0.4586362074704002,-0.7402863820085598,-0.3882494483471621,23.70293879616222,-0.9496,-0.9612890610806696,-0.15088825655617935,-0.9612890610806696,-0.07552684096162295
