,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
240,240,commercials were beheaded.,0.035591479627555614,-0.015079046778125186,0.06636237100795951,-0.13133212462624916,-0.0852983175229849,-0.043709580313650534,-0.12996048513249917,-0.08474499637406221,0.01955896045788731,-0.3735231668806752,0.005926287337774981,-0.42637174400484196,-0.496068040925472,-0.42344656174450124,-0.2944248567894502,-0.022630661288330613,-0.6373325304370813,-0.8008087734188614,-1.5852088454755495,-0.002474630808964945,0.37219817456333265,-0.6114255072373386,-0.06772271793381283,-2.227332023035143,-1.234987055087217,-1.0150443953172326,0.39130565205667284,-2.1791529697014407,-0.26278498162358,-1.1792300277908352,0.10177908911546114
241,241,faces flicked.,0.0445195245913564,-0.0055915125612666155,0.08015530974763643,-0.144789992366951,-0.06608589580346266,-0.07539295208368714,-0.12405777009814024,-0.08750619619426456,0.006935144303453249,-0.3739088275767299,-0.03536040954795827,-0.45256365079660466,-0.431631078870157,-0.3607766672600957,-0.21977922032662925,0.022029109195418506,-0.6456224662843947,-0.9230753966047252,-1.5501479587811686,0.07706707376491173,0.48974746506704464,-0.5362437531763146,-0.26034721505094527,-1.9929696815089928,-1.1882480613718414,-1.0349739351961857,0.36606237083515625,-2.405290288143515,-0.2902513467021822,-1.1792300277908352,0.09566924868678872
242,242,an open mouth in midsong was struck out.,0.06039160452700224,0.011275214935370844,0.10790586731029425,-0.11327888741311254,-0.024776824985687562,-0.058896691583270225,-0.135242755617377,-0.1195810638731266,-0.004453405831095854,-0.37392349945103626,-0.060674824297566064,-0.47187264514145066,-0.38615969819477547,-0.3165522572616835,-0.06820711801957327,0.20256633041277086,-0.4666333454004967,-0.8430331029310304,-1.5501479587811686,0.21847454856291473,0.7248460460744688,-0.6114255072373386,-0.16403496649237906,-1.993068633105339,-1.1910581429406082,-1.0381940213335312,0.3138401668457202,-2.2092257702965195,-0.29412525252813193,-1.1792300277908352,-0.0819190072970665
243,243,"an imbecile with sideburns was about to use his gun, but you were much too quick.",0.05047155456722359,0.0007335102499724323,0.08737610726302687,-0.09621037222978335,-0.02717246739862225,-0.041082470661406814,-0.15519535558535977,-0.12507670770132,-0.004453405831095854,-0.37521043242591434,-0.060674824297566064,-0.4684447111669731,-0.4983260138148244,-0.42564261379616203,-0.22655442520611244,0.18240411532416068,-0.29510769526272984,-0.7133497653797732,-1.5501479587811686,0.1300948768141629,0.6072967555707567,-0.7617890153593867,-0.06772271793381283,-1.9941707283082513,-1.1368224742617627,-1.025991593297967,0.3123376181936334,-2.41942061856529,-0.2906056931277033,-1.1792300277908352,-0.37866657397024506
244,244,A jovial negro raised his trumpet.,0.03856749461548921,-0.01191653537250566,0.08737610726302687,-0.10014926034901314,-0.02970995705969123,-0.05909581895812374,-0.15519535558535977,-0.12507670770132,-0.004453405831095854,-0.3746403253100074,-0.060674824297566064,-0.4651751634766754,-0.6422190161189293,-0.5655896098029163,-0.22655442520611244,0.16089128449286583,-0.33742353367102723,-0.8519870847769616,-1.5501479587811686,0.0240392707156607,0.6072967555707567,-0.7617890153593867,-0.16403496649237906,-2.2293791228595023,-1.3091757154889887,-1.0121535133253423,-0.13792003766227728,-2.6408582139917876,-0.654267766763293,-1.3530767885607442,-0.703342100720156
245,245,trk.,0.03856749461548921,-0.01191653537250566,0.08737610726302687,-0.10014926034901314,-0.00948884379788069,-0.05909581895812374,-0.15519535558535977,-0.12507670770132,-0.004453405831095854,-0.3371725502954791,-0.060674824297566064,-0.39932617389427655,-0.6422190161189293,-0.5655896098029163,-0.22655442520611244,0.16089128449286583,-0.33742353367102723,-0.8519870847769616,-1.5501479587811686,0.0240392707156607,0.6072967555707567,-0.7617890153593867,-0.16403496649237906,-2.0011855189196295,-1.1781547094610465,-0.8046858203655337,-0.8321525635681285,-2.6003198659390834,-0.28453623037275316,-1.1792300277908352,-0.6943438627719777
246,246,your ruby ring made life and laid the law.,0.03856749461548921,-0.01191653537250566,0.08737610726302687,-0.10901175861728023,-0.02714094578792575,-0.05909581895812374,-0.15519535558535977,-0.12507670770132,-0.004453405831095854,-0.3361413271299416,-0.060674824297566064,-0.4052516613352081,-0.6422190161189293,-0.5655896098029163,-0.22655442520611244,0.01214700028436811,-0.43263417008969624,-0.8519870847769616,-1.5501479587811686,0.0240392707156607,0.6072967555707567,-0.7617890153593867,-0.16403496649237906,-2.004140382912462,-1.0762367572022637,-0.8021270362882665,-0.8564662067111376,-2.835640019139576,0.057127383877910734,-1.1792300277908352,-0.9745005063056232
247,247,"oh, switch it off! and as life snapped we saw a pinhead light dwindle and die in black infinity.",0.04352751959537853,-0.0066456830298064545,0.10651874678634653,-0.1155765721493299,-0.006730702861936151,-0.05909581895812374,-0.10994667182224824,-0.08246005001122035,0.006935144303453245,-0.3299435082264978,-0.060674824297566064,-0.39162301362745267,-0.5920567148165041,-0.51680291922276,-0.08492428803685546,0.1586074317349657,-0.47697598282857595,-0.8519870847769616,-1.217531182563161,0.06822910659003659,0.7248460460744688,-0.38588024505426655,-0.16403496649237906,-2.0423657671114372,-1.1165659448032186,-0.8933397808747338,-0.6102390756823578,-2.840032324962534,0.04885193237473139,-1.1792300277908352,-0.9600821414764157
248,248,"out of his lakeside shack a watchman, father time, all gray and bent, emerged with his uneasy dog and went along the reedy bank.",0.035591479627555614,-0.015079046778125186,0.10651874678634653,-0.09456916884677093,0.005074140343906483,-0.09248288401377724,-0.10267574888099243,-0.06662060918215268,0.006935144303453245,-0.3254057071017242,-0.060674824297566064,-0.4113359291358687,-0.604021121815976,-0.528439223919771,-0.08492428803685546,0.1864743388901892,-0.48049445770319676,-0.7828226380829578,-1.217531182563161,-0.0024746308089648814,0.7248460460744688,-0.3106984909932424,-0.35665946360951145,-1.8070826807000104,-0.9716781669401227,-0.6817126473915305,-0.0030077803306764687,-2.644355043260027,0.334863311645879,-1.0053832670209264,-0.6701212970453426
249,249,he came too late.,-0.000120700227647524,-0.05302918364555947,0.07173089509047798,-0.12411082974099451,0.010464335773009533,-0.1085009013723449,-0.11498069587671213,-0.11905129879134359,-0.012949625772743603,-0.3671723412880358,-0.0957280945322403,-0.37890247122999365,-1.1477167227182266,-1.0572249526903117,-0.6042269605406165,-0.12356518259806963,-0.7444833333442679,-0.7828226380829578,-1.217531182563161,-0.21458584300596914,0.48974746506704464,-0.4610619991152905,-0.35665946360951145,-1.8059555663257079,-1.0698435484028874,-0.6626456814355642,0.007820424759881218,-2.452333722611973,-0.03177971303439654,-1.3530767885607442,-0.6900027609643788
250,250,you gently yawned and stacked away your plate.,0.015751379707998316,-0.03616245614892201,0.07173089509047798,-0.1096682399704852,0.02167026837561849,-0.1085009013723449,-0.11498069587671213,-0.11905129879134359,-0.01582552227136711,-0.3419094697144114,-0.10312226697457792,-0.3479225612577302,-1.0312637363317565,-0.9439654796107302,-0.6042269605406165,-0.06755716857633018,-0.6503059542725788,-0.7828226380829578,-1.217531182563161,-0.07317836820796628,0.48974746506704464,-0.4610619991152905,-0.35665946360951145,-1.572196603113067,-1.1659090890674337,-0.6764171849421073,0.017194822676253274,-2.272155678657294,-0.03196764231371507,-1.3530767885607442,-0.5524534756966638
251,251,we heard the wind.,0.055431579547112926,0.006004362592671641,0.1461773056952565,-0.09588213155318087,0.0494565682045912,-0.0715888812679676,-0.016580227097178588,-0.051958424090380574,0.07148669542684268,-0.3002078109714569,-0.03301572650522946,-0.34708861508560646,-0.4548296714733902,-0.3833390802643478,0.01292725012495855,0.22460240130716397,-0.4612122576471048,-0.46078538390697354,-0.6916178821474451,0.280340318787041,0.842395336578181,0.06521027931187766,-0.16403496649237906,-1.5712906109601055,-0.9923087523743104,-0.5493003190860445,0.2587025385114529,-2.0396673092633457,0.34232286742259355,-1.3530767885607442,-0.36920444297884536
252,252,we heard it rush and throw,0.06237561451895798,0.01338355587245053,0.14617730569525647,-0.08148470769977206,0.049204395319019115,-0.0059432107826800145,0.003372372870804172,-0.02359726314644183,0.09173300677715218,-0.29985778197014634,0.002037543729444772,-0.3156916697952624,-0.35804988168260893,-0.28921330181432375,0.01292725012495855,0.2139720170082829,-0.38746099907862713,-0.13954706186339225,-0.6916178821474451,0.3422060890111673,0.842395336578181,0.21557378743392575,0.22121402774188578,-1.5712277325366737,-0.8389247208844554,-0.43822342457543084,0.6833338801528457,-2.0421707633821757,0.669763484410707,-1.3530767885607442,-0.6222169276169474
253,253,Twigs at the windowpane.,-0.0011127052236253876,-0.05408335411409931,0.10724222841839542,-0.10019442626611365,-0.017558376136187024,-0.06960850349604303,-0.05674608797102962,-0.09252023540265522,0.0786572640300773,-0.29900890924241735,-0.025549888207192447,-0.36481959269642794,-0.6933155945683646,-0.6152849566628653,-0.18100780225042357,-0.02501416607385449,-0.44932752222058453,-0.40010804424373103,-0.6916178821474451,-0.1350441384320926,0.6072967555707567,-0.38588024505426655,-0.06772271793381283,-1.3367375738440372,-1.0321996361852621,-0.34661805681576824,0.4636822027415839,-2.0430258911228276,0.30100096675235916,-1.7007703101005627,-0.7259680986770596
254,254,phone ringing?,-0.0318648600989392,-0.08676263863883439,0.07697924067464526,-0.06500702573432736,-0.022869767538548795,-0.084452494933377,-0.0765904475576668,-0.1097242226544973,0.14319238145918886,-0.29900890924241735,0.04455665226215602,-0.3367458017232007,-0.8466622142690152,-0.7644263216441981,-0.36385152310962504,-0.03898818253906954,-0.4675514344195752,-0.42017012638172857,-0.7491474327611425,-0.32064144910447145,0.48974746506704464,-0.5362437531763146,-0.16403496649237906,-1.336824353381453,-0.9364887304918724,-0.3401156025866439,-0.02533518754089831,-2.0503412084368193,0.3007908433024408,-1.7007703101005627,-1.0673991049821603
255,255,i helped you with the dishes.,-0.038808895070784256,-0.09414183191861328,0.06199415968277958,-0.08470146633047639,-0.04277566469339425,-0.084452494933377,-0.0765904475576668,-0.06807612536644538,0.17862342632223052,-0.30730271018963645,0.07960992249683024,-0.307593380718616,-1.09729307143926,-1.0081840791857757,-0.45342628686500996,-0.24670817108778637,-0.6298669611565334,-0.6585900415941632,-0.5387821125948562,-0.47088689107734955,0.37219817456333265,-0.5362437531763146,-0.16403496649237906,-1.3372505371756092,-1.0331073739054353,-0.5410977194402398,-0.4587107195510615,-2.0502015902930886,0.2968266960906404,-1.7007703101005627,-1.0989270911299838
256,256,"the tall clock kept on demolishing young root, old rock.",-0.058648994990341555,-0.11522524128941011,0.06199415968277958,-0.10833479504585525,-0.04345337932336919,-0.11831856200597249,-0.09896229835435934,-0.07587812020724966,0.17862342632223052,-0.3065523486179648,0.07960992249683024,-0.2948299373599683,-1.424275899574331,-1.3261999924724126,-0.45342628686500996,-0.1887927913028718,-1.052414720936698,-0.8546528189367179,-0.5387821125948562,-0.6476462345748532,0.37219817456333265,-0.6866072612983627,-0.35665946360951145,-1.3317139590912892,-1.1515586834592333,-0.5784108525137199,-0.8398636984886139,-1.8437126189200077,0.29571689811309465,-1.7007703101005627,-1.2327376453901318
257,257,"midnight, you said.",-0.0943611748455447,-0.1531753781568444,0.005367258937807924,-0.1552732118000105,-0.06928533928915834,-0.1662593151418212,-0.1426938706611986,-0.11432087119239227,0.11577550150564472,-0.3114317948158739,0.00950338202748179,-0.2606942696845168,-1.5832766397736964,-1.4808404238863369,-0.770120901238088,-0.3525369738809324,-1.3228974769231765,-1.0491778252636037,-0.7247205431149315,-0.9658130528703599,-0.09799898745151576,-1.062516031603483,-0.6455962092852101,-1.3305928639442801,-1.1452236843961623,-0.33463341622091053,-1.1059330189377317,-1.655775174667238,-0.06249648986874917,-1.7007703101005627,-1.3532027182097515
258,258,whats midnight to the young?,-0.03186486009893919,-0.08676263863883439,0.030806487469997902,-0.14641071353174342,-0.09313143778106742,-0.10066147155681046,-0.11598477573734593,-0.06753565795977785,0.15373733528747507,-0.2748904438646943,0.04455665226215602,-0.18981463253749672,-1.1691452333953891,-1.0780658250756816,-0.6470805005879854,-0.35138033661268664,-1.2882958472825445,-0.6862543110195993,-0.7247205431149315,-0.4090211208532231,0.13709959355590842,-0.6866072612983627,-0.26034721505094527,-1.0971609641660667,-1.121207637391995,-0.12317822470102709,-0.9378248864069394,-1.63201514988595,-0.015688782816107482,-1.3530767885607442,-1.3377089905999984
259,259,"and suddenly a festive blaze was flung across five cedar trunks, snowpatches showed, and a patrol car on our bumpy road came to a crunching stop.",0.0038473197562639487,-0.048812501771400105,0.05975813095436885,-0.134594049174054,-0.07377716881341087,-0.06846560442360936,-0.0823006870078913,-0.02335110967409819,0.18790298569112235,-0.27958125167866354,0.07960992249683024,-0.15514218827621987,-0.9177326272512587,-0.9361755536887589,-0.6470805005879854,-0.4060697020642146,-1.313685350327523,-0.7139817748990369,0.019033178965368963,-0.09085430255771658,0.37219817456333265,-0.4610619991152905,-0.06772271793381283,-1.0970548471577903,-1.0810959079163525,-0.3467619180122054,-0.810273426487997,-1.4241664445670168,-0.01595388295964859,-1.3530767885607442,-1.3485933955549827
260,260,"retake, retake! people have thought she tried to cross the lake at lochan neck where zesty skaters crossed",0.005831329748219678,-0.04670416083432042,-0.003462064975905305,-0.1306551610548242,-0.08200430920519973,-0.08998418844723123,-0.05488741094729842,-0.01124142906728057,0.18790298569112235,-0.24072803253319972,0.07960992249683024,-0.10589768048392481,-0.6485334697631419,-0.674358698006011,-0.6470805005879854,-0.4060697020642146,-1.313685350327523,-0.7139817748990369,0.7627869010456695,-0.07317836820796622,0.25464888405962044,-0.38588024505426655,-0.16403496649237906,-1.0957468746923829,-1.0937418928428582,-0.12719335908625676,-0.35851105056431726,-1.3920787830620642,-0.014827492463629261,-1.3530767885607442,-1.0519724815453342
261,261,From exe to wye on days of special frost.,-0.09336916984956682,-0.13103779831750773,-0.09091317757407567,-0.1817950584694912,-0.17924847820393008,-0.1512015597846245,-0.09669596366585147,-0.05719721212134583,0.18486603898857593,-0.28007799942303835,0.07016419117046954,-0.036568643535452604,-1.0651087079859203,-0.998479828382413,-1.058741495192004,-0.7926600616673418,-1.431045927392214,-0.9066345046791124,0.34845210421924144,-0.7802157421979806,-0.568196149466364,-0.987334277542459,-0.5492839607266439,-1.3307707194535463,-1.2892333421998963,0.11150916413241896,-0.5560714666582894,-1.599481423103246,-0.38944672190555213,-1.7007703101005627,-1.2340606653412263
262,262,others supposed she might have lost her way by turning left from bridgeroad; and some say she took her poor young life.,-0.08642513487772177,-0.12365860503772884,-0.06527553316475722,-0.1798256144098763,-0.12676499639424255,-0.1512015597846245,-0.09262395086088561,-0.017769847246828733,0.20981238690235016,-0.24029835621422577,0.11231590497542467,0.026660881644274662,-0.782449592623397,-0.7235721299155273,-0.8053858036935414,-0.5379952138908441,-1.1042161674144537,-0.8028878346381069,0.6459535930513619,-0.7183499719738546,-0.33309756845893995,-0.987334277542459,-0.5492839607266439,-1.3302350363516648,-1.1441742871491585,0.26411866971051134,-0.5656455993174362,-1.5914162575239146,-0.023257531675986355,-1.3530767885607442,-1.3531942185567478
263,263,i know.,-0.08245711489381032,-0.11944192316356947,-0.027936667024740718,-0.16407006193295703,-0.1173557956013346,-0.1512015597846245,-0.04972465349708647,0.012635457750050493,0.2629589541969126,-0.20330427314159066,0.1473691752100989,0.04523151329581373,-0.607265778389175,-0.5531924161107422,-0.48869118932046335,-0.4850671418426844,-0.8378118925248714,-0.8028878346381069,0.6459535930513619,-0.6829981032743537,-0.21554827795522796,-0.7617890153593867,-0.5492839607266439,-1.0961509715789122,-0.9569385480044561,0.15144062107820458,-0.5110552505683691,-1.5920743860460558,-0.34051314873768873,-1.5269235493306532,-1.4848182351233579
264,264,you know.,-0.07055305494207594,-0.10679187754109137,-0.008163205886472381,-0.17982561440987627,-0.09809609146576759,-0.1512015597846245,-0.04972465349708647,0.012635457750050493,0.2629589541969126,-0.16169274162651848,0.1473691752100989,0.054425158170748285,-0.4803640785561396,-0.42977076672260156,-0.33939991639482187,-0.3452026974974959,-0.9870881391216053,-0.8028878346381069,0.6459535930513619,-0.5769424971758517,-0.09799898745151576,-0.7617890153593867,-0.5492839607266439,-0.860666634834382,-0.7473651714441711,0.15305194294236418,-0.6659000625293376,-1.3626973600989774,0.03027306358452334,-1.5269235493306532,-1.1651099290899056
265,265,"it was a night of thaw, a night of blow, with great excitement in the air.",-0.09237716485358896,-0.1299836278489679,-0.03401051509964677,-0.17330596679492707,-0.09477056153728589,-0.1976718931790506,-0.062462232799409614,0.015096992473486686,0.3039577346812894,-0.12030128822604268,0.16764153238907625,0.10454870856083616,-0.6536012649583147,-0.5982572354558691,-0.4673638646168005,-0.2732862667647062,-0.9805430154201625,-0.9600877787342179,0.4956926500754429,-0.7713777750231056,-0.33309756845893995,-0.987334277542459,-0.8382207064023425,-0.8340127580394556,-0.648852977873141,0.3582740710267733,-0.8173470467808605,-1.385253710868405,0.033356834575223614,-1.5269235493306532,-1.1353698625773292
266,266,"black spring stood just around the corner, shivering in the wet starlight and on the wet ground.",-0.09733718983347829,-0.1352544801916671,-0.03401051509964677,-0.12800875342378426,-0.11842753036501591,-0.21460492671534834,-0.062462232799409614,0.017333778374348265,0.3039577346812894,-0.08746563352825791,0.16764153238907625,0.11627070290021686,-0.6945586124632112,-0.6380914015093457,-0.4673638646168005,-0.43352597426127387,-0.6312862940213828,-1.0547950978133913,0.4956926500754429,-0.8155676108974815,-0.33309756845893995,-0.987334277542459,-0.9345329549609086,-0.6268448705481924,-0.5623511416397571,0.24667764607432496,-0.823658458752638,-1.3701688427881138,0.03833942028448205,-1.5269235493306532,-1.454762639556711
267,267,"the lake lay in the mist, its ice half drowned.",-0.09733718983347829,-0.1352544801916671,-0.03401051509964677,-0.1234133839513495,-0.10017651777173718,-0.21460492671534834,-0.062462232799409614,0.017333778374348265,0.3039577346812894,-0.04681406178923482,0.16764153238907625,0.12176447183658992,-0.6945586124632112,-0.6380914015093457,-0.4673638646168005,-0.2039611698952992,-0.5558746980096719,-1.0547950978133913,0.4956926500754429,-0.8155676108974815,-0.33309756845893995,-0.987334277542459,-0.9345329549609086,-0.3914985752183776,-0.4244141580060414,0.3322258078490465,-0.8141242990753679,-1.1517881058506743,0.41280299982770247,-1.1792300277908352,-1.1256855851250624
268,268,a blurry shape stepped off the reedy bank,-0.09733718983347829,-0.1352544801916671,-0.03401051509964677,-0.1234133839513495,-0.10017651777173718,-0.21460492671534834,-0.062462232799409614,0.017333778374348265,0.3039577346812894,-0.05668404123337299,0.16764153238907625,0.12176447183658992,-0.6945586124632112,-0.6380914015093457,-0.4673638646168005,-0.2039611698952992,-0.5558746980096719,-1.0547950978133913,0.4956926500754429,-0.8155676108974815,-0.33309756845893995,-0.987334277542459,-0.9345329549609086,-0.37597058611717676,-0.47352309587794844,0.13002334107629313,-0.7697168248761141,-0.968544782173618,0.04202328363300606,-0.8315365062510169,-1.1483114969103685
269,269,"Into a crackling, gulping swamp, and sank.",-0.07749708991392099,-0.11417107082087027,0.0027696703219972597,-0.1024059806487905,-0.10619714541477042,-0.21460492671534834,-0.0306731639916508,0.06818587506307465,0.3431849629225141,-0.015233900335671492,0.20269480262375048,0.13943215063674166,-0.507614753096463,-0.45627414061854826,-0.20345168597256838,-0.23083064634243464,-0.31837764397276463,-1.0547950978133913,0.4956926500754429,-0.6388082673999778,-0.09799898745151576,-0.6866072612983627,-0.9345329549609086,-0.14060245702480823,-0.26976446100042795,0.6083026353892448,-0.5749873786652632,-0.9412412247232782,0.41664770103218757,-0.483842984711199,-0.749725702049289
270,270,section,-0.05269696501447436,-0.06673339973657741,0.0027696703219972597,-0.12472634665775942,-0.0731782582101772,-0.16277523868146238,0.0358019759858813,0.12482257835187609,0.34993373337261724,-0.012066871467526923,0.2211180839131421,0.13564406435783677,0.37513108871580253,-0.06828105112895277,0.2500205555390678,-0.049193697489859474,-0.44184962144200496,-0.731110523773064,0.4956926500754429,-0.3294794162793465,0.019550303052196245,-0.2355167369322185,-0.7419084578437762,-0.3757155916786952,-0.23343546015281239,0.5947516515952097,-0.5005695315725306,-0.7087859638509776,0.7304322504405105,-0.483842984711199,-0.41636407829474087
271,271,CANTO THREE,-0.06063300498229726,-0.05408335411409931,-0.04252090476307987,-0.13260412289621903,-0.08230376450681656,-0.0950376249514191,0.0128151608320045,0.07574706759397756,0.36132228350716633,-0.010186775574260428,0.23999909322349128,0.15944220008556315,0.0785948382172623,-0.10475194246223482,-0.11566688617933514,-0.16480910768565601,-0.4907117428340354,-0.3412382230627244,0.4956926500754429,-0.22342381018084428,-0.21554827795522796,-0.38588024505426655,-0.35665946360951145,-0.3766906432139561,-0.2956814444482312,0.592193470661176,-0.5106490420025411,-0.7082110073093326,0.7302298977455376,-0.8315365062510169,-0.679038004911833
272,272,"Lif, lifeless tree! your great maybe, rabelais: the grand potato.",-0.06063300498229726,-0.05408335411409931,-0.04252090476307987,-0.11914625515551719,-0.08230376450681656,-0.11117792943534657,0.0128151608320045,0.07574706759397756,0.3518318250617088,-0.0017651197223710379,0.23280916982490998,0.1492315237863109,0.0785948382172623,-0.10475194246223482,-0.11566688617933514,-0.21728896566966538,-0.4669090837293681,-0.4105568827613188,0.4956926500754429,-0.22342381018084428,-0.21554827795522796,-0.38588024505426655,-0.45297171216807763,-0.35131680854470676,-0.3896511164227683,0.6960499826319072,-0.6409999774022184,-0.5213757183275226,1.1012242656718116,-0.6576897454811079,-0.6906268509238125
273,273,"i.p.h., a lay institute",-0.07352906993000952,-0.06778757020511725,-0.06674841967310198,-0.1585351363478153,-0.11749764284946888,-0.12971335224042033,0.0128151608320045,0.07574706759397756,0.3518318250617088,-0.04362397711860873,0.23280916982490998,0.13982736014367264,-0.1058496995192494,-0.2841384211148031,-0.31596214700486014,-0.5287953292629609,-0.9165979816607877,-0.574594771255085,0.4956926500754429,-0.33831738345422163,-0.33309756845893995,-0.38588024505426655,-0.5492839607266439,-0.5860540930831362,-0.41444797571466674,0.4664047855282726,-0.6883217872801299,-0.555629457412772,0.7323201749212025,-1.0053832670209264,-0.9485990358480659
274,274,"(i) of preparation (p) for the hereafter (h), or if, as we called itbig if!engaged me for one term to speak on death (to lecture on the worm, wrote president mcaber).",-0.06559302996218659,-0.059354206456798515,-0.05072074215947134,-0.1257110686875669,-0.11522808687932022,-0.11308954640514604,0.03424054931851357,0.10782193527283959,0.34297406384594836,-0.0017315840096706271,0.21762646907664338,0.11737598278358223,-0.04762320632601431,-0.22750868457501217,-0.21321284618874095,-0.5012041618871449,-0.7025584837705842,-0.49044510999690366,0.4956926500754429,-0.2676136460552202,-0.21554827795522796,-0.16033498287119446,-0.45297171216807763,-0.5852697582332157,-0.23856506200666858,0.48008057712516006,-0.9139082928339101,-0.5454944047011757,0.7374182597651205,-0.8315365062510169,-0.7942454743997632
275,275,"you and i, and she, then a mere tot, moved from new wye to yewshade, in another, higher state.",-0.01996080014720479,-0.010862364903965813,-0.020457754415721178,-0.13752773304525634,-0.11844329117036413,-0.07786176841788696,0.08339670938600238,0.15080782317145466,0.36195498073686355,0.04015661713517993,0.2520464238937342,0.09090441072928292,0.3441372275273574,0.1535084253203879,-0.030369125329539483,-0.47323938906239993,-0.6386162666354275,-0.2321724653734802,0.4956926500754429,0.13893284398903824,0.019550303052196245,0.21557378743392575,-0.26034721505094527,-0.35014935972209255,-0.14549357930141998,0.3763126810674784,-0.42737604342468105,-0.5272666451814123,1.005581210030008,-0.6576897454811079,-0.5142783339591829
276,276,I love great mountains.,-0.015000775167315464,-0.005591512561266608,-0.020457754415721178,-0.12111569921513217,-0.10887648232397364,-0.05896309661022657,0.08339670938600238,0.15080782317145466,0.3847320810059618,0.07789477383335527,0.2870996941284084,0.09754858739973113,0.42345078992300456,0.23064695618797576,-0.030369125329539483,-0.38720584034237165,-0.43790096452170313,-0.048772530594684296,1.0216059504911585,0.18312267986341416,0.019550303052196245,0.21557378743392575,-0.16403496649237906,-0.11522341178613785,0.00047503081259069616,0.2587511234051613,0.015356047759941873,-0.33345894756990496,1.006385611747719,-0.6576897454811079,-0.19000515023069872
277,277,"from the iron gate of the ramshackle house we rented there one saw a snowy form, so far, so fair, that one could only fetch a sigh, as if it might assist assimilation.",-0.03285686509491704,-0.02456658099498375,-0.0809837299032215,-0.17297772611832465,-0.12288783827857191,-0.09162130896942397,0.04359974983138244,0.0825055857585426,0.3606895862774693,0.07063010006962987,0.24759324653311526,0.12158842172411226,0.306884135391966,0.11727693210786394,-0.3960565670479425,-0.42283458756945175,-0.7220712884821047,-0.19851795028393907,1.0216059504911585,0.024039270715660827,-0.450646858962652,-0.2355167369322185,-0.35665946360951145,-0.11472359090294373,0.03532439767307116,0.14501902100086042,-0.19422165721879844,-0.09907021229805714,0.9191565842088016,-0.3099962239412901,-0.2342375246367199
278,278,iph was a larvorium and a violet: a grave in reasons early spring.,-0.011032755183404004,-0.001374830687107237,-0.0655304080051862,-0.19890873956992086,-0.14025624577234838,-0.12449658853602809,0.07085449549543736,0.12380050632540586,0.36796560441898674,0.1114325825158048,0.2713570605733117,0.14689817099219532,0.4556895686032787,0.2620016444562478,-0.30056954804777947,-0.5362018908865089,-0.9273750500219745,-0.3549219401815852,1.0216059504911585,0.21847454856291484,-0.33309756845893995,0.06521027931187766,-0.5492839607266439,-0.349301949558128,0.03595272481118707,-0.07270420307851364,-0.18414515245409027,-0.11398492647707267,0.5760488729847364,-0.6576897454811079,-0.23847935284737487
279,279,and yet it missed the gist of the whole thing; it missed what mostly interests the preterist; for we die every day; oblivion thrives,-0.01797679015524906,-0.008754023966886125,-0.08530386914345453,-0.21729021745965996,-0.1317611716896392,-0.12449658853602809,0.06138969922263114,0.1142807883406385,0.37555797117535283,0.14470210549665105,0.28006671147419226,0.1518112991190414,0.3816635770340077,0.19000568231316553,-0.44986082097342084,-0.47924353306683676,-1.0567985765938945,-0.3549219401815852,1.0216059504911585,0.15660877833878856,-0.450646858962652,-0.009971474749146378,-0.5492839607266439,-0.34925173542015825,0.11909452747879058,-0.0762951596823164,-0.6832736481522591,-0.11640798523240188,0.5366339714828733,-0.6576897454811079,-0.5621118742515143
280,280,"Not on dry thighbones but on blood-ripe lives, and our best yesterdays are now foul piles of crumpled names, phone numbers and foxed files.",-0.01797679015524906,-0.008754023966886125,-0.1044465086667742,-0.22950077062927235,-0.12484217814175545,-0.12449658853602809,0.06138969922263114,0.12554498528158023,0.35341356813595176,0.14496200727007919,0.2558209209973411,0.16149720186867628,0.3816635770340077,0.19000568231316553,-0.5914909581426779,-0.49357634176492543,-1.166550885098938,-0.3549219401815852,1.0216059504911585,0.15660877833878856,-0.568196149466364,-0.009971474749146378,-0.5492839607266439,-0.34811955814439416,0.11695738822929498,0.2520908401051811,-0.44923803992925104,-0.09242839682613087,0.5316541362854375,-0.6576897454811079,-0.8632027753600389
