,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
3006,3006,The board on which he knelt was narrow and worn and those who knelt near him were humble followers of Jesus.,-0.21280309276654502,-0.2388759995981823,-0.27256566602935306,-0.22554819629986472,0.06189607633057986,-0.08269452427085837,-0.09390244952981296,-0.1625925811203048,-0.13422435370406227,-0.07382807358229858,-0.10571432724507002,0.24505953478527578,-1.2373981361131976,-1.3261043830123254,-1.860840798580413,-0.5444465668695517,-1.6031718501109204,-0.9756582073146374,-2.156453750107855,-1.1696073057140377,-1.4828412971576879,-1.1297964053539136,-0.6330088543903954,0.27066001736232154,0.8891837550469811,0.8588550649888717,-0.827085105055401,0.7551778042699373,-0.981886950769491,-1.0807384961986217,-1.5413608819687794
3007,3007,"Jesus too had been born in poverty and had worked in the shop of a carpenter, cutting boards and planing them, and had first spoken of the kingdom of God to poor fishermen, teaching all men to be meek and humble of heart.",-0.20798075256901888,-0.23561909132577055,-0.2684414486430177,-0.21740543332386575,0.06386406643477968,-0.07613384038109756,-0.09325587973426701,-0.16011606442600618,-0.13416596917264909,-0.07388516030074894,-0.10551906476339011,0.24660806305267155,-1.2069326749840987,-1.3055226210476056,-1.8287877360561693,-0.5197318907717942,-1.541081391148289,-0.9230730314548041,-2.1508662439697903,-1.158874637692925,-1.4742208247230886,-1.1297964053539136,-0.5927889878481769,0.23872311639852653,0.910952104091346,0.8589012339426763,-0.8675859651392049,0.7555425469603683,-0.9844145467770948,-1.0310712878356258,-1.5709613399927893
3008,3008,"He bowed his head upon his hands, bidding his heart be meek and humble that he might be like those who knelt beside him and his prayer as acceptable as theirs.",-0.20698302701091,-0.2345905939765879,-0.2684414486430177,-0.21773114384290573,0.06306293771979568,-0.07482266282370183,-0.09325587973426701,-0.16011606442600618,-0.13416596917264909,-0.07682051620512308,-0.10551906476339011,0.24454077050662348,-1.2007761546541391,-1.2995579740587704,-1.8287877360561693,-0.5304863212590992,-1.5436576963533213,-0.9126349176458284,-2.1508662439697903,-1.1532749848123447,-1.4742208247230886,-1.1297964053539136,-0.5827340212126223,0.2708473276369921,0.9419669493008183,0.8617074472842613,-0.8618186026553091,0.7134729905230796,-0.983937932399601,-1.0559048920171235,-1.571365411021778
3009,3009,He prayed beside them but it was hard.,-0.20698302701091,-0.2345905939765879,-0.2684414486430177,-0.2170797228048258,0.06450119597441367,-0.07482266282370183,-0.09325587973426701,-0.16011606442600618,-0.13556719792656552,-0.08061786194066878,-0.1070060143343425,0.241631662112529,-1.2007761546541391,-1.2995579740587704,-1.8287877360561693,-0.5037680868993628,-1.5403832695837703,-0.9126349176458284,-2.1508662439697903,-1.1532749848123447,-1.4742208247230886,-1.1297964053539136,-0.5827340212126223,0.302926343825768,0.9631958840671742,0.8899438579942492,-0.8564651811157072,0.6716367783708835,-0.9741011844854237,-1.0807384961986217,-1.5694474289154254
3010,3010,"His soul was foul with sin and he dared not ask forgiveness with the simple trust of those whom Jesus, in the mysterious ways of God, had called first to His side, the carpenters, the fishermen, poor and simple people following a lowly trade, handling and shaping the wood of trees, mending their nets with patience.",-0.20698302701091,-0.23321926417767774,-0.2684414486430177,-0.21577688072866597,0.06459698310337915,-0.07482266282370183,-0.09294558322814205,-0.15883659324430727,-0.13516684685401797,-0.08117735101634042,-0.1062010633986105,0.24343573613090852,-1.2007761546541391,-1.2995579740587704,-1.8287877360561693,-0.5045712149414101,-1.5208739868463812,-0.9126349176458284,-2.1508662439697903,-1.1458087809715705,-1.4742208247230886,-1.125737417112669,-0.5827340212126223,0.3032610039650641,0.9316423593490566,0.9041601543826939,-0.8534818306887311,0.6755500329980308,-0.9822633224536804,-1.0559048920171235,-1.5685877376517197
3011,3011,"A tall figure came down the aisle and the penitents stirred; and at the last moment, glancing up swiftly, he saw a long grey beard and the brown habit of a capuchin.",-0.20756503358647352,-0.23381922096470098,-0.2684414486430177,-0.21618401887746594,0.06364781973453942,-0.07353977783238366,-0.09425341771135419,-0.16052819277150218,-0.1306128534037895,-0.08449720852952117,-0.10215985703560618,0.24513315440274125,-1.206379412514697,-1.3049866014869953,-1.8287877360561693,-0.5355269364050775,-1.5280968633505938,-0.9035952459196621,-2.1117188061864005,-1.149075245151909,-1.4742208247230886,-1.1419733700776469,-0.5726790545770676,0.2711452510502573,0.9427881956599053,0.9053537576781996,-0.8059963585253735,0.6756310516719355,-1.023403374573148,-1.0062376836541278,-1.5403145085250098
3012,3012,The priest entered the box and was hidden.,-0.2063178766388374,-0.2325335992782227,-0.2670667095142393,-0.21591259344493263,0.06710486429811166,-0.07353977783238366,-0.09367066196259165,-0.15925621483244864,-0.12937510133782998,-0.08094684622534666,-0.09929961117146764,0.24632678932821636,-1.1914173580660923,-1.290490852552427,-1.8095558985416234,-0.4637999784711738,-1.5272620450509053,-0.9035952459196621,-2.1117188061864005,-1.1420756790511835,-1.46560035228849,-1.1338553935951579,-0.5726790545770676,0.30327772153642973,0.9620602886518667,0.8806905425512174,-0.761430846188986,0.6812572890718938,-0.9807789516812521,-0.9565704752911323,-1.5288028168736598
3013,3013,Two penitents rose and entered the confessional at either side.,-0.20398985033658343,-0.23013377213012984,-0.2656919703854609,-0.2146097513687728,0.06484806148687958,-0.07061342079910189,-0.09257209137218694,-0.15707240292898522,-0.13287817322262108,-0.07736411516328794,-0.10248161969873701,0.2445300944533712,-1.1526268465326734,-1.252909281240583,-1.7988715443668755,-0.49126724462365945,-1.5050002237258762,-0.858497439935367,-2.0784498813256227,-1.1290098223298286,-1.4569798798538913,-1.1297964053539136,-0.5525691213059583,0.33530820358515273,0.9855370181130598,0.9180091123314574,-0.6972889408782081,0.6731591372452024,-0.9717766089045606,-0.9565704752911323,-1.4898326619737676
3014,3014,The wooden slide was drawn back and the faint murmur of a voice troubled the silence.,-0.20166182403432942,-0.227733944982037,-0.2624638423152614,-0.21249263299501306,0.06564338492132021,-0.07183771054001249,-0.09214395099064603,-0.15880287365240306,-0.13378897191266678,-0.07719638614516057,-0.10416502254193402,0.2396386344818954,-1.145522102019996,-1.2460259623050858,-1.780191932481845,-0.4814593984905161,-1.4782422657257621,-0.8519270107289856,-2.0784498813256227,-1.115943965608474,-1.4311184625500943,-1.1216784288714245,-0.5626240879415131,0.36725525646077745,0.9835625181715858,0.8869612912943631,-0.6498948886393475,0.672567008927338,-0.9708275660323725,-0.9565704752911323,-1.462318093833596
3015,3015,"His blood began to murmur in his veins, murmuring like a sinful city summoned from its sleep to hear its doom.",-0.20033152329018425,-0.22636261518312678,-0.2624638423152614,-0.21232977773549308,0.06504689234548974,-0.07047648857399387,-0.09181699236984299,-0.15692066476541625,-0.13378897191266678,-0.07406799473922229,-0.10416502254193402,0.24076397124756968,-1.1350890343144409,-1.2359180502802642,-1.780191932481845,-0.4703164833265854,-1.4602329184932308,-0.8386603996097081,-2.0784498813256227,-1.1084777617676997,-1.4311184625500943,-1.1176194406301803,-0.5525691213059583,0.3603135174469055,0.9636487575769587,0.859455841726632,-0.6465346920247466,0.6692745864036063,-0.929191692517633,-0.98140407947263,-1.4753805876804178
3016,3016,"Little flakes of fire fell and powdery ashes fell softly, alighting on the houses of men.",-0.1999158043076389,-0.22593407462096732,-0.2624638423152614,-0.2121669224759731,0.06778988740222842,-0.06906055514625449,-0.09181699236984299,-0.15692066476541625,-0.13378897191266678,-0.07435735181727829,-0.10416502254193402,0.24048479909444445,-1.1309329080787174,-1.2318914533539955,-1.780191932481845,-0.41204394813279493,-1.4581458727440095,-0.8217487223655975,-2.0784498813256227,-1.1061445730674582,-1.4311184625500943,-1.1176194406301803,-0.5425141546704038,0.32826180640029223,0.9329235767906315,0.8324433723976216,-0.6512042530744688,0.708572716768488,-0.92227410081443,-0.98140407947263,-1.475206256401462
3017,3017,"They stirred, waking from sleep, troubled by the heated air.",-0.19575861448218532,-0.22164866899937297,-0.2578508854045999,-0.21193039459905122,0.06849377766811109,-0.06521947240281749,-0.09029037705009073,-0.15411585037771683,-0.1349313625773181,-0.070823271979191,-0.10308715826261662,0.23811228444466273,-1.1086532933133153,-1.2103062022704925,-1.7507780250346512,-0.39871668664405874,-1.4597639675054632,-0.7946281881028315,-2.0326553924535036,-1.082812686065039,-1.3966365728116992,-1.0932655111827139,-0.5123492547637398,0.36043188012183236,0.9628504198984169,0.8452531288949736,-0.5948903767244728,0.7086293287056076,-0.8818546555742421,-0.9317368711096342,-1.4434325632715328
3018,3018,The slide was shot back.,-0.19659005244727604,-0.22250575012369186,-0.2578508854045999,-0.21068183760939804,0.06779569268277177,-0.06521947240281749,-0.09079811379120999,-0.15590392540397102,-0.1342745365989198,-0.07078482181831035,-0.10201316096794792,0.23932397456692447,-1.1095419104807587,-1.2111671249066485,-1.7507780250346512,-0.4058469974922735,-1.4510624990591694,-0.7873964507218987,-2.0326553924535036,-1.0874790634655227,-1.3966365728116992,-1.1013834876652024,-0.5123492547637398,0.3908828599076268,0.9625266760236647,0.8011052159156813,-0.5982469791388163,0.7601822435511519,-0.881651494595881,-0.9069032669281365,-1.4431088407855666
3019,3019,The penitent emerged from the side of the box.,-0.19600804587171256,-0.22190579333666868,-0.25929321924341486,-0.2120932498585712,0.07017730902568613,-0.0665653661313302,-0.090487817285085,-0.15441370677287078,-0.1342745365989198,-0.0708126785675198,-0.10201316096794792,0.23837481354358334,-1.105292622843955,-1.2070502700358514,-1.7624821486224196,-0.35710425729744905,-1.4687749735288471,-0.7997469935376935,-2.0326553924535036,-1.0842125992851843,-1.4052570452462978,-1.0973244994239582,-0.5224042213992944,0.39088009496384973,0.9395251257491588,0.7694053134203767,-0.5989302708641772,0.7579213894054351,-0.8816085087994404,-0.9069032669281365,-1.4551917342258542
3020,3020,The farther side was drawn.,-0.19866864736000284,-0.22464845293448907,-0.2619078321896502,-0.2135951372519221,0.06941391463423399,-0.068275734638059,-0.090487817285085,-0.15610530630006567,-0.1342745365989198,-0.07040561691533934,-0.10201316096794792,0.23661084026387388,-1.1153175765204981,-1.2167627872623477,-1.7818108725814588,-0.3671165235510617,-1.4803814716429748,-0.7997469935376935,-2.0326553924535036,-1.0991450069667323,-1.4224979901154957,-1.0973244994239582,-0.532459188034849,0.3908842457455338,0.8995749738601376,0.7930641012743161,-0.5969260132125147,0.8047729202347755,-0.8394361165289146,-0.9565704752911323,-1.4823778528277531
3021,3021,A woman entered quietly and deftly where the first penitent had knelt.,-0.1990843663425482,-0.2250769934966485,-0.26389063831180026,-0.21316085655986883,0.06758960522348241,-0.07234629311735315,-0.0904347302733147,-0.15580791823257706,-0.13558818855571644,-0.0705462738814181,-0.10511749525863597,0.23874624561592916,-1.123270773662857,-1.2244681160591904,-1.8015900832220537,-0.41439078558801734,-1.4727116236266997,-0.8393804321685937,-2.077290338969722,-1.1014781956669741,-1.4311184625500943,-1.0932655111827139,-0.5626240879415131,0.35880662693529985,0.908611890161461,0.7676448720106581,-0.6119203391727455,0.8030320465048426,-0.8807224011095741,-0.9565704752911323,-1.4801917715013893
3022,3022,The faint murmur began again.,-0.19609118966822162,-0.22199150144910057,-0.2599204045714506,-0.21459941135229532,0.07113227767506923,-0.07101618964320969,-0.09012895293468368,-0.1577847293079618,-0.13652234105832742,-0.07080051576152695,-0.10511749525863597,0.23820256694238892,-1.1045580040505112,-1.2063385462796683,-1.7718660140313152,-0.3645394355645702,-1.4849949407438565,-0.8279626276095098,-2.0457286656102047,-1.0846792370252325,-1.4052570452462978,-1.0892065229414691,-0.5525691213059583,0.35887034662743594,0.9180941110060227,0.7101816136903439,-0.5946208562928039,0.8029843928749185,-0.8810032347465118,-0.9565704752911323,-1.4805003601427733
3023,3023,He could still leave the chapel.,-0.19434516994153112,-0.22019163108803094,-0.26117642266153357,-0.21747109242849763,0.06826011512624075,-0.0670605995046543,-0.0890910695307254,-0.15459635456235193,-0.13652234105832742,-0.07080659716452338,-0.10511749525863597,0.2370968311087873,-1.0926926069372087,-1.1948429446459348,-1.7807559340672239,-0.4003592538902486,-1.5083921578907669,-0.79537908716569,-2.0457286656102047,-1.0748798444842165,-1.413877517680897,-1.0729705699764915,-0.5224042213992944,0.35883548044597763,0.8943241213986636,0.6753476393789757,-0.6155491209656965,0.8012187450722746,-0.8809268104418719,-0.9565704752911323,-1.5047309509119127
3024,3024,"He could stand up, put one foot before the other and walk out softly and then run, run, run swiftly through the dark streets.",-0.19010483631956848,-0.2158205173540047,-0.2588132674281011,-0.21899107485068411,0.07162427520111918,-0.06579612891508502,-0.08740913605401336,-0.14793720348893433,-0.13091742604266163,-0.07081365943897085,-0.09875347820409723,0.23557029661925147,-1.067953921342369,-1.170875261826316,-1.765207914959932,-0.35765600268682907,-1.5211955916579585,-0.7871757187440639,-2.0457286656102047,-1.0510813197417492,-1.3966365728116992,-1.0445576522877804,-0.5123492547637398,0.3588491686006832,0.8999225051135196,0.7349569776469645,-0.6156531178723361,0.7985417071383382,-0.8818696013224427,-0.9565704752911323,-1.458669215959623
3025,3025,He could still escape from the shame.,-0.1885251041858961,-0.21419206321779882,-0.2588132674281011,-0.21920821519671074,0.07012796414106756,-0.06446336177339249,-0.08591061617069531,-0.14346935756162554,-0.1302168116657034,-0.06727801020656189,-0.09740682588540796,0.23551475520254464,-1.0569356944735866,-1.1602004276354219,-1.765207914959932,-0.36734177577143756,-1.5230120659465454,-0.7755744038650569,-2.0457286656102047,-1.04221520268083,-1.3966365728116992,-1.0242627110815585,-0.5022942881281852,0.3588072097373621,0.89849713892687,0.7371393330830193,-0.6329837136939638,0.7953679247398369,-0.8778196715497809,-0.98140407947263,-1.4582336385518824
3026,3026,Had it been any terrible crime but that one sin!,-0.1856150713080786,-0.21119227928268278,-0.25422056210502975,-0.21470255301665797,0.0716852306468245,-0.06038068371552129,-0.08442651117410008,-0.1376236916428972,-0.1264023556133753,-0.06337708444578667,-0.09422481735813859,0.23786646693896565,-1.031455447572438,-1.1355142949162405,-1.7253333623337126,-0.3447156896693705,-1.4851966992503052,-0.7447720295503123,-2.012459740749427,-1.0258828817791368,-1.3707751555079026,-1.0080267581165807,-0.4821843548570759,0.39092038524370887,0.9309702586969338,0.7494596860953721,-0.6272823170192164,0.7957296380812279,-0.8363058747836805,-0.9317368711096342,-1.4117376838206799
3027,3027,Had it been murder!,-0.1847004895464788,-0.21024949004593202,-0.25507583352756985,-0.20835119789537876,0.06987978839783883,-0.056447151043334066,-0.08298112668442152,-0.13376748164651764,-0.11822518495659146,-0.059636433080110934,-0.08786080030359986,0.23476175264385823,-1.0214786923159778,-1.1258484739639065,-1.7282627974953395,-0.3535198475741269,-1.4521580658877147,-0.713457688123385,-1.9616973464990304,-1.0184166779383628,-1.3707751555079026,-0.9877318169103588,-0.44196448831485735,0.4230544242945075,0.9346699403552405,0.8010347043958779,-0.6056684409752284,0.7956140366838278,-0.7937477526465404,-0.9317368711096342,-1.366982011275892
3028,3028,"Little fiery flakes fell and touched him at all points, shameful thoughts, shameful words, shameful acts.",-0.18062644351753432,-0.20604979253676955,-0.2537010943987914,-0.2062883646081257,0.07279839319101422,-0.04710204028523576,-0.08065010368937138,-0.12949961163230747,-0.11822518495659146,-0.05602309882877984,-0.08786080030359986,0.23455453146557725,-0.9939550977591227,-1.099182676306003,-1.7175784433205916,-0.30944555916493593,-1.4451338391437378,-0.6313082536917052,-1.895159496777475,-0.9955514286759922,-1.362154683073304,-0.9552599109804033,-0.37157972186597493,0.45495959139749875,0.9358429753262165,0.7990862120672105,-0.5422774005296632,0.7937540882780827,-0.7941273966279977,-0.9317368711096342,-1.3490180708534039
3029,3029,Shame covered him wholly like fine glowing ashes falling continually.,-0.1730603580352088,-0.19825035430546784,-0.2505165306984942,-0.20955089830717594,0.08887466633572019,-0.0349721310779918,-0.08144299063234806,-0.1333136721388067,-0.12234563583509532,-0.055065768292567464,-0.09291737078138407,0.23917243472168204,-0.9990077626174096,-1.1040778704444707,-1.7294603467157912,-0.24869190078041545,-1.4843130251553687,-0.6108171523083632,-1.9302741895187265,-0.9605535981723639,-1.3449137382041063,-0.9796138404278698,-0.2911399887815378,0.4550037035509475,0.9320052842702072,0.7980677253434149,-0.5843696621059363,0.7937485547922227,-0.7535644788493429,-0.9317368711096342,-1.3289652064227078
3030,3030,To say it in words!,-0.17896356758735288,-0.20433563028813181,-0.2547914557271692,-0.20946947067741592,0.08780649471574153,-0.04635578314430405,-0.08453339438870659,-0.13858797830582473,-0.1300523939816358,-0.05114483275419108,-0.09810574998070727,0.23414592308287824,-1.0411348981586834,-1.1448920769584559,-1.7686531443591442,-0.25952558404751075,-1.4916168239063887,-0.7063670478474815,-1.8924001814873057,-0.9936848777157988,-1.3707751555079026,-1.020203722840314,-0.37157972186597493,0.42447913875362053,0.9358278626547132,0.7959091091779668,-0.5840491540557848,0.746549531992779,-0.7107436912887954,-0.9317368711096342,-1.3286874973815794
3031,3031,"His soul, stifling and helpless, would cease to be.",-0.17538838433746282,-0.20065018145356067,-0.24830652730520178,-0.2107994552968291,0.08705325956524028,-0.042448822432964925,-0.0823617923748584,-0.13312774605566818,-0.12514809334292823,-0.04723017479310133,-0.09492374145343789,0.23521899595093326,-1.0200321987552023,-1.124447061640185,-1.720513767227025,-0.26948028018154163,-1.5044839213475045,-0.6759810078406503,-1.8615991421533753,-0.9820189342145893,-1.3449137382041063,-1.0080267581165807,-0.36152475523042027,0.42472204219002163,0.9767134907186817,0.790680898314533,-0.5830659124532444,0.7476575312534564,-0.668252129288038,-0.8820696627466383,-1.2863445542754361
3032,3032,The slide was shot back.,-0.16973460617484595,-0.1931078675595546,-0.24292631385486924,-0.20236200185122255,0.08289813001632874,-0.03495588031537915,-0.07930594857915367,-0.1294129710142202,-0.12922782475336958,-0.050898437845690515,-0.10128775850797664,0.2322607357631368,-0.9828088967963687,-1.0821262937770793,-1.673814737514448,-0.26427199529829026,-1.4611229946224944,-0.6216298102281576,-1.8267004148704276,-0.9549539452917835,-1.3104318484657111,-0.9714958639453809,-0.3213048886882017,0.42463242242802146,0.973540842349778,0.8457907230041595,-0.5190519508841064,0.7476037829734267,-0.7002358579421205,-0.9317368711096342,-1.2407783929701606
3033,3033,A penitent emerged from the farther side of the box.,-0.16441340319826536,-0.18762254836391384,-0.23767848754972304,-0.20008202821794285,0.08066019436686257,-0.03367636310525502,-0.07740805071218725,-0.12227472073916348,-0.1267756744340158,-0.0472558736251185,-0.09776889863196013,0.2304026416869556,-0.9436383608248962,-1.0441765418211968,-1.6281605886339394,-0.2974087601311476,-1.4295388314170858,-0.5985354452971268,-1.8004898717791464,-0.9250891299286873,-1.2759499587273155,-0.9471419344979144,-0.31124992205264707,0.4246788792537931,0.9746087703714309,0.8954343484812748,-0.4973517607462448,0.7469191907320886,-0.6636513802711,-0.9317368711096342,-1.1995877954321377
3034,3034,The near slide was drawn.,-0.16216852069252044,-0.1853084293282529,-0.23654961054647342,-0.20214486150519592,0.07540641547511971,-0.030191156818954543,-0.07819225363870595,-0.12227472073916348,-0.12576854126713835,-0.047502464707909274,-0.09543566959565788,0.23412993753030686,-0.9199641716449378,-1.0282695833432351,-1.6211660369542966,-0.36237799490952777,-1.4559315228934562,-0.5782011319885917,-1.756930624217915,-0.9124899109473813,-1.2673294862927167,-0.9552599109804033,-0.28108502214598313,0.42455262086115864,0.9718744147377356,0.8781411868270027,-0.5225332617161053,0.7475069563496607,-0.6643528056874419,-0.9069032669281365,-1.2019918070939677
3035,3035,A penitent entered where the other penitent had come out.,-0.16283367106459298,-0.18427993197907025,-0.23780562863655635,-0.20490254389973425,0.07228897982333417,-0.03289940238886178,-0.07908342117160076,-0.12531229397653507,-0.1263736173199659,-0.05126626463982949,-0.09576805418608811,0.23523567336390847,-0.9236528181065261,-1.0229090534909444,-1.6300559569902053,-0.4105190303037614,-1.4802846096084026,-0.6036241659398067,-1.756930624217915,-0.9068902580668008,-1.2759499587273155,-0.9593188992216477,-0.28108502214598313,0.42409575309207626,0.9470030351627825,0.8568234541900187,-0.546198698567158,0.7479533804817937,-0.7068307559026493,-0.9565704752911323,-1.2290146420725936
3036,3036,A soft whispering noise floated in vaporous cloudlets out of the box.,-0.16516169736684702,-0.1866797591271631,-0.24113998617747068,-0.20826821926314715,0.07446596002709502,-0.03565481184786854,-0.080700004466467,-0.12568320948748146,-0.1283197683670721,-0.05494727902128216,-0.09979612844947161,0.23778875278442166,-0.9520912744279872,-1.0504612004463405,-1.6671127419847944,-0.3965869621339253,-1.497646097496062,-0.6311335783498118,-1.756930624217915,-0.9222893034883973,-1.3018113760311119,-0.9796138404278698,-0.2911399887815378,0.39187130855438496,0.9111025128780784,0.7923177659233879,-0.567243942767772,0.6960684392901855,-0.7107280185053956,-1.0062376836541278,-1.2561515053528618
3037,3037,"It was the woman: soft whispering cloudlets, soft whispering vapour, whispering and vanishing.",-0.16557741634939235,-0.18539413744068478,-0.24113998617747068,-0.20956020432200564,0.07673582471954966,-0.03433349656376732,-0.07984139487791404,-0.12362069444934015,-0.12726884680163478,-0.054958264781533775,-0.09661411992220224,0.2396721424197076,-0.9547881252454189,-1.0426227971379392,-1.6671127419847944,-0.364552463252306,-1.514818212514623,-0.6201598330848341,-1.7245490305954676,-0.9152897373876716,-1.3018113760311119,-0.9674368757041366,-0.28108502214598313,0.39189537943361813,0.9209558078473565,0.7795305536877927,-0.5662799847836794,0.7025246495489736,-0.7039632613563105,-0.9565704752911323,-1.2098035509438048
3038,3038,"He beat his breast with his fist humbly, secretly under cover of the wooden armrest.",-0.16807173024466449,-0.1879653808136414,-0.24247847582465556,-0.208932048321,0.07812618940968494,-0.03947401244592136,-0.08120036512808243,-0.12460418254654648,-0.12902038274403035,-0.0588617408080817,-0.09874644252715505,0.24122693208539298,-0.969389451516854,-1.0567690603045048,-1.6775121286933463,-0.36106205195652447,-1.5179921182050224,-0.6466527977335707,-1.7245490305954676,-0.9292888695891229,-1.3104318484657111,-0.9836728286691142,-0.31124992205264707,0.3596636556404666,0.8850712764644384,0.7217327640363953,-0.6262252355358289,0.6502040057448698,-0.7468061231876891,-1.0062376836541278,-1.2554293336732474
3039,3039,He would be at one with others and with God.,-0.1723952076631362,-0.19242220266009954,-0.2424854609133296,-0.2100991776808932,0.07665745343221428,-0.04305739541855982,-0.08120693197181901,-0.1270689910492117,-0.1312389949377314,-0.06277149441191625,-0.10058102472546529,0.2413929963219689,-0.9833764290276035,-1.0703201214268754,-1.6776080735594434,-0.3651943767022151,-1.5210113145936557,-0.6632047433776688,-1.7245490305954676,-0.9530873943315903,-1.3190523209003098,-0.9877318169103588,-0.341414821959311,0.3596183567250628,0.8837230445322991,0.6991617988583365,-0.6457237153836648,0.650283906779682,-0.7895003095151673,-1.0062376836541278,-1.2409568867312781
3040,3040,He would love his neighbour.,-0.16940203098880963,-0.1893367106125516,-0.24358815854652924,-0.21664426541889736,0.08039895674241125,-0.03811775562290121,-0.08142751313846917,-0.13343731064245543,-0.1331072999429533,-0.0627569775144409,-0.10058102472546529,0.24096163593870112,-0.9703870715996905,-1.0577355886848523,-1.6895669359392584,-0.3395641326088066,-1.556483492769642,-0.6477643297588225,-1.7865373128463415,-0.9316220582893648,-1.3190523209003098,-0.9796138404278698,-0.31124992205264707,0.32750290001988497,0.848750028545116,0.6381033396674834,-0.682450427577288,0.650124801866751,-0.8230997186540254,-1.0559048920171235,-1.238995589614101
3041,3041,He would love God who had made and loved him.,-0.1703166127504094,-0.19027949984930237,-0.2409867939684805,-0.2117043225467913,0.08324644684893044,-0.036473482664332355,-0.0804766542766658,-0.13278446187697654,-0.13523103727310795,-0.062764628311759,-0.10376303325273466,0.2453900048249249,-0.9412725209391761,-1.0295284184618516,-1.6447084682212494,-0.311935593360942,-1.5021371438250766,-0.6129798509210376,-1.8132017124523911,-0.9437546395306228,-1.3190523209003098,-0.9877318169103588,-0.31124992205264707,0.35956638924612855,0.829428484420723,0.6489109215072523,-0.6750195512199588,0.6505210229013207,-0.8234412386473609,-1.0559048920171235,-1.2332594978747462
3042,3042,He would kneel and pray with others and be happy.,-0.15942477540772101,-0.17905173712072517,-0.23188415684394628,-0.19854018906892631,0.09446805413924972,-0.030240043057343652,-0.07823338541353721,-0.12870064463524356,-0.1350909143977163,-0.059608183982321046,-0.10209471547832344,0.24481043119324306,-0.8810471263743451,-0.9711800009971273,-1.5743967031903572,-0.1665119754172265,-1.4298569602285331,-0.5910081098002059,-1.791922836614295,-0.8872914729847691,-1.2587090138581176,-0.9471419344979144,-0.28108502214598313,0.35978051033910047,0.8740474775177368,0.7036953943868571,-0.6177139730311423,0.6505550991701785,-0.7825678359508637,-1.0062376836541278,-1.1890787150178397
3043,3043,God would look down on him and on them and would love them all.,-0.16125393893092058,-0.18093731559422668,-0.23026718380893865,-0.19620593034913994,0.09777706404896622,-0.027496245352813156,-0.07825712572173636,-0.13095189572251537,-0.1327555331411889,-0.059608183982321046,-0.09891270695105407,0.24574366890570637,-0.8893393542746705,-0.9792137943618181,-1.5600544311622977,-0.12764267890943828,-1.410371850719635,-0.5635231706812602,-1.7837081742401204,-0.8905579371651077,-1.2414680689889204,-0.9430829462566701,-0.25092012223931925,0.35994843523230535,0.8525297518804446,0.7027521638519477,-0.6360083104235954,0.6515950615648792,-0.7849445702380013,-1.0062376836541278,-1.1859781333478638
3044,3044,It was easy to be good.,-0.16125393893092058,-0.18093731559422668,-0.23127990356379735,-0.19702020664673986,0.09703979341995922,-0.028734026711353867,-0.07705774301323667,-0.12888938068437408,-0.12691707999987037,-0.05956070980409085,-0.09683079298691491,0.24752819840287432,-0.8851832280389471,-0.9751871974355493,-1.5653966082496715,-0.13587075863793652,-1.410371850719635,-0.5691603964292972,-1.7837081742401204,-0.8905579371651077,-1.250088541423519,-0.9309059815329368,-0.26097508887487386,0.3921110594740205,0.8474687222201489,0.7098791052045219,-0.6805130427129921,0.703736017139157,-0.784969008331537,-1.0062376836541278,-1.1822899245363683
3045,3045,God's yoke was sweet and light.,-0.1743075149828448,-0.19439348924603295,-0.23653715705875167,-0.21791996495180385,0.08842475709360961,-0.03822634016889465,-0.07909622972819182,-0.13251564179707348,-0.12768094428585955,-0.059889890263058965,-0.10001280151418428,0.2429027630136078,-0.9136510799380182,-1.0027678238296671,-1.5988828965578286,-0.2097202106326052,-1.4883312557495303,-0.6010275691918437,-1.7837081742401204,-0.9241558544485908,-1.2673294862927167,-0.9349649697741812,-0.31124992205264707,0.39207284458500336,0.8029716300434794,0.6622702323364703,-0.7483277976481411,0.7037633266113231,-0.8244928177597475,-1.0062376836541278,-1.1849198507214143
