,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
1983,-0.6016913449851851,-0.6011638336915336,-0.6171563382425609,-0.7624574364049926,-0.44396931195064776,-0.43451769936932044,-0.02998809768802749,0.21135583085974086,1.4970987500612447,-0.5895085665944756,0.9045259279446856,0.4753842525356705,-0.09834350559274527,0.1198738987961549,-0.24620675661566427,-0.008137776152480701,-0.28434757628103485,0.3595990476564368,1.1322197635009479,-0.5523764876582005,-0.8372391487684807,-0.249678203862614,-0.40216253549521935,-0.3798097519017671,0.6826897909293387,0.5168042752839719,-0.26413682802112565,-0.2586329725997239,-1.531314665596621,-1.0525764112364406,-0.41031149618546
1984,-0.6016913449851851,-0.6011638336915336,-0.6171563382425609,-0.8187323645535461,-0.46744590542333303,-0.43451769936932044,-0.02998809768802749,0.21135583085974086,1.421787160086756,-0.5917175214928637,0.8568999639862026,0.47972872275511075,-0.09834350559274527,0.1198738987961549,-0.24620675661566427,-0.07184255950220088,-0.3974926577145293,0.3595990476564368,1.1322197635009479,-0.5523764876582005,-0.8372391487684807,-0.249678203862614,-0.40216253549521935,-0.3076801755811295,0.7330256232856608,0.538978250034321,-0.12912050715414403,-0.25659806603737334,-1.4729660203353128,-0.9821787223081253,-0.407954167775381
1985,-0.616766470143899,-0.5960402535879952,-0.6544410425448737,-0.8449391364922428,-0.4635296863886132,-0.4343814811223873,-0.02998809768802749,0.2085788728821156,1.4359483137571727,-0.6662007194728723,0.8749071722966866,0.48444613249771895,-0.15011753124256091,0.08443446690966361,-0.280113214518408,-0.06598036321719077,-0.42379739810966743,0.30952280180291203,1.0726049494181868,-0.5577442646549552,-0.8762925497736513,-0.249678203862614,-0.40216253549521935,-0.3799343184317247,0.6766956600274235,0.5306876251644808,-0.08487250635530666,-0.25626287681256626,-1.5359886667104776,-1.0525764112364406,-0.4076067387776136
1986,-0.6469167204613269,-0.6267817342092258,-0.6831203575922472,-0.8413942591285543,-0.47761978661935073,-0.5436790623288051,-0.05689595515867691,0.1739788234833371,1.39134067969536,-0.7420683492555165,0.8308304438296746,0.4731372532574422,-0.12939144403335176,0.10651555299078953,-0.24416849365285304,-0.008594952535229005,-0.48577961978027634,0.3192643641870148,1.196703080958765,-0.5899509266354829,-0.8958192502762364,-0.2681378531751566,-0.5001780073871479,-0.3803291413453213,0.5634955367341018,0.4818580581328615,-0.13608419147573803,-0.2589164707709081,-1.5987717647466222,-1.0525764112364406,-0.48742705261942887
1987,-0.6338516119904415,-0.6134604259400258,-0.6884111428958386,-0.8241406320240101,-0.5061315188509615,-0.545758152333625,-0.07599695384152876,0.184753904437914,1.4106513437913828,-0.6835195394748149,0.8422148104719729,0.5104395680616477,-0.12780802907234237,0.10820248606712322,-0.25448944334418977,-0.039799385117470665,-0.4870113781016665,0.30402141502176416,1.196703080958765,-0.5759947064439208,-0.8958192502762364,-0.2865975024876993,-0.5001780073871479,-0.30817681218124926,0.5969389188820441,0.5502313996642801,-0.10162606635022378,-0.25597115956580574,-1.55108575744842,-1.1229741001647566,-0.5146988202923354
1988,-0.6338516119904415,-0.6134604259400258,-0.6884111428958386,-0.7767278972846775,-0.46705221144629727,-0.545758152333625,-0.059809060393519874,0.20906892428993196,1.4106513437913828,-0.6825722966624854,0.8422148104719729,0.5336297376455242,-0.12780802907234237,0.10820248606712322,-0.25448944334418977,0.003750579105802223,-0.45933238455942155,0.30402141502176416,1.196703080958765,-0.5759947064439208,-0.8958192502762364,-0.2681378531751566,-0.5001780073871479,-0.2360800550350818,0.5958966989556584,0.5339465880922701,-0.10296751726851554,-0.24548744201725398,-1.5508019930942238,-1.1229741001647566,-0.5136986902909291
1989,-0.6338516119904415,-0.6134604259400258,-0.6884111428958386,-0.763434607170846,-0.5341252326917364,-0.545758152333625,-0.059809060393519874,0.20906892428993196,1.4106513437913828,-0.684601006977151,0.8422148104719729,0.5257369947283544,-0.12780802907234237,0.10820248606712322,-0.25448944334418977,-0.09997227670488586,-0.4392003448783673,0.30402141502176416,1.196703080958765,-0.5759947064439208,-0.8958192502762364,-0.2681378531751566,-0.5001780073871479,-0.23609109260303118,0.5952427010879421,0.5790448361765546,-0.10762587758305522,-0.1669918330561327,-1.4896580203255978,-1.1229741001647566,-0.5163812249736698
1990,-0.6338516119904415,-0.6134604259400258,-0.6884111428958386,-0.7740692392619112,-0.5618702977049099,-0.545758152333625,-0.059809060393519874,0.20906892428993196,1.4106513437913828,-0.6122385590992394,0.8422148104719729,0.5222411817840958,-0.12780802907234237,0.10820248606712322,-0.25448944334418977,-0.15857423283698693,-0.45747657616880416,0.30402141502176416,1.196703080958765,-0.5759947064439208,-0.8958192502762364,-0.2681378531751566,-0.5001780073871479,-0.30822904961908293,0.5398024983502216,0.5554561366534843,-0.15648531303974322,-0.23598703236393095,-1.426981456912088,-1.1229741001647566,-0.5489020437460012
1991,-0.6288265702708701,-0.6083368458364874,-0.6694331609219366,-0.780715884318827,-0.5328612678180964,-0.545758152333625,-0.059809060393519874,0.20906892428993196,1.3681678827801322,-0.611042041862612,0.7844415790549499,0.49670081989110276,-0.12291092243205452,0.1134197483598633,-0.23688019833071366,-0.12902126080290804,-0.4699466986705631,0.30402141502176416,1.196703080958765,-0.5706269294471662,-0.8762925497736513,-0.2681378531751566,-0.5001780073871479,-0.380116574276059,0.5399205023392359,0.5130145177425095,-0.14889104690513086,-0.17096337167920925,-1.4267885881542701,-1.0525764112364406,-0.5505531696252433
1992,-0.597671311609528,-0.576570649194549,-0.6275010341449054,-0.7642598546211127,-0.5545351572906726,-0.5217381778144496,-0.04577206825740912,0.24991259162533205,1.3527193515033145,-0.61154442570235,0.764547113634941,0.4686218579569584,-0.08553560204566292,0.153238536075611,-0.19393773424524516,-0.09523418433247072,-0.4308550189888732,0.3263222242318686,1.196703080958765,-0.5373467120672876,-0.8372391487684807,-0.249678203862614,-0.47567413941416575,-0.38019630851007485,0.5701874270945103,0.49480680581392283,-0.05372092653269496,-0.18558295724393323,-1.4268646533470588,-1.0525764112364406,-0.4839296368730458
1993,-0.6067163867047564,-0.5857930933809182,-0.6434334015256982,-0.7410915489941491,-0.5754216588091785,-0.5680689711239799,-0.05811118452743761,0.2294030327056156,1.3488572186841097,-0.6859547588506409,0.7601885095056411,0.5105226926095263,-0.09142523265673703,0.14696386207677836,-0.20570340597384978,-0.0782774358647519,-0.4396036250060859,0.29156892314666205,1.196703080958765,-0.5470087106614459,-0.8567658492710658,-0.2681378531751566,-0.52468187536013,-0.38028163706871443,0.519240623763306,0.5064180289590423,-0.14992911389905025,-0.2604842894051283,-1.479154997691214,-1.0525764112364406,-0.540354224056263
1994,-0.6268165535830416,-0.616534574002149,-0.6434334015256982,-0.746940596644235,-0.6237838557776231,-0.5680689711239799,-0.08277571766629732,0.1894910680468044,1.3083048240824613,-0.7525378750759992,0.7397077260239959,0.4850048931659249,-0.11332575933823559,0.12363155579075182,-0.20570340597384978,-0.1713820885970689,-0.42759126003334114,0.29156892314666205,1.196703080958765,-0.5792153726419735,-0.8567658492710658,-0.29582732714397064,-0.5491857433331122,-0.38619438495195196,0.524593531597535,0.5471128399868932,-0.15911058639799286,-0.2748801201489081,-1.4797599831586477,-1.0525764112364406,-0.598193179439414
1995,-0.6268165535830416,-0.616534574002149,-0.6434334015256982,-0.755448302317087,-0.6188523206968646,-0.5680689711239799,-0.08277571766629732,0.1894910680468044,1.3083048240824613,-0.7515100974496663,0.7397077260239959,0.46902171197987763,-0.11332575933823559,0.12363155579075182,-0.20570340597384978,-0.16372038112353277,-0.4368383829008321,0.29156892314666205,1.196703080958765,-0.5792153726419735,-0.8567658492710658,-0.29582732714397064,-0.5491857433331122,-0.45819198744243583,0.46463161142621345,0.5060186597610618,-0.1870655401119411,-0.3450326611957126,-1.4796617703753427,-0.9821787223081253,-0.6294809630897074
1996,-0.6067163867047564,-0.5960402535879952,-0.5745083851043683,-0.7638673860558469,-0.6232451166511537,-0.5420453215884043,-0.05323701410948911,0.22729762665721992,1.3546504179129162,-0.6753816882692957,0.7961058298774116,0.48893253225196753,-0.08505230096803054,0.15375343368221558,-0.1294531383581754,-0.1702811146569327,-0.3837826685411749,0.3291067786044821,1.2844537113036885,-0.5577442646549552,-0.7981857477633104,-0.2681378531751566,-0.52468187536013,-0.385897385020315,0.528603432464513,0.5573467852253372,-0.04034030506885265,-0.3361063881089429,-1.4166558694635092,-0.91178103337981,-0.5649205676555956
1997,-0.5705360863238428,-0.5591504768425183,-0.5222657336600667,-0.7274714211873853,-0.5975721252013241,-0.5144919411122902,-0.026329156638839817,0.2669252404991502,1.3546504179129162,-0.6024324867465004,0.7961058298774116,0.5032237533963804,-0.02144306136323321,0.22152122222285278,-0.06696148178755802,-0.12428288158474311,-0.3304199752663246,0.3821933228953321,1.2844537113036885,-0.5190962702783218,-0.75913234675814,-0.249678203862614,-0.5001780073871479,-0.3852621248546385,0.5846969507591634,0.5547672880828299,0.06410214391402098,-0.40886198908949434,-1.4164364857988156,-0.9821787223081253,-0.5034262199857772
1998,-0.5554609611651289,-0.543779736531903,-0.48411397509712906,-0.6782862477662085,-0.58555409853393,-0.5144919411122902,0.016139283446405056,0.29468272024064257,1.4125824102009843,-0.5858960049377367,0.8538790612944347,0.5099868509268222,0.02096712619207432,0.26670403906004836,-0.016127970043775062,-0.08838452828878023,-0.2147755600973178,0.3821933228953321,1.459954971993535,-0.5029929392880579,-0.7396056462555549,-0.23121855455007131,-0.5001780073871479,-0.38526754004000896,0.5504863523000421,0.5518336383760046,0.17102132210869087,-0.40552615713399714,-1.353987175513012,-0.9469798778439676,-0.5043287571759413
1999,-0.5765661363873285,-0.5652987729667645,-0.5027519615598112,-0.7381060532784506,-0.6621586581707509,-0.5383160131535686,-0.0056602335092447486,0.30072063758632905,1.3083048240824608,-0.6481379111891803,0.7671740929332165,0.5207473900117684,0.03207422599643503,0.2785372820844611,0.0008165338708191538,-0.1155208658609427,-0.21168763548236594,0.3610988692039328,1.4691437950204407,-0.5255376026744274,-0.75913234675814,-0.2589080285188853,-0.52468187536013,-0.3134699217049927,0.49428170849275643,0.45775177274390993,0.046427380669939095,-0.4063280069158519,-1.3546898007537491,-0.9469798778439676,-0.44771241385258853
2000,-0.7253073712866392,-0.6759681032031948,-0.6869920527457883,-0.9379696151168833,-0.7625506223147585,-0.6725945319074625,-0.07709072981443965,0.20886927371637695,1.2996686659728507,-0.6481839310828972,0.7603460092227265,0.5590626547030201,-0.03118525246647918,0.23035363780861376,-0.10386317523266592,-0.13976403274481405,-0.23267956729708664,0.2879106725255935,1.3292269935378678,-0.630746031810818,-0.9934527527891623,-0.3788957490504126,-0.6717050831980228,-0.24125499955928192,0.49711721833846517,0.43929406948856325,0.14405135058443647,-0.3337836080336541,-1.3555150162065688,-1.0173775667722829,-0.4466427647183422
2001,-0.7021921793766113,-0.652399634726918,-0.6869920527457883,-0.928664312037201,-0.7666740487058128,-0.5326690790470853,-0.07554466488503823,0.23778230677753517,1.3020730912254221,-0.6480612113663202,0.7696056518992338,0.6196854953713714,-0.015413414401639427,0.24715658331646448,-0.10386317523266592,-0.12876379241981228,-0.22719445863300414,0.3971618793574245,1.2866616855817914,-0.6114220346225014,-1.0129794532917473,-0.3696659243941413,-0.5491857433331122,-0.16985837472972093,0.4996546043701105,0.45869138254751646,0.14030381577732323,-0.4163551175514823,-1.3555509838935667,-1.0173775667722829,-0.502120113652569
2002,-0.7423925131331818,-0.6933882755552255,-0.7597221236750682,-0.919359008957519,-0.8491632972625299,-0.5846450875818168,-0.14969861685248734,0.183199049971139,1.1746227081916716,-0.6469720738816979,0.6924194230306374,0.6219813776143928,-0.0759365901372742,0.18267661467444057,-0.18739115841048706,-0.25877641766022846,-0.21953226149788369,0.3224663403548926,1.0159231370730626,-0.6436286966030291,-1.0520328542969177,-0.40658522301922656,-0.5981934792790764,-0.1699407464115339,0.45494234342146256,0.4303388155971577,0.09765192009505848,-0.4181969696509608,-1.4179451231177194,-1.0877752557005989,-0.5267740100131845
2003,-0.7423925131331818,-0.6933882755552255,-0.7597221236750682,-0.9672148533673126,-0.8282353542727573,-0.5846450875818168,-0.14969861685248734,0.183199049971139,1.1746227081916716,-0.6406405035045487,0.6924194230306374,0.6291336577389632,-0.0759365901372742,0.18267661467444057,-0.18739115841048706,-0.21250720548161264,-0.2987746277545162,0.3224663403548926,1.0159231370730626,-0.6436286966030291,-1.0520328542969177,-0.40658522301922656,-0.5981934792790764,-0.09775804343171078,0.4229189547890613,0.42701193594434467,0.06892202303371309,-0.335640441574314,-1.4165222676579121,-1.0173775667722829,-0.4917752820711452
2004,-0.7574676382918957,-0.7087590158658408,-0.7482023912565453,-0.9583526599580916,-0.8666515981371514,-0.6059686763512339,-0.11992087892092486,0.18273924865022495,1.1746227081916716,-0.6414420166534422,0.6924194230306374,0.6000586975087748,-0.07307433132677767,0.1857259979247896,-0.16598804996068242,-0.25689240178324013,-0.2820907875145929,0.32753319168023387,1.0159231370730626,-0.659732027593293,-1.0520328542969177,-0.3881255737066839,-0.6226973472520586,-0.09785641678125488,0.4785877086401388,0.37898895563815715,0.024976120728779676,-0.3383773885292871,-1.4161165351090683,-1.0173775667722829,-0.4331750449078222
2005,-0.7524425965723244,-0.7036354357623024,-0.7526383493274922,-0.9875978982085211,-0.8945417082997593,-0.553150047960119,-0.1121879642369784,0.1846571041598267,1.1630363097340575,-0.6414765315737294,0.6826575758791138,0.6031135137342276,-0.06983766907587849,0.18917426179901853,-0.1740901097669636,-0.31038489631220373,-0.3282309001567167,0.40977451245869984,1.0159231370730626,-0.6543642505965384,-1.0520328542969177,-0.3788957490504126,-0.5736896113060943,-0.09785515848987525,0.4804626663049001,0.37427728256578874,-0.0255015500933615,-0.3371420776269227,-1.4161175680349924,-1.0173775667722829,-0.4328046047245206
2006,-0.724302362942725,-0.6544490667683334,-0.7057901042797223,-1.0005746814148804,-0.8925317969433159,-0.45945871297536406,-0.10539088367535607,0.21595989408626154,1.2225131551498079,-0.6369589120072346,0.7446821800835413,0.5877158462715579,-0.06195589123876786,0.22468101272313054,-0.1252944109474943,-0.2815663835271353,-0.33997019594279804,0.5016689440438489,1.1370087129338533,-0.602833591427694,-0.9934527527891623,-0.3696659243941413,-0.47567413941416575,-0.0257356182840139,0.47931881018190353,0.4798590906157366,-0.03104420468008235,-0.33710582926254046,-1.3580846117015457,-1.0173775667722829,-0.42995895168181614
2007,-0.6961621293131256,-0.6462513386026718,-0.6443497210211606,-0.9451859726072489,-0.8443560865955725,-0.41289025571002036,-0.09998939609853194,0.24579252978924732,1.2074554349320759,-0.6393902963919189,0.7063970078765447,0.5145834724055209,-0.04196152277905467,0.2352769465108803,-0.0821193868193821,-0.25245245660761506,-0.3310160128929696,0.5280782291752985,1.1432461914227494,-0.5942451482328865,-0.9153459507788215,-0.36043609973786994,-0.4511702714411837,0.04527594995869483,0.4824517461980765,0.45442134566617226,-0.030266303353692424,-0.3371179989147091,-1.3595263406782754,-1.0877752557005989,-0.38226441950855133
2008,-0.7112372544718396,-0.6616220789132872,-0.6618179044037407,-0.9757605398690614,-0.9043840577256427,-0.4378909888968397,-0.10689898378047763,0.22147750993722937,1.1528706244206515,-0.643405532118675,0.6562772704899362,0.530764554584517,-0.0444100760991986,0.2326683153645103,-0.08505426098829484,-0.28499679182589055,-0.371740983387186,0.5163395241299018,1.1432461914227494,-0.6103484792231504,-0.9348726512814066,-0.3696659243941413,-0.47567413941416575,-0.02691260634226222,0.41247898137190797,0.3949387608844958,-0.0741310820921086,-0.4125051764250852,-1.4171185995433828,-1.1581729446289142,-0.43678727219119223
2009,-0.6871170542178974,-0.6370288944163026,-0.6618179044037407,-1.014665568935542,-0.9336831779113243,-0.4132361468904853,-0.10689898378047763,0.22147750993722937,1.1348473379310298,-0.567039353487437,0.6476952668009776,0.5549078449530436,-0.020419251129797544,0.2582275763074629,-0.08505426098829484,-0.3156185893555989,-0.40517125645594326,0.5428827962753267,1.1432461914227494,-0.5845831496387283,-0.9348726512814066,-0.3696659243941413,-0.4511702714411837,0.043191932379849814,0.4949600770365375,0.4878328126684617,0.015107950428582217,-0.41077735162109846,-1.3545890000009309,-1.1581729446289142,-0.43554607361911474
2010,-0.7112372544718396,-0.6616220789132872,-0.7088151996700545,-1.0091583487455258,-0.9649093265109153,-0.48270897559316933,-0.1371202607699353,0.27503831380633004,1.1493303360030473,-0.49876884115914294,0.6703538465717545,0.5644928008928071,-0.030145481865331746,0.2478654787273274,-0.11887375283078602,-0.2725368124742693,-0.40757198660637817,0.5058304732650183,1.0654056324339825,-0.6103484792231504,-0.9934527527891623,-0.4158150476754979,-0.52468187536013,0.11534691841645706,0.5780743545531192,0.5407061098689335,-0.08371092884923763,-0.41052861122735046,-1.3013519338101327,-1.1581729446289142,-0.4874283266560959
2011,-0.7162622961914109,-0.6667456590168256,-0.7283861892814565,-1.0118170067682921,-0.9674579769938279,-0.481504039792275,-0.1371202607699353,0.31740658552160284,1.1551235352318538,-0.4925753304631428,0.686760254510045,0.5798715449090619,-0.0353658150842277,0.24230385843619087,-0.1376452710875589,-0.2664049797626905,-0.3580123509775701,0.5156447851440196,1.0005974968927853,-0.615716256219905,-1.0129794532917473,-0.4158150476754979,-0.52468187536013,0.18769067405963383,0.5805369589821227,0.5843653725649851,-0.0823178671531654,-0.3406153145973135,-1.3010220968129595,-1.1581729446289142,-0.4605629502376425
2012,-0.7112372544718396,-0.6616220789132872,-0.7489666773008784,-1.017134322813825,-0.9707525739595444,-0.5067091185317177,-0.12347287996004902,0.3336448321707236,1.1782963321470814,-0.5075433008944051,0.6988887001098415,0.5915580664444997,-0.033883433304179575,0.24388315313662967,-0.1750001207693723,-0.2929152835629275,-0.4374507108592784,0.46047562999801495,0.9289494072419027,-0.6103484792231504,-1.0325061537943325,-0.40658522301922656,-0.5491857433331122,0.18758444879921743,0.5788425334250868,0.5369612647124874,-0.09475915161658618,-0.42578373928661584,-1.3015202498433498,-1.2285706335572295,-0.43505950619555167
2013,-0.7142522795035824,-0.6646962269754102,-0.765548101096958,-0.9909022303225304,-0.9851949266960508,-0.5538141048172559,-0.12347287996004902,0.30006723570924093,1.1634512591232637,-0.5654133172427901,0.6821049727368862,0.5953438037743415,-0.08245814736550885,0.19213279467641284,-0.18798182842536126,-0.30104875306796003,-0.4455233474110682,0.383127666385935,0.8393114506507275,-0.6135691454212032,-1.0520328542969177,-0.40658522301922656,-0.5981934792790764,0.11558330237315029,0.5820051384607348,0.4684015066083602,-0.08415122848922016,-0.5109444269957706,-1.3556508026127962,-1.1581729446289142,-0.45885298549897724
2014,-0.7343524463818676,-0.685190547389564,-0.7967802644621379,-0.9687467467994779,-1.0397319028832601,-0.5538141048172559,-0.13835404540029422,0.344238412603887,1.135933562786431,-0.49498753989211114,0.6644978769544544,0.6562438420744711,-0.09489681067050963,0.17888093520098694,-0.21034559195625077,-0.3717166418500691,-0.42391931746659567,0.383127666385935,0.800706320306563,-0.6189369224179578,-1.0715595547995027,-0.4158150476754979,-0.5736896113060943,0.18788247608367856,0.666123398389624,0.5122008579502892,-0.07983380255050812,-0.4253075566933744,-1.2955944103664947,-1.1581729446289142,-0.484176642134072
2015,-0.7343524463818676,-0.685190547389564,-0.7967802644621379,-0.9581121147084126,-1.0237147742386123,-0.5538141048172559,-0.13835404540029422,0.344238412603887,1.135933562786431,-0.5688302943512336,0.6644978769544544,0.6652911422225258,-0.09489681067050963,0.17888093520098694,-0.21034559195625077,-0.3145437684527061,-0.3849137973211602,0.383127666385935,0.800706320306563,-0.6189369224179578,-1.0715595547995027,-0.4158150476754979,-0.5736896113060943,0.18802931631352654,0.6134829578642168,0.4707488020423354,-0.0810715232004091,-0.4382443816500337,-1.357395631261468,-1.1581729446289142,-0.4856855855212939
2016,-0.7343524463818676,-0.685190547389564,-0.7967802644621379,-1.0059679591182062,-1.0715382320805873,-0.5290793799719236,-0.15408678691351682,0.3096383632051088,1.0857258361367714,-0.5811482859026587,0.6332624896339731,0.6299459703269837,-0.09489681067050963,0.17888093520098694,-0.21034559195625077,-0.3637917636031148,-0.4399688164741368,0.4102418268997349,0.7373227133492374,-0.6189369224179578,-1.0715595547995027,-0.43427469698804055,-0.5491857433331122,0.1878998698576529,0.4981774517806357,0.40846475323403636,-0.12756203934243784,-0.4400103545349838,-1.35736778561426,-1.1581729446289142,-0.5420437985992922
2017,-0.7021921793766113,-0.652399634726918,-0.7755572382460852,-0.9842555852656146,-1.0436481219179796,-0.4512292920057735,-0.11598803186114459,0.3171040846525804,1.124347164328817,-0.5046900674839869,0.6576108638359986,0.6271834468729145,-0.08815989604147301,0.18605828567449337,-0.23235714822309608,-0.290976760509614,-0.38990262519407276,0.4561471131220877,0.6613284382724365,-0.5845831496387283,-1.0520328542969177,-0.3973553983629553,-0.47567413941416575,0.26022332449102664,0.6073279890185206,0.4545859988191102,-0.028345712656393723,-0.4401598379948017,-1.2954408776143347,-1.0877752557005989,-0.48632647003516793
2018,-0.7042021960644398,-0.6544490667683334,-0.7755572382460852,-0.9895729013111473,-1.0544229044473674,-0.4792153872490652,-0.11598803186114459,0.3171040846525804,1.124347164328817,-0.4998426386791919,0.6576108638359986,0.6739725100131216,-0.09254000137777271,0.1813918244172881,-0.23235714822309608,-0.31081055194016016,-0.3875395129406516,0.3979937175058964,0.6613284382724365,-0.58673026043743,-1.0520328542969177,-0.3973553983629553,-0.5001780073871479,0.26016813880958356,0.4925992749097695,0.4787352400457485,0.01625285083915782,-0.4404931926510596,-1.2944568479158547,-1.0877752557005989,-0.5146442658820047
2019,-0.7042021960644398,-0.6544490667683334,-0.7755572382460852,-0.9417170569013538,-1.01797513046815,-0.4792153872490652,-0.11598803186114459,0.3171040846525804,1.0881396691487744,-0.4416543180659355,0.6100761250179025,0.6794406809452592,-0.09254000137777271,0.1813918244172881,-0.23235714822309608,-0.2511794272392935,-0.32383432746328444,0.3979937175058964,0.6613284382724365,-0.58673026043743,-1.0520328542969177,-0.3973553983629553,-0.5001780073871479,0.18852942778349333,0.5172168605904423,0.45343462124586875,0.11090445387204143,-0.4491093089924079,-1.300981418757562,-1.1229741001647566,-0.45448477210105287
2020,-0.7212873379109822,-0.671869239120364,-0.7755572382460852,-0.9629863210834843,-1.0115724231574175,-0.5035211884575351,-0.13066898112613368,0.301979041201462,1.0417940753183197,-0.5165363551248197,0.552302893600879,0.7182006808888378,-0.1079992892299475,0.1649218625585393,-0.23235714822309608,-0.24502813101401982,-0.3579939267344531,0.37384683428554144,0.6613284382724365,-0.6049807022263959,-1.0520328542969177,-0.4158150476754979,-0.52468187536013,0.11625431916538533,0.4252913510882122,0.406735568203744,0.06924734737022878,-0.45233757894299886,-1.3641509875359559,-1.1933717890930717,-0.3994480964242693
2021,-0.7212873379109822,-0.671869239120364,-0.7755572382460852,-0.9576690050379516,-0.9852363681673175,-0.5035211884575351,-0.13066898112613368,0.301979041201462,1.005586580138277,-0.5739500075271834,0.5129386551383225,0.7149968867686367,-0.1079992892299475,0.1649218625585393,-0.23235714822309608,-0.17117898189857902,-0.3468020664637886,0.37384683428554144,0.6613284382724365,-0.6049807022263959,-1.0520328542969177,-0.4158150476754979,-0.52468187536013,0.11581220564730282,0.359335768092099,0.3796201719450147,0.029366879483127033,-0.5182901306757152,-1.4264909358471445,-1.2637694780213877,-0.3360473908629511
2022,-0.7011871710326969,-0.6513749187062102,-0.7267247344188603,-0.9291833833654555,-0.9060417165763169,-0.48029556792233563,-0.12444455060903362,0.33376583251833253,1.037473933158376,-0.5668207589922825,0.5582511112632753,0.7057250251758954,-0.10103986454136091,0.17233627001869478,-0.2057393074088865,-0.07942496990890356,-0.3277295532752297,0.3915423490491582,0.6613284382724365,-0.5835095942393773,-0.9934527527891623,-0.40658522301922656,-0.5001780073871479,0.11051843352415391,0.2744552043193061,0.37373462975406335,-0.09556893186675577,-0.5178050618910621,-1.4262645516589467,-1.2637694780213877,-0.3322700075622309
2023,-0.7162622961914109,-0.6667456590168256,-0.7479477606349132,-0.8937346097285713,-0.8792083639310146,-0.45556084307700334,-0.16675777357404414,0.2481338865154807,1.037473933158376,-0.500249147740353,0.5582511112632753,0.6952906024225616,-0.15105333078466607,0.11905309880617511,-0.26446867773545646,0.011636102601104684,-0.32016946423084824,0.3644281885353583,0.6613284382724365,-0.5996129252296413,-1.0129794532917473,-0.45273434630058323,-0.47567413941416575,0.11017566027592095,0.3279828567087243,0.3758120394994969,-0.003140511848747979,-0.5173147890817023,-1.4262243448288792,-1.2637694780213877,-0.397158533143091
2024,-0.7162622961914109,-0.6667456590168256,-0.7479477606349132,-0.8884172936830387,-0.9113047834272103,-0.45556084307700334,-0.17783705477905495,0.2465729820313253,1.037473933158376,-0.5032135958939179,0.5582511112632753,0.6895330136302484,-0.15105333078466607,0.11905309880617511,-0.26446867773545646,-0.043716408056374674,-0.3500144249526203,0.3644281885353583,0.6613284382724365,-0.5996129252296413,-1.0129794532917473,-0.46196417095685455,-0.47567413941416575,0.03924695796669902,0.33823961818079123,0.36612653886710433,0.04182212873412135,-0.6034536927159927,-1.4264117869557953,-1.2637694780213877,-0.4547881218339905
2025,-0.7594776549797243,-0.7108084479072562,-0.7773163477863866,-0.9093320701288004,-0.9583615740507483,-0.5050794134672733,-0.20375094664621826,0.19355667972646495,1.0062320373173101,-0.5792154503665685,0.47612562011139076,0.6428002526978717,-0.2441582723508767,0.01986128278466287,-0.3282838971352284,-0.06379961491507219,-0.3523361912840631,0.26937251278107316,0.573577807927513,-0.6457758074017309,-1.0325061537943325,-0.4988834695819399,-0.52468187536013,0.039127167764053034,0.23915840116521725,0.3049367149526748,0.030953469188245722,-0.6040414817038974,-1.489220172828056,-1.334167166949703,-0.4612415053715277
2026,-0.7655077050432099,-0.7272039042385792,-0.7482005222746752,-0.8307539552337071,-0.9909138497308797,-0.524187930518085,-0.2112687787927236,0.14211338194052106,0.9853988016291014,-0.5040381189896705,0.4249919205556765,0.5472073670802912,-0.2784438200042414,-0.016665733696098948,-0.3097221230957125,-0.15714959488754915,-0.2982000443840538,0.25571408617254365,0.573577807927513,-0.6543642505965384,-0.9934527527891623,-0.5081132942382112,-0.5491857433331122,-0.0330852226907693,0.26796386647905124,0.24611310345308665,0.17833731115825205,-0.610985289787255,-1.4938918234699659,-1.2637694780213877,-0.3986934684808784
