,sent_no,sent_raw,syuzhet,bing,afinn,nrc,sent_clean,char_len,token_len,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing_medianiqr,bing_lnorm_medianiqr,afinn_medianiqr,afinn_lnorm_medianiqr,nrc_medianiqr,nrc_lnorm_medianiqr,syuzhet_roll100,bing_roll100,afinn_roll100,nrc_roll100,mean_roll100,syuzhet_roll100_stdscale,bing_roll100_stdscale,afinn_roll100_stdscale,nrc_roll100_stdscale
1096,1097,"On the first of January, 1834, I left Mr. Covey, and went to live with Mr. William Freeland, who lived about three miles from St. Michael's.",0.0,0,0,0,on the first of january  i left mr covey and went to live with mr william freeland who lived about three miles from st michael own,140,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12780898876404442,-0.10112359550561797,-0.6741573033707865,0.0,-0.22577247191011224,-0.4368277079275256,0.24925063049767482,-0.6893705468808397,-0.7673792259983445
1097,1098,I soon found Mr. Freeland a very different man from Mr. Covey.,0.6,0,0,1,i soon found mr freeland a very different man from mr covey,62,12,0.4948453608247423,0.7630556073284743,0.0,0.0,0.0,0.0,0.5,0.934680415926885,-0.12415730337078601,-0.0898876404494382,-0.651685393258427,0.0056179775280898875,-0.21502808988764033,-0.41722236005784213,0.3369811888834633,-0.6197004643222606,-0.7359545200226625
1098,1099,"Though not rich, he was what would be called an educated southern gentleman.",2.25,2,2,2,though not rich he was what would be called an educated southern gentleman,76,13,1.8556701030927836,2.6415155199889444,1.0,2.2996588054202642,0.6666666666666666,1.189170031281261,1.0,1.7256743728334953,-0.12303370786516801,-0.08426966292134831,-0.6460674157303371,0.0056179775280898875,-0.21193820224719087,-0.4111899453287086,0.3808464680763575,-0.6022829436826157,-0.7359545200226625
1099,1100,"Mr. Covey, as I have shown, was a well-trained negro-breaker and slave-driver.",0.0,0,-3,-2,mr covey as i have shown was a well trained negro breaker and slave driver,78,12,0.0,0.0,0.0,0.0,-1.0,-1.9322775320944054,-1.0,-1.86936083185377,-0.12752808988763992,-0.0898876404494382,-0.6460674157303371,0.0056179775280898875,-0.21446629213483134,-0.4353196042452422,0.3369811888834633,-0.6022829436826157,-0.7359545200226625
1100,1101,"The former (slaveholder though he was) seemed to possess some regard for honor, some reverence for justice, and some respect for humanity.",3.5,4,6,6,the former slaveholder though he was seemed to possess some regard for honor some reverence for justice and some respect for humanity,138,22,2.8865979381443303,2.428823447982161,2.0,2.71863344466312,2.0,2.10873722493901,3.0,3.0601122567783423,-0.13146067415730284,-0.10112359550561797,-0.6460674157303371,0.0,-0.21966292134831447,-0.4564330557972091,0.24925063049767482,-0.6022829436826157,-0.7673792259983445
1101,1102,The latter seemed totally insensible to all such sentiments.,-0.8,-1,0,0,the latter seemed totally insensible to all such sentiments,60,9,-0.6597938144329898,-1.3561669025549357,-0.5,-1.6602975060220666,0.0,0.0,0.0,0.0,-0.12556179775280846,-0.08426966292134831,-0.6348314606741573,0.02247191011235955,-0.20554775280898863,-0.42476287846925875,0.3808464680763575,-0.567447902403326,-0.6416804020956162
1102,1103,"Mr. Freeland had many of the faults peculiar to slaveholders, such as being very passionate and fretful; but I must do him the justice to say, that he was exceedingly free from those degrading vices to which Mr. Covey was constantly addicted.",0.6,-2,5,1,mr freeland had many of the faults peculiar to slaveholders such as being very passionate and fretful but i must do him the justice to say that he was exceedingly free from those degrading vices to which mr covey was constantly addicted,242,42,0.4948453608247423,0.2181456282793377,-1.0,-0.7121771258871135,1.6666666666666667,0.9206797254801955,0.5,0.26721046882365834,-0.12191011235955004,-0.07303370786516854,-0.6179775280898876,0.02247191011235955,-0.19761235955056167,-0.4051575305995752,0.468577026462146,-0.5151953404843914,-0.6416804020956162
1103,1104,"The one was open and frank, and we always knew where to find him.",0.0,0,0,1,the one was open and frank and we always knew where to find him,65,14,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8012499496989214,-0.13089887640449388,-0.07865168539325842,-0.6292134831460674,0.011235955056179775,-0.20688202247190998,-0.45341684843264257,0.42471174726925176,-0.5500303817636811,-0.7045298140469803
1104,1105,"The other was a most artful deceiver, and could be understood only by such as were skilful enough to detect his cunningly-devised frauds.",-2.15,0,-4,1,the other was a most artful deceiver and could be understood only by such as were skilful enough to detect his cunningly devised frauds,137,23,-1.77319587628866,-1.4271505406802982,0.0,0.0,-1.3333333333333333,-1.3447285621007568,0.5,0.4878536199600994,-0.12668539325842645,-0.06741573033707865,-0.5955056179775281,0.011235955056179775,-0.19459269662921336,-0.43079529319839227,0.5124423056550402,-0.4455252579258123,-0.7045298140469803
1105,1106,"Another advantage I gained in my new master was, he made no pretensions to, or profession of, religion; and this, in my opinion, was truly a great advantage.",2.0,4,6,2,another advantage i gained in my new master was he made no pretensions to or profession of religion and this in my opinion was truly a great advantage,157,28,1.6494845360824744,1.0905983391663663,2.0,2.1362771194942973,2.0,1.6570262877867767,1.0,0.8015360082314806,-0.1337078651685388,-0.06741573033707865,-0.6348314606741573,0.0056179775280898875,-0.2075842696629212,-0.468497885255476,0.5124423056550402,-0.567447902403326,-0.7359545200226625
1106,1107,"I assert most unhesitatingly, that the religion of the south is a mere covering for the most horrid crimes,a justifier of the most appalling barbarity,a sanctifier of the most hateful frauds,and a dark shelter under, which the darkest, foulest, grossest, and most infernal deeds of slaveholders find the strongest protection.",-4.0,-4,-12,-2,i assert most unhesitatingly that the religion of the south is a mere covering for the most horrid crimesa justifier of the most appalling barbaritya sanctifier of the most hateful fraudsand a dark shelter under which the darkest foulest grossest and most infernal deeds of slaveholders find the strongest protection,328,50,-3.2989690721649487,-1.2216620467926385,-2.0,-1.1965031417123633,-4.0,-1.8561610206321784,-1.0,-0.44893068567414074,-0.13089887640449388,-0.06741573033707865,-0.6348314606741573,0.011235955056179775,-0.2054775280898875,-0.45341684843264257,0.5124423056550402,-0.567447902403326,-0.7045298140469803
1107,1108,"Were I to be again reduced to the chains of slavery, next to that enslavement, I should regard being the slave of a religious master the greatest calamity that could befall me.",-3.0,1,-3,-3,were i to be again reduced to the chains of slavery next to that enslavement i should regard being the slave of a religious master the greatest calamity that could befall me,176,32,-2.4742268041237114,-1.431474202439078,0.5,0.467331475453259,-1.0,-0.7249813545908719,-1.5,-1.0520629611323231,-0.1294943820224714,-0.06179775280898876,-0.651685393258427,0.016853932584269662,-0.20653089887640438,-0.4458763300212258,0.5563075848479345,-0.6197004643222606,-0.6731051080712983
1108,1109,"For of all slaveholders with whom I have ever met, religious slaveholders are the worst.",-0.5,-1,-3,0,for of all slaveholders with whom i have ever met religious slaveholders are the worst,88,15,-0.4123711340206186,-0.5087884656903718,-0.5,-0.9966209546474897,-1.0,-1.5460794910362299,0.0,0.0,-0.12612359550561744,-0.06741573033707865,-0.651685393258427,0.028089887640449437,-0.20428370786516842,-0.4277790858338254,0.5124423056550402,-0.6197004643222606,-0.6102556961199341
1109,1110,"I have ever found them the meanest and basest, the most cruel and cowardly, of all others.",-2.4,-2,-5,-1,i have ever found them the meanest and basest the most cruel and cowardly of all others,90,17,-1.9793814432989691,-2.1550377058236276,-1.0,-1.7588807206653518,-1.6666666666666667,-2.273824530712699,-0.5,-0.659936025589764,-0.12471910112359498,-0.06741573033707865,-0.6404494382022472,0.033707865168539325,-0.1997191011235954,-0.4202385674224088,0.5124423056550402,-0.5848654230429708,-0.578830990144252
1110,1111,"It was my unhappy lot not only to belong to a religious slaveholder, but to live in a community of such religionists.",-0.15,-1,-2,0,it was my unhappy lot not only to belong to a religious slaveholder but to live in a community of such religionists,117,22,-0.12371134020618557,-0.10409243348494975,-0.5,-0.67965836116578,-0.6666666666666666,-0.7029124083130034,0.0,0.0,-0.13651685393258375,-0.08426966292134831,-0.6685393258426966,0.033707865168539325,-0.21390449438202233,-0.48357892207830955,0.3808464680763575,-0.6719530262411948,-0.578830990144252
1111,1112,"Very near Mr. Freeland lived the Rev. Daniel Weeden, and in the same neighborhood lived the Rev. Rigby Hopkins.",0.0,0,0,0,very near mr freeland lived the rev daniel weeden and in the same neighborhood lived the rev rigby hopkins,111,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14101123595505566,-0.08426966292134831,-0.6685393258426966,0.03932584269662921,-0.21362359550561782,-0.5077085809948432,0.3808464680763575,-0.6719530262411948,-0.54740628416857
1112,1113,These were members and ministers in the Reformed Methodist Church.,1.1,1,0,1,these were members and ministers in the reformed methodist church,66,10,0.9072164948453609,1.6784428285741717,0.5,1.4944336193065755,0.0,0.0,0.5,1.1214297497784105,-0.1303370786516849,-0.07303370786516854,-0.6741573033707865,0.056179775280898875,-0.20533707865168524,-0.4504006410680759,0.468577026462146,-0.6893705468808397,-0.45313216624152375
1113,1114,"Mr. Weeden owned, among others, a woman slave, whose name I have forgotten.",-1.25,-1,-4,-2,mr weeden owned among others a woman slave whose name i have forgotten,75,13,-1.0309278350515465,-1.46750862221608,-0.5,-1.1498294027101321,-1.3333333333333333,-2.378340062562522,-1.0,-1.7256743728334953,-0.12893258426966242,-0.08426966292134831,-0.6853932584269663,0.05056179775280899,-0.21200842696629202,-0.44286012265665914,0.3808464680763575,-0.7242055881601293,-0.4845568722172058
1114,1115,"This woman's back, for weeks, was kept literally raw, made so by the lash of this merciless, _religious_ wretch.",-1.0,-2,0,-3,this woman own back for weeks was kept literally raw made so by the lash of this merciless religious wretch,112,19,-0.8247422680412372,-0.8034629005799558,-1.0,-1.5738327753034003,0.0,0.0,-1.5,-1.7715168535426438,-0.12471910112359501,-0.07865168539325842,-0.6853932584269663,0.056179775280898875,-0.2081460674157302,-0.42023856742240895,0.42471174726925176,-0.7242055881601293,-0.45313216624152375
1115,1116,He used to hire hands.,0.6,0,0,1,he used to hire hands,22,5,0.4948453608247423,1.8292011664700552,0.0,0.0,0.0,0.0,0.5,2.2406211168227324,-0.12752808988763994,-0.07865168539325842,-0.702247191011236,0.056179775280898875,-0.21306179775280887,-0.43531960424524235,0.42471174726925176,-0.7764581500790638,-0.45313216624152375
1116,1117,"His maxim was, Behave well or behave ill, it is the duty of a master occasionally to whip a slave, to remind him of his master's authority.",-0.2,1,-4,-1,his maxim was behave well or behave ill it is the duty of a master occasionally to whip a slave to remind him of his master own authority,139,27,-0.16494845360824745,-0.1130975915588668,0.5,0.5538423002317222,-1.3333333333333333,-1.1455832733779492,-0.5,-0.41560576805930716,-0.12471910112359501,-0.07303370786516854,-0.702247191011236,0.06179775280898876,-0.2095505617977527,-0.42023856742240895,0.468577026462146,-0.7764581500790638,-0.42170746026584166
1117,1118,"Such was his theory, and such his practice.",0.4,0,0,1,such was his theory and such his practice,43,8,0.3298969072164949,0.7627380644207222,0.0,0.0,0.0,0.0,0.5,1.4014371779378136,-0.11994382022471858,-0.06179775280898876,-0.6966292134831461,0.06741573033707865,-0.20273876404494373,-0.3946008048235918,0.5563075848479345,-0.759040629439419,-0.3902827542901596
1118,1119,Mr. Hopkins was even worse than Mr. Weeden.,-0.75,-1,-3,-1,mr hopkins was even worse than mr weeden,43,8,-0.6185567010309279,-1.4301338707888542,-0.5,-1.8675755966615255,-1.0,-2.8972101323912374,-0.5,-1.4014371779378136,-0.11011235955056128,-0.0449438202247191,-0.702247191011236,0.07865168539325842,-0.1946629213483145,-0.34181717594367445,0.6879034224266172,-0.7764581500790638,-0.3274333423387954
1119,1120,His chief boast was his ability to manage slaves.,-0.1,-1,-1,2,his chief boast was his ability to manage slaves,49,9,-0.08247422680412372,-0.16952086281936696,-0.5,-1.6602975060220666,-0.3333333333333333,-0.8585517262469038,1.0,2.4917895217051917,-0.10730337078651635,-0.0449438202247191,-0.7078651685393258,0.0898876404494382,-0.19255617977528078,-0.32673613912084104,0.6879034224266172,-0.7938756707187083,-0.2645839303874312
1120,1121,The peculiar feature of his government was that of whipping slaves in advance of deserving it.,-0.7,-1,-3,1,the peculiar feature of his government was that of whipping slaves in advance of deserving it,94,16,-0.577319587628866,-0.6678126682084617,-0.5,-0.9343710511716938,-1.0,-1.4495098788540792,0.5,0.7011562645397805,-0.1036516853932579,-0.05056179775280899,-0.7191011235955056,0.09550561797752809,-0.1944522471910111,-0.3071307912511574,0.644038143233723,-0.8287107119979981,-0.23315922441174916
1121,1122,He always managed to have one or more of his slaves to whip every Monday morning.,-1.25,-1,-3,-1,he always managed to have one or more of his slaves to whip every monday morning,81,16,-1.0309278350515465,-1.1925226218008245,-0.5,-0.9343710511716938,-1.0,-1.4495098788540792,-0.5,-0.7011562645397805,-0.0938202247191006,-0.028089887640449437,-0.6797752808988764,0.10674157303370786,-0.17373595505617964,-0.25434716237124005,0.8194992600052999,-0.7067880675204845,-0.170309812460385
1122,1123,"He did this to alarm their fears, and strike terror into those who escaped.",-3.5,-4,-6,-3,he did this to alarm their fears and strike terror into those who escaped,75,14,-2.8865979381443303,-3.8157319122118034,-2.0,-4.27102941591972,-2.0,-3.3128698301861257,-1.5,-2.403749849096764,-0.11235955056179724,-0.0449438202247191,-0.7191011235955056,0.0898876404494382,-0.19662921348314594,-0.35388200540194137,0.6879034224266172,-0.8287107119979981,-0.2645839303874312
1123,1124,"His plan was to whip for the smallest offences, to prevent the commission of large ones.",-0.5,0,-3,-1,his plan was to whip for the smallest offences to prevent the commission of large ones,88,16,-0.4123711340206186,-0.4770090487203298,0.0,0.0,-1.0,-1.4495098788540792,-0.5,-0.7011562645397805,-0.11235955056179724,-0.0449438202247191,-0.7191011235955056,0.08426966292134831,-0.1980337078651684,-0.35388200540194137,0.6879034224266172,-0.8287107119979981,-0.2960086363631133
1124,1125,Mr. Hopkins could always find some excuse for whipping a slave.,-1.5,-2,-4,-2,mr hopkins could always find some excuse for whipping a slave,63,11,-1.2371134020618557,-2.080903234335826,-1.0,-2.717398824570176,-1.3333333333333333,-2.8103727714748783,-1.0,-2.0391483733482083,-0.10056179775280846,-0.033707865168539325,-0.702247191011236,0.10112359550561797,-0.18384831460674145,-0.2905416507460405,0.7756339808124056,-0.7764581500790638,-0.2017345184360671
1125,1126,"It would astonish one, unaccustomed to a slaveholding life, to see with what wonderful ease a slaveholder can find things, of which to make occasion to whip a slave.",0.15,1,3,0,it would astonish one unaccustomed to a slaveholding life to see with what wonderful ease a slaveholder can find things of which to make occasion to whip a slave,165,29,0.12371134020618557,0.07897533474676816,0.5,0.515659446027536,1.0,0.7999535732662464,0.0,0.0,-0.08820224719101072,-0.033707865168539325,-0.702247191011236,0.11235955056179775,-0.17794943820224707,-0.22418508872557302,0.7756339808124056,-0.7764581500790638,-0.13888510648470292
1126,1127,"A mere look, word, or motion,a mistake, accident, or want of power,are all matters for which a slave may be whipped at any time.",-2.8,-2,-5,-2,a mere look word or motiona mistake accident or want of powerare all matters for which a slave may be whipped at any time,130,24,-2.309278350515464,-1.781204634405243,-1.0,-1.2460875076433835,-1.6666666666666667,-1.6109019270063727,-1.0,-0.9350697038968669,-0.08820224719101072,-0.033707865168539325,-0.702247191011236,0.11235955056179775,-0.17794943820224707,-0.22418508872557302,0.7756339808124056,-0.7764581500790638,-0.13888510648470292
1127,1128,Does a slave look dissatisfied?,-1.5,-2,-5,-1,does a slave look dissatisfied,31,5,-1.2371134020618557,-4.573002916175138,-1.0,-5.971768674354818,-1.6666666666666667,-7.7201108318209615,-0.5,-2.2406211168227324,-0.0837078651685388,-0.028089887640449437,-0.6966292134831461,0.12359550561797752,-0.17120786516853922,-0.20005542980903934,0.8194992600052999,-0.759040629439419,-0.07603569453333878
1128,1129,"It is said, he has the devil in him, and it must be whipped out.",-1.3,-1,0,-1,it is said he has the devil in him and it must be whipped out,64,15,-1.0721649484536084,-1.3228500107949668,-0.5,-0.9966209546474897,0.0,0.0,-0.5,-0.7478688737696129,-0.0884831460674152,-0.03932584269662921,-0.6853932584269663,0.11797752808988764,-0.1738061797752808,-0.2256931924078563,0.7317687016195115,-0.7242055881601293,-0.10746040050902085
1129,1130,Does he speak loudly when spoken to by his master?,0.0,1,0,1,does he speak loudly when spoken to by his master,50,10,0.0,0.0,0.5,1.4944336193065755,0.0,0.0,0.5,1.1214297497784105,-0.0882022471910107,-0.0449438202247191,-0.6741573033707865,0.12359550561797752,-0.1709269662921347,-0.22418508872557294,0.6879034224266172,-0.6893705468808397,-0.07603569453333878
1130,1131,"Then he is getting high-minded, and should be taken down a button-hole lower.",0.0,0,0,-1,then he is getting high minded and should be taken down a button hole lower,77,13,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8628371864167477,-0.08820224719101069,-0.0449438202247191,-0.6685393258426966,0.12921348314606743,-0.16811797752808974,-0.22418508872557288,0.6879034224266172,-0.6719530262411948,-0.04461098855765662
1131,1132,Does he forget to pull off his hat at the approach of a white person?,-0.1,0,-1,1,does he forget to pull off his hat at the approach of a white person,69,15,-0.08247422680412372,-0.10175769313807437,0.0,0.0,-0.3333333333333333,-0.51535983034541,0.5,0.7478688737696129,-0.08735955056179721,-0.03932584269662921,-0.6460674157303371,0.12359550561797752,-0.1622893258426965,-0.21966077767872286,0.7317687016195115,-0.6022829436826157,-0.07603569453333878
1132,1133,"Then he is wanting in reverence, and should be whipped for it.",-0.05,1,0,0,then he is wanting in reverence and should be whipped for it,62,12,-0.04123711340206186,-0.06358796727737287,0.5,1.2455687368242148,0.0,0.0,0.0,0.0,-0.08033707865168485,-0.028089887640449437,-0.6235955056179775,0.12921348314606743,-0.1507022471910111,-0.18195818562163904,0.8194992600052999,-0.5326128611240363,-0.04461098855765662
1133,1134,"Does he ever venture to vindicate his conduct, when censured for it?",0.25,0,2,0,does he ever venture to vindicate his conduct when censured for it,68,12,0.2061855670103093,0.3179398363868643,0.0,0.0,0.6666666666666666,1.2881850213962702,0.0,0.0,-0.07331460674157249,-0.02247191011235955,-0.601123595505618,0.1348314606741573,-0.14051966292134818,-0.1442555935645552,0.8633645391981941,-0.4629427785654572,-0.013186282581974615
1134,1135,"Then he is guilty of impudence,one of the greatest crimes of which a slave can be guilty.",-2.0,-2,-6,-2,then he is guilty of impudenceone of the greatest crimes of which a slave can be guilty,90,17,-1.6494845360824744,-1.7958647548530229,-1.0,-1.7588807206653518,-2.0,-2.728589436855239,-1.0,-1.319872051179528,-0.0825842696629208,-0.05056179775280899,-0.6685393258426966,0.11235955056179775,-0.17233146067415717,-0.19402301507990583,0.644038143233723,-0.6719530262411948,-0.13888510648470292
1135,1136,Does he ever venture to suggest a different mode of doing things from that pointed out by his master?,0.0,1,0,1,does he ever venture to suggest a different mode of doing things from that pointed out by his master,101,19,0.0,0.0,0.5,0.7869163876517001,0.0,0.0,0.5,0.590505617847548,-0.09494382022471855,-0.06179775280898876,-0.6966292134831461,0.11235955056179775,-0.1852528089887639,-0.2603795771003733,0.5563075848479345,-0.759040629439419,-0.13888510648470292
1136,1137,"He is indeed presumptuous, and getting above himself; and nothing less than a flogging will do for him.",-0.5,-1,0,-1,he is indeed presumptuous and getting above himself and nothing less than a flogging will do for him,103,18,-0.4123711340206186,-0.4240374719607151,-0.5,-0.8306096906862197,0.0,0.0,-0.5,-0.6232932701433584,-0.0977528089887635,-0.06741573033707865,-0.7191011235955056,0.10674157303370786,-0.19438202247190997,-0.2754606139232068,0.5124423056550402,-0.8287107119979981,-0.170309812460385
1137,1138,"Does he, while ploughing, break a plough,or, while hoeing, break a hoe?",-0.25,-1,0,0,does he while ploughing break a ploughor while hoeing break a hoe,72,12,-0.2061855670103093,-0.3179398363868643,-0.5,-1.2455687368242148,0.0,0.0,0.0,0.0,-0.09634831460674102,-0.07303370786516854,-0.6853932584269663,0.11797752808988764,-0.18419943820224707,-0.2679200955117901,0.468577026462146,-0.7242055881601293,-0.10746040050902085
1138,1139,"It is owing to his carelessness, and for it a slave must always be whipped.",-2.3,-2,-3,-3,it is owing to his carelessness and for it a slave must always be whipped,75,15,-1.8969072164948453,-2.3404269421757102,-1.0,-1.9932419092949794,-1.0,-1.5460794910362299,-1.5,-2.2436066213088384,-0.11488764044943765,-0.08426966292134831,-0.702247191011236,0.10112359550561797,-0.200070224719101,-0.36745493854249134,0.3808464680763575,-0.7764581500790638,-0.2017345184360671
1139,1140,"Mr. Hopkins could always find something of this sort to justify the use of the lash, and he seldom failed to embrace such opportunities.",1.0,-1,1,0,mr hopkins could always find something of this sort to justify the use of the lash and he seldom failed to embrace such opportunities,136,24,0.8247422680412372,0.6361445122875868,-0.5,-0.6230437538216917,0.3333333333333333,0.3221803854012746,0.0,0.0,-0.10983146067415676,-0.11235955056179775,-0.7078651685393258,0.11797752808988764,-0.20301966292134818,-0.34030907226139107,0.16152007211188635,-0.7938756707187083,-0.10746040050902085
1140,1141,"There was not a man in the whole county, with whom the slaves who had the getting their own home, would not prefer to live, rather than with this Rev. Mr. Hopkins.",-0.9,0,-3,1,there was not a man in the whole county with whom the slaves who had the getting their own home would not prefer to live rather than with this rev mr hopkins,163,32,-0.7422680412371134,-0.4294422607317234,0.0,0.0,-1.0,-0.7249813545908719,0.5,0.35068765371077437,-0.11039325842696576,-0.09550561797752809,-0.7247191011235955,0.1348314606741573,-0.19894662921348302,-0.3433252796259577,0.29311590969056905,-0.8461282326376429,-0.013186282581974615
1141,1142,"And yet there was not a man any where round, who made higher professions of religion, or was more active in revivals,more attentive to the class, love-feast, prayer and preaching meetings, or more devotional in his family,that prayed earlier, later, louder, and longer,than this same reverend slave-driver, Rigby Hopkins.",1.7,0,3,3,and yet there was not a man any where round who made higher professions of religion or was more active in revivalsmore attentive to the class love feast prayer and preaching meetings or more devotional in his familythat prayed earlier later louder and longerthan this same reverend slave driver rigby hopkins,324,49,1.4020618556701032,0.5298002562342875,0.0,0.0,1.0,0.4735085321455582,1.5,0.6871360005273549,-0.11966292134831408,-0.11235955056179775,-0.7528089887640449,0.11235955056179775,-0.21811797752808976,-0.39309270114130834,0.16152007211188635,-0.9332158358358669,-0.13888510648470292
1142,1143,"But to return to Mr. Freeland, and to my experience while in his employment.",0.0,0,0,0,but to return to mr freeland and to my experience while in his employment,76,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1334269662921343,-0.11797752808988764,-0.7808988764044944,0.10112359550561797,-0.2327949438202246,-0.4669897815731926,0.11765479291899211,-1.020303439034091,-0.2017345184360671
1143,1144,"He, like Mr. Covey, gave us enough to eat; but, unlike Mr. Covey, he also gave us sufficient time to take our meals.",1.85,3,2,1,he like mr covey gave us enough to eat but unlike mr covey he also gave us sufficient time to take our meals,116,23,1.5257731958762888,1.2280132559342103,1.5,1.9503625201119712,0.6666666666666666,0.6723642810503784,0.5,0.4878536199600994,-0.15337078651685337,-0.1348314606741573,-0.8033707865168539,0.08426966292134831,-0.25182584269662905,-0.5740651430153104,-0.013941044659690609,-1.0899735215926702,-0.2960086363631133
1144,1145,"He worked us hard, but always between sunrise and sunset.",1.2,0,-1,1,he worked us hard but always between sunrise and sunset,57,10,0.9896907216494846,1.8310285402627324,0.0,0.0,-0.3333333333333333,-0.7727823230254349,0.5,1.1214297497784105,-0.15308988764044887,-0.1348314606741573,-0.8033707865168539,0.07865168539325842,-0.2531601123595504,-0.572557039333027,-0.013941044659690609,-1.0899735215926702,-0.3274333423387954
1145,1146,"He required a good deal of work to be done, but gave us good tools with which to work.",1.25,2,3,2,he required a good deal of work to be done but gave us good tools with which to work,86,19,1.0309278350515465,1.0043286257249449,1.0,1.5738327753034003,1.0,1.2207602925015153,1.0,1.181011235695096,-0.1522471910112354,-0.1404494382022472,-0.8033707865168539,0.08426966292134831,-0.252949438202247,-0.5680327282861771,-0.057806323852584954,-1.0899735215926702,-0.2960086363631133
1146,1147,"His farm was large, but he employed hands enough to work it, and with ease, compared with many of his neighbors.",0.75,3,2,1,his farm was large but he employed hands enough to work it and with ease compared with many of his neighbors,112,21,0.6185567010309279,0.5452342839133136,1.5,2.1360229218360995,0.6666666666666666,0.7363684962860164,0.5,0.534293755130028,-0.1674157303370781,-0.16292134831460675,-0.8370786516853933,0.08426966292134831,-0.2707865168539324,-0.649470327129478,-0.2332674406241619,-1.1944786454305394,-0.2960086363631133
1147,1148,"My treatment, while in his employment, was heavenly, compared with what I experienced at the hands of Mr. Edward Covey.",1.1,1,4,2,my treatment while in his employment was heavenly compared with what i experienced at the hands of mr edward covey,119,20,0.9072164948453609,0.839640815293726,0.5,0.7475902313472673,1.3333333333333333,1.5463370421758327,1.0,1.1219901844359708,-0.18286516853932527,-0.17415730337078653,-0.8707865168539326,0.06179775280898876,-0.2915028089887639,-0.7324160296550624,-0.3209979990099504,-1.298983769268408,-0.42170746026584166
1148,1149,Mr. Freeland was himself the owner of but two slaves.,-1.0,-1,-3,0,mr freeland was himself the owner of but two slaves,53,10,-0.8247422680412372,-1.5258571168856105,-0.5,-1.4944336193065755,-1.0,-2.3183469690763046,0.0,0.0,-0.17275280898876347,-0.16853932584269662,-0.8426966292134831,0.06741573033707865,-0.27914325842696613,-0.6781242970928616,-0.27713271981705606,-1.211896166070184,-0.3902827542901596
1149,1150,Their names were Henry Harris and John Harris.,0.0,0,0,-1,their names were henry harris and john harris,46,8,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-1.4014371779378136,-0.17275280898876347,-0.16853932584269662,-0.8426966292134831,0.056179775280898875,-0.2819522471910111,-0.6781242970928616,-0.27713271981705606,-1.211896166070184,-0.45313216624152375
1150,1151,The rest of his hands he hired.,0.0,0,0,1,the rest of his hands he hired,31,7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.6013568894838643,-0.18202247191011178,-0.16292134831460675,-0.8539325842696629,0.056179775280898875,-0.28567415730337065,-0.7278917186082122,-0.2332674406241619,-1.2467312073494736,-0.45313216624152375
1151,1152,"These consisted of myself, Sandy Jenkins,[1] and Handy Caldwell.",0.9,1,0,1,these consisted of myself sandy jenkins  and handy caldwell,64,9,0.7422680412371134,1.5256877653743024,0.5,1.6602975060220666,0.0,0.0,0.5,1.2458947608525959,-0.18117977528089832,-0.17415730337078653,-0.8595505617977528,0.05056179775280899,-0.29108146067415713,-0.7233674075613623,-0.3209979990099504,-1.2641487279891184,-0.4845568722172058
1152,1153,[1] This is the same man who gave me the roots to prevent my being  whipped by Mr. Covey.,-1.05,0,-1,0,  this is the same man who gave me the roots to prevent my being  whipped by mr covey,89,19,-0.8659793814432991,-0.8436360456089536,0.0,0.0,-0.3333333333333333,-0.4069200975005051,0.0,0.0,-0.17893258426966238,-0.17415730337078653,-0.8595505617977528,0.06179775280898876,-0.2877106741573032,-0.7113025781030956,-0.3209979990099504,-1.2641487279891184,-0.42170746026584166
1153,1154,"He was ""a clever soul.""",0.75,1,2,1,he was a clever soul,23,5,0.6185567010309279,2.286501458087569,0.5,2.985884337177409,0.6666666666666666,3.0880443327283844,0.5,2.2406211168227324,-0.1772471910112354,-0.17415730337078653,-0.8651685393258427,0.07303370786516854,-0.285884831460674,-0.7022539560093954,-0.3209979990099504,-1.2815662486287633,-0.3588580483144775
1154,1155,"We used frequently to  talk about the fight with Covey, and as often as we did so, he would  claim my success as the result of the roots which he gave me.",0.65,1,1,1,we used frequently to  talk about the fight with covey and as often as we did so he would  claim my success as the result of the roots which he gave me,154,32,0.5360824742268042,0.31015274386180025,0.5,0.467331475453259,0.3333333333333333,0.24166045153029064,0.5,0.35068765371077437,-0.18483146067415673,-0.1853932584269663,-0.8595505617977528,0.0898876404494382,-0.2849719101123594,-0.7429727554310458,-0.4087285573957389,-1.2641487279891184,-0.2645839303874312
1155,1156,This  superstition is very common among the more ignorant slaves.,-2.6,-3,-5,-1,this  superstition is very common among the more ignorant slaves,65,10,-2.144329896907217,-3.9672285039025876,-1.5,-4.483300857919726,-1.6666666666666667,-3.8639116151271744,-0.5,-1.1214297497784105,-0.19410112359550505,-0.19662921348314608,-0.8764044943820225,0.09550561797752809,-0.2929073033707864,-0.7927401769463964,-0.49645911578152735,-1.316401289908053,-0.23315922441174916
