,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
747,747,"I have seen him tie up a lame young woman, and whip her with a heavy cowskin upon her naked shoulders, causing the warm red blood to drip; and, in justification of the bloody deed, he would quote this passage of Scripture He that knoweth his master s will, and doeth it not, shall be beaten with many stripes.",-0.01278728925012603,-0.0715428033612623,-0.0064889614176632275,0.10780548275689185,0.04906570870168271,0.08572035978071699,-0.02132307133830244,-0.1100862420719032,-0.11142765793207425,-0.06965133341664238,-0.0739161227155103,-0.18882471125314707,0.2537752179714515,-0.31885270322700415,-0.19459464461494388,0.5565753523470638,0.8209326580145568,1.2834142552379235,-1.710354710620675,-0.4053586392995321,0.06319561153716732,-0.13517474916068825,1.0823994919378501,-0.8674391115485772,-0.9603382607926423,0.9000973255449237,-0.13760710150468053,-1.839795938544174,-2.415175400618623,-1.4235314391644944,0.3364180171349357
748,748,Master would keep this lacerated young woman tied up in this horrid situation four or five hours at a time.,-0.01394171250520763,-0.072748016172972,-0.0064889614176632275,0.09573946235341545,0.046577995765140295,0.08190185830350159,-0.02132307133830244,-0.1065238255522685,-0.09948046395987731,-0.06961848951224155,-0.06157634246447642,-0.19334404191307414,0.23522486288051367,-0.3361806285192413,-0.19459464461494388,0.5684815674516204,0.4963573598865587,1.204958933233027,-1.710354710620675,-0.41407761967069956,0.06319561153716732,-0.13517474916068825,1.0456075365612334,-0.8674013782363513,-0.9077382983520628,0.8975438684658789,-0.07421666552521608,-1.8397048095737625,-2.4147184923167746,-1.4235314391644944,0.39851601916618795
749,749,"I have known him to tie her up early in the morning, and whip her before breakfast; leave her, go to his store, return at dinner, and whip her again, cutting her in the places already made raw with his cruel lash.",-0.012787289250126026,-0.07154280336126229,0.0021367056977022974,0.09397983437790847,0.04947897697452851,0.07811431462660179,-0.0231987688149326,-0.10916173500293504,-0.10047606345756038,-0.08094641653990117,-0.06489133588514878,-0.19397523596807248,0.21897139536144547,-0.3513630263509573,-0.17599358408017632,0.5981244237475978,0.49048634568934746,1.1636093478834606,-1.710354710620675,-0.4053586392995321,0.15941235342708912,-0.15294030636049866,1.008815581184617,-0.9822467700867862,-0.9040765966395103,0.7827272293620814,-0.09327356882627803,-1.8583565771256831,-2.4116508647949892,-1.2775848031246444,0.3983970245712788
750,750,The secret of master s cruelty toward Henny is found in the fact of her being almost helpless.,-0.0169432129684198,-0.07588156948341723,0.0021367056977022974,0.09272295725254635,0.05202746465707765,0.0740394653523582,-0.028527342307527584,-0.110309219094179,-0.10047606345756038,-0.09123621858924429,-0.06489133588514878,-0.19397523596807248,0.16332033008863175,-0.4033468022276688,-0.17599358408017632,0.6413000859130192,0.46034146260553593,1.0982299128793807,-1.710354710620675,-0.4367469686357349,0.15941235342708912,-0.18847142076011947,0.9720236258079998,-0.9822572294479779,-0.9188876544652562,0.7908765454354738,-0.08685427522599684,-1.8585401460314968,-2.4118670324168834,-1.2775848031246444,0.203189330890209
751,751,"When quite a child, she fell into the fire, and burned herself horribly.",-0.02179179063976253,-0.08094346329259798,0.0021367056977022974,0.09808563298742475,0.05451112594388628,0.06607018769506993,-0.024287447690467208,-0.11554983109725801,-0.10047606345756038,-0.09123364259674227,-0.06489133588514878,-0.19116786152389492,0.10216709120266351,-0.46047016992600737,-0.17599358408017632,0.6705108190615492,0.4511311854548254,0.9834282704813845,-1.710354710620675,-0.4733666861946384,0.15941235342708912,-0.15294030636049866,0.8984397150547666,-0.9956214277076764,-0.9066324720601808,0.6829524759154811,-0.14394469644043895,-1.8585502280659805,-2.4111018155348884,-1.4235314391644944,0.1397341943742211
752,752,Her hands were so burnt that she never got the use of them.,-0.03264336923752959,-0.09227246372266922,-0.0024062321146434257,0.09582325416177292,0.03424072232577279,0.05492846149142436,-0.03385435436805709,-0.12586154040811864,-0.09767593987032672,-0.09120659467547099,-0.06315048986625557,-0.18314073724187122,0.0005671434393428717,-0.5553748925530181,-0.22723701005796196,0.49835578149780146,0.31510935272052526,0.8328279747169617,-1.9382204834981092,-0.5553251016836128,0.11130398248212822,-0.2595336495593614,0.788063848924916,-0.9966221325801763,-0.9509945827230222,0.6728869164019586,-0.21409661531177118,-1.7598212104563535,-2.4110723006330144,-1.4235314391644944,0.028492726602836128
753,753,She could do very little but bear heavy burdens.,-0.0349522157476928,-0.09468288934608861,-0.0024062321146434257,0.10336451691394564,0.03607206800544245,0.0508929611784399,-0.03890972185029163,-0.13029500166974312,-0.09767593987032672,-0.07969706017641852,-0.06315048986625557,-0.18501324549182785,-0.028581927401147313,-0.5826031002819844,-0.22723701005796196,0.5438625492464865,0.5706182902636913,0.7711876522615883,-1.9382204834981092,-0.5727630624259479,0.11130398248212822,-0.29506476395898223,0.7512718935482994,-0.8825858896768982,-0.8036793944077273,0.7985185684039854,-0.2767175242388594,-1.6411949785028987,-2.277128874250277,-1.3505581211445696,0.08300345938144349
754,754,"She was to master a bill of expense; and as he was a mean man, she was a constant offence to him.",-0.0349522157476928,-0.09468288934608861,-0.0024062321146434257,0.10369968414737556,0.019407632650395325,0.0508929611784399,-0.041029669158821815,-0.13163416776259262,-0.09767593987032672,-0.08110355208252475,-0.06315048986625557,-0.19115222320615868,-0.028581927401147313,-0.5826031002819844,-0.22723701005796196,0.28074163254052353,0.5449446670429184,0.7711876522615883,-1.9382204834981092,-0.5727630624259479,0.11130398248212822,-0.31283032115879267,0.7512718935482994,-0.8824134303214473,-0.7615828793986117,0.6726176413058496,-0.28319501371014,-1.6553273501378842,-2.2804652836111647,-1.4965047571844194,-0.03926898344298358
755,755,He seemed desirous of getting the poor girl out of existence.,-0.041416985976149776,-0.09661122984482413,-0.006719065672326188,0.09666117224534766,0.010502106535541548,0.04322194344036426,-0.04309753005801391,-0.138936339252327,-0.10280343890668962,-0.0929988414587556,-0.059060841968809695,-0.1913427898374035,-0.12067335710026798,-0.6290030341177837,-0.37275136694282196,0.23729280011215764,0.47770277302499914,0.5859950305268506,-1.9382204834981092,-0.5867134310198158,0.06319561153716732,-0.3305958783586034,0.6776879827950658,-0.9972829356663356,-0.7623089388261154,0.5270675950152115,-0.40743830973836603,-1.6602999755759624,-2.2771145252823777,-1.64245139322427,-0.19631959350214415
756,756,"He gave her away once to his sister; but, being a poor gift, she was not disposed to keep her.",-0.048343525506639395,-0.09902165546824356,-0.00550519637867913,0.09414741799462342,0.006636832689513113,0.03171615893624555,-0.038042162575779366,-0.14188719890969645,-0.1095237355160504,-0.10580281219007617,-0.06607613305312172,-0.19857023076590744,-0.214082742972655,-0.6562312418467497,-0.37928764935531445,0.17863791258297607,0.41921059869066896,0.4186635717540778,-1.9382204834981092,-0.6041513917621507,0.06319561153716732,-0.29506476395898223,0.5673121166652155,-1.1121934617473417,-0.9539622712247995,0.3729923725015777,-0.4124178422220137,-1.7836955131908485,-2.2810217616559294,-1.7883980292641195,-0.33717792537890007
757,757,"Finally, my benevolent master, to use his own words, set her adrift to take care of herself.",-0.048343525506639395,-0.09902165546824356,-0.00550519637867913,0.09465016884476828,0.020793296859348914,0.03171615893624555,-0.038042162575779366,-0.13544694444758965,-0.10812367372243356,-0.10444912813026147,-0.06414108163212535,-0.19866889438245905,-0.214082742972655,-0.6562312418467497,-0.37928764935531445,0.3291266626034897,0.41909662957868277,0.4186635717540778,-1.9382204834981092,-0.6041513917621507,0.06319561153716732,-0.29506476395898223,0.5673121166652155,-0.997187428796031,-0.8537808585427072,0.34261939098229716,-0.467208097372858,-1.783440036540576,-2.2729718144562763,-1.7883980292641195,-0.19838724160344812
758,758,"Here was a recently-converted man, holding on upon the mother, and at the same time turning out her helpless child, to starve and die!",-0.06150395061456967,-0.10311937902805654,-0.009754664597352195,0.082248981207862,0.0022853608754307853,0.03553466041346095,-0.0316823206501888,-0.13544694444758965,-0.12013874947856343,-0.1046281596091523,-0.07311940959110101,-0.19903369842919022,-0.34177938158084137,-0.6933441693714841,-0.4244801031767037,0.11521245948273573,0.21578745902988453,0.4622498617567979,-1.9382204834981092,-0.6058951878363842,0.015087240592206414,-0.24176809235955102,0.6041040720418324,-0.9959222166991142,-0.8447963443952433,0.19430560037972694,-0.45959464700812613,-1.7768470546176869,-2.187986942397785,-1.7883980292641195,-0.13396561518478758
759,759,Master Thomas was one of the many pious slaveholders who hold slaves for the very charitable purpose of taking care of them.,-0.0631201431716839,-0.10480667696445012,-0.004141025119490885,0.09215317295571554,0.0041086032556328774,0.03195779915241087,-0.0319539693666845,-0.12763101303518468,-0.12387224759487497,-0.09272063426853681,-0.07476677242036736,-0.18658047407374748,-0.3330500676870984,-0.6851900990983409,-0.3512326169617051,0.16983484189468337,0.35738642822900346,0.4340496786089422,-1.9382204834981092,-0.6181017603560187,0.06319561153716732,-0.2595336495593614,0.5673121166652155,-0.9958582560582832,-0.7552725511645348,0.18828459301886372,-0.5149636156866181,-1.6602304193045236,-2.1697919264816052,-1.7883980292641195,-0.06333274672597214
760,760,My master and myself had quite a number of differences.,-0.0642745664267655,-0.10601188977615983,-0.004141025119490885,0.09029299481017959,-0.0019080965990340287,0.024123003770581124,-0.03413286901352763,-0.1283038559795959,-0.12555232174721517,-0.10535587749097466,-0.08091911243804824,-0.18804299895841725,-0.34517681417335067,-0.6965177182259301,-0.3512326169617051,0.06661010332445798,0.2830383994263261,0.33147398172479575,-1.9382204834981092,-0.6268207407271862,0.06319561153716732,-0.27729920675917186,0.4937282059119821,-1.1107055798707752,-0.8060512382216313,0.07552935086776517,-0.5637754808193456,-1.7575359129952743,-2.302703700918348,-1.9343446653039698,-0.13592473994294874
761,761,He found me unsuitable to his purpose.,-0.05596271899017797,-0.09733435753184996,-0.0010397611678569765,0.0932759831877057,0.019650731634422287,0.030992422443107858,-0.03413286901352763,-0.12359395536871721,-0.13368823639234406,-0.11808063645285793,-0.09081313449635468,-0.16070959313503974,-0.309065634589364,-0.6627861902320773,-0.32923906471182873,0.156050910094218,0.27854054482875845,0.37389776116114853,-1.9382204834981092,-0.5640440820547802,0.11130398248212822,-0.27729920675917186,0.5673121166652155,-1.2256283565815238,-0.8541729985971006,-0.03856441728617317,-0.6032113427370467,-1.7823834363215654,-2.436704531182153,-2.08029130134382,-0.13094981397637656
762,762,"My city life, he said, had had a very pernicious effect upon me.",-0.05573183433916165,-0.09709331496950802,-0.006045540179902198,0.08739902684985247,0.016976642810125883,0.030992422443107858,-0.03380032962106997,-0.12359395536871721,-0.11898758755936736,-0.1060204835564974,-0.07429948118902982,-0.15938496957326306,-0.3074969782676981,-0.661320905097762,-0.3898711040006167,0.11296303272904597,0.14798265622866486,0.37389776116114853,-2.0730276927161646,-0.5623002859805467,0.06319561153716732,-0.27729920675917186,0.5673121166652155,-1.2263720144170183,-0.8599872740329764,-0.03972826035274107,-0.6409690169537807,-1.7800814381431551,-2.4173777289093317,-2.08029130134382,-0.10606899356959884
763,763,"It had almost ruined me for every good purpose, and fitted me for every thing which was bad.",-0.04857441015765571,-0.08962099553690785,-0.0024807522547591774,0.07550059006309104,0.008144046390480188,0.03135332199542748,-0.02061213035629743,-0.11711719004916174,-0.11741951835051652,-0.10620015903351372,-0.08298575385358047,-0.1695735236813367,-0.20389593464802067,-0.5645469546672092,-0.3587675241240803,0.11485769737380061,-0.06262378010683325,0.5196479570413506,-2.3300949542162037,-0.5082426076793084,0.11130398248212822,-0.15294030636049866,0.5673121166652155,-1.3411228293469133,-0.8619861274096244,-0.05304805578289188,-0.4470536030634044,-1.781771643894445,-2.4214571088455776,-2.08029130134382,-0.0970422544818024
764,764,"One of my greatest faults was that of letting his horse run away, and go down to his father-in-law s farm, which was about five miles from St. Michael s.",-0.058040680849324865,-0.09950374059292744,-0.010712998698158595,0.07777972725041435,0.007414749438399352,0.027593353774809953,-0.026334029123423582,-0.12467754545942603,-0.11858623651186387,-0.0963064158313571,-0.08548996614096409,-0.1714575799212576,-0.13274483596272965,-0.4980845653255838,-0.36187651607446664,0.18603251481667216,0.0038480694680090043,0.5590732397529801,-2.337007380933648,-0.5797382467228818,0.015087240592206414,-0.20623697795992987,0.5305201612885987,-1.340833189458006,-0.7187045737973642,-0.1472719507778979,-0.43729242707751975,-1.7769386906948996,-2.2896927752772025,-1.9343446653039698,0.0377781445245032
765,765,I would then have to go after it.,-0.06658341293692872,-0.10360146415274041,-0.02747452390677703,0.07099259077345889,0.00529168497789736,0.016422531629681075,-0.03883329762998368,-0.13485364301404873,-0.1230664342514377,-0.09884248044960178,-0.09241656438301933,-0.1800113867433897,-0.19237387615073268,-0.5211103265736591,-0.5375497613632855,0.18536282235975438,-0.04816717484665248,0.44812065933330775,-2.5570741553796843,-0.6093827799848514,-0.17734624318763698,-0.31283032115879267,0.42014429515874846,-1.3406903889801076,-0.8137869356270051,-0.24898132570081516,-0.5069836259724197,-1.876385707677624,-2.290896815074768,-1.7883980292641195,-0.16602044458206178
766,766,"My reason for this kind of carelessness, or carefulness, was, that I could always get something to eat when I went there.",-0.07073933665522249,-0.10311937902805654,-0.03637373723001251,0.07501459757461769,-0.002049904339716399,0.01605101452958434,-0.03719020814554574,-0.1325573708723662,-0.11517008573543878,-0.09670183068041811,-0.08497446657097557,-0.16970333191625958,-0.24753082122844933,-0.5181761282899738,-0.635898226723014,0.08266217079460277,-0.02013520775585624,0.41969312307280965,-2.5570741553796843,-0.6058951878363842,-0.27356298507755855,-0.29506476395898223,0.42014429515874846,-1.2260216875849757,-0.7608692197301327,-0.249219561241787,-0.5148682297062097,-1.8622801638706141,-2.163922133351267,-1.9343446653039698,-0.07263421315458408
767,767,"Master William Hamilton, my master s father-in-law, always gave his slaves enough to eat.",-0.0730481831653857,-0.10552980465147596,-0.04012999029261875,0.06546233142186554,0.005964258833705244,0.019723962714552953,-0.04050716322168092,-0.13453026113378905,-0.12043431807943807,-0.08821071539561469,-0.08661356298713259,-0.15732621929460608,-0.2762689077618239,-0.5450204347224381,-0.6989088902918297,0.1588436777875253,-0.20320019584198673,0.4534549181335099,-2.6971699167350285,-0.6233331485787192,-0.3216713560225195,-0.3305958783586034,0.4569362505353653,-1.340678275612323,-0.8072093111519014,-0.21366391741763952,-0.524164646023156,-1.8620858593259948,-2.162509554953255,-1.9343446653039698,-0.19983995876464766
768,768,"I never left there hungry, no matter how great the need of my speedy return.",-0.0631201431716839,-0.0951649744707725,-0.0359925731654951,0.06847883652273465,0.008897653240963721,0.027481688629350638,-0.031128675838530146,-0.1281056541820174,-0.12603456525390536,-0.07558577614318494,-0.09281424986830929,-0.15992479146717972,-0.16872305635934073,-0.44456163113313973,-0.6217369032429421,0.2786289057534509,-0.02830786155693286,0.5836399412739096,-2.525588351511371,-0.5483499173866788,-0.27356298507755855,-0.24176809235955102,0.5305201612885987,-1.2259772318683617,-0.8208035280443999,-0.07193255730653023,-0.3943490873536781,-1.7449721842203818,-2.0286560749336235,-1.7883980292641195,-0.10931044765323722
769,769,Master Thomas at length said he would stand it no longer.,-0.06104218131253701,-0.09299559140969503,-0.035992573165495104,0.07898431828736142,0.007828017711245161,0.023627974658769528,-0.031128675838530146,-0.12454323766238269,-0.12603456525390536,-0.07495980996519261,-0.09281424986830929,-0.1622991826603173,-0.175281597298451,-0.45068797787215714,-0.6792575062429573,0.29754502933123217,0.2049403897172962,0.6298701831154399,-2.525588351511371,-0.5326557527185773,-0.27356298507755855,-0.24176809235955102,0.4937282059119821,-1.2271827624659843,-0.8212458237557456,-0.030693249332839477,-0.5573218394417789,-1.7661014614929011,-2.028404953978818,-1.7883980292641195,-0.22940936419443544
770,770,"I had lived with him nine months, during which time he had given me a number of severe whippings, all to no good purpose.",-0.07073933665522247,-0.10311937902805657,-0.04116331133046214,0.07496231148620264,0.003950588916015378,0.016157690467635287,-0.031128675838530146,-0.12840295687838515,-0.12771463940624556,-0.08777344066839576,-0.09586736954418446,-0.16893213140635785,-0.23182484531949785,-0.5035051435105535,-0.7431692873540855,0.2574816007205281,0.00912350732214386,0.5050642563529983,-2.6676876268913383,-0.6058951878363843,-0.3216713560225195,-0.24176809235955102,0.42014429515874846,-1.3416560268539137,-0.9100870709623033,-0.06369989205332531,-0.669121076117685,-1.8917374232514501,-2.160682706674054,-1.9343446653039698,-0.38290478432282016
771,771,"He resolved to put me out, as he said, to be broken; and, for this purpose, he let me for one year to a man named Edward Covey.",-0.07905118409181001,-0.10697606002552762,-0.055031464584946135,0.0731503974222806,0.005538835611658089,0.012004869668739336,-0.035777915762286124,-0.1298686070131104,-0.12522564066203787,-0.08780048858966702,-0.09611685406632896,-0.16585471801391793,-0.3180382894863697,-0.5840373011100493,-0.7625308932314454,0.311719898634948,0.10672688616416856,0.49065807219138513,-2.6676876268913383,-0.6337959250241203,-0.465996468857402,-0.27729920675917186,0.3833523397821317,-1.4566901161494186,-0.8672417986166691,-0.21602667775576784,-0.793288527598507,-2.0083792937015965,-2.1601591715848953,-1.9343446653039698,-0.39708842032905284
772,772,"Mr. Covey was a poor man, a farm-renter.",-0.07327906781640199,-0.10094999596697911,-0.051607724906115676,0.07566415167300485,0.004833848557979949,0.00882854807836064,-0.029097449954852438,-0.12671954555816245,-0.11811643799889464,-0.07515172140659354,-0.08926626445649502,-0.17936798493123604,-0.25325930285444365,-0.5235271148973231,-0.7342610591463404,0.33566983132666106,0.19754684054758254,0.5322156071252238,-2.6676876268913383,-0.5902010231682829,-0.4178880979124411,-0.20623697795992987,0.34656038440551507,-1.3416831566798917,-0.6743706502019104,-0.0663230578983317,-0.7362883064671679,-1.8925127256931218,-2.026221019439033,-1.7883980292641195,-0.4572640913463606
773,773,"He rented the place upon which he lived, as also the hands with which he tilled it.",-0.08643949292433227,-0.11468942202046975,-0.06975914071632776,0.07516140082286,0.0004621184952287087,0.009371732492433813,-0.044325867268823954,-0.13175543596769,-0.1157083317138737,-0.07450128329983195,-0.08145583831941454,-0.16005487466238022,-0.2905142786089144,-0.5583270652741725,-0.7297563013639772,0.45340953202988066,0.22468647719955973,0.523096311981244,-2.832792065007764,-0.6895973993995922,-0.6584299526372454,-0.401658107157845,0.34656038440551507,-1.3416238080408462,-0.7088013204014361,-0.09463798788116877,-0.7299986858773244,-1.7751753037976261,-1.8941335837969535,-1.7883980292641195,-0.46142639150668335
774,774,"Mr. Covey had acquired a very high reputation for breaking young slaves, and this reputation was of immense value to him.",-0.09151895524669132,-0.11999235839199245,-0.07584544584478259,0.07960236666580618,0.0021840696320862404,0.009642458593378497,-0.05491734713544571,-0.14088706220744177,-0.12074855417089428,-0.07205022643415415,-0.09040745141114878,-0.14839544554977838,-0.29563927115236643,-0.563114331473707,-0.7469103582520717,0.4711183706633397,0.30763974414599454,0.5636197688742094,-2.8854154111317207,-0.7279609130327291,-0.7546466945271672,-0.5260170075565185,0.34656038440551507,-1.3216181727905507,-0.7105246159020249,-0.08639224436311642,-0.7780794354066473,-1.7722725380695963,-1.893712722120854,-1.7883980292641195,-0.4602000409659073
775,775,It enabled him to get his farm tilled with much less expense to himself than he could have had it done without such a reputation.,-0.09174983989770763,-0.1202334009543344,-0.0718885769734626,0.08010511751595104,0.006170892970128148,0.013377600688945617,-0.05137460042392425,-0.13342971957355051,-0.1260687889866382,-0.05988832183396359,-0.09596122351956246,-0.15696320482471582,-0.2974242799032525,-0.5647817118623689,-0.7077725451833937,0.5611884211184681,0.3146014066912458,0.6013666032732807,-2.8854154111317207,-0.7297047091069626,-0.7065383235822063,-0.4904858931568974,0.3833523397821317,-1.2084453007393479,-0.89131816389023,-0.08938192563237647,-0.7619776015444247,-1.8755394666289356,-1.868376133172944,-1.7154247112441947,-0.4449840012260967
776,776,"Some slaveholders thought it not much loss to allow Mr. Covey to have their slaves one year, for the sake of the training to which they were subjected, without any other compensation.",-0.09290426315278924,-0.12143861376604408,-0.0718885769734626,0.08178095368310052,-0.02176523194430169,-0.0006603798721827301,-0.05700481830509888,-0.14276867532524296,-0.1316690361611055,-0.052514543296913976,-0.11212626224942367,-0.17300712918749322,-0.2974242799032525,-0.5647817118623689,-0.7077725451833937,0.3826157748150199,0.3559015798550514,0.502522188485448,-2.9423818543510794,-0.7558616502204651,-0.7546466945271672,-0.5615481219561393,0.199392562899048,-1.2084970759498668,-0.9115839227384225,-0.08702075213440226,-0.6910157858720524,-1.8785258824411404,-1.7559805074314212,-1.5694780752043445,-0.4781694406746746
777,777,"He could hire young help with great ease, in consequence of this reputation.",-0.08713214687738122,-0.11541254970749555,-0.06757574341577983,0.07508718522117197,-0.015857926632446905,-0.0006603798721827302,-0.055025195095762876,-0.14142950923239347,-0.10990807571174682,-0.04170761075278912,-0.09034361641084601,-0.17415946093131002,-0.26136887051406676,-0.5311022789235329,-0.6612698938464754,0.42957190731019873,0.36956674313040966,0.5384021264074202,-2.7104558138865884,-0.7122667483646276,-0.7065383235822063,-0.5437825647563289,0.199392562899048,-1.0937817878462246,-0.7912637165573,0.018619146851718504,-0.6942758896625336,-1.972852074840295,-1.6234130441484815,-1.4235314391644944,-0.3906396392248187
778,778,"Added to the natural good qualities of Mr. Covey, he was a professor of religion a pious soul a member and a class-leader in the Methodist church.",-0.08620860827331593,-0.10962752821128896,-0.07294425290694713,0.07936056744740319,-0.006210948616310946,0.002935788591649309,-0.055025195095762876,-0.14142950923239347,-0.11662837232110759,-0.041700526773408554,-0.09569555499496307,-0.17091242095771578,-0.27230163305206784,-0.4835548441863527,-0.7290585745785592,0.5733723177208228,0.4171584950465744,0.562722536208271,-2.7104558138865884,-0.6704156425830238,-0.7546466945271672,-0.5437825647563289,0.2361845182756646,-1.0936863942170352,-0.8474087414087185,0.06086915293332255,-0.7706740140191983,-1.9739747191465997,-1.6235344076629044,-1.4235314391644944,-0.5007897762439971
779,779,All of this added weight to his reputation as a nigger-breaker.,-0.08967187803856073,-0.11324316664641808,-0.077581629061927,0.08866145817508289,-0.014723464706987826,-0.0009816090992655656,-0.05938299438944913,-0.1474120740171973,-0.11822116989410543,-0.052287855956735685,-0.09908290985046453,-0.164119518582494,-0.23592139359331118,-0.44957198680358523,-0.6758807582933888,0.48958098709861536,0.5085009203931246,0.6140103846503443,-2.7104558138865884,-0.6965725836965262,-0.8027550654721278,-0.5793136791559498,0.199392562899048,-0.9787428669298017,-0.6654767882031607,0.2022977173811989,-0.7022280891058422,-1.975301919067609,-1.4928579765577186,-1.2775848031246444,-0.38226531525325547
780,780,"I was aware of all the facts, having been made acquainted with them by a young man who had lived there.",-0.0880556854814465,-0.1115558687100245,-0.08189446261960977,0.07726577223846631,-0.010833880962556695,0.002753532996301556,-0.06886461072897859,-0.15385232847930408,-0.13735534774020208,-0.05232198785738753,-0.10878293892152005,-0.16716270917178488,-0.22611351380728464,-0.4404104258860516,-0.7223834096303071,0.5277305131444199,0.3389130098478525,0.6517572190494156,-2.797473493261627,-0.6843660111768918,-0.8508634364170887,-0.6681414651550021,0.2361845182756646,-0.9708253913053593,-0.7132729971166067,0.1713663364289004,-0.8089436245434015,-1.9841749733733482,-1.4928480047659052,-1.4235314391644944,-0.5179753599871748
781,781,"I nevertheless made the change gladly; for I was sure of getting enough to eat, which is not the smallest consideration to a hungry man.",-0.08182179990400584,-0.10504771952679207,-0.077581629061927,0.06871900778600387,-0.013463401639781492,0.002753532996301556,-0.07095775038222925,-0.15506761844866704,-0.12475479159765064,-0.039482597229164106,-0.0970231427677067,-0.16473376089627248,-0.16138126410585688,-0.37994389673735945,-0.6769289163058121,0.4786040350552457,0.1731766214619512,0.6866262510515917,-2.5132182333459907,-0.6372835171725871,-0.8027550654721278,-0.6859070223548125,0.2361845182756646,-0.857769161034428,-0.6292066548013355,0.28722941647089395,-0.6439971733343363,-1.983590703698339,-1.3585100278204076,-1.2775848031246444,-0.29890671246539413
782,782,"I had left Master Thomas s house, and went to live with Mr. Covey, on the st of January, .",-0.07835853013876104,-0.10143208109166296,-0.07376555548895194,0.06987533474133702,-0.006283878311519027,0.0023250903911127795,-0.06249867226405011,-0.14537920163282303,-0.11798782626183597,-0.02686345395986392,-0.0835467448297037,-0.1539829410422946,-0.22748514329946368,-0.3567884825705146,-0.7493980643060583,0.5711009365805555,0.18800068982007417,0.7215730290410378,-2.5132182333459907,-0.6111265760590848,-0.7546466945271672,-0.5970792363557604,0.2361845182756646,-0.8570817428546325,-0.5987060227323028,0.43885891301020435,-0.4607427301763215,-1.9579773288986175,-1.2252761444844065,-1.1316381670847941,-0.2996836868784078
783,783,"I was now, for the first time in my life, a field hand.",-0.08066737664892425,-0.09902165546824356,-0.07376555548895194,0.06937258389119216,-0.005931384784679955,-0.001617422354885042,-0.051266821368575834,-0.13272297369007982,-0.11350762852226212,-0.014045959267907719,-0.07757053576279074,-0.15247512846732528,-0.17194870444139487,-0.2954796516292227,-0.7051186834713802,0.6707614999375169,0.276608188113507,0.7963079482423828,-2.3901566510075782,-0.5936886153167498,-0.7546466945271672,-0.5082514503567082,0.199392562899048,-0.7423773018772132,-0.5068347415032022,0.5543029813835376,-0.2869954243751331,-1.953724130245374,-1.0912128763868,-0.9856915310449442,-0.0744291388576097
784,784,"In my new employment, I found myself even more awkward than a country boy appeared to be in a large city.",-0.07997472269587529,-0.09829852778121773,-0.06538311568885817,0.07892485004394431,-0.009557611296415228,-0.005248601973151062,-0.04776571098223601,-0.1355825562038276,-0.0827062690626919,-0.013709148248267813,-0.05711271253357345,-0.14533755164662446,-0.15800943997540895,-0.28245895568506074,-0.6171444744718751,0.6444327505849713,0.41372304268859994,0.7650505997707848,-2.292357222376267,-0.5884572270940495,-0.6584299526372454,-0.4904858931568974,0.1626006075224312,-0.741868643376736,-0.5174124174471219,0.7033163097452455,-0.15100390003407854,-1.8298385922317135,-1.0885176372205865,-0.9856915310449442,0.012681385709156182
785,785,"I had been at my new home but one week before Mr. Covey gave me a very severe whipping, cutting my back, causing the blood to run, and raising ridges on my flesh as large as my little finger.",-0.06958491340014085,-0.08745161247583037,-0.0467904615269388,0.08696886364626191,-0.003978489612996826,0.0032310339869437562,-0.03078159833447231,-0.12645092996407584,-0.06030528036482266,-0.0009966252507691749,-0.0405990592262486,-0.1415466024871032,0.11403993266659285,-0.028337070587374575,-0.2601922284357579,0.7735846029926818,0.7996499356042756,1.0338229045429668,-2.292357222376267,-0.509986403753542,-0.5141048398023629,-0.401658107157845,0.2361845182756646,-0.6268310092911684,-0.3412192451514447,0.8001068797627147,-0.18617573942125898,-1.826277267560421,-1.077842241383208,-0.839744895005094,0.15970731536262786
