,sent_no,parag_no,chap_no,sect_no,sent_raw,sent_clean,token_len,char_len,sentimentr,sentimentr_lnorm_meanstd,sentimentr_medianiqr,sentimentr_lnorm_medianiqr,syuzhet,syuzhet_lnorm_meanstd,syuzhet_medianiqr,syuzhet_lnorm_medianiqr,bing,bing_lnorm_meanstd,bing_medianiqr,bing_lnorm_medianiqr,sentiword,sentiword_lnorm_meanstd,sentiword_medianiqr,sentiword_lnorm_medianiqr,senticnet,senticnet_lnorm_meanstd,senticnet_medianiqr,senticnet_lnorm_medianiqr,nrc,nrc_lnorm_meanstd,nrc_medianiqr,nrc_lnorm_medianiqr,afinn,afinn_lnorm_meanstd,afinn_medianiqr,afinn_lnorm_medianiqr,scores,vader,vader_lnorm_meanstd,vader_medianiqr,vader_lnorm_medianiqr,textblob,textblob_lnorm_meanstd,textblob_medianiqr,textblob_lnorm_medianiqr,flair,flair_lnorm_meanstd,flair_medianiqr,flair_lnorm_medianiqr,pattern,pattern_lnorm_meanstd,pattern_medianiqr,pattern_lnorm_medianiqr,stanza,stanza_lnorm_meanstd,stanza_medianiqr,stanza_lnorm_medianiqr,sentimentr_roll100,sentimentr_lnorm_medianiqr_roll100,syuzhet_roll100,syuzhet_lnorm_medianiqr_roll100,bing_roll100,bing_lnorm_medianiqr_roll100,sentiword_roll100,sentiword_lnorm_medianiqr_roll100,senticnet_roll100,senticnet_lnorm_medianiqr_roll100,nrc_roll100,nrc_lnorm_medianiqr_roll100,afinn_roll100,afinn_lnorm_medianiqr_roll100,vader_roll100,vader_lnorm_medianiqr_roll100,textblob_roll100,textblob_lnorm_medianiqr_roll100,flair_roll100,flair_lnorm_medianiqr_roll100,pattern_roll100,pattern_lnorm_medianiqr_roll100,stanza_roll100,stanza_lnorm_medianiqr_roll100,mean_lnorm_medianiqr_roll100,mean_subset_roll100,stanza_lnorm_medianiqr_roll100_stdscale,col_roll,sentimentr_roll100_stdscale,syuzhet_roll100_stdscale,bing_roll100_stdscale,sentiword_roll100_stdscale,senticnet_roll100_stdscale,nrc_roll100_stdscale,afinn_roll100_stdscale,vader_roll100_stdscale,textblob_roll100_stdscale,flair_roll100_stdscale,pattern_roll100_stdscale,stanza_roll100_stdscale
891,891,89,9,9,He was told by one of the hands.,he was told by one of the hands,8,32,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,-0.5,-1.7243034300065212,-0.6668034468608943,-1.4551644098056213,-0.76,-1.4800892847716045,-0.7511918951132299,-1.3107266853643058,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.8262,-1.167329763835308,-0.07339332113097909,-0.8054468508562631,0.0,-0.23192994533661754,0.0,0.0,3.6706650979194815,0.25356844762881336,-0.6404856402303843,1.1319021224883277,-0.059337349397590694,-0.059337349397590694,-0.07259036144578317,-0.07259036144578317,-3.5358151999348912,-3.5358151999348912,0.010766881812966039,0.010766881812966039,0.4550481927710832,0.4550481927710832,-0.8065730301871952,-0.8065730301871952,-0.02405918421793785,-0.02405918421793785,-0.001949999999999932,-0.001949999999999932,0.02618151375926843,0.02618151375926843,-0.1519036144578314,-0.1519036144578314,0.02607032729782293,0.02607032729782293,7.0976676117006114,7.0976676117006114,0.24695881564171027,0.24695881564171027,,7.057931111387289,-0.44344509471404553,-0.08695146798694872,-0.27551197781446773,-1.055014601147178,-0.32772091754650295,-1.3562324786658007,1.1521409482028169,-0.15583490853556595,-1.6243311837659815,-0.6508489901599851,-1.6713954439069147,0.9347737572672836
892,892,89,9,9,"He came to the spot, and, after looking at me awhile, asked me what was the matter.",he came to the spot and after looking at me awhile asked me what was the matter,17,83,0.0,-0.029827801688260835,0.0,0.0,0.0,0.026836284022304282,0.0,0.0,0.0,0.041997404434118826,0.0,0.0,-0.125,-0.31074947156255317,-0.19333354376440134,-0.19298346026162733,1.1139999999999999,0.546542130528514,0.3656138259833134,0.4640438203420759,0.0,-0.11980133759796854,0.0,0.0,0.34092303651433087,0.40422151995340055,0.3486330713661133,0.5018540217918694,"{'neg': 0.0, 'neu': 0.936, 'pos': 0.064, 'compound': 0.0258}",0.0258,0.05015153940510737,0.040566037735849055,0.05495394813556808,0.0,-0.17697320951266374,0.0,0.0,-0.7096,-0.4390537082582572,-0.013695649391375606,-0.2043623097933234,0.0,-0.23192994533661754,0.0,0.0,6.818460730286618,0.08824349061887087,0.21792876515099624,0.5863905386489225,-0.062951807228916,-0.062951807228916,-0.07620481927710847,-0.07620481927710847,-3.681483312885902,-3.681483312885902,-0.00241082903040746,-0.00241082903040746,0.43537349397590247,0.43537349397590247,-0.8982954471212587,-0.8982954471212587,-0.029644819039243386,-0.029644819039243386,-0.005395180722891498,-0.005395180722891498,0.024474686450031483,0.024474686450031483,-0.1638349397590362,-0.1638349397590362,0.0244953683281295,0.0244953683281295,7.080687748179612,7.080687748179612,0.22040084515574257,0.22040084515574257,,7.05364965014742,-0.4625344321022148,-0.10534749298442336,-0.3211908739411781,-1.2826248057170802,-0.4436449919687792,-1.421216873406785,1.105185718470838,-0.22324644236207514,-1.6941943655788414,-0.7850795631631066,-1.8186720539067958,0.8894459394154011
893,893,89,9,9,"I told him as well as I could, for I scarce had strength to speak.",i told him as well as i could for i scarce had strength to speak,15,66,0.8,0.7391737727186842,0.5925925925925926,0.7412020175327734,0.8,0.8321564099720333,0.64,0.8,0.0,0.041997404434118826,0.0,0.0,0.4806,0.6989879309875869,0.5712887850762285,0.7086243672483693,0.906,0.4817849816043037,0.24165673420738978,0.4073344073345287,0.0,-0.11980133759796854,0.0,0.0,0.7122379789417455,0.8010309121095804,0.728345366980257,1.1882391333068796,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.6486}",0.6486,1.5228530185152946,1.0198113207547168,1.565718922305945,0.0,-0.17697320951266374,0.0,0.0,-0.8671,-0.6291948560014881,-0.09433358506022246,-0.3612958017750994,0.0,-0.23192994533661754,0.0,0.0,6.054022821004836,0.09544541087498577,0.009463988530907453,0.6101542280316579,-0.062951807228916,-0.062951807228916,-0.07620481927710847,-0.07620481927710847,-3.681483312885902,-3.681483312885902,0.001278930005737118,0.001278930005737118,0.450590361445782,0.450590361445782,-0.8982954471212587,-0.8982954471212587,-0.027445487057247833,-0.027445487057247833,-0.00573975903614451,-0.00573975903614451,0.024474686450031483,0.024474686450031483,-0.175577108433735,-0.175577108433735,0.0244953683281295,0.0244953683281295,7.092372067189045,7.092372067189045,0.2221261393648676,0.2221261393648676,,7.062683299233336,-0.4625344321022148,-0.10534749298442336,-0.3211908739411781,-1.2188939484375076,-0.35398662944867204,-1.421216873406785,1.123674241579721,-0.22998877447411628,-1.6941943655788414,-0.917182073966744,-1.8186720539067958,0.9206372786819302
894,894,89,9,9,"He then gave me a savage kick in the side, and told me to get up.",he then gave me a savage kick in the side and told me to get up,16,65,-0.75,-0.7057080916943648,-0.5555555555555555,-0.6514470857221641,-0.75,-0.6809646079256997,-0.6,-0.703125,-26.50699754534338,-0.6150174934252679,-0.5663929925108175,-0.9762175933668107,-0.14791666666666697,-0.3592422254147287,-0.22226781562029851,-0.2362832789473731,0.7529999999999999,0.31340339841390025,0.15047675804529198,0.2598785526120659,-15.658532843209587,-1.5501457924773894,-1.0220102756052287,-1.4625493081989203,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.176, 'neu': 0.824, 'pos': 0.0, 'compound': -0.4588}",-0.4588,-1.0155782875888604,-0.7213836477987421,-1.038320770053723,0.0,-0.17697320951266374,0.0,0.0,0.9364,0.7476343816324985,0.8290347767097163,0.7750737988559676,0.0,-0.23192994533661754,0.0,0.0,6.266124997512784,0.061180097554845984,0.06730496202201336,0.4970912901783076,-0.06746987951807262,-0.06746987951807262,-0.0807228915662651,-0.0807228915662651,-3.8411640209903797,-3.8411640209903797,-0.0023867326448652913,-0.0023867326448652913,0.4530301204819266,0.4530301204819266,-0.9454597026730948,-0.9454597026730948,-0.03583387393477498,-0.03583387393477498,-0.008611445783132462,-0.008611445783132462,0.022065047895814618,0.022065047895814618,-0.17579156626506032,-0.17579156626506032,0.0236293982568222,0.0236293982568222,7.096033293973614,7.096033293973614,0.20310981226937774,0.20310981226937774,,7.043629317212843,-0.4863961038374263,-0.12834252423126666,-0.3712638674823043,-1.2822086042001524,-0.33961147631302546,-1.4546322663161158,1.0531578821119278,-0.28617880450575983,-1.7928247399028783,-0.9195947814285795,-1.899650123124891,0.9304109391474655
895,895,89,9,9,"I tried to do so, but fell back in the attempt.",i tried to do so but fell back in the attempt,11,47,-0.5,-0.6852268707850889,-0.37037037037037035,-0.6317062649427045,-0.5,-0.6595160960484875,-0.4,-0.6818181818181819,-29.429982966380244,-1.0190431601232697,-0.6288504042510393,-1.5765342152385369,0.375,0.7515577456923074,0.43795966036425604,0.755564647274465,1.6389999999999998,1.6003310562562048,0.6784862932061977,1.3868724563249837,-8.065885200644114,-1.191490658542317,-0.5264489106005377,-1.0958188914595826,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.9979,-1.0187150753350602,-0.16130147068235054,-0.6827873302688365,0.0,-0.23192994533661754,0.0,0.0,4.40370744113575,0.08609950114063857,-0.44058253956492943,0.5793161615121712,-0.07500000000000033,-0.07500000000000033,-0.0882530120481928,-0.0882530120481928,-4.003623967831216,-4.003623967831216,-0.004645768789443605,-0.004645768789443605,0.4436807228915651,0.4436807228915651,-0.9928634844508823,-0.9928634844508823,-0.04441505440395264,-0.04441505440395264,-0.010911445783132462,-0.010911445783132462,0.019052999703043534,0.019052999703043534,-0.1644036144578314,-0.1644036144578314,0.022326938856778476,0.022326938856778476,7.105284621350756,7.105284621350756,0.18385241125312435,0.18385241125312435,,7.065927614493758,-0.5261655567294456,-0.16666757630933882,-0.42220838022538615,-1.3212274964121355,-0.3946984828970343,-1.4882173611079124,0.9810208174465312,-0.33118269262424427,-1.9161127078079252,-0.791477304297861,-2.021444918285972,0.955107396908779
896,896,89,9,9,"He gave me another kick, and again told me to rise.",he gave me another kick and again told me to rise,11,51,-0.25,-0.3575273362366749,-0.18518518518518517,-0.31585313247135227,-0.25,-0.3163399060130916,-0.2,-0.34090909090909094,0.0,0.041997404434118826,0.0,0.0,-0.1875,-0.55919228850119,-0.2722451942804835,-0.41482132412087475,0.712,0.5364153870562126,0.1260429082240763,0.45517558436299754,-8.065885200644114,-1.191490658542317,-0.5264489106005377,-1.0958188914595826,0.40033704010325,0.6406150544753597,0.409390733169033,0.9107581600548561,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,0.9994,1.1302667696715978,0.8612899509772548,1.090880437834455,0.0,-0.23192994533661754,0.0,0.0,5.20438152134225,0.29448643362770294,-0.22223603784242385,1.2669164346253057,-0.07530120481927743,-0.07530120481927743,-0.08855421686746992,-0.08855421686746992,-4.140113902416339,-4.140113902416339,0.00117752438324716,0.00117752438324716,0.4406325301204808,0.4406325301204808,-0.7609411609814926,-0.7609411609814926,-0.04224793770769084,-0.04224793770769084,-0.01060421686746981,-0.01060421686746981,0.019052999703043534,0.019052999703043534,-0.16438313253012055,-0.16438313253012055,0.022008651601851444,0.022008651601851444,7.100889492480615,7.100889492480615,0.19180128550828143,0.19180128550828143,,7.082223853176481,-0.5277563348451263,-0.16820057839246175,-0.46500916495410793,-1.220645463154579,-0.41265855076527413,-1.3239027658174785,0.9992385251170796,-0.32517117273413754,-1.9161127078079252,-0.7912468771807194,-2.051208403439458,0.943374581705941
897,897,89,9,9,"I again tried, and succeeded in gaining my feet; but, stooping to get the tub with which I was feeding the fan, I again staggered and fell.",i again tried and succeeded in gaining my feet but stooping to get the tub with which i was feeding the fan i again staggered and fell,27,139,0.15000000000000002,0.050276528979129285,0.11111111111111112,0.07720854349299724,0.15000000000000002,0.11072379714206775,0.12000000000000002,0.08333333333333336,23.278351371152656,0.3839163119989538,0.4974043201713605,0.5080360493453968,0.05,-0.07480811948647363,0.027619077680628764,0.01769168094620969,1.07,0.21956583660606516,0.3393921334922527,0.17770271354895592,0.0,-0.11980133759796854,0.0,0.0,2.355825770103351,1.37639487617534,2.4091031871354516,2.183480844928357,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.6956}",0.6956,0.9059544861818926,1.0937106918238992,0.9328760084592588,0.0,-0.17697320951266374,0.0,0.0,-1.0,-0.38337844033160834,-0.16237664315793518,-0.1584105822664182,0.0,-0.23192994533661754,0.0,0.0,8.245390195361729,-0.18573996683043045,0.6070572065557208,-0.3176541532240424,-0.06746987951807262,-0.06746987951807262,-0.0807228915662651,-0.0807228915662651,-3.9804331943118614,-3.9804331943118614,-0.003754704532415491,-0.003754704532415491,0.4605240963855411,0.4605240963855411,-0.6666126498778203,-0.6666126498778203,-0.0317624541107819,-0.0317624541107819,-0.005122289156626436,-0.005122289156626436,0.022667457534368836,0.022667457534368836,-0.16440963855421692,-0.16440963855421692,0.02330760670881239,0.02330760670881239,7.109277879358142,7.109277879358142,0.21795744486323376,0.21795744486323376,,7.097024418458465,-0.4863961038374263,-0.12834252423126666,-0.41493617141298167,-1.305836711150742,-0.2954566849531625,-1.257071979998817,1.0873839744518212,-0.21790679822439218,-1.768167146321869,-0.791545076979373,-1.9297412996123162,0.9657674161351132
898,898,89,9,9,"While down in this situation, Mr. Covey took up the hickory slat with which Hughes had been striking off the half-bushel measure, and with it gave me a heavy blow upon the head, making a large wound, and the blood ran freely; and with this again told me to get up.",while down in this situation mr covey took up the hickory slat with which hughes had been striking off the half bushel measure and with it gave me a heavy blow upon the head making a large wound and the blood ran freely and with this again told me to get up,52,264,0.6,0.1365427312363186,0.4444444444444444,0.160356205716225,0.6,0.20106419588642832,0.48,0.17307692307692307,-20.196945592621894,-0.11203674473908802,-0.4315618332183722,-0.22886976671624032,-1.668749999999999,-0.9448552793311993,-2.1424513115116297,-0.7591848887814264,-1.34,-0.6060734250852777,-1.0968414779499402,-0.5453297031699929,7.167819731140649,0.0816607280162264,0.4678334485269757,0.20599807527984956,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.4404}",0.4404,0.29552618610609355,0.6924528301886792,0.3066705567243374,0.09867724867724868,-0.0913901507544348,0.5233710427080593,0.2464131067990319,0.9887,0.2800003922250921,0.8558116912207047,0.38911086659168725,0.14946404062093854,-0.022284022839424537,1.0390416085179617,0.485843254338222,13.329240043575679,-0.32617500414385586,1.9934400770411984,-0.7810381517257656,-0.0704819277108437,-0.0704819277108437,-0.08373493975903618,-0.08373493975903618,-3.6098055489083287,-3.6098055489083287,-0.003127194492254848,-0.003127194492254848,0.4741686746987941,0.4741686746987941,-0.6709666888316557,-0.6709666888316557,-0.02052007604763694,-0.02052007604763694,-0.003284939759036074,-0.003284939759036074,0.02653291938175839,0.02653291938175839,-0.16407831325301211,-0.16407831325301211,0.02500973314818487,0.02500973314818487,7.1304615003199405,7.1304615003199405,0.2525144332322395,0.2525144332322394,,7.07351698954717,-0.5023038849942341,-0.14367254506249552,-0.29871401837548844,-1.294998129980747,-0.21506231000936116,-1.2601567720872884,1.181892201641179,-0.1819555518227742,-1.6099475875103926,-0.7878175794962006,-1.7705730821502812,1.022317182345671
899,899,89,9,9,"I made no effort to comply, having now made up my mind to let him do his worst.",i made no effort to comply having now made up my mind to let him do his worst,18,79,-0.5,-0.4303494550252113,-0.37037037037037035,-0.3860427174649861,-0.5,-0.39260128157651286,-0.4,-0.41666666666666663,-25.704484358604844,-0.5243345323479037,-0.5492451490182194,-0.8414774188125544,0.15625,0.10022825339245228,0.16176888355796845,0.173983963957645,0.673,0.19127721629152616,0.10280095351609063,0.1529296795367819,7.757728161621382,0.510098656200635,0.5063359368286757,0.64408247749128,-1.3376263300500624,-0.9610015605836624,-1.367876986411661,-1.8596545888926217,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.743}",-0.743,-1.4604268679265489,-1.1682389937106918,-1.4946669226967277,-1.0,-2.6825147688688573,-5.303867403314917,-7.2140244671459195,-0.9997,-0.6023548489907766,-0.16222304708999452,-0.3391433320177676,-0.26283171455184773,-1.6290279492370334,-2.3968593660294473,-3.2377001792319633,5.3505053202002495,-0.20902836805882768,-0.1823875887820789,-0.39449731634324714,-0.07500000000000033,-0.07500000000000033,-0.09427710843373498,-0.09427710843373498,-3.6098055489083287,-3.6098055489083287,-0.006327495697074125,-0.006327495697074125,0.46403614457831216,0.46403614457831216,-0.7153851145295197,-0.7153851145295197,-0.032014533164445115,-0.032014533164445115,-0.007503614457831256,-0.007503614457831256,0.02653291938175839,0.02653291938175839,-0.17512650602409643,-0.17512650602409643,0.02500973314818487,0.02500973314818487,7.141305705777114,7.141305705777114,0.2451203818058616,0.2451203818058616,,7.078459653804805,-0.5261655567294456,-0.19732761797179657,-0.29871401837548844,-1.3502748939477232,-0.2747635632788861,-1.2916267726150557,1.085264890363075,-0.2645019710196695,-1.6099475875103926,-0.9121126773896291,-1.7705730821502812,1.051265834913063
900,900,89,9,9,"In a short time after receiving this blow, my head grew better.",in a short time after receiving this blow my head grew better,12,63,1.0,1.1717371583225906,0.7407407407407407,1.1581281523949583,1.0,1.2851489808187557,0.8,1.25,0.0,0.041997404434118826,0.0,0.0,-0.07083333333333297,-0.27357823784050733,-0.12494344665046297,-0.15979277603287717,-0.5840000000000001,-0.8951460779370887,-0.6463051251489869,-0.7984776680216675,8.009671422068505,0.8557340009660203,0.5227799168378313,0.9974999586100671,0.7737223315836295,1.0468910344102722,0.7912201991466546,1.6135181987681988,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,1.2920063141848885,0.6924528301886792,1.3289057458054623,0.25,0.7626048752459087,1.3259668508287292,2.7052591751797195,-0.7939,-0.7280399871607297,-0.056856144482701286,-0.44287788846348003,0.20040829986263675,0.9861828427320838,1.3931950547070424,2.8229114788255742,5.029195155293592,0.13981497395375003,-0.2700099462551172,0.7565574757149672,-0.0704819277108437,-0.0704819277108437,-0.08975903614457835,-0.08975903614457835,-3.378947540873838,-3.378947540873838,-0.007080507745266896,-0.007080507745266896,0.46403614457831216,0.46403614457831216,-0.6634954672358281,-0.6634954672358281,-0.01791844616011667,-0.01791844616011667,-0.004145783132530051,-0.004145783132530051,0.02653291938175839,0.02653291938175839,-0.17470662650602414,-0.17470662650602414,0.02500973314818487,0.02500973314818487,7.151344846112865,7.151344846112865,0.2716990256426745,0.2716990256426745,,7.122321887627064,-0.5023038849942341,-0.17433258672495328,-0.22632110577852738,-1.3632811913517175,-0.2747635632788861,-1.2548634879631941,1.203762612606847,-0.1987995948089749,-1.6099475875103926,-0.9073889214882267,-1.7705730821502812,1.0780653627164298
901,901,89,9,9,Mr. Covey had now left me to my fate.,mr covey had now left me to my fate,9,37,-0.25,-0.4303494550252113,-0.18518518518518517,-0.3860427174649861,-0.25,-0.39260128157651286,-0.2,-0.41666666666666663,0.0,0.041997404434118826,0.0,0.0,-0.0625,-0.3002787015000053,-0.11442189324831915,-0.18363397174648663,1.242,1.4614596474393775,0.4418951132300357,1.265259380265221,-8.198586437918914,-1.4511935799688565,-0.535110132532271,-1.361369141802353,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.0034178523175449425,0.0,0.0,0.0,-0.17697320951266374,0.0,0.0,-0.8593,-1.0750466922048976,-0.09034008729376528,-0.7292807771070831,0.0,-0.23192994533661754,0.0,0.0,4.353078971319229,0.32468967940042165,-0.45438909274965333,1.3665760428088163,-0.06837349397590395,-0.06837349397590395,-0.08765060240963858,-0.08765060240963858,-3.028441734009577,-3.028441734009577,-0.0075283993115319555,-0.0075283993115319555,0.4521144578313242,0.4521144578313242,-0.75339932006297,-0.75339932006297,-0.011482560808233429,-0.011482560808233429,-0.0006698795180722199,-0.0006698795180722199,0.026570569984168027,0.026570569984168027,-0.17401807228915667,-0.17401807228915667,0.02503180786166351,0.02503180786166351,7.133180959837894,7.133180959837894,0.29211114442749714,0.29211114442749714,,7.143861457848534,-0.49116843818446865,-0.163601572143093,-0.11640879882809751,-1.3710173370476135,-0.34500659551455193,-1.3185594486251797,1.2578654111058944,-0.13078690899345502,-1.6084064879115796,-0.8996425039913788,-1.768508844903208,1.029576791089458
902,902,89,9,9,"At this moment I resolved, for the first time, to go to my master, enter a complaint, and ask his protection.",at this moment i resolved for the first time to go to my master enter a complaint and ask his protection,21,109,1.6500000000000001,1.1030763034648279,1.2222222222222223,1.0919494008295323,0.65,0.4942095714038435,0.52,0.4642857142857143,24.724797930973505,0.5089234697221862,0.5283115247358333,0.6937764139304274,1.177083333333333,1.314463624574347,1.4506591753206437,1.2581907214098533,-0.0019999999999998908,-0.2819476493952531,-0.29946364719904633,-0.26148486464089543,0.0,-0.11980133759796854,0.0,0.0,0.0,0.11409228201171913,0.0,0.0,"{'neg': 0.105, 'neu': 0.813, 'pos': 0.081, 'compound': -0.128}",-0.128,-0.2185655016133948,-0.20125786163522014,-0.22070836312845357,-0.024999999999999994,-0.23066338578458215,-0.1325966850828729,-0.15458623858169823,-0.9956,-0.5061407411267336,-0.16012390082813882,-0.25973276726507283,-0.01636917096515607,-0.28878386804314465,-0.11379492792434635,-0.13175593639319505,6.678279584865553,-0.14958575700781934,0.17970089757440474,-0.19835855128047933,-0.07680722891566298,-0.07680722891566298,-0.09608433734939761,-0.09608433734939761,-3.545136641691704,-3.545136641691704,0.0013822432587491705,0.0013822432587491705,0.4470301204819266,0.4470301204819266,-0.9297544035048794,-0.9297544035048794,-0.014683835001117822,-0.014683835001117822,-0.0005325301204818586,-0.0005325301204818586,0.023237236650834693,0.023237236650834693,-0.1769542168674699,-0.1769542168674699,0.024651042208347355,0.024651042208347355,7.174915726833991,7.174915726833991,0.23593859799859462,0.23593859799859462,,7.172822144629867,-0.5357102254235302,-0.20652563047053382,-0.2784350140310749,-1.2171094844336796,-0.3749637047651342,-1.4435052224070324,1.230954134237492,-0.12809940598376032,-1.7448451723931646,-0.9326749089604393,-1.8041147722345778,1.1409879290029188
903,903,89,9,9,"In order to do this, I must that afternoon walk seven miles; and this, under the circumstances, was truly a severe undertaking.",in order to do this i must that afternoon walk seven miles and this under the circumstances was truly a severe undertaking,22,127,0.0,-0.029827801688260835,0.0,0.0,-0.75,-0.4879280010307895,-0.6,-0.5113636363636364,0.0,0.041997404434118826,0.0,0.0,-0.125,-0.2679145031248572,-0.19333354376440134,-0.1547355526996881,-0.261,-0.4305198354907059,-0.45381406436233607,-0.3915931477060139,0.0,-0.11980133759796854,0.0,0.0,-0.6267544318926752,-0.2980610389111908,-0.6409285943746479,-0.7129264295024764,"{'neg': 0.111, 'neu': 0.766, 'pos': 0.123, 'compound': 0.0772}",0.0772,0.1204448497557618,0.12138364779874214,0.12706406189767364,0.0,-0.17697320951266374,0.0,0.0,-0.9961,-0.48090474377416403,-0.16037989427470659,-0.2389041710606903,0.0,-0.23192994533661754,0.0,0.0,7.207675966765765,-0.12207801679302913,0.32406906293658416,-0.10759312055660701,-0.08102409638554249,-0.08102409638554249,-0.10030120481927714,-0.10030120481927714,-3.7192161287267833,-3.7192161287267833,-0.0024455679862307508,-0.0024455679862307508,0.4359518072289145,0.4359518072289145,-0.8391381234428854,-0.8391381234428854,-0.012909869812786986,-0.012909869812786986,0.0020228915662651296,0.0020228915662651296,0.024140851108666022,0.024140851108666022,-0.17683253012048197,-0.17683253012048197,0.025316321506817344,0.025316321506817344,7.189393159119332,7.189393159119332,0.2287464591030007,0.2287464591030007,,7.138971075016917,-0.5579811190430609,-0.22798765963425427,-0.3330232052623339,-1.283224829570651,-0.44023754826255185,-1.379304514332131,1.2458668425722519,-0.07809770525075593,-1.7078587820216504,-0.9313059007938925,-1.7419035771068527,1.1796354960332027
904,904,89,9,9,"I was exceedingly feeble; made so as much by the kicks and blows which I received, as by the severe fit of sickness to which I had been subjected.",i was exceedingly feeble made so as much by the kicks and blows which i received as by the severe fit of sickness to which i had been subjected,29,146,-0.4,-0.22870751920729837,-0.2962962962962963,-0.19169017694813106,-1.15,-0.5719469992808347,-0.9199999999999999,-0.5948275862068965,-45.79492843758638,-0.5842616946700346,-0.9785312921696759,-0.9305194639321056,-1.71875,-1.641439922097737,-2.2055806319244966,-1.381174492073732,-0.10300000000000009,-0.325584657241114,-0.35965435041716326,-0.2996988555508524,-14.96188926643979,-0.8738475972689246,-0.9765413353780564,-0.7710239527755638,-1.442045976221044,-0.6052990155589922,-1.4746581013746036,-1.2443744673554862,"{'neg': 0.158, 'neu': 0.759, 'pos': 0.083, 'compound': -0.3182}",-0.3182,-0.3907183970709737,-0.500314465408805,-0.3973107284743945,0.03333333333333335,-0.12513441862943214,0.1767955801104973,0.1492556786306053,-1.0,-0.35314758999262486,-0.16237664315793518,-0.13345947112827672,0.029609487896238136,-0.1574591583875647,0.20583874089906296,0.17258208055508764,8.363866662082055,-0.23433962520716248,0.639366135599801,-0.4780151603861414,-0.09096385542168707,-0.09096385542168707,-0.11024096385542173,-0.11024096385542173,-3.7192161287267833,-3.7192161287267833,0.0012567412507170398,0.0012567412507170398,0.4303192771084326,0.4303192771084326,-0.8890087765252829,-0.8890087765252829,-0.018657098371191075,-0.018657098371191075,0.00037710843373500925,0.00037710843373500925,0.02835771857854554,0.02835771857854554,-0.1770385542168675,-0.1770385542168675,0.026696853997854604,0.026696853997854604,7.204747263635634,7.204747263635634,0.22388579882397375,0.22388579882397375,,7.1857056366134815,-0.6104767968605264,-0.2785767283773096,-0.3330232052623339,-1.2192772006676786,-0.47342463019299524,-1.414637362224996,1.1975531869331997,-0.11030059219148389,-1.5352556269545854,-0.9336237265016106,-1.6128080583110613,1.2206233433108302
