,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2257,2257,"""Did you see his face?""",0.09507065110886734,0.10139874297062315,-0.0035287086732709466,-0.03248566183243309,0.043017819272679565,0.08452746376205973,-0.008280858682314901,0.014570225304797001,-0.04620608227436345,0.01031010067890968,-0.038077884173929544,0.12874721939217362,0.07281022013915027,0.09822139893778907,-0.5163741893159097,-0.34800347930704434,-1.4047946497830857,1.580234970762943,0.08708629938205016,0.9962413449273311,0.021223247345826823,0.4746819500832125,1.2595382392299224,0.323870540125294,1.7093739086888606,1.6995816380760154,-1.0396471871834807,-0.054970142293837045,-0.42122840808346423,-0.7873878952144576,-0.23411660306802412
2258,2258,"""Did you see his scar?""",0.09438722534188743,0.10068503182057865,-0.004869007089515222,-0.030556724764647065,0.042797264867171475,0.08943695030458151,-0.009748369434998728,0.01743582472786945,-0.045493188301420726,0.014295038357084846,-0.035893949741851984,0.13785355037149355,0.03970901667680839,0.061818966185347164,-0.5258009968071922,-0.3819562832460691,-1.3950645992747546,1.6741890316485244,0.08708629938205016,0.9889956067119859,-0.00030941489970309213,0.4626044432583492,1.3282019195327652,0.3779753481354559,1.7120319191830249,1.7428879803747686,-1.031504149875621,0.0012374113121383535,-0.41779016314822415,-0.743135613601843,-0.2325163745934837
2259,2259,Whispers followed Harry from the moment he left his dormitory the next day.,0.09438722534188743,0.10068503182057865,-0.004869007089515222,-0.03016572400766341,0.04099959539761921,0.08744480193978056,-0.009748369434998728,0.01743582472786945,-0.045493188301420726,0.018339080320042802,-0.035893949741851984,0.13773990611779324,0.03970901667680839,0.061818966185347164,-0.5258009968071922,-0.4816837434076522,-1.3827949499187573,1.592812402782141,0.08708629938205016,0.9889956067119859,-0.00030941489970309213,0.4626044432583492,1.3053140260984843,0.42506139962960915,1.816782632421343,1.7379400976400803,-1.035497177966694,0.04948158072414932,-0.36051439733852875,-0.743135613601843,-0.19436161543486472
2260,2260,"People lining up outside classrooms stood on tiptoe to get a look at him, or doubled back to pass him in the corridors again, staring.",0.09575407687584724,0.10211245412066763,-0.0026688019771032453,-0.028503970790482887,0.04338188510642923,0.08943695030458151,-0.009748369434998728,0.01743582472786945,-0.045493188301420726,0.018612923355766513,-0.035893949741851984,0.1386751281058816,0.058225150695944666,0.08218174013202961,-0.49791612419801806,-0.44381778851282205,-1.3459221528035272,1.592812402782141,0.08708629938205016,1.0034870831426768,0.021223247345826823,0.4626044432583492,1.3282019195327652,0.4247864685905477,1.8199971359330234,1.7356441439856127,-0.948704566874139,0.11622734014710177,-0.31597080809378314,-0.6988833319892284,-0.1960491849068792
2261,2261,"Harry wished they wouldn't, because he was trying to concentrate on finding his way to classes.",0.09666531123182044,0.10306406898739362,-0.0026688019771032453,-0.029090471925958365,0.042560093348919616,0.09124349458882672,-0.009748369434998728,0.01743582472786945,-0.04728968111323639,0.018490624524278257,-0.03728441668511359,0.13758167272459035,0.058225150695944666,0.08218174013202961,-0.49791612419801806,-0.4731565636566235,-1.3530915935299432,1.592812402782141,0.08708629938205016,1.0131480674298037,0.021223247345826823,0.4626044432583492,1.3510898129670463,0.4788225131010611,1.8202001859602788,1.729692965757774,-0.9427940344838256,0.1176055705224245,-0.2722806877448719,-0.6988833319892284,-0.1949997319187016
2262,2262,"There were a hundred and forty-two staircases at Hogwarts: wide, sweeping ones; narrow, rickety ones; some that led somewhere different on a Friday; some with a vanishing step halfway up that you had to remember to jump.",0.09586798117034388,0.10223140597900839,-0.0008606072084910763,-0.0322836447746582,0.03985905720475201,0.08778437301120133,-0.010431562371129936,0.01504746201479918,-0.04728968111323639,0.01944774581418638,-0.03728441668511359,0.13589817028668338,0.028063903082687924,0.04901246913496696,-0.4793262091252352,-0.5317228553206041,-1.4170007328189052,1.4847971125506032,0.08708629938205016,1.0046947061785674,0.042755909591356736,0.4626044432583492,1.3053140260984843,0.47887202210893676,1.7930036974841463,1.6908808909617892,-0.8785501042329905,0.17982151682791328,-0.21541786661697485,-0.7210094727955353,-0.17124579389018046
2263,2263,"Then there were doors that wouldn't open unless you asked politely, or tickled them in exactly the right place, and doors that weren't really doors at all, but solid walls just pretending.",0.09871558853276013,0.10520520243752707,0.003915200270118001,-0.02739613531236254,0.04444084838219068,0.09135083808661677,-0.007852304788290899,0.018001862332540988,-0.04585248686378386,0.01943445246293766,-0.0345455597646939,0.13622557848009853,0.07260679875060265,0.09799769004981952,-0.41492885429633497,-0.5207478162877992,-1.4654121371509234,1.5317799311323537,0.08708629938205016,1.0348852820758396,0.08582123408241665,0.4988369637329392,1.3282019195327652,0.47924862773676796,1.8881080733208573,1.6877095956196788,-0.8857565712836378,0.2223138494270403,-0.26822733364733975,-0.7210094727955353,-0.12524867473361279
2264,2264,"It was also very hard to remember where anything was, because it all seemed to move around a lot.",0.09393160816390084,0.10020922438721568,-0.0013663471752473886,-0.03176231043201333,0.042473986491974675,0.08971165876051769,-0.009556886709291513,0.013592870672669248,-0.048726875362688916,0.01629047263606638,-0.03632780700427428,0.13864766858889088,0.03708455019402088,0.05893275799175687,-0.45372792656813327,-0.5617113361529666,-1.4983109780204589,1.5060463815799559,0.050439831167631365,0.9841651145684222,0.021223247345826823,0.4626044432583492,1.3053140260984843,0.4791721355834607,1.843828618856777,1.6540655670724476,-0.8901338948492106,0.27591588147171553,-0.26816118923985255,-0.7210094727955353,-0.1708398805717642
2265,2265,"The people in the portraits kept going to visit each other, and Harry was sure the coats of armor could walk.",0.09370379957490754,0.09997132067053419,-0.0038861021677967598,-0.03436898214523768,0.04148149166718826,0.08971165876051769,-0.009556886709291513,0.01527572934526826,-0.05016406961214144,0.012581218611480132,-0.03781439778926801,0.1382935814246991,0.07221644437085994,0.09756840508214848,-0.4184560426846803,-0.5319702842011989,-1.509118663659105,1.6089805797895467,0.1237327675964688,0.9817498684966404,-0.00030941489970309213,0.4626044432583492,1.3053140260984843,0.4789107721578772,1.8439979806589446,1.6526762546300495,-0.8710502750737803,0.2701374383132061,-0.31858593477372704,-0.7210094727955353,-0.18964993050581067
2266,2266,"The ghosts didn't help, either.",0.09142571368497454,0.09997132067053419,-0.005750750126667816,-0.03508581686637438,0.03794355729938036,0.09151820304476291,-0.011416506233371055,0.014855150874809719,-0.05375705523577277,0.012173419497788508,-0.04022086106061129,0.13692031298948798,0.08672366934350288,0.11356164405621708,-0.36592533229270796,-0.5227090903776859,-1.4903020066062476,1.6559633983712971,0.12366586060548905,0.9817498684966404,-0.021842077145233008,0.43844942960862265,1.3282019195327652,0.4791711810292093,1.8427036747032273,1.6926129294645786,-0.8432795900113771,0.263951094732781,-0.3181198828776821,-0.7210094727955353,-0.16781842613672568
2267,2267,It was always a nasty shock when one of them glided suddenly through a door you were trying to open.,0.08971714926752479,0.09818704279542295,-0.005620811839987345,-0.0352813172448662,0.039263862439202775,0.09151820304476291,-0.012824873062096308,0.016356049431951278,-0.054116353798135904,0.015035784791282971,-0.039664674283306646,0.13715456448697866,0.09280972495129115,0.12025467049684727,-0.3130994714043197,-0.5463694454845409,-1.4453321031162878,1.6559633983712971,0.12366586060548905,0.963635522958277,-0.021842077145233008,0.4142944159588961,1.3282019195327652,0.5327941559394888,1.8952084428484335,1.7310411549810392,-0.8178321034401064,0.2608332801167566,-0.31802239180244585,-0.6988833319892284,-0.14761849489360646
2268,2268,"Nearly Headless Nick was always happy to point new Gryffindors in the right direction, but Peeves the Poltergeist was worth two locked doors and a trick staircase if you met him when you were late for class.",0.09632359834833049,0.10508625057918632,-0.001964708337738211,-0.035085816866374374,0.04354805623386683,0.09312038392927688,-0.008711513062663144,0.021583861611381552,-0.05124196529923084,0.018845250232974984,-0.035892019045811144,0.1398272016442754,0.15891571939158722,0.19295350816551018,-0.27455750224774794,-0.4661844404793704,-1.4439661860531625,1.6789801848119057,0.12366586060548905,1.0336776590399486,0.021223247345826823,0.4988369637329392,1.3510898129670463,0.5328586207092286,1.8720757978023326,1.8180013864587246,-0.7573667565210246,0.2637055654597134,-0.27129378878847543,-0.6988833319892284,-0.10737394462473777
2269,2269,"He would drop wastepaper baskets on your head, pull rugs from under your feet, pelt you with bits of chalk, or sneak up behind you, invisible, grab your nose, and screech, ""GOT YOUR CONK!""",0.09267866092443768,0.10365882827909734,-0.003602235571663971,-0.03596556856958759,0.04375350417324424,0.09312038392927688,-0.00965776933813476,0.02183446536320918,-0.052894738686101256,0.018207782912324635,-0.03832270071489818,0.13748658598042457,0.11093146422957667,0.17474048946341267,-0.3029508210685846,-0.5294976540013461,-1.4717789926259195,1.6789801848119057,0.12366586060548905,1.0191861826092579,-0.00030941489970309213,0.48675945690807587,1.3510898129670463,0.5328554189077649,1.796845351184808,1.8212371711887752,-0.7819181904092596,0.26112761143564894,-0.27128526532404307,-0.6546310503766131,-0.14844659658505577
2270,2270,"Even worse than Peeves, if that was possible, was the caretaker, Argus Filch.",0.09210913945195442,0.1030640689873936,-0.003126071385779792,-0.0342647152767087,0.0459620695215513,0.09488390384009603,-0.010027119256082729,0.018956335752545347,-0.05439181602928097,0.018162176491886707,-0.038761984204387465,0.13914317300475862,0.07364202766326051,0.13373212526523273,-0.37266300259151985,-0.5146312915537847,-1.5294017755687392,1.6450732561175794,-0.0018776394662484216,1.0131480674298035,-0.00030941489970309213,0.4746819500832125,1.3739777064013274,0.5327796062676536,1.7991227179164644,1.818496629809328,-0.7862315913472653,0.27460955384746216,-0.32786814300938294,-0.6546310503766131,-0.15327850572954194
2271,2271,Harry and Ron managed to get on the wrong side of him on their very first morning.,0.09700702411531036,0.1057999617292308,0.00027353348716735833,-0.03172321035631495,0.04894559658236283,0.09654384162023077,-0.009048961200325884,0.017555133905369995,-0.057026672153277266,0.021167905465771256,-0.042771736559853,0.1372937864043124,0.09238067873212819,0.131058362055165,-0.3564633083165568,-0.5116294569816416,-1.5499807363551354,1.6407991461757416,-0.0018776394662484216,1.040923397255294,0.042755909591356736,0.4988369637329392,1.4197534932698894,0.5327573457389336,1.8241946620815872,1.8105854800586263,-0.7277677816468162,0.20784512242465786,-0.32755190693204345,-0.6546310503766131,-0.14665027535994682
2272,2272,Filch found them trying to force their way through a door that unluckily turned out to be the entrance to the out-of-bounds corridor on the third floor.,0.09700702411531036,0.1057999617292308,0.00027353348716735833,-0.028399703921953904,0.04970696247534968,0.09654384162023077,-0.009048961200325884,0.017555133905369995,-0.05774526927800353,0.02088894960264419,-0.04341269228182459,0.13679426282456372,0.09238067873212819,0.131058362055165,-0.3564633083165568,-0.4903536027263526,-1.471897165993472,1.6407991461757416,-0.0018776394662484216,1.040923397255294,0.042755909591356736,0.4988369637329392,1.4197534932698894,0.5328009591608905,1.8490496141074266,1.8105180765749398,-0.711361143543679,0.1465005173834088,-0.32666855721983035,-0.6767571911829207,-0.14950859886723833
2273,2273,"He wouldn't believe they were lost, was sure they were trying to break into it on purpose, and was threatening to lock them in the dungeons when they were rescued by Professor Quirrell, who was passing.",0.09723483270430366,0.1060378654459123,0.00027353348716735833,-0.026575033722696855,0.04756637622463072,0.09485840455678668,-0.007764594931025129,0.019744647989272692,-0.05774526927800353,0.019985819770115498,-0.04341269228182459,0.1353349543514735,0.09471349234436521,0.13362383042975287,-0.3564633083165568,-0.5331515215001847,-1.440714662679655,1.6100416715309915,-0.0018776394662484216,1.043338643327076,0.042755909591356736,0.5229919773826658,1.3968655998356083,0.5327237972017189,1.7747771281926001,1.82040192410879,-0.7745220864745996,0.09215277522922086,-0.32818699985129307,-0.6767571911829207,-0.1435098269030807
2274,2274,"Filch owned a cat called Mrs. Norris, a scrawny, dust-colored creature with bulging, lamp like eyes just like Filch's.",0.09860168423826346,0.10746528774600127,0.00027353348716735833,-0.02800870316497025,0.04628685854336116,0.0932058272634065,-0.006588168343076796,0.021478172203002067,-0.05630807502855101,0.020659894934973867,-0.04156570213896614,0.13363564754189572,0.10705758169045611,0.1471990130608746,-0.3564633083165568,-0.5574104981775116,-1.4561385778128226,1.5829161285755307,-0.0018776394662484216,1.0578301197577664,0.042755909591356736,0.5471469910323923,1.3739777064013274,0.5326579831129188,1.822408208266644,1.8032521053164876,-0.7101481550374038,0.08403517697178271,-0.3283386044186966,-0.6767571911829207,-0.09854769853910247
2275,2275,She patrolled the corridors alone.,0.09860168423826346,0.10746528774600127,0.00027353348716735833,-0.02712895146175703,0.047217416857011744,0.0932058272634065,-0.006588168343076796,0.021478172203002067,-0.05630807502855101,0.024680213378780253,-0.04156570213896614,0.13505621636549187,0.10705758169045611,0.1471990130608746,-0.3564633083165568,-0.5361784665315825,-1.440199835756091,1.5829161285755307,-0.0018776394662484216,1.0578301197577664,0.042755909591356736,0.5471469910323923,1.3739777064013274,0.5327155572952742,1.846969980819103,1.7823099908245017,-0.7048548584242453,0.15075143844762826,-0.32835174753593,-0.6988833319892284,-0.059076609137273306
2276,2276,"Break a rule in front of her, put just one toe out of line, and she'd whisk off for Filch, who'd appear, wheezing, two seconds later.",0.09951291859423667,0.10841690261272725,0.00027353348716735833,-0.02531359080433293,0.0464515190241857,0.09648418591560465,-0.006588168343076796,0.021478172203002067,-0.05630807502855101,0.024656694372724816,-0.04156570213896614,0.13747830647428422,0.09904767882530426,0.13839027138675383,-0.3564633083165568,-0.6015085249574365,-1.4253213396675763,1.5301119990493894,-0.0018776394662484216,1.0674911040448936,0.042755909591356736,0.5471469910323923,1.4197534932698894,0.4785753175256119,1.841798206304072,1.780950179201874,-0.757100915534552,0.09857197399877259,-0.3771921486309644,-0.6988833319892284,-0.0610886418975468
2277,2277,Filch knew the secret passageways of the school better than anyone (except perhaps the Weasley twins) and could pop up as suddenly as any of the ghosts.,0.09837387564927016,0.10722738402931979,-0.0016595357731974147,-0.026812427039436933,0.04465082826140729,0.09311331178871647,-0.00851471774702793,0.018881154626997056,-0.05774526927800353,0.024702709819355018,-0.04557545449443168,0.13877754112271462,0.08738361076411916,0.1255629295138141,-0.37754229067786865,-0.6438892825904623,-1.4556514711721054,1.4685970497598893,-0.0018776394662484216,1.0554148736859847,0.021223247345826823,0.5109144705578025,1.3739777064013274,0.42433841053227844,1.7907863005986648,1.7494013284524599,-0.7573528338984823,0.031712840119115064,-0.4335111986965542,-0.743135613601843,-0.05849319724123255
2278,2278,"The students all hated him, and it was the dearest ambition of many to give Mrs. Norris a good kick.",0.09837387564927016,0.10722738402931979,-0.0016595357731974147,-0.025737174957731885,0.042022303154667,0.09311331178871647,-0.00851471774702793,0.018881154626997056,-0.05774526927800353,0.02469861955743233,-0.04557545449443168,0.13828136925032938,0.08738361076411916,0.1255629295138141,-0.37754229067786865,-0.6808914820081771,-1.4112165575464575,1.4685970497598893,-0.0018776394662484216,1.0554148736859847,0.021223247345826823,0.5109144705578025,1.3739777064013274,0.4244965300171877,1.7884814958698547,1.7679769878348637,-0.7562023351321492,0.0336614223317237,-0.43429773558876883,-0.743135613601843,-0.055555561975954855
2279,2279,"And then, once you had managed to find them, there were the classes themselves.",0.09757654558779362,0.10639472102093456,-0.003398814011580479,-0.029647182527568414,0.045005830215478534,0.09148026345198901,-0.009875677085396054,0.018183822447998436,-0.0573709999422086,0.020996523491210783,-0.04466202780555638,0.13691759568272008,0.08679707210250057,0.1249178945316096,-0.3809844740833581,-0.6145636526569106,-1.4725985658317526,1.4635743751828072,-0.0018776394662484216,1.0469615124347484,-0.00030941489970309213,0.48675945690807587,1.3510898129670463,0.4247513960023078,1.7147232449023466,1.7489740141180126,-0.7904236624889647,0.09292669300148601,-0.4903548390396891,-0.743135613601843,-0.053658005381730614
2280,2280,"There was a lot more to magic, as Harry quickly found out, than waving your wand and saying a few funny words.",0.09757654558779362,0.10639472102093456,-0.003398814011580479,-0.03003818328455207,0.04262656179989465,0.09148026345198901,-0.009875677085396054,0.020683322477096613,-0.053059417193851016,0.021920718172641296,-0.040652275450090834,0.13725018987497634,0.08679707210250057,0.1249178945316096,-0.3809844740833581,-0.6531425815224294,-1.4835728738397918,1.4635743751828072,0.07141529696258901,1.0469615124347484,-0.00030941489970309213,0.48675945690807587,1.3510898129670463,0.4249189898426339,1.7423506703467655,1.7286142697060192,-0.7905205165993667,0.14870383744590662,-0.48898575094503105,-0.7210094727955353,-0.05320684644403505
2281,2281,They had to study the night skies through their telescopes every Wednesday at midnight and learn the names of different stars and the movements of the planets.,0.09461503393088072,0.10330197270407511,-0.006766195163775227,-0.0340133576472192,0.04044065615078362,0.09148026345198901,-0.01208056962146149,0.017567664092961375,-0.051068304327421994,0.021891881826086375,-0.037532080644423496,0.1379505524087073,0.0630343332406368,0.09878526450753997,-0.41387567540037196,-0.697622331566001,-1.5033368049678228,1.4635743751828072,0.07141529696258901,1.0155633135015854,-0.043374739390762924,0.43844942960862265,1.3510898129670463,0.42493694678778005,1.7649361099974208,1.7288652557600834,-0.789401272969344,0.21522335764786812,-0.48923800209755397,-0.6767571911829207,-0.07386458560690362
2282,2282,"Three times a week they went out to the greenhouses behind the castle to study Herbology, with a dumpy little witch called Professor Sprout, where they learned how to take care of all the strange plants and fungi, and found out what they were used for.",0.09598188546484052,0.10472939500416409,-0.005249339278342059,-0.03969217816531512,0.03755078917998237,0.09328680773623423,-0.01301037938350126,0.014886748739170588,-0.048193915828516946,0.021974914143116864,-0.03569629191563131,0.13362317895108192,0.0324872399630763,0.06519166691873815,-0.4270207304100186,-0.7176167956227557,-1.5147571773568624,1.4252130644484604,-0.02280635870476359,1.030054789932276,-0.021842077145233008,0.42637192278375935,1.3739777064013274,0.4250389271574877,1.7643966460668565,1.78150936031338,-0.7312154449347521,0.26662728896068844,-0.4890255817828288,-0.6767571911829207,-0.03199048724926139
2283,2283,"Easily the most boring class was History of Magic, which was the only one taught by a ghost.",0.09734873699880031,0.10615681730425305,-0.005249339278342059,-0.04340668535665982,0.03754172530030396,0.09328680773623423,-0.012350338164708678,0.016620272952899966,-0.04909216223442477,0.02112066294056425,-0.036996550023605405,0.1329798770003099,0.04701249052921096,0.08116554102720165,-0.4270207304100186,-0.7219196814131916,-1.5890304832816509,1.4252130644484604,-0.02280635870476359,1.0445462663629668,-0.021842077145233008,0.43844942960862265,1.3739777064013274,0.41835491016700055,1.6974088930966924,1.7870722689631922,-0.7323737842509758,0.2667627567777767,-0.5372579859990808,-0.6767571911829207,-0.05196678985333666
2284,2284,"Professor Binns had been very old indeed when he had fallen asleep in front of the staff room fire and got up next morning to teach, leaving his body behind him.",0.09655140693732377,0.10532415429586782,-0.007319606104073566,-0.04340668535665982,0.03878649810947292,0.09328680773623423,-0.013054521579071304,0.01704085142335851,-0.0494514607967879,0.02113354726562071,-0.037274643412257724,0.13477693209613723,0.03780130010950617,0.07103570571155489,-0.4508010296730621,-0.6922555024331639,-1.5890304832816509,1.4252130644484604,-0.02280635870476359,1.0360929051117305,-0.043374739390762924,0.42637192278375935,1.3739777064013274,0.4188215610006199,1.6852944738685438,1.819148987342118,-0.814930967251563,0.26005328817538176,-0.5372397670725019,-0.6546310503766131,-0.013534020132598999
2285,2285,"Binns droned on and on while they scribbled down names and dates, and got Emetic the Evil and Uric the Oddball mixed up.",0.09415941675289412,0.10282616527071212,-0.007319606104073566,-0.04581785669139234,0.03813389877262705,0.09328680773623423,-0.014518758102513166,0.014541351394260334,-0.050431365966869174,0.021053378131936095,-0.03806433789897306,0.13840857740513574,0.008818966066406548,0.039162922982884325,-0.4508010296730621,-0.7066788087368038,-1.6368838635514211,1.4252130644484604,-0.02280635870476359,1.0107328213580218,-0.043374739390762924,0.40221690913403274,1.3739777064013274,0.36506511675555736,1.603489638736154,1.8000977471697712,-0.8109538109208562,0.24536675395022317,-0.5940915020587473,-0.6767571911829207,-0.05395064964095871
2286,2286,"Professor Flitwick, the Charms teacher, was a tiny little wizard who had to stand on a pile of books to see over his desk.",0.09302037380792762,0.10163664668730465,-0.009252675364438339,-0.04738185971932696,0.03790730178066668,0.08991593360934604,-0.014518758102513166,0.014541351394260334,-0.050431365966869174,0.020851932732243894,-0.03806433789897306,0.13970781205356614,-0.0028451019947785565,0.02633558110994457,-0.4718800120343738,-0.6966517325182218,-1.6758031294451954,1.3636981151589602,-0.02280635870476359,0.998656590999113,-0.06490740163629284,0.40221690913403274,1.3282019195327652,0.3126353896677205,1.577589495892267,1.780839439922404,-0.7586112795546964,0.24204465902716515,-0.5948826329769903,-0.6767571911829207,-0.09569953319883776
2287,2287,"At the start of their first class he took the roll call, and when he reached Harry's name he gave an excited squeak and toppled out of sight.",0.09245085233544437,0.10104188739560091,-0.010991953602821404,-0.04855486199027791,0.03761876827757048,0.08828288527261857,-0.015637513943347864,0.012091427324762843,-0.0518685602163217,0.0208531598108207,-0.03816416115900747,0.14158291791393657,-0.007606937840611528,0.02109884071912135,-0.48909092906182067,-0.6957277475156177,-1.7119487988966113,1.3385847422735506,-0.058569649708520806,0.9926184758196585,-0.08644006388182292,0.37806189548430613,1.3053140260984843,0.36314484805748803,1.6031726162527054,1.7604757321702753,-0.7622833452176432,0.2393848612431908,-0.594899830249584,-0.6767571911829207,-0.0995227830807705
2288,2288,Professor McGonagall was again different.,0.09313427810242426,0.10175559854564539,-0.010991953602821404,-0.045954706956336626,0.035890588552219396,0.08653639486939108,-0.01716890659800862,0.00969216879639572,-0.05258715734104796,0.0212088080849981,-0.03861745856041214,0.14306748532119487,-0.006134780917296977,0.022717817910176293,-0.48909092906182067,-0.7329082789945538,-1.6836915198185225,1.3002234315392038,-0.058569649708520806,0.9998642140350038,-0.08644006388182292,0.3539068818345796,1.2824261326642032,0.36288607648938015,1.5766020933665883,1.7170349366979492,-0.7926068889784673,0.17542817084574652,-0.5943370458307603,-0.6767571911829207,-0.10598638793083574
2289,2289,Harry had been quite right to think she wasn't a teacher to cross.,0.09313427810242426,0.10175559854564539,-0.010991953602821404,-0.0465412080918121,0.03575765165026931,0.08653639486939108,-0.01716890659800862,0.00969216879639572,-0.05330575446577423,0.02096236980415637,-0.03944443655171522,0.1427973102940299,-0.006134780917296977,0.022717817910176293,-0.48909092906182067,-0.7376072107071728,-1.7001529818305807,1.3002234315392038,-0.058569649708520806,0.9998642140350038,-0.08644006388182292,0.3539068818345796,1.2824261326642032,0.36768838715566593,1.5747058562889762,1.7139204073584022,-0.7947793475447947,0.17883485464379187,-0.593424961673111,-0.6767571911829207,-0.10603483930931905
2290,2290,"Strict and clever, she gave them a talking-to the moment they sat down in her first class.",0.0900588621510147,0.10092293553726016,-0.015099357919493392,-0.04439070392840201,0.03613380265692352,0.08653639486939108,-0.018822576000057697,0.0065002397051825075,-0.05312610518459267,0.016910147317353047,-0.03988414632226362,0.14416643015870842,-0.04563904261501251,0.015554942666179426,-0.5357163226657546,-0.7336097141560397,-1.6653133229149912,1.3002234315392038,-0.058569649708520806,0.9914108527837674,-0.12950538837288275,0.31767436135998967,1.2824261326642032,0.31355790810769624,1.4724538398574363,1.7225072747422034,-0.8006630539908426,0.11204454128073038,-0.6506945394715473,-0.7210094727955353,-0.16703528862616124
2291,2291,"""Transfiguration is some of the most complex and dangerous magic you will learn at Hogwarts,"" she said.",0.0900588621510147,0.10092293553726016,-0.015099357919493392,-0.045368205820861145,0.034914710840176735,0.08475316233168337,-0.018822576000057697,0.0065002397051825075,-0.05743768793295025,0.0169690470890397,-0.04389389867772916,0.14322662209594125,-0.04563904261501251,0.015554942666179426,-0.5357163226657546,-0.7806151027792139,-1.69261016239352,1.3002234315392038,-0.058569649708520806,0.9914108527837674,-0.12950538837288275,0.31767436135998967,1.2824261326642032,0.2594275018647117,1.4290896257805554,1.688193388916439,-0.8262564428412363,0.049441220709853184,-0.6612593266527362,-0.743135613601843,-0.20453521430009883
2292,2292,"""Anyone messing around in my class will leave and not come back. You have been warned.""",0.08686954190510851,0.09759228350371922,-0.015099357919493392,-0.045759206577844797,0.03219856822987844,0.08120600042716684,-0.018822576000057697,0.0065002397051825075,-0.05671909080822399,0.01686229125285764,-0.043401178009317025,0.14452498123805596,-0.06817616323738972,-0.009229836498212752,-0.5357163226657546,-0.8260875004672453,-1.6989461820761311,1.2705088880166409,-0.058569649708520806,0.9575974077788225,-0.12950538837288275,0.31767436135998967,1.2366503457956415,0.20524454336546707,1.4380133082289934,1.6536589044648526,-0.8894500781959522,-0.004376013908936244,-0.7168446190176743,-0.7873878952144576,-0.2468838133922227
2293,2293,Then she changed her desk into a pig and back again.,0.08778077626108172,0.09854389837044521,-0.015099357919493392,-0.04439070392840202,0.03845113456137157,0.08289143749061095,-0.018822576000057697,0.0065002397051825075,-0.05959347930712905,0.020762355996137107,-0.04542339096317457,0.14499892536906528,-0.06817616323738972,-0.009229836498212752,-0.5357163226657546,-0.6939819536981707,-1.6671667982508107,1.2705088880166409,-0.058569649708520806,0.9672583920659495,-0.12950538837288275,0.31767436135998967,1.2595382392299224,0.20522345742384285,1.4410397541749622,1.6388856563718859,-0.8892455565867561,0.0009832012146359448,-0.6610577174189735,-0.7873878952144576,-0.24491943716684367
2294,2294,"They were all very impressed and couldn't wait to get started, but soon realized they weren't going to be changing the furniture into animals for a long time.",0.0882363934390683,0.09901970580380819,-0.015099357919493392,-0.0449772050638775,0.034256068916878595,0.08290230682508672,-0.018822576000057697,0.0065002397051825075,-0.0613899721189447,0.02076399210090618,-0.046723649071148655,0.14458961547892832,-0.062069051466747446,-0.002513653934174832,-0.5357163226657546,-0.7898955957169893,-1.6773757636088904,1.2732894592667772,-0.058569649708520806,0.9720888842095133,-0.12950538837288275,0.31767436135998967,1.2595382392299224,0.20518112536962693,1.4395847706793412,1.6773557830897252,-0.8658252694155077,-0.0006300073993406995,-0.6608557596611093,-0.7873878952144576,-0.26294614840584946
2295,2295,"After taking a lot of complicated notes, they were each given a match and started trying to turn it into a needle.",0.08675563761061185,0.09985236881219342,-0.016556196247909993,-0.04458620430689385,0.030024747753671956,0.08620627709972371,-0.018192271905047335,0.006056780022600573,-0.05687877905816315,0.02115338503594573,-0.042296441863225696,0.13951258209922593,-0.07043429327721948,0.02456802868849071,-0.5473451184120706,-0.8370863060449243,-1.687899793656448,1.3337552971397428,-0.020789778203649318,0.9805422454607495,-0.15103805061841266,0.30559685453512636,1.3053140260984843,0.25931583681407394,1.4117617323229146,1.7622098904016044,-0.8624389834363327,0.06413909057468604,-0.6169532394988901,-0.7873878952144576,-0.24721406760524448
